ts_code,ann_date,f_ann_date,end_date,n_cashflow_act,n_cashflow_inv_act,n_cash_flows_fnc_act,c_cash_equ_end_period
688618.SH,20260430,20260430,20260331,-1328315.96,-255402090.64,-27418652.19,55866582.42
688618.SH,20260430,20260430,20260331,-1328315.96,-255402090.64,-27418652.19,55866582.42
688618.SH,20260430,20260430,20251231,54726469.27,-22066148.56,12777438.06,339950701.14
688618.SH,20260430,20260430,20251231,54726469.27,-22066148.56,12777438.06,339950701.14
688618.SH,20251031,20251031,20250930,25656263.61,-278618897.17,31692999.43,73906293.02
688618.SH,20251031,20251031,20250930,25656263.61,-278618897.17,31692999.43,73906293.02
688618.SH,20250829,20250829,20250630,14175314.07,-267964685.28,58112664.07,99881408.06
688618.SH,20250829,20250829,20250630,14175314.07,-267964685.28,58112664.07,99881408.06
688618.SH,20250430,20250430,20250331,11291670.74,-228024911.09,8235876.42,87330196.48
688618.SH,20250430,20250430,20250331,11291670.74,-228024911.09,8235876.42,87330196.48
688618.SH,20250430,20250430,20241231,65422409.19,240243709.72,-144442537.72,295812263.33
688618.SH,20250430,20250430,20241231,65422409.19,240243709.72,-144442537.72,295812263.33
688618.SH,20241031,20241031,20240930,44759014.62,-33642507.38,-80492649.85,64907168.79
688618.SH,20240829,20240829,20240630,41537228.51,-12081513.04,-39652461.79,124196123.99
688618.SH,20240829,20240829,20240630,41537228.51,-12081513.04,-39652461.79,124196123.99
688618.SH,20240426,20240426,20240331,15941986.5,960687.24,-19743196.21,131330042.87
688618.SH,20240426,20240426,20240331,15941986.5,960687.24,-19743196.21,131330042.87
688618.SH,20240327,20240327,20231231,51549560.89,-127730322.64,145400.4,134057234.8
688618.SH,20231031,20231031,20230930,2831933.63,-147793285.7,1073456.75,66179694.62
688618.SH,20230826,20230826,20230630,-12218343.19,-96098798.44,-17607485.84,84173219.03
688618.SH,20230427,20230427,20230331,-4773361.2,-103362309.7,4652499.54,108716284.33
688618.SH,20230427,20230427,20230331,-4773361.2,-103362309.7,4652499.54,108716284.33
688618.SH,20230329,20230329,20221231,38821933.52,-75271469.1,-1702399.14,209547515.93
688618.SH,20230329,20230329,20221231,38821933.52,-75271469.1,-1702399.14,209547515.93
688618.SH,20221029,20221029,20220930,2444305.94,-216778852.33,25533096.76,58956910.31
688618.SH,20220824,20220824,20220630,934826.72,-118480933.73,-20487286.29,109344137.83
688618.SH,20220430,20220430,20220331,-5525825.86,-185205128.55,-840703.6,55461571.06
688618.SH,20220423,20220423,20211231,23330967.73,-217277637.57,-2535746.44,247180760.59
688618.SH,20220423,20220423,20211231,23330967.73,-217277637.57,-2535746.44,247180760.59
688618.SH,20211028,20211028,20210930,12954451.69,-313975788.38,-19640307.68,123241773.68
688618.SH,20210830,20210830,20210630,8272924.09,-235448311.1,-18562597.76,198060643.72
688618.SH,20210429,20210429,20210331,8304576.94,-311844612.09,-18135000.32,122286952.94
688618.SH,20210423,20210423,20201231,36031879.61,-124895664.14,407559153.11,443941777.14
688618.SH,20210423,20210423,20201231,36031879.61,-124895664.14,407559153.11,443941777.14
688618.SH,20210429,20210429,20200331,1816927.53,-100201403.24,4300000.0,31999748.65
