ts_code,ann_date,f_ann_date,end_date,n_cashflow_act,n_cashflow_inv_act,n_cash_flows_fnc_act,c_cash_equ_end_period
603236.SH,20260424,20260424,20260331,-421521176.98,-319010924.33,588239591.9,2222583196.4
603236.SH,20260424,20260424,20260331,-421521176.98,-319010924.33,588239591.9,2222583196.4
603236.SH,20260424,20260424,20251231,-658201710.81,-741084015.49,1903492258.6,2377011821.7
603236.SH,20260424,20260424,20251231,-658201710.81,-741084015.49,1903492258.6,2377011821.7
603236.SH,20251024,20251024,20250930,-800229141.73,-523217562.7,384174260.41,894008219.15
603236.SH,20250815,20250815,20250630,-807421644.62,-137696648.59,204979207.49,1088114745.37
603236.SH,20250429,20250429,20250331,-623082393.95,-123521815.32,100231742.77,1188720664.21
603236.SH,20250429,20250429,20250331,-623082393.95,-123521815.32,100231742.77,1188720664.21
603236.SH,20250424,20250424,20241231,723755057.63,-273316798.92,-470503110.78,1836621342.23
603236.SH,20241022,20241022,20240930,306786256.32,-202972922.13,-201344620.33,1761676081.73
603236.SH,20241022,20241022,20240930,306786256.32,-202972922.13,-201344620.33,1761676081.73
603236.SH,20240827,20240827,20240630,-335989539.88,-179056466.53,135378522.7,1486621208.84
603236.SH,20240827,20240827,20240630,-335989539.88,-179056466.53,135378522.7,1486621208.84
603236.SH,20240423,20240423,20240331,-708960316.35,-20529663.15,362487284.05,1500148457.3
603236.SH,20240423,20240423,20240331,-708960316.35,-20529663.15,362487284.05,1500148457.3
603236.SH,20240423,20240423,20231231,1036842590.2,-194809029.26,-1188711091.6,1871555490.87
603236.SH,20240423,20240423,20231231,1036842590.2,-194809029.26,-1188711091.6,1871555490.87
603236.SH,20231026,20231026,20230930,364218208.57,-165168333.74,-370852448.26,2055614590.04
603236.SH,20231026,20231026,20230930,364218208.57,-165168333.74,-370852448.26,2055614590.04
603236.SH,20230815,20230815,20230630,155619715.65,-119785339.35,-299461243.57,1965873548.76
603236.SH,20230425,20230425,20230331,278466831.14,-39562754.26,261292239.1,2689511270.06
603236.SH,20230425,20230425,20230331,278466831.14,-39562754.26,261292239.1,2689511270.06
603236.SH,20230425,20230425,20221231,501711780.16,-301736355.22,787140255.49,2198795359.92
603236.SH,20230425,20230425,20221231,501711780.16,-301736355.22,787140255.49,2198795359.92
603236.SH,20221029,20221029,20220930,360672827.0,-430498508.33,112802785.97,1261711410.94
603236.SH,20220824,20220824,20220630,638164718.89,-211006211.5,-187454878.79,1408489557.02
603236.SH,20220429,20220429,20220331,-15681469.53,-84889985.12,219192136.26,1249434827.98
603236.SH,20220429,20220429,20220331,-15681469.53,-84889985.12,219192136.26,1249434827.98
603236.SH,20220416,20220416,20211231,-488101815.91,-944675627.4,1959243669.63,1133008786.5
603236.SH,20220416,20220416,20211231,-488101815.91,-944675627.4,1959243669.63,1133008786.5
603236.SH,20211026,20211026,20210930,-1317721344.26,-504206081.56,1796259508.88,584460228.6
603236.SH,20210824,20210824,20210630,-616463109.61,-938876137.76,1575741880.22,630147381.96
603236.SH,20210429,20210429,20210331,-260787938.31,-72087237.42,1278349612.48,1556390294.1
603236.SH,20210420,20210420,20201231,-398540204.22,-289004224.07,700398196.75,610486442.82
603236.SH,20210420,20210420,20201231,-398540204.22,-289004224.07,700398196.75,610486442.82
603236.SH,20201030,20201030,20200930,-520917259.05,-141338998.34,598476957.08,532131542.44
603236.SH,20200825,20200825,20200630,-324358042.9,98391315.18,416564297.22,789146462.65
603236.SH,20200825,20200825,20200630,-324358042.9,98391315.18,416564297.22,789146462.65
603236.SH,20200429,20200429,20200331,-390099666.1,59351633.84,184089119.44,451846541.07
603236.SH,20200415,20200415,20191231,-143946666.41,-592381697.64,1071834595.76,597574871.1
603236.SH,20200415,20200415,20191231,-143946666.41,-592381697.64,1071834595.76,597574871.1
603236.SH,20191031,20191031,20190930,-346080322.31,-310682366.33,1054486782.54,657786734.56
603236.SH,20191031,20191031,20190930,-346080322.31,-310682366.33,1054486782.54,657786734.56
603236.SH,20190829,20190829,20190630,-58585944.28,-146323644.26,73376158.99,127020171.11
603236.SH,20200429,20200429,20190331,-144516303.31,-44899082.91,13267880.99,81431907.33
603236.SH,20191031,20191031,20180930,-49020861.65,6113094.36,59273566.59,145037591.84
603236.SH,20190829,20190829,20180630,10799884.39,44951476.8,48865254.87,231220644.17
