ts_code,ann_date,f_ann_date,end_date,n_cashflow_act,n_cashflow_inv_act,n_cash_flows_fnc_act,c_cash_equ_end_period
002881.SZ,20260430,20260430,20260331,-191761861.95,-48381418.39,1243164423.69,1313306045.61
002881.SZ,20260430,20260430,20260331,-191761861.95,-48381418.39,1243164423.69,1313306045.61
002881.SZ,20260331,20260331,20251231,32494874.53,-43539178.0,-28380231.94,309614248.55
002881.SZ,20260331,20260331,20251231,32494874.53,-43539178.0,-28380231.94,309614248.55
002881.SZ,20251028,20251028,20250930,41331169.96,-26113568.39,-49471865.63,315854581.68
002881.SZ,20251028,20251028,20250930,41331169.96,-26113568.39,-49471865.63,315854581.68
002881.SZ,20250828,20250828,20250630,-83978198.61,-17730857.38,99345913.43,348710767.63
002881.SZ,20250828,20250828,20250630,-83978198.61,-17730857.38,99345913.43,348710767.63
002881.SZ,20250428,20250428,20250331,-66889086.83,-4682887.44,178892391.64,452352234.95
002881.SZ,20250428,20250428,20250331,-66889086.83,-4682887.44,178892391.64,452352234.95
002881.SZ,20250428,20250428,20241231,-129890475.29,16758632.46,306472996.58,341879366.49
002881.SZ,20241029,20241029,20240930,-41664347.49,36721250.11,104237281.79,245610975.22
002881.SZ,20241029,20241029,20240930,-41664347.49,36721250.11,104237281.79,245610975.22
002881.SZ,20240829,20240829,20240630,-50319764.17,-6908532.29,208495994.1,297762454.88
002881.SZ,20240829,20240829,20240630,-50319764.17,-6908532.29,208495994.1,297762454.88
002881.SZ,20240425,20240425,20240331,17256911.87,-2142120.0,330797156.38,486619626.57
002881.SZ,20240425,20240425,20231231,-31313061.94,-98392445.13,191326811.22,138926407.39
002881.SZ,20240425,20240425,20231231,-31313061.94,-98392445.13,191326811.22,138926407.39
002881.SZ,20231031,20231031,20230930,-27901602.47,-45061619.44,245059621.77,248430049.55
002881.SZ,20231031,20231031,20230930,-27901602.47,-45061619.44,245059621.77,248430049.55
002881.SZ,20230831,20230831,20230630,-17906415.54,-39498107.0,331545219.66,350020958.37
002881.SZ,20230426,20230426,20230331,-40402948.42,-5691095.0,629397064.12,655146723.0
002881.SZ,20230426,20230426,20230331,-40402948.42,-5691095.0,629397064.12,655146723.0
002881.SZ,20230426,20230426,20221231,31824265.56,-153412153.66,16809144.15,72287498.3
002881.SZ,20230426,20230426,20221231,31824265.56,-153412153.66,16809144.15,72287498.3
002881.SZ,20221028,20221028,20220930,80174335.37,-85928758.91,17464746.78,190254534.08
002881.SZ,20220816,20220816,20220630,124530860.34,-57748524.6,-77654629.98,164477723.5
002881.SZ,20220428,20220428,20220331,32328875.25,-503698.98,-31388209.46,172969166.61
002881.SZ,20220428,20220428,20211231,-199608827.27,-31060836.62,201757654.13,173092104.07
002881.SZ,20220428,20220428,20211231,-199608827.27,-31060836.62,201757654.13,173092104.07
002881.SZ,20211029,20211029,20210930,-262689381.23,-6751876.25,168851347.12,102617185.96
002881.SZ,20210827,20210827,20210630,-181709407.69,4565352.15,173998613.05,199872539.88
002881.SZ,20210428,20210428,20210331,-74406325.64,2477374.54,-26583680.91,104861300.09
002881.SZ,20210428,20210428,20201231,68445141.81,-34725783.41,30794969.24,203818844.91
002881.SZ,20210428,20210428,20201231,68445141.81,-34725783.41,30794969.24,203818844.91
002881.SZ,20201030,20201030,20200930,-35031055.75,7839376.08,68637467.12,187508122.99
002881.SZ,20200828,20200828,20200630,-42996648.16,-20467805.82,35396293.6,122361735.05
002881.SZ,20200828,20200828,20200630,-42996648.16,-20467805.82,35396293.6,122361735.05
002881.SZ,20200428,20200428,20200331,-47705726.3,-718340.97,-60477.08,102008527.63
002881.SZ,20200428,20200428,20191231,30851863.71,79842518.7,-55171084.63,149518207.09
002881.SZ,20200428,20200428,20191231,30851863.71,79842518.7,-55171084.63,149518207.09
002881.SZ,20191025,20191025,20190930,3424081.64,82260338.64,-52446030.77,127925197.37
002881.SZ,20191025,20191025,20190930,3424081.64,82260338.64,-52446030.77,127925197.37
002881.SZ,20190822,20190822,20190630,-4882605.4,54060562.3,-26504518.61,116575746.41
002881.SZ,20190822,20190822,20190630,-4882605.4,54060562.3,-26504518.61,116575746.41
002881.SZ,20190426,20190426,20190331,-20782590.72,65651657.04,-6349641.35,131858608.32
002881.SZ,20190426,20190426,20181231,36700308.18,-24896973.88,-15428070.48,93261029.98
002881.SZ,20190426,20190426,20181231,36700308.18,-24896973.88,-15428070.48,93261029.98
002881.SZ,20181026,20181026,20180930,59350789.95,8369220.75,29471564.3,194257553.48
002881.SZ,20180828,20180828,20180630,27699666.35,-37214245.38,-5175225.49,82882876.45
002881.SZ,20180427,20180427,20180331,10755129.65,-46030409.65,4495143.1,66746745.17
002881.SZ,20180427,20180427,20171231,-16962893.37,-107113873.13,207358314.29,97564792.15
002881.SZ,20171024,20171024,20170930,-14875851.84,-143249143.24,184884814.03,41451709.07
002881.SZ,20170825,20170825,20170630,13852648.41,-6068739.94,216118149.64,238248697.0
002881.SZ,20171024,20171024,20160930,2942280.01,-5699733.97,5803726.97,8952218.59
002881.SZ,20170825,20170825,20160630,15348192.85,-4586144.24,-8196022.23,8470755.21
