ts_code,ann_date,f_ann_date,end_date,n_cashflow_act,n_cashflow_inv_act,n_cash_flows_fnc_act,c_cash_equ_end_period
002373.SZ,20260428,20260428,20260331,-459009373.44,53007100.24,-91277273.78,2741493761.4
002373.SZ,20260428,20260428,20260331,-459009373.44,53007100.24,-91277273.78,2741493761.4
002373.SZ,20260418,20260418,20251231,776380209.81,-908210477.93,-202853989.96,3263932241.77
002373.SZ,20251023,20251023,20250930,1702375.93,-307943148.87,-178524216.03,3129769168.1
002373.SZ,20251023,20251023,20250930,1702375.93,-307943148.87,-178524216.03,3129769168.1
002373.SZ,20250822,20250822,20250630,-257082351.3,-139463049.48,-109679028.73,3116854375.51
002373.SZ,20250822,20250822,20250630,-257082351.3,-139463049.48,-109679028.73,3116854375.51
002373.SZ,20250428,20250428,20250331,-448252126.3,-134839127.19,-143121967.23,2895660088.03
002373.SZ,20250428,20250428,20250331,-448252126.3,-134839127.19,-143121967.23,2895660088.03
002373.SZ,20250419,20250419,20241231,143284483.37,-315823186.46,-441710093.7,3621650989.41
002373.SZ,20241030,20241030,20240930,-555306536.14,18917398.62,-260425452.03,3383327207.76
002373.SZ,20241030,20241030,20240930,-555306536.14,18917398.62,-260425452.03,3383327207.76
002373.SZ,20240827,20240827,20240630,-530368494.94,-11962123.0,-263171343.9,3404973835.01
002373.SZ,20240425,20240425,20240331,-541293614.62,-46949571.73,116970886.99,3731332978.39
002373.SZ,20240425,20240425,20240331,-541293614.62,-46949571.73,116970886.99,3731332978.39
002373.SZ,20240418,20240418,20231231,890374840.8,-197424956.87,-347800685.04,4194289289.18
002373.SZ,20231026,20231026,20230930,144268089.22,-585732489.83,-34334944.44,3386736326.8
002373.SZ,20231026,20231026,20230930,144268089.22,-585732489.83,-34334944.44,3386736326.8
002373.SZ,20230823,20230823,20230630,-210796959.26,-293005515.75,-62781962.14,3308946645.64
002373.SZ,20230420,20230420,20230331,-271174216.37,119160721.49,-11660996.45,3644677429.82
002373.SZ,20230420,20230420,20230331,-271174216.37,119160721.49,-11660996.45,3644677429.82
002373.SZ,20230420,20230420,20221231,500005224.1,-583866197.97,136762026.45,3827973811.05
002373.SZ,20230420,20230420,20221231,500005224.1,-583866197.97,136762026.45,3827973811.05
002373.SZ,20221027,20221027,20220930,-352045210.77,-873750610.42,291492105.57,2899095186.74
002373.SZ,20221027,20221027,20220930,-352045210.77,-873750610.42,291492105.57,2899095186.74
002373.SZ,20220818,20220818,20220630,-570180447.95,-264385327.94,269927135.89,3204316636.38
002373.SZ,20220427,20220427,20220331,-427547275.2,-561856691.42,-36925400.95,2695427695.06
002373.SZ,20220427,20220427,20220331,-427547275.2,-561856691.42,-36925400.95,2695427695.06
002373.SZ,20220330,20220330,20211231,241525863.67,-127189331.99,-508950917.37,3724192462.64
002373.SZ,20220330,20220330,20211231,241525863.67,-127189331.99,-508950917.37,3724192462.64
002373.SZ,20211026,20211026,20210930,-527739490.61,-509830471.14,-385343791.98,2703848825.38
002373.SZ,20210811,20210811,20210630,-517991553.18,148803642.41,-368609187.38,3387295600.62
002373.SZ,20210424,20210424,20210331,-785425372.68,394004446.21,-172818419.43,3566407625.53
002373.SZ,20210331,20210331,20201231,1311667953.39,-1492920789.37,1662257426.75,4120979406.81
002373.SZ,20210331,20210331,20201231,1311667953.39,-1492920789.37,1662257426.75,4120979406.81
002373.SZ,20201028,20201028,20200930,97023442.57,-1469470636.66,1668017667.6,2949817481.1
002373.SZ,20200820,20200820,20200630,-437681100.26,-271274186.43,-43230830.29,1926382279.33
002373.SZ,20200820,20200820,20200630,-437681100.26,-271274186.43,-43230830.29,1926382279.33
002373.SZ,20200427,20200427,20200331,-419851910.06,-159258020.48,-48536977.29,2052185322.05
002373.SZ,20200415,20200415,20191231,937207167.51,-366294128.35,-160318717.98,2673575462.47
002373.SZ,20200415,20200415,20191231,937207167.51,-366294128.35,-160318717.98,2673575462.47
002373.SZ,20191024,20191024,20190930,-353070949.83,-470102241.93,86804859.37,1534557652.11
002373.SZ,20191024,20191024,20190930,-353070949.83,-470102241.93,86804859.37,1534557652.11
002373.SZ,20190809,20190809,20190630,-102086414.09,-134843585.2,-200707240.43,1827341340.22
002373.SZ,20190809,20190809,20190630,-102086414.09,-134843585.2,-200707240.43,1827341340.22
002373.SZ,20190424,20190424,20190331,-425519066.34,-255520598.13,-85265739.36,1489204356.85
002373.SZ,20190410,20190410,20181231,191481363.95,18514210.68,28859781.96,2262634692.08
002373.SZ,20190410,20190410,20181231,191481363.95,18514210.68,28859781.96,2262634692.08
002373.SZ,20181030,20181030,20180930,-343375195.31,94770629.87,21257663.04,1823667500.58
002373.SZ,20180825,20180825,20180630,-577868474.87,108474188.85,33564185.91,1602924240.59
002373.SZ,20180427,20180427,20180331,-472585922.9,10952754.96,145073056.85,1702232134.7
002373.SZ,20180426,20180426,20171231,201674274.04,-682888372.55,-45883484.58,1684119126.06
002373.SZ,20171028,20171028,20170930,-217097280.0,-386544727.78,73588818.92,1681163520.29
002373.SZ,20170824,20170824,20170630,-269682306.81,-407540626.89,-53579172.43,1480414603.02
002373.SZ,20170429,20170429,20170331,-165500794.66,-403710126.95,20742638.62,1662743363.36
002373.SZ,20170427,20170427,20161231,250382922.5,643374622.63,263188432.43,2211216709.15
002373.SZ,20161028,20161028,20160930,-178619775.06,287101397.27,-33105721.68,1129646632.12
002373.SZ,20160824,20160824,20160630,-255694196.06,449416771.32,91823930.38,1339817237.23
002373.SZ,20160427,20160427,20160331,-93773546.96,287219872.98,-29962815.8,1217754241.81
002373.SZ,20160408,20160408,20151231,159758085.46,-1274369805.11,1751843906.23,1054270731.59
002373.SZ,20151020,20151020,20150930,-155585257.38,-26289894.26,150941676.41,386105069.78
002373.SZ,20150822,20150822,20150630,-196205093.3,-153502816.22,122575375.59,189906011.08
002373.SZ,20150428,20150428,20150331,-158765089.46,-84843395.53,53229205.84,226659265.86
002373.SZ,20150428,20150428,20141231,162958303.92,-54520273.27,12686734.59,417038545.01
002373.SZ,20141029,20141029,20140930,-73503055.58,-30932439.43,49326172.95,240804457.71
002373.SZ,20140828,20140828,20140630,-66505693.6,-18608196.72,50247082.44,261046971.89
002373.SZ,20140428,20140428,20140331,-50481883.7,-2521400.99,-29270000.0,48941789.48
002373.SZ,20140410,20140410,20131231,-20369812.28,-10828578.52,-92144511.68,148874969.42
002373.SZ,20131029,20131029,20130930,-75127049.77,-20668649.85,-92448833.35,85046955.64
002373.SZ,20130810,20130810,20130630,-97945070.97,-15834809.75,-52509333.35,105930626.36
002373.SZ,20130425,20130425,20130331,-78954607.3,-7765596.75,-50814000.01,134685636.37
002373.SZ,20130420,20130420,20121231,-37675210.06,-54644147.76,106645792.24,272220728.25
002373.SZ,20121027,20121027,20120930,-156501755.86,-38696357.1,89411022.32,152108091.01
002373.SZ,20120825,20120825,20120630,-80695742.6,-36954888.1,60593034.82,200837585.77
002373.SZ,20120421,20120421,20120331,-91999591.58,-34917019.82,41087977.78,172066555.91
002373.SZ,20120330,20120330,20111231,42107349.78,-41499207.55,39358164.59,257895181.65
002373.SZ,20111028,20111028,20110930,-69490862.63,-28487096.48,61061325.71,181012249.31
002373.SZ,20110825,20110825,20110630,-38695123.18,-13821376.97,53429322.23,218841704.79
002373.SZ,20110428,20110428,20110331,-90338152.52,-5626872.34,49310116.67,171273974.52
002373.SZ,20110428,20110428,20101231,-179719987.96,-209703703.39,446915821.93,217928882.71
002373.SZ,20101021,20101021,20100930,-316192980.65,-19854249.6,435895790.0,260285314.39
002373.SZ,20100828,20100828,20100630,-226343420.57,-4811840.06,435895790.0,365177284.01
002373.SZ,20100428,20100428,20100331,-114258096.95,-255108.99,478560378.55,524483927.25
002373.SZ,20101021,20101021,20090930,-123203467.9,-355580.0,72703957.09,57157690.94
002373.SZ,20100428,20100428,20090331,-75319860.22,-95456.41,39625350.0,72222815.12
