ts_code,ann_date,f_ann_date,end_date,n_cashflow_act,n_cashflow_inv_act,n_cash_flows_fnc_act,c_cash_equ_end_period
300552.SZ,20260423,20260423,20260331,-61977063.82,-7922916.94,34861489.8,306830673.43
300552.SZ,20260423,20260423,20260331,-61977063.82,-7922916.94,34861489.8,306830673.43
300552.SZ,20260331,20260331,20251231,33382554.51,4478673.08,-43340178.57,342477619.29
300552.SZ,20260331,20260331,20251231,33382554.51,4478673.08,-43340178.57,342477619.29
300552.SZ,20251030,20251030,20250930,-119494957.74,-5468170.79,76507477.59,299915416.1
300552.SZ,20251030,20251030,20250930,-119494957.74,-5468170.79,76507477.59,299915416.1
300552.SZ,20250826,20250826,20250630,-120371178.66,-3802299.92,80019075.34,304411534.26
300552.SZ,20250826,20250826,20250630,-120371178.66,-3802299.92,80019075.34,304411534.26
300552.SZ,20250426,20250426,20250331,-44476614.72,-203498307.09,41458638.36,141955849.05
300552.SZ,20250426,20250426,20250331,-44476614.72,-203498307.09,41458638.36,141955849.05
300552.SZ,20250412,20250412,20241231,-209121683.78,332842633.39,32089205.28,348497530.09
300552.SZ,20241029,20241029,20240930,-224105339.59,77166329.54,108989615.7,154432624.1
300552.SZ,20241029,20241029,20240930,-224105339.59,77166329.54,108989615.7,154432624.1
300552.SZ,20240817,20240817,20240630,-148389845.51,460555.71,81122251.89,125750389.0
300552.SZ,20240427,20240427,20240331,-81312167.67,657798.06,61982984.27,173856389.13
300552.SZ,20240427,20240427,20240331,-81312167.67,657798.06,61982984.27,173856389.13
300552.SZ,20240418,20240418,20231231,-261902423.07,-355735278.27,16859400.97,192518121.61
300552.SZ,20240418,20240418,20231231,-261902423.07,-355735278.27,16859400.97,192518121.61
300552.SZ,20231027,20231027,20230930,-264619411.53,-350582958.08,25946302.6,204098382.88
300552.SZ,20230831,20230831,20230630,-197393563.48,-352737240.09,-13170683.54,230086787.49
300552.SZ,20230831,20230831,20230630,-197393563.48,-352737240.09,-13170683.54,230086787.49
300552.SZ,20230428,20230428,20230331,-83941527.28,-352500602.38,-7328044.68,349439124.32
300552.SZ,20230428,20230428,20230331,-83941527.28,-352500602.38,-7328044.68,349439124.32
300552.SZ,20230412,20230412,20221231,-74099802.05,-205451918.78,-36183900.08,793239352.3
300552.SZ,20230412,20230412,20221231,-74099802.05,-205451918.78,-36183900.08,793239352.3
300552.SZ,20221028,20221028,20220930,-236472827.0,-724670874.55,-20645786.85,127210231.96
300552.SZ,20221028,20221028,20220930,-236472827.0,-724670874.55,-20645786.85,127210231.96
300552.SZ,20220813,20220813,20220630,-145288531.94,-726429972.57,-19489094.1,217747536.42
300552.SZ,20220813,20220813,20220630,-145288531.94,-726429972.57,-19489094.1,217747536.42
300552.SZ,20220429,20220429,20220331,-44589997.62,-167850330.74,,896509086.37
300552.SZ,20220409,20220409,20211231,229781879.44,-49116734.81,263000672.18,1108949414.73
300552.SZ,20220409,20220409,20211231,229781879.44,-49116734.81,263000672.18,1108949414.73
300552.SZ,20211019,20211019,20210930,165378340.03,-30862112.71,-118924665.49,687396381.12
300552.SZ,20210731,20210731,20210630,129353029.79,-28356729.63,-116897184.5,656030029.69
300552.SZ,20210428,20210428,20210331,77099680.8,-11050088.81,,737855983.94
300552.SZ,20210428,20210428,20201231,400283398.71,-69498548.77,-178640124.8,665286179.16
300552.SZ,20210428,20210428,20201231,400283398.71,-69498548.77,-178640124.8,665286179.16
300552.SZ,20201030,20201030,20200930,148237079.63,-57055640.72,-178640124.8,425690886.55
300552.SZ,20200826,20200826,20200630,19611019.55,-41885200.8,-76991882.22,413883508.96
300552.SZ,20200826,20200826,20200630,19611019.55,-41885200.8,-76991882.22,413883508.96
300552.SZ,20200425,20200425,20200331,-36918112.82,-4625485.51,100000000.0,571605829.74
300552.SZ,20200411,20200411,20191231,470811190.75,-70378732.89,-90279698.88,513148269.02
300552.SZ,20200411,20200411,20191231,470811190.75,-70378732.89,-90279698.88,513148269.02
300552.SZ,20191030,20191030,20190930,39304449.42,-56159615.21,114821597.32,300961941.57
300552.SZ,20191030,20191030,20190930,39304449.42,-56159615.21,114821597.32,300961941.57
300552.SZ,20190803,20190803,20190630,-171433238.23,-12411531.71,26239293.26,45390033.36
300552.SZ,20190803,20190803,20190630,-171433238.23,-12411531.71,26239293.26,45390033.36
300552.SZ,20190427,20190427,20190331,-149558526.51,-3039795.0,19113631.23,69510819.76
300552.SZ,20190412,20190412,20181231,-24733402.43,28854338.81,12900839.14,202995510.04
300552.SZ,20190412,20190412,20181231,-24733402.43,28854338.81,12900839.14,202995510.04
300552.SZ,20181030,20181030,20180930,-191104256.74,3210849.67,70129288.94,68209616.39
300552.SZ,20180825,20180825,20180630,-146010113.52,25810741.66,33199886.38,98974249.04
300552.SZ,20180427,20180427,20180331,-105481344.01,-2084626.19,-1147662.5,77260101.82
300552.SZ,20180405,20180405,20171231,-77463197.95,-87611984.15,54107704.31,185973734.52
300552.SZ,20171026,20171026,20170930,-208484252.71,-32020048.8,5053474.17,61490384.97
300552.SZ,20170819,20170819,20170630,-169856297.24,-22422770.42,-57284000.0,47378144.65
300552.SZ,20170426,20170426,20170331,-90752769.16,-41569150.19,-326250.0,164293042.96
300552.SZ,20170325,20170325,20161231,-12086817.7,-102940243.64,263554266.4,296941212.31
300552.SZ,20170426,20170426,20160331,-127191532.65,-4026536.23,33875286.25,51071224.62
