ts_code,ann_date,f_ann_date,end_date,n_cashflow_act,n_cashflow_inv_act,n_cash_flows_fnc_act,c_cash_equ_end_period
301608.SZ,20260421,20260421,20260331,-5212007.55,-599373494.07,-348114.58,375803038.39
301608.SZ,20260421,20260421,20260331,-5212007.55,-599373494.07,-348114.58,375803038.39
301608.SZ,20260421,20260421,20251231,316054323.51,-210050933.01,-67448696.99,983208649.75
301608.SZ,20251024,20251024,20250930,223160044.99,-676125252.04,-68513740.61,423824326.07
301608.SZ,20250828,20250828,20250630,61591418.64,-664445024.06,-24892743.99,317102179.88
301608.SZ,20250828,20250828,20250630,61591418.64,-664445024.06,-24892743.99,317102179.88
301608.SZ,20250423,20250423,20250331,22203446.04,-751662768.67,-428576.41,215672889.36
301608.SZ,20250423,20250423,20250331,22203446.04,-751662768.67,-428576.41,215672889.36
301608.SZ,20250423,20250423,20241231,202563321.9,-721806429.66,835923428.04,944969542.69
301608.SZ,20241028,20241028,20240930,130068624.82,-1174918639.55,841241246.52,420326060.28
301608.SZ,20241028,20241028,20240930,130068624.82,-1174918639.55,841241246.52,420326060.28
301608.SZ,20240829,20240829,20240630,69250862.16,-7502873.6,7171598.77,695944349.16
301608.SZ,20240829,20240829,20240630,69250862.16,-7502873.6,7171598.77,695944349.16
301608.SZ,20241028,20241028,20230930,126860133.73,-414171770.18,61879234.6,209075988.62
