ts_code,ann_date,f_ann_date,end_date,n_cashflow_act,n_cashflow_inv_act,n_cash_flows_fnc_act,c_cash_equ_end_period
300627.SZ,20260424,20260424,20260331,-122913929.04,-72303577.29,-37880570.64,971979119.23
300627.SZ,20260424,20260424,20260331,-122913929.04,-72303577.29,-37880570.64,971979119.23
300627.SZ,20260417,20260417,20251231,698680737.18,-704931346.03,-13090818.7,1215275262.2
300627.SZ,20251023,20251023,20250930,51511341.09,-286907523.29,-21518690.89,984078013.6
300627.SZ,20251023,20251023,20250930,51511341.09,-286907523.29,-21518690.89,984078013.6
300627.SZ,20250808,20250808,20250630,133757437.42,-37211976.59,-66971725.15,1267384860.93
300627.SZ,20250425,20250425,20250331,-126808172.24,45738920.91,-31297627.78,1110941783.29
300627.SZ,20250425,20250425,20250331,-126808172.24,45738920.91,-31297627.78,1110941783.29
300627.SZ,20250418,20250418,20241231,659056803.43,-521361250.77,-105132902.16,1216507286.65
300627.SZ,20241024,20241024,20240930,-50947201.04,-238017927.98,-81339778.52,815403038.98
300627.SZ,20240808,20240808,20240630,-128578423.6,-10387344.12,-143623958.24,903113753.54
300627.SZ,20240808,20240808,20240630,-128578423.6,-10387344.12,-143623958.24,903113753.54
300627.SZ,20240425,20240425,20240331,-227476446.44,-4747309.08,-1536611.76,955066083.57
300627.SZ,20240425,20240425,20240331,-227476446.44,-4747309.08,-1536611.76,955066083.57
300627.SZ,20240418,20240418,20231231,445346227.17,-228204780.48,-62853463.21,1191288769.72
300627.SZ,20240418,20240418,20231231,445346227.17,-228204780.48,-62853463.21,1191288769.72
300627.SZ,20231025,20231025,20230930,-49658096.52,-249519684.32,-36696529.38,698306915.45
300627.SZ,20231025,20231025,20230930,-49658096.52,-249519684.32,-36696529.38,698306915.45
300627.SZ,20230808,20230808,20230630,-83427662.11,-188533747.06,-109671479.01,656415799.13
300627.SZ,20230425,20230425,20230331,-150902002.24,-268611123.52,61802253.33,674183360.38
300627.SZ,20230425,20230425,20230331,-150902002.24,-268611123.52,61802253.33,674183360.38
300627.SZ,20230418,20230418,20221231,353687327.38,-283021035.33,-51799481.12,1033852210.92
300627.SZ,20230418,20230418,20221231,353687327.38,-283021035.33,-51799481.12,1033852210.92
300627.SZ,20221024,20221024,20220930,-183454255.55,34624824.74,-39660875.24,826165663.94
300627.SZ,20221024,20221024,20220930,-183454255.55,34624824.74,-39660875.24,826165663.94
300627.SZ,20220812,20220812,20220630,-295284587.15,-44846638.81,-75546057.28,585265157.67
300627.SZ,20220427,20220427,20220331,-212020284.75,-131548939.0,-10720749.55,630067165.96
300627.SZ,20220427,20220427,20211231,271452094.47,-597940334.48,843491641.15,985881954.22
300627.SZ,20220427,20220427,20211231,271452094.47,-597940334.48,843491641.15,985881954.22
300627.SZ,20211029,20211029,20210930,-93738485.0,-455455712.85,914477788.52,839622066.35
300627.SZ,20210813,20210813,20210630,-96641228.04,-115214458.48,888338721.51,1150732223.02
300627.SZ,20210427,20210427,20210331,-181228703.48,-47305404.49,66758920.54,315469800.14
300627.SZ,20210422,20210422,20201231,231157579.4,-107134770.76,-96675839.48,477672872.82
300627.SZ,20210422,20210422,20201231,231157579.4,-107134770.76,-96675839.48,477672872.82
300627.SZ,20201028,20201028,20200930,-130459.31,-216295613.31,2332586.5,242553357.07
300627.SZ,20200731,20200731,20200630,-39839633.72,-143125372.78,-10061531.98,268349623.15
300627.SZ,20200731,20200731,20200630,-39839633.72,-143125372.78,-10061531.98,268349623.15
300627.SZ,20200428,20200428,20200331,-111061945.39,-39319883.05,-1271870.64,309303108.04
300627.SZ,20200428,20200428,20191231,163871305.24,-49174592.53,-65351470.11,459482053.69
300627.SZ,20200428,20200428,20191231,163871305.24,-49174592.53,-65351470.11,459482053.69
300627.SZ,20191028,20191028,20190930,-83693107.5,-22093279.4,-80773484.86,224685238.32
300627.SZ,20191028,20191028,20190930,-83693107.5,-22093279.4,-80773484.86,224685238.32
300627.SZ,20190816,20190816,20190630,-112647169.53,69162737.8,-8277402.45,358094022.26
300627.SZ,20190424,20190424,20190331,-126664866.09,-36447034.91,-2418148.45,243538701.22
300627.SZ,20190420,20190420,20181231,-26055000.85,-1195350.54,15789590.08,409598612.01
300627.SZ,20181027,20181027,20180930,-226999493.01,64976147.13,-33710151.5,225431045.27
300627.SZ,20180807,20180807,20180630,-162655729.01,46882743.87,-32625747.5,271671381.84
300627.SZ,20180425,20180425,20180331,-122010432.58,40549870.38,-326324.43,337357963.39
300627.SZ,20180410,20180410,20171231,79743357.75,-267945162.75,482511434.09,420928784.05
300627.SZ,20171026,20171026,20170930,-57711913.2,-78114723.85,359332634.38,350822115.31
300627.SZ,20170825,20170825,20170630,-53339203.4,-11900399.0,334445009.38,397225321.4
300627.SZ,20170426,20170426,20170331,-67859237.9,-1197021.0,344557700.0,403914320.35
300627.SZ,20171026,20171026,20160930,-59578530.05,-16390801.03,-4990000.0,35846639.03
300627.SZ,20170426,20170426,20160331,-47002348.79,-2987684.0,9986049.66,76405520.99
