ts_code,ann_date,f_ann_date,end_date,n_cashflow_act,n_cashflow_inv_act,n_cash_flows_fnc_act,c_cash_equ_end_period
300590.SZ,20260423,20260423,20260331,-21774847.49,-167402758.94,-967442.36,455625209.41
300590.SZ,20260423,20260423,20251231,160730106.52,-89928869.47,-104347336.63,144704430.11
300590.SZ,20251029,20251029,20250930,147537435.99,-41108189.01,-104286748.45,180160763.02
300590.SZ,20250731,20250731,20250630,69826488.42,17252350.55,-102937128.22,162282198.28
300590.SZ,20250425,20250425,20250331,35605996.61,40910948.79,-1285505.61,613881178.93
300590.SZ,20250425,20250425,20250331,35605996.61,40910948.79,-1285505.61,613881178.93
300590.SZ,20250425,20250425,20241231,292975530.18,-144409838.84,-70429296.41,176569665.94
300590.SZ,20250425,20250425,20241231,292975530.18,-144409838.84,-70429296.41,176569665.94
300590.SZ,20241029,20241029,20240930,237473925.79,-58782222.72,-71575851.61,202344406.92
300590.SZ,20241029,20241029,20240930,237473925.79,-58782222.72,-71575851.61,202344406.92
300590.SZ,20240727,20240727,20240630,133803633.17,-63971476.05,-62882178.57,101515346.95
300590.SZ,20240422,20240422,20240331,57722966.3,-107914686.1,-5931265.35,342144529.08
300590.SZ,20240422,20240422,20231231,309777169.85,-312731071.79,-79665972.43,87667637.37
300590.SZ,20231024,20231024,20230930,242384715.76,-13688029.15,-58147095.95,339803339.88
300590.SZ,20231024,20231024,20230930,242384715.76,-13688029.15,-58147095.95,339803339.88
300590.SZ,20230722,20230722,20230630,142384974.39,74052183.62,-56498244.94,327394465.18
300590.SZ,20230425,20230425,20230331,83704720.2,101025112.49,-723036.0,349176322.09
300590.SZ,20230425,20230425,20230331,83704720.2,101025112.49,-723036.0,349176322.09
300590.SZ,20230425,20230425,20221231,-114103276.39,-227174625.28,-43627207.49,165859335.79
300590.SZ,20230425,20230425,20221231,-114103276.39,-227174625.28,-43627207.49,165859335.79
300590.SZ,20221025,20221025,20220930,-258880328.34,-182382365.55,-39952181.85,72050903.7
300590.SZ,20220721,20220721,20220630,-188374736.91,31786497.0,-36936457.54,353332909.92
300590.SZ,20220414,20220414,20220331,-206011159.5,29764009.91,,351979991.03
300590.SZ,20220414,20220414,20220331,-206011159.5,29764009.91,,351979991.03
300590.SZ,20220414,20220414,20211231,-21592998.96,90343262.35,299843829.24,530073144.45
300590.SZ,20220414,20220414,20211231,-21592998.96,90343262.35,299843829.24,530073144.45
300590.SZ,20211027,20211027,20210930,-95466920.78,54054381.52,304981364.79,430112106.12
300590.SZ,20210721,20210721,20210630,2156041.78,155697917.55,-29379065.95,294155436.03
300590.SZ,20210424,20210424,20210331,-17175617.47,103726586.31,,255860157.55
300590.SZ,20210424,20210424,20201231,51556023.16,-132363760.91,-24899742.68,167481299.8
300590.SZ,20210424,20210424,20201231,51556023.16,-132363760.91,-24899742.68,167481299.8
300590.SZ,20201029,20201029,20200930,62172496.4,-171071322.12,-24351670.42,146892710.91
300590.SZ,20200828,20200828,20200630,17417994.1,-179853349.76,-19069012.42,102663354.73
300590.SZ,20200828,20200828,20200630,17417994.1,-179853349.76,-19069012.42,102663354.73
300590.SZ,20200428,20200428,20200331,26803347.84,-228921940.38,,82312887.07
300590.SZ,20200428,20200428,20191231,111164267.46,55950166.99,-40372500.0,282603634.06
300590.SZ,20200428,20200428,20191231,111164267.46,55950166.99,-40372500.0,282603634.06
300590.SZ,20191028,20191028,20190930,26457394.83,-38725078.91,-40372500.0,104384351.12
300590.SZ,20191028,20191028,20190930,26457394.83,-38725078.91,-40372500.0,104384351.12
300590.SZ,20190815,20190815,20190630,18714056.08,14821428.34,-40372500.0,147360831.19
300590.SZ,20190429,20190429,20190331,9474756.83,15984938.9,,177396039.64
300590.SZ,20190316,20190316,20181231,95558041.47,-336397815.12,-16606875.66,153860374.13
300590.SZ,20181030,20181030,20180930,83323564.3,-211445833.0,-29149441.66,253458291.67
300590.SZ,20180817,20180817,20180630,35890797.75,-91729098.65,-32109958.33,311935376.07
300590.SZ,20180427,20180427,20180331,-910790.72,-57209436.53,-54375.0,327465563.14
300590.SZ,20180228,20180228,20171231,77761802.56,-299855148.21,480931142.05,395651947.32
300590.SZ,20171030,20171030,20170930,36530717.59,-297639403.21,464248996.96,343648603.76
300590.SZ,20170811,20170811,20170630,-16047433.91,-299720586.56,484983892.86,312728696.34
300590.SZ,20170427,20170427,20170331,-22807170.58,-300299763.67,542268960.0,364672189.69
300590.SZ,20170418,20170418,20161231,80737948.77,-3627244.8,-72000000.0,146346115.98
300590.SZ,20170427,20170427,20160331,24687093.7,-617932.93,,157148808.62
