ts_code,ann_date,f_ann_date,end_date,n_cashflow_act,n_cashflow_inv_act,n_cash_flows_fnc_act,c_cash_equ_end_period
002970.SZ,20260428,20260428,20260331,-239127007.17,-56184942.09,317983611.21,1257352777.36
002970.SZ,20260428,20260428,20260331,-239127007.17,-56184942.09,317983611.21,1257352777.36
002970.SZ,20260331,20260331,20251231,398322851.82,-84751357.91,-22694049.73,1239327333.44
002970.SZ,20260331,20260331,20251231,398322851.82,-84751357.91,-22694049.73,1239327333.44
002970.SZ,20251023,20251023,20250930,274670712.5,-48411953.65,140497898.44,1318198185.57
002970.SZ,20251023,20251023,20250930,274670712.5,-48411953.65,140497898.44,1318198185.57
002970.SZ,20250822,20250822,20250630,168400550.94,-65419752.29,238656154.25,1303798262.61
002970.SZ,20250425,20250425,20250331,141075653.77,-30327409.19,209089993.45,1279153496.91
002970.SZ,20250425,20250425,20250331,141075653.77,-30327409.19,209089993.45,1279153496.91
002970.SZ,20250425,20250425,20241231,421490996.58,-49849297.59,-145612640.96,958348035.45
002970.SZ,20241023,20241023,20240930,265508531.15,-45595709.18,-8216958.84,936455318.39
002970.SZ,20241023,20241023,20240930,265508531.15,-45595709.18,-8216958.84,936455318.39
002970.SZ,20240823,20240823,20240630,99677020.33,-32545415.64,-44248326.95,747858817.09
002970.SZ,20240424,20240424,20240331,96688743.48,-14098655.29,36824374.2,835918444.83
002970.SZ,20240424,20240424,20231231,317651756.76,-92505650.29,71460106.06,714833303.01
002970.SZ,20231026,20231026,20230930,221692887.56,-64013464.37,112593948.56,685849399.97
002970.SZ,20231026,20231026,20230930,221692887.56,-64013464.37,112593948.56,685849399.97
002970.SZ,20230822,20230822,20230630,130248585.02,-48729227.79,69726274.01,569957927.31
002970.SZ,20230822,20230822,20230630,130248585.02,-48729227.79,69726274.01,569957927.31
002970.SZ,20230426,20230426,20230331,93563154.09,-20162989.55,73397201.51,558769763.49
002970.SZ,20230426,20230426,20230331,93563154.09,-20162989.55,73397201.51,558769763.49
002970.SZ,20230426,20230426,20221231,275616532.1,-136193779.62,-234351262.03,414373216.8
002970.SZ,20230426,20230426,20221231,275616532.1,-136193779.62,-234351262.03,414373216.8
002970.SZ,20221028,20221028,20220930,200254790.14,-109439233.17,-218467338.34,383934897.44
002970.SZ,20221028,20221028,20220930,200254790.14,-109439233.17,-218467338.34,383934897.44
002970.SZ,20220817,20221110,20220630,23729140.87,-61225818.39,-59890647.27,413596627.68
002970.SZ,20220817,20220817,20220630,23729140.87,-61225818.39,-59890647.27,413596627.68
002970.SZ,20220428,20220428,20220331,5348066.64,-56950730.31,-3509534.11,451081433.81
002970.SZ,20220428,20220428,20220331,5348066.64,-56950730.31,-3509534.11,451081433.81
002970.SZ,20220428,20220428,20211231,-306387390.35,-193475761.48,51719971.24,506270980.58
002970.SZ,20220428,20220428,20211231,-306387390.35,-193475761.48,51719971.24,506270980.58
002970.SZ,20211022,20211022,20210930,-395104925.12,-211848278.72,69755959.41,418882580.58
002970.SZ,20210818,20210818,20210630,-80642959.22,-356014080.58,-66340528.46,452724519.05
002970.SZ,20210421,20210421,20210331,-26324338.02,-375656649.97,-997452.98,553585189.32
002970.SZ,20210421,20210421,20201231,151999487.22,-225810113.74,-68011456.72,956293679.18
002970.SZ,20210421,20210421,20201231,151999487.22,-225810113.74,-68011456.72,956293679.18
002970.SZ,20201023,20201023,20200930,65942967.06,-603597499.23,-16652149.32,550136334.33
002970.SZ,20200818,20200818,20200630,10108883.53,-282160694.66,-14382083.1,822312869.1
002970.SZ,20200818,20200818,20200630,10108883.53,-282160694.66,-14382083.1,822312869.1
002970.SZ,20200420,20200420,20200331,-7749826.01,-143660789.59,-12940446.6,944521123.05
002970.SZ,20200420,20200420,20191231,236523113.28,-59386392.22,748337220.84,1108482345.81
002970.SZ,20200420,20200420,20191231,236523113.28,-59386392.22,748337220.84,1108482345.81
002970.SZ,20200420,20200420,20190331,-77436028.71,-7792809.2,-16956265.4,78888171.87
