ts_code,ann_date,f_ann_date,end_date,n_cashflow_act,n_cashflow_inv_act,n_cash_flows_fnc_act,c_cash_equ_end_period
002151.SZ,20260427,20260427,20260331,-27256172.41,-378255182.8,-2055065.72,475357665.75
002151.SZ,20260427,20260427,20260331,-27256172.41,-378255182.8,-2055065.72,475357665.75
002151.SZ,20260326,20260326,20251231,393194496.34,-1233558125.35,19228310.46,884962206.57
002151.SZ,20251028,20251028,20250930,317999292.61,-1559858211.13,6221187.82,471467851.53
002151.SZ,20251028,20251028,20250930,317999292.61,-1559858211.13,6221187.82,471467851.53
002151.SZ,20250828,20250828,20250630,316163310.65,-880891832.21,5314325.9,1148850828.69
002151.SZ,20250828,20250828,20250630,316163310.65,-880891832.21,5314325.9,1148850828.69
002151.SZ,20250425,20250425,20250331,107682106.83,-1138854882.79,-30440739.43,644556598.97
002151.SZ,20250425,20250425,20250331,107682106.83,-1138854882.79,-30440739.43,644556598.97
002151.SZ,20250327,20250327,20241231,-77949908.83,497121544.54,115709779.95,1706019566.79
002151.SZ,20250327,20250327,20241231,-77949908.83,497121544.54,115709779.95,1706019566.79
002151.SZ,20241025,20241025,20240930,-89024991.37,-719601879.14,63918419.67,426480941.91
002151.SZ,20240822,20240822,20240630,-87802628.05,555794632.47,52496669.22,1692170236.41
002151.SZ,20240425,20240425,20240331,-103991057.4,-437110709.5,53187821.53,683699928.24
002151.SZ,20240425,20240425,20240331,-103991057.4,-437110709.5,53187821.53,683699928.24
002151.SZ,20240328,20240328,20231231,-213009630.75,-713219744.98,1083236789.11,1172934775.81
002151.SZ,20240328,20240328,20231231,-213009630.75,-713219744.98,1083236789.11,1172934775.81
002151.SZ,20231028,20231028,20230930,-324803228.69,-1236233716.9,1072602052.85,526870103.69
002151.SZ,20231028,20231028,20230930,-324803228.69,-1236233716.9,1072602052.85,526870103.69
002151.SZ,20230824,20230824,20230630,-243455823.22,-134736072.81,1073213017.32,1709480469.14
002151.SZ,20230427,20230427,20230331,-239872995.35,-51345016.43,177291483.58,879040061.23
002151.SZ,20230427,20230427,20230331,-239872995.35,-51345016.43,177291483.58,879040061.23
002151.SZ,20230328,20230328,20221231,-238701344.19,-345845876.85,-165914367.62,998526688.1
002151.SZ,20230328,20230328,20221231,-238701344.19,-345845876.85,-165914367.62,998526688.1
002151.SZ,20221026,20221026,20220930,-324045569.82,-247120289.88,-158801457.29,1025879628.47
002151.SZ,20221026,20221026,20220930,-324045569.82,-247120289.88,-158801457.29,1025879628.47
002151.SZ,20220726,20220726,20220630,-248018945.26,-178814559.92,-268117902.25,1044102122.06
002151.SZ,20220426,20220426,20220331,-163921306.01,-390786125.65,-119676806.84,1048781047.54
002151.SZ,20220415,20220415,20211231,304902936.43,-136005978.35,76858237.09,1731555216.04
002151.SZ,20220415,20220415,20211231,304902936.43,-136005978.35,76858237.09,1731555216.04
002151.SZ,20211027,20211027,20210930,-31053522.66,-410551630.42,-183841959.1,862985393.37
002151.SZ,20210820,20210820,20210630,15248356.65,-163345793.32,-247346579.45,1095264333.51
002151.SZ,20210423,20210423,20210331,-103819263.2,-72457275.79,-156125334.09,1160026429.57
002151.SZ,20210326,20210326,20201231,425903485.62,-391997604.94,502451447.35,1500165664.81
002151.SZ,20210326,20210326,20201231,425903485.62,-391997604.94,502451447.35,1500165664.81
002151.SZ,20201029,20201029,20200930,91629751.67,-251256148.99,702749071.03,1508174706.64
002151.SZ,20200817,20200817,20200630,-29264029.83,-166342812.07,42989373.66,817925198.19
002151.SZ,20200817,20200817,20200630,-29264029.83,-166342812.07,42989373.66,817925198.19
002151.SZ,20200429,20200429,20200331,-107206047.56,-85086712.34,-45040116.71,728223327.68
002151.SZ,20200428,20200428,20191231,140438638.15,-760843131.16,67815548.77,966957407.6
002151.SZ,20200428,20200428,20191231,140438638.15,-760843131.16,67815548.77,966957407.6
002151.SZ,20191029,20191029,20190930,50274512.98,-657364714.79,285564809.59,1198684359.55
002151.SZ,20191029,20191029,20190930,50274512.98,-657364714.79,285564809.59,1198684359.55
002151.SZ,20190823,20190823,20190630,-32177240.63,-234253889.54,-118901997.03,1132308876.67
002151.SZ,20190823,20190823,20190630,-32177240.63,-234253889.54,-118901997.03,1132308876.67
002151.SZ,20190426,20190426,20190331,-68703667.14,-83365737.16,-279143621.39,1077569024.8
002151.SZ,20190329,20190329,20181231,254226874.2,-343356458.42,273426641.56,1517544942.07
002151.SZ,20190329,20190329,20181231,254226874.2,-343356458.42,273426641.56,1517544942.07
002151.SZ,20181023,20181023,20180930,-76621108.68,-194611831.68,197661211.35,1263832818.86
002151.SZ,20180829,20180829,20180630,-94728804.88,-159330946.92,42743892.01,1115863709.1
002151.SZ,20180426,20180426,20180331,-54876443.46,-79714417.62,77325723.87,1269968454.47
002151.SZ,20180419,20180419,20171231,-25432659.34,136438380.01,658836687.26,1333589126.86
002151.SZ,20171027,20171027,20170930,-186734467.83,-370921399.33,687097952.91,697948941.12
002151.SZ,20170824,20170824,20170630,-152582927.3,450629458.37,369561000.68,1236463763.38
002151.SZ,20170429,20170429,20170331,-88205637.56,249812997.29,-7352579.77,723936441.36
002151.SZ,20170428,20170428,20161231,-41866956.62,-1414978198.48,1536953679.47,570048821.97
002151.SZ,20161026,20161026,20160930,-166457570.94,-1341825089.39,1483163926.6,463931010.61
002151.SZ,20160824,20160824,20160630,-139483745.96,-192283659.08,1449714349.03,1607413322.52
002151.SZ,20160427,20160427,20160331,-126808644.46,-123315847.53,-9969780.97,229068576.3
002151.SZ,20160323,20160323,20151231,100014773.43,-221888197.51,374784540.35,489523152.67
002151.SZ,20151028,20151028,20150930,-128879874.78,-178712980.19,378127860.06,307190748.38
002151.SZ,20150826,20150826,20150630,-126213309.74,-19165348.74,46374253.54,136879501.51
002151.SZ,20150427,20150427,20150331,-85669099.63,-66953598.16,-1650149.74,81632363.1
002151.SZ,20150422,20150422,20141231,29464807.78,-180039323.91,121503627.88,235886918.79
002151.SZ,20141028,20141028,20140930,-47090386.64,-91002920.75,137462807.46,264384619.26
002151.SZ,20140826,20140826,20140630,-29915383.12,-163275951.24,129304468.79,201144548.79
002151.SZ,20140428,20140428,20140331,-49430083.45,-281281577.77,169920679.22,104172182.91
002151.SZ,20140409,20140409,20131231,108954452.45,-101684123.11,8373137.74,264916681.58
002151.SZ,20131025,20131025,20130930,-109161039.52,-46929303.7,18529996.15,111929830.85
002151.SZ,20130829,20130829,20130630,-113043573.57,-64011657.82,53969592.53,126420703.76
002151.SZ,20130418,20130418,20130331,-76357549.96,-25680066.05,-8147875.16,139358990.96
002151.SZ,20130228,20130228,20121231,67550719.4,-106738661.18,81459814.21,249634085.76
002151.SZ,20121025,20121025,20120930,-72648993.55,-67431007.85,72854533.43,140151049.94
002151.SZ,20120824,20120824,20120630,-21532225.71,-93264079.97,69474370.41,162112358.75
002151.SZ,20120427,20120427,20120331,-48572255.12,-42397209.03,-3276651.13,113167405.0
002151.SZ,20120419,20120419,20111231,-11104676.16,-236592440.19,102671725.87,207416358.73
002151.SZ,20111026,20111026,20110930,-100937564.74,-166220399.61,55199852.83,140494264.36
002151.SZ,20110819,20110819,20110630,-59906951.5,-123354248.7,81227604.08,250504878.63
002151.SZ,20110423,20110423,20110331,-74130308.41,-21535226.17,27909875.05,283725313.57
002151.SZ,20110318,20110318,20101231,-33121507.95,-70112041.28,288994998.72,352594469.47
002151.SZ,20101027,20101027,20100930,-81304283.59,-45869699.67,16920018.15,56741458.59
002151.SZ,20100827,20100827,20100630,-57038757.62,-23153011.58,17420859.89,104362524.18
002151.SZ,20100429,20100429,20100331,-23967847.14,-10364207.92,-3264700.69,129615887.99
002151.SZ,20100120,20100120,20091231,111332025.89,-75527471.44,-24094233.42,167220093.76
002151.SZ,20091013,20091013,20090930,38647398.25,-21390276.87,-23251406.27,149518088.08
002151.SZ,20090819,20090819,20090630,9981574.68,-8606013.58,-9941433.86,146954506.54
002151.SZ,20090424,20090424,20090331,6050258.51,-4026167.56,-17000.0,157532222.31
002151.SZ,20090317,20090317,20081231,-7878466.64,-40051903.44,11962.09,155519024.42
002151.SZ,20081025,20081025,20080930,-47858208.45,-30316597.72,512987.14,125812669.39
002151.SZ,20080819,20080819,20080630,-11494497.44,-17004889.64,512985.92,
002151.SZ,20080424,20080424,20080331,-36035233.66,-7897787.46,14435597.0,174320184.22
002151.SZ,20080326,20080326,20071231,31747300.34,-11777706.35,138302780.61,
002151.SZ,20071029,20071029,20070930,-7027105.65,-185675.18,139831258.61,132613291.5
002151.SZ,20080424,20080424,20070331,-23713448.68,1728090.29,-181350.0,28869992.71
002151.SZ,20071029,20071029,20060930,8390512.26,-17293455.06,2618955.0,-6283987.8
