ts_code,ann_date,f_ann_date,end_date,n_cashflow_act,n_cashflow_inv_act,n_cash_flows_fnc_act,c_cash_equ_end_period
002869.SZ,20260428,20260428,20260331,-46467447.28,52829120.69,-53093218.33,574035146.29
002869.SZ,20260428,20260428,20260331,-46467447.28,52829120.69,-53093218.33,574035146.29
002869.SZ,20260428,20260428,20251231,-12582525.71,-295201107.26,25142083.34,620769749.59
002869.SZ,20260428,20260428,20251231,-12582525.71,-295201107.26,25142083.34,620769749.59
002869.SZ,20251031,20251031,20250930,-94943035.04,-68585326.82,-19342702.87,720539416.2
002869.SZ,20251031,20251031,20250930,-94943035.04,-68585326.82,-19342702.87,720539416.2
002869.SZ,20250826,20250826,20250630,-104895479.74,-11528763.38,-65785276.44,721200042.81
002869.SZ,20250826,20250826,20250630,-104895479.74,-11528763.38,-65785276.44,721200042.81
002869.SZ,20250429,20250429,20250331,-73306996.36,-116757462.83,-781414.13,712564810.38
002869.SZ,20250429,20250429,20250331,-73306996.36,-116757462.83,-781414.13,712564810.38
002869.SZ,20250422,20250422,20241231,-14631157.83,132578494.96,-154311541.5,903410649.05
002869.SZ,20250422,20250422,20241231,-14631157.83,132578494.96,-154311541.5,903410649.05
002869.SZ,20241029,20241029,20240930,-100448764.17,262212394.15,-154532651.79,947014526.48
002869.SZ,20241029,20241029,20240930,-100448764.17,262212394.15,-154532651.79,947014526.48
002869.SZ,20240827,20240827,20240630,-99999270.37,228283615.69,-134827189.9,933234785.36
002869.SZ,20240419,20240419,20240331,-53112227.3,121357684.38,-42504053.59,965516079.87
002869.SZ,20240419,20240419,20240331,-53112227.3,121357684.38,-42504053.59,965516079.87
002869.SZ,20240419,20240419,20231231,42937410.11,-65256462.76,3825848.95,939774153.46
002869.SZ,20231027,20231027,20230930,33623416.66,-161292508.7,75881789.08,906479077.71
002869.SZ,20231027,20231027,20230930,33623416.66,-161292508.7,75881789.08,906479077.71
002869.SZ,20230823,20230823,20230630,41397243.73,-66058321.32,-10926588.15,922679454.4
002869.SZ,20230425,20230425,20230331,34227392.25,79523821.22,-2057775.86,1069950881.68
002869.SZ,20230425,20230425,20230331,34227392.25,79523821.22,-2057775.86,1069950881.68
002869.SZ,20230425,20230425,20221231,76019670.65,101150232.47,-90977330.38,958284149.53
002869.SZ,20230425,20230425,20221231,76019670.65,101150232.47,-90977330.38,958284149.53
002869.SZ,20221027,20221027,20220930,37935200.92,-51139383.24,10830989.53,869667531.6
002869.SZ,20221027,20221027,20220930,37935200.92,-51139383.24,10830989.53,869667531.6
002869.SZ,20220826,20220826,20220630,16711274.72,-33309100.38,14597947.69,870053739.27
002869.SZ,20220826,20220826,20220630,16711274.72,-33309100.38,14597947.69,870053739.27
002869.SZ,20220426,20220426,20220331,-24610323.9,-2315590.04,-1694911.85,843444942.49
002869.SZ,20220426,20220426,20220331,-24610323.9,-2315590.04,-1694911.85,843444942.49
002869.SZ,20220426,20220426,20211231,-36188644.35,-322642714.06,-208140661.27,872066416.2
002869.SZ,20220426,20220426,20211231,-36188644.35,-322642714.06,-208140661.27,872066416.2
002869.SZ,20211025,20211025,20210930,-93822726.86,-18128031.79,-204533183.8,1122559001.16
002869.SZ,20210831,20210831,20210630,-74925165.77,-107754431.66,-3424909.68,1252938436.5
002869.SZ,20210429,20210429,20210331,-55031806.41,-11661207.34,-789405.55,1384909852.09
002869.SZ,20210429,20210429,20201231,-83647556.44,-86774672.78,-264596333.3,1439042943.61
002869.SZ,20210429,20210429,20201231,-83647556.44,-86774672.78,-264596333.3,1439042943.61
002869.SZ,20201030,20201030,20200930,-228729104.69,-36834926.12,-264596333.3,1343855182.65
002869.SZ,20200828,20200828,20200630,12962340.77,-105219988.14,0.0,1781757899.39
002869.SZ,20200828,20200828,20200630,12962340.77,-105219988.14,0.0,1781757899.39
002869.SZ,20200429,20200429,20200331,-204275666.36,-107741858.86,,1561998021.54
002869.SZ,20200429,20200429,20191231,1372033945.51,46311347.52,51753004.04,1874015546.76
002869.SZ,20200429,20200429,20191231,1372033945.51,46311347.52,51753004.04,1874015546.76
002869.SZ,20191031,20191031,20190930,1192242067.37,-38181270.79,52012521.13,1609991411.63
002869.SZ,20191031,20191031,20190930,1192242067.37,-38181270.79,52012521.13,1609991411.63
002869.SZ,20190830,20190830,20190630,-32054533.36,8454439.07,0.0,380317999.63
002869.SZ,20190830,20190830,20190630,-32054533.36,8454439.07,0.0,380317999.63
002869.SZ,20190426,20190426,20190331,-34418484.17,-2091895.71,,367407714.04
002869.SZ,20190426,20190426,20181231,-28074145.14,-173437325.8,-35340000.0,403918139.28
002869.SZ,20190426,20190426,20181231,-28074145.14,-173437325.8,-35340000.0,403918139.28
002869.SZ,20181022,20181022,20180930,-156263315.55,-134464599.07,-35351687.09,314679300.76
002869.SZ,20180727,20180727,20180630,-110308877.64,93966263.95,,624416295.77
002869.SZ,20180425,20180425,20180331,-115670854.57,-18606029.05,,506474134.7
002869.SZ,20180425,20180425,20171231,14274820.84,-218684522.44,507400593.2,640754061.53
002869.SZ,20171025,20171025,20170930,-109610491.24,-14997645.69,528000800.0,741155833.66
002869.SZ,20170824,20170824,20170630,-124980863.52,-10136239.29,531444457.76,734099050.56
002869.SZ,20171025,20171025,20160930,-184528787.77,-32441043.93,-47166813.54,155064976.48
002869.SZ,20170824,20170824,20160630,-220068663.92,-18161717.64,-46922246.86,134048993.3
