ts_code,ann_date,f_ann_date,end_date,n_cashflow_act,n_cashflow_inv_act,n_cash_flows_fnc_act,c_cash_equ_end_period
002383.SZ,20260423,20260423,20260331,-77184560.05,-21722988.59,39795225.34,600958891.04
002383.SZ,20260423,20260423,20260331,-77184560.05,-21722988.59,39795225.34,600958891.04
002383.SZ,20260423,20260423,20251231,155044669.28,2756723.46,87740482.69,668768519.15
002383.SZ,20260423,20260423,20251231,155044669.28,2756723.46,87740482.69,668768519.15
002383.SZ,20251028,20251028,20250930,27396312.42,31862943.43,-37660417.38,449698757.27
002383.SZ,20251028,20251028,20250930,27396312.42,31862943.43,-37660417.38,449698757.27
002383.SZ,20250820,20250820,20250630,-1874396.01,1687047.32,-83362695.82,347526953.0
002383.SZ,20250418,20250418,20250331,6984708.99,-22158947.96,18989209.81,428019488.52
002383.SZ,20250418,20250418,20250331,6984708.99,-22158947.96,18989209.81,428019488.52
002383.SZ,20250418,20250418,20241231,61230365.68,5852221.94,-571147039.12,420090445.75
002383.SZ,20241029,20241029,20240930,-79743126.04,49947818.11,-598679521.52,300582053.84
002383.SZ,20241029,20241029,20240930,-79743126.04,49947818.11,-598679521.52,300582053.84
002383.SZ,20240829,20240829,20240630,-137663991.08,60579493.23,-507325888.6,338691200.0
002383.SZ,20240829,20240829,20240630,-137663991.08,60579493.23,-507325888.6,338691200.0
002383.SZ,20240412,20240412,20240331,8334934.21,-193938.31,-81062472.62,849114220.85
002383.SZ,20240412,20240412,20240331,8334934.21,-193938.31,-81062472.62,849114220.85
002383.SZ,20240412,20240412,20231231,451941214.54,1259530018.13,-1221172101.39,920641385.79
002383.SZ,20231030,20231030,20230930,343276075.1,264808211.84,-757493478.99,264673283.78
002383.SZ,20230831,20230831,20230630,262513985.09,272426861.11,-600870837.29,355202478.36
002383.SZ,20230428,20230428,20230331,195445508.17,295307482.39,-74968926.32,828533633.14
002383.SZ,20230428,20230428,20230331,195445508.17,295307482.39,-74968926.32,828533633.14
002383.SZ,20230428,20230428,20221231,-13247382.42,184883018.71,-348215662.27,413539045.89
002383.SZ,20230428,20230428,20221231,-13247382.42,184883018.71,-348215662.27,413539045.89
002383.SZ,20221027,20221027,20220930,-185716612.71,62870146.83,-60701767.95,403990145.08
002383.SZ,20221027,20221027,20220930,-185716612.71,62870146.83,-60701767.95,403990145.08
002383.SZ,20220819,20220819,20220630,-84859497.31,34693717.47,-166738729.51,365747951.71
002383.SZ,20220819,20220819,20220630,-84859497.31,34693717.47,-166738729.51,365747951.71
002383.SZ,20220415,20220415,20220331,-23993436.41,14801017.8,-147399541.46,423932597.68
002383.SZ,20220415,20220415,20220331,-23993436.41,14801017.8,-147399541.46,423932597.68
002383.SZ,20220415,20220415,20211231,-11673509.79,370452817.27,-342227912.7,582780419.4
002383.SZ,20220415,20220415,20211231,-11673509.79,370452817.27,-342227912.7,582780419.4
002383.SZ,20211029,20211029,20210930,-125765426.26,-96272742.65,54785671.99,400112866.48
002383.SZ,20211029,20211029,20210930,-125765426.26,-96272742.65,54785671.99,400112866.48
002383.SZ,20210828,20210828,20210630,-106483332.36,-72177526.36,45473937.4,435679525.33
002383.SZ,20210430,20210430,20210331,-42075436.03,10041910.73,-71213415.86,469053047.91
002383.SZ,20210430,20230831,20201231,-56808796.93,-103583485.94,307734545.17,574684275.1
002383.SZ,20201027,20201027,20200930,-80772596.24,-86840936.71,445680278.05,708901120.75
002383.SZ,20200828,20200828,20200630,-112257582.27,-113293496.0,308749289.65,518205786.31
002383.SZ,20200430,20200529,20200331,-142356657.25,-102472440.33,170765560.84,357279777.23
002383.SZ,20200529,20230831,20191231,-548505019.57,8043782.54,689571485.22,431235123.9
002383.SZ,20191029,20191029,20190930,-459201300.5,157110616.04,409289138.36,389377301.46
002383.SZ,20191029,20191029,20190930,-459201300.5,157110616.04,409289138.36,389377301.46
002383.SZ,20190828,20190828,20190630,-44281162.68,-23511235.84,-66110600.67,144602804.86
002383.SZ,20190828,20190828,20190630,-44281162.68,-23511235.84,-66110600.67,144602804.86
002383.SZ,20190430,20190430,20190331,-36909550.75,-7285189.45,-80123099.15,152300911.61
002383.SZ,20190420,20190420,20181231,-255265242.62,-538082852.44,136211729.0,279981993.98
002383.SZ,20190420,20190420,20181231,-255265242.62,-538082852.44,136211729.0,279981993.98
002383.SZ,20181026,20181026,20180930,16310995.94,-665757019.15,-75801619.69,211895626.73
002383.SZ,20180817,20180817,20180630,-405541884.2,-373997906.31,258475010.51,413794637.21
002383.SZ,20180817,20180817,20180630,-405541884.2,-373997906.31,258475010.51,413794637.21
002383.SZ,20180418,20180418,20180331,-398475434.82,-65267450.89,141212823.01,609419395.61
002383.SZ,20180328,20180328,20171231,-847062752.83,-172818869.31,1348229066.31,935483131.71
002383.SZ,20171026,20171026,20170930,-893821953.4,-157357112.52,979312732.32,536763362.32
002383.SZ,20170808,20170808,20170630,-499357879.66,-91168096.62,432768730.16,451271565.14
002383.SZ,20170421,20170421,20170331,-327633.38,-71281957.04,49866214.13,594370717.64
002383.SZ,20170323,20170323,20161231,-87037649.7,-915872110.53,1341271214.71,608793850.76
002383.SZ,20161028,20161028,20160930,-112822276.89,-270514565.58,1211448176.48,1116927807.06
002383.SZ,20160813,20160813,20160630,-96116013.86,-101358357.4,142603351.24,231257568.08
002383.SZ,20160420,20160420,20160331,-80323320.96,-35178219.64,79140422.7,231186987.88
002383.SZ,20160322,20160322,20151231,-74135463.78,-171393769.78,225472003.09,266912791.03
002383.SZ,20151030,20151030,20150930,-127800094.57,-157180948.79,126807852.87,128571825.81
002383.SZ,20150731,20150731,20150630,-58009526.0,-125346275.27,68272045.89,170772940.04
002383.SZ,20150428,20150428,20150331,-44763571.55,-22494031.54,-29517345.95,187751617.64
002383.SZ,20150428,20150428,20141231,-66669586.72,-26042783.16,46214228.09,286274238.16
002383.SZ,20141028,20141028,20140930,-99304332.64,-114392665.14,40499710.62,160621422.26
002383.SZ,20140828,20140828,20140630,-125150251.14,-81961258.73,45865630.46,173687976.79
002383.SZ,20140426,20140426,20140331,-84391198.49,-85408405.39,1698190.47,166743073.07
002383.SZ,20140419,20140419,20131231,-15713892.98,-346372543.84,102499897.34,334334670.38
002383.SZ,20131026,20131026,20130930,-116319572.99,-298631151.36,51769545.24,232466504.62
002383.SZ,20130824,20130824,20130630,-192932830.09,-42889442.43,113692392.2,474539814.39
002383.SZ,20130424,20130424,20130331,-52241470.9,-19017882.47,6265837.78,533436761.1
002383.SZ,20130419,20130419,20121231,-3826773.26,-144026864.11,-89750134.53,599048414.22
002383.SZ,20121024,20121024,20120930,-55839120.96,-98800257.33,-89618521.88,593741628.2
002383.SZ,20120829,20120829,20120630,-27100199.67,-78026498.77,-101419144.65,630096477.7
002383.SZ,20120424,20120424,20120331,-18140367.4,-46546548.81,-41279829.98,730194107.19
002383.SZ,20120421,20120421,20111231,-67690328.12,-161615430.44,19153702.87,835707891.81
002383.SZ,20111027,20111027,20110930,-62452100.39,-59786133.98,23906627.45,948311336.28
002383.SZ,20110827,20110827,20110630,-19396111.22,-43807619.26,-6774824.73,973111799.04
