ts_code,ann_date,f_ann_date,end_date,n_cashflow_act,n_cashflow_inv_act,n_cash_flows_fnc_act,c_cash_equ_end_period
300101.SZ,20260429,20260429,20260331,-68323161.85,-116882137.56,95402130.19,173305226.28
300101.SZ,20260429,20260429,20260331,-68323161.85,-116882137.56,95402130.19,173305226.28
300101.SZ,20260428,20260428,20251231,22934401.82,-204622864.58,106517626.49,263108395.5
300101.SZ,20260428,20260428,20251231,22934401.82,-204622864.58,106517626.49,263108395.5
300101.SZ,20251030,20251030,20250930,8558793.46,-254056179.01,68452840.92,161234687.14
300101.SZ,20251030,20251030,20250930,8558793.46,-254056179.01,68452840.92,161234687.14
300101.SZ,20250827,20250827,20250630,-6246871.08,-199433258.88,8294558.47,140893660.28
300101.SZ,20250827,20250827,20250630,-6246871.08,-199433258.88,8294558.47,140893660.28
300101.SZ,20250425,20250425,20250331,36273372.64,-201728424.86,7802338.68,180626518.23
300101.SZ,20250425,20250425,20250331,36273372.64,-201728424.86,7802338.68,180626518.23
300101.SZ,20250331,20250331,20241231,138215629.8,-144360338.67,65479548.66,338279231.77
300101.SZ,20241028,20241028,20240930,13899523.05,-112857112.02,-54572033.73,125414769.28
300101.SZ,20241028,20241028,20240930,13899523.05,-112857112.02,-54572033.73,125414769.28
300101.SZ,20240829,20240829,20240630,3553868.43,-113051833.6,-41926931.85,127519494.96
300101.SZ,20240424,20240424,20240331,-63332120.22,-39858682.77,2355141.1,178108730.09
300101.SZ,20240326,20240326,20231231,44218156.0,-71986713.12,94801705.6,278944391.98
300101.SZ,20231030,20231030,20230930,-97482766.28,-33176769.36,109503274.61,190754982.47
300101.SZ,20230828,20230828,20230630,-77807561.04,-478364.88,115223951.51,248849269.09
300101.SZ,20230425,20230425,20230331,-102641076.43,21016129.26,84605409.11,215192685.44
300101.SZ,20230425,20230425,20230331,-102641076.43,21016129.26,84605409.11,215192685.44
300101.SZ,20230419,20230419,20221231,45652624.54,-182051908.72,-36920055.77,211911243.5
300101.SZ,20230419,20230419,20221231,45652624.54,-182051908.72,-36920055.77,211911243.5
300101.SZ,20221026,20221026,20220930,22688085.41,-174176831.76,-5972260.34,227769576.76
