ts_code,ann_date,f_ann_date,end_date,n_cashflow_act,n_cashflow_inv_act,n_cash_flows_fnc_act,c_cash_equ_end_period
002313.SZ,20260428,20260428,20260331,-77548828.12,5290340.27,24151618.73,310793827.86
002313.SZ,20260428,20260428,20260331,-77548828.12,5290340.27,24151618.73,310793827.86
002313.SZ,20260423,20260423,20251231,179113049.04,260769706.13,-216218186.92,360762502.09
002313.SZ,20260423,20260423,20251231,179113049.04,260769706.13,-216218186.92,360762502.09
002313.SZ,20251027,20251027,20250930,179539194.57,23231705.09,-204094630.17,129601073.69
002313.SZ,20250827,20250827,20250630,174245688.43,11585695.06,-67232980.85,248613787.24
002313.SZ,20250827,20250827,20250630,174245688.43,11585695.06,-67232980.85,248613787.24
002313.SZ,20250422,20250422,20250331,73109014.4,6584154.39,-88232028.66,123004598.5
002313.SZ,20250422,20250422,20250331,73109014.4,6584154.39,-88232028.66,123004598.5
002313.SZ,20250321,20250321,20241231,41778888.27,2141320.61,-18231211.94,132787955.33
002313.SZ,20241031,20241031,20240930,-86004385.99,-33426347.4,103043623.48,85985563.93
002313.SZ,20240810,20240810,20240630,-104213253.69,-23200205.33,147302054.31,125529345.34
002313.SZ,20240423,20240423,20240331,-87291296.07,-20708424.49,121430453.83,120999181.48
002313.SZ,20240423,20240423,20240331,-87291296.07,-20708424.49,121430453.83,120999181.48
002313.SZ,20240329,20240329,20231231,-181297049.95,10100704.91,40580031.71,110059967.91
002313.SZ,20240329,20240329,20231231,-181297049.95,10100704.91,40580031.71,110059967.91
002313.SZ,20231028,20231028,20230930,14605730.82,-23175658.32,-34980423.53,217949634.73
002313.SZ,20231028,20231028,20230930,14605730.82,-23175658.32,-34980423.53,217949634.73
002313.SZ,20230831,20230831,20230630,32532384.95,-10204454.65,-103948427.15,178894906.31
002313.SZ,20230831,20230831,20230630,32532384.95,-10204454.65,-103948427.15,178894906.31
002313.SZ,20230429,20230429,20230331,-34041627.85,-6862673.91,-39150133.52,180133105.14
002313.SZ,20230429,20230429,20230331,-34041627.85,-6862673.91,-39150133.52,180133105.14
002313.SZ,20230417,20230417,20221231,473053777.92,12715864.56,-901356866.4,262026235.66
002313.SZ,20230417,20230417,20221231,473053777.92,12715864.56,-901356866.4,262026235.66
002313.SZ,20221031,20221031,20220930,-280803132.33,-1732894.39,-134266196.31,256617923.54
002313.SZ,20220831,20220831,20220630,-160792475.1,-26229131.38,-132193773.17,351003013.77
002313.SZ,20220430,20220430,20220331,-43168012.7,-29608036.94,-123473238.85,470073033.79
002313.SZ,20220430,20220430,20220331,-43168012.7,-29608036.94,-123473238.85,470073033.79
002313.SZ,20220430,20220430,20211231,440001484.51,-399210618.98,175090735.42,669060300.79
002313.SZ,20220430,20220430,20211231,440001484.51,-399210618.98,175090735.42,669060300.79
002313.SZ,20211028,20211028,20210930,-131419077.68,-118246682.34,147508272.68,353542156.97
002313.SZ,20210826,20210826,20210630,-177692636.38,-107727976.96,350533895.33,520390040.85
002313.SZ,20210429,20210429,20210331,-133976641.18,-63702877.34,347239692.23,608212882.21
002313.SZ,20210423,20210423,20201231,-7704740.95,-90504088.52,229376639.04,459122239.51
002313.SZ,20210423,20210423,20201231,-7704740.95,-90504088.52,229376639.04,459122239.51
002313.SZ,20201028,20201028,20200930,-375711402.8,-83116528.62,564369885.92,436928943.27
002313.SZ,20200825,20200825,20200630,-287589630.27,-69819947.94,1237541648.29,1213355833.47
002313.SZ,20200825,20200825,20200630,-287589630.27,-69819947.94,1237541648.29,1213355833.47
002313.SZ,20200430,20200430,20200331,-293462576.39,-36210418.52,297895488.1,301889102.96
002313.SZ,20200430,20200430,20191231,-494326755.82,153966560.14,289866901.45,331291812.58
002313.SZ,20200430,20200430,20191231,-494326755.82,153966560.14,289866901.45,331291812.58
002313.SZ,20191024,20191024,20190930,-669425233.88,-152542714.4,732705066.22,292043944.53
002313.SZ,20191024,20191024,20190930,-669425233.88,-152542714.4,732705066.22,292043944.53
002313.SZ,20190827,20190827,20190630,-591827529.12,-109219127.92,484782144.21,163869721.81
002313.SZ,20190429,20190429,20190331,-424438055.77,-3359536.3,233641123.6,185982207.02
002313.SZ,20190424,20190424,20181231,-816190440.78,-700028943.59,1086461246.39,380893156.1
002313.SZ,20181030,20181030,20180930,-793990618.47,-614724562.25,1007366190.17,404785686.99
002313.SZ,20180828,20180828,20180630,-504393731.95,-581514881.9,613151513.45,332111765.94
002313.SZ,20180410,20180410,20180331,-392948083.39,-408642214.42,650695367.46,662358802.21
002313.SZ,20180404,20180404,20171231,71942006.0,-167191063.02,504428108.57,815815340.95
002313.SZ,20171028,20171028,20170930,-284366958.6,-52806995.7,241206885.53,313739213.12
002313.SZ,20170805,20170805,20170630,-90606019.1,65916948.95,39707679.22,425043845.64
002313.SZ,20170427,20170427,20170331,-125456491.26,63096658.03,1770148.68,349637522.9
002313.SZ,20170427,20170427,20161231,298246359.24,-35886679.51,-376552202.62,410606500.03
002313.SZ,20161028,20161028,20160930,45077595.75,85026484.09,-273736489.32,379070342.61
002313.SZ,20160829,20160829,20160630,-180795782.37,-9538235.52,-379206.71,331591672.76
002313.SZ,20160421,20160421,20160331,-159426917.58,-2383572.37,-106094464.01,253449807.24
