ts_code,ann_date,f_ann_date,end_date,n_cashflow_act,n_cashflow_inv_act,n_cash_flows_fnc_act,c_cash_equ_end_period
688589.SH,20260425,20260425,20260331,12858430.94,-385726967.87,-1232362.86,287884794.1
688589.SH,20260425,20260425,20260331,12858430.94,-385726967.87,-1232362.86,287884794.1
688589.SH,20260327,20260327,20251231,73954546.3,-70710852.87,-51538205.48,661993272.29
688589.SH,20260327,20260327,20251231,73954546.3,-70710852.87,-51538205.48,661993272.29
688589.SH,20251028,20251028,20250930,48950099.26,-315679333.95,-50236398.55,393301758.08
688589.SH,20251028,20251028,20250930,48950099.26,-315679333.95,-50236398.55,393301758.08
688589.SH,20250828,20250828,20250630,39789036.81,-350596143.73,-48579201.66,350883309.53
688589.SH,20250828,20250828,20250630,39789036.81,-350596143.73,-48579201.66,350883309.53
688589.SH,20250425,20250425,20250331,-41534321.59,-286021347.21,-7372797.4,375342555.21
688589.SH,20250425,20250425,20250331,-41534321.59,-286021347.21,-7372797.4,375342555.21
688589.SH,20250327,20250327,20241231,88639718.65,-202153309.46,-36270536.61,710271503.01
688589.SH,20250327,20250327,20241231,88639718.65,-202153309.46,-36270536.61,710271503.01
688589.SH,20241019,20241019,20240930,31961586.06,-288891346.23,-53445702.43,549707068.47
688589.SH,20241019,20241019,20240930,31961586.06,-288891346.23,-53445702.43,549707068.47
688589.SH,20240824,20240824,20240630,21364374.7,-153346008.62,-50092113.93,678016147.98
688589.SH,20240416,20240416,20240331,4118398.35,-248983550.04,-7324088.08,607899935.23
688589.SH,20240416,20240416,20240331,4118398.35,-248983550.04,-7324088.08,607899935.23
688589.SH,20240327,20240327,20231231,272771991.87,-57234566.38,351646687.93,860088201.59
688589.SH,20231024,20231024,20230930,241954338.18,-316400269.72,354983318.77,573501219.47
688589.SH,20231024,20231024,20230930,241954338.18,-316400269.72,354983318.77,573501219.47
688589.SH,20230824,20230824,20230630,78102846.26,-17110284.4,-28169963.1,325792892.69
688589.SH,20230425,20230425,20230331,57936662.41,-18964580.15,-1269021.09,330625007.2
688589.SH,20230425,20230425,20230331,57936662.41,-18964580.15,-1269021.09,330625007.2
688589.SH,20230323,20230323,20221231,-47376939.09,221289666.86,-8659460.69,292936327.73
688589.SH,20230323,20230323,20221231,-47376939.09,221289666.86,-8659460.69,292936327.73
688589.SH,20221028,20221028,20220930,-50346551.01,50772377.7,30221580.21,158519679.15
688589.SH,20220819,20220819,20220630,-23301782.01,51935462.74,-22466552.32,133962616.71
688589.SH,20220423,20220423,20220331,-33934532.58,-3769953.03,-1289346.1,88739675.79
688589.SH,20220324,20220324,20211231,37298365.55,-322112414.51,-20559761.55,127739059.62
688589.SH,20220324,20220324,20211231,37298365.55,-322112414.51,-20559761.55,127739059.62
688589.SH,20211028,20211028,20210930,-19432801.19,-310746449.32,-18465769.72,84459132.69
688589.SH,20210827,20210827,20210630,16196710.71,-325571409.83,-2360192.03,121368415.76
688589.SH,20210423,20210423,20210331,-2887852.18,-321417234.75,,108826162.13
688589.SH,20210322,20210322,20201231,2711529.68,-63566269.0,423708827.06,433120137.21
688589.SH,20210322,20210322,20201231,2711529.68,-63566269.0,423708827.06,433120137.21
688589.SH,20201026,20201026,20200930,-34704685.42,-343576892.24,442357373.06,134426481.56
688589.SH,20201026,20201026,20190930,-15520355.84,-3280362.89,-6457209.9,50093501.02
