dataset,scope,status,rows,path,message
adj_factor,北斗星通:002151.SZ,ok,4577,market-impact-study/data/raw/tushare/adj_factor/002151.SZ.csv,
income,北斗星通:002151.SZ,ok,93,market-impact-study/data/raw/tushare/income/002151.SZ.csv,
balancesheet,北斗星通:002151.SZ,ok,100,market-impact-study/data/raw/tushare/balancesheet/002151.SZ.csv,
cashflow,北斗星通:002151.SZ,ok,95,market-impact-study/data/raw/tushare/cashflow/002151.SZ.csv,
fina_indicator,北斗星通:002151.SZ,ok,100,market-impact-study/data/raw/tushare/fina_indicator/002151.SZ.csv,
forecast,北斗星通:002151.SZ,ok,84,market-impact-study/data/raw/tushare/forecast/002151.SZ.csv,
express,北斗星通:002151.SZ,ok,18,market-impact-study/data/raw/tushare/express/002151.SZ.csv,
dividend,北斗星通:002151.SZ,ok,39,market-impact-study/data/raw/tushare/dividend/002151.SZ.csv,
repurchase,北斗星通:002151.SZ,ok,52,market-impact-study/data/raw/tushare/repurchase/002151.SZ.csv,
pledge_stat,北斗星通:002151.SZ,ok,644,market-impact-study/data/raw/tushare/pledge_stat/002151.SZ.csv,
stk_holdernumber,北斗星通:002151.SZ,ok,87,market-impact-study/data/raw/tushare/stk_holdernumber/002151.SZ.csv,
anns_d,北斗星通:002151.SZ,error,0,market-impact-study/data/raw/tushare/anns_d/002151.SZ.csv,抱歉，您没有接口(anns_d)访问权限，权限的具体详情访问：https://tushare.pro/document/1?doc_id=108。
daily,合众思壮:002383.SZ,ok,3711,market-impact-study/data/raw/tushare/daily/002383.SZ.csv,
daily_basic,合众思壮:002383.SZ,ok,3711,market-impact-study/data/raw/tushare/daily_basic/002383.SZ.csv,
adj_factor,合众思壮:002383.SZ,ok,3933,market-impact-study/data/raw/tushare/adj_factor/002383.SZ.csv,
income,合众思壮:002383.SZ,ok,78,market-impact-study/data/raw/tushare/income/002383.SZ.csv,
balancesheet,合众思壮:002383.SZ,ok,94,market-impact-study/data/raw/tushare/balancesheet/002383.SZ.csv,
cashflow,合众思壮:002383.SZ,ok,85,market-impact-study/data/raw/tushare/cashflow/002383.SZ.csv,
fina_indicator,合众思壮:002383.SZ,ok,100,market-impact-study/data/raw/tushare/fina_indicator/002383.SZ.csv,
forecast,合众思壮:002383.SZ,ok,78,market-impact-study/data/raw/tushare/forecast/002383.SZ.csv,
express,合众思壮:002383.SZ,ok,13,market-impact-study/data/raw/tushare/express/002383.SZ.csv,
dividend,合众思壮:002383.SZ,ok,28,market-impact-study/data/raw/tushare/dividend/002383.SZ.csv,
repurchase,合众思壮:002383.SZ,ok,30,market-impact-study/data/raw/tushare/repurchase/002383.SZ.csv,
pledge_stat,合众思壮:002383.SZ,ok,633,market-impact-study/data/raw/tushare/pledge_stat/002383.SZ.csv,
stk_holdernumber,合众思壮:002383.SZ,ok,73,market-impact-study/data/raw/tushare/stk_holdernumber/002383.SZ.csv,
anns_d,合众思壮:002383.SZ,error,0,market-impact-study/data/raw/tushare/anns_d/002383.SZ.csv,抱歉，您没有接口(anns_d)访问权限，权限的具体详情访问：https://tushare.pro/document/1?doc_id=108。
daily,振芯科技:300101.SZ,ok,3764,market-impact-study/data/raw/tushare/daily/300101.SZ.csv,
daily_basic,振芯科技:300101.SZ,ok,3764,market-impact-study/data/raw/tushare/daily_basic/300101.SZ.csv,
adj_factor,振芯科技:300101.SZ,ok,3848,market-impact-study/data/raw/tushare/adj_factor/300101.SZ.csv,
income,振芯科技:300101.SZ,ok,77,market-impact-study/data/raw/tushare/income/300101.SZ.csv,
balancesheet,振芯科技:300101.SZ,ok,90,market-impact-study/data/raw/tushare/balancesheet/300101.SZ.csv,
cashflow,振芯科技:300101.SZ,ok,81,market-impact-study/data/raw/tushare/cashflow/300101.SZ.csv,
fina_indicator,振芯科技:300101.SZ,ok,100,market-impact-study/data/raw/tushare/fina_indicator/300101.SZ.csv,
forecast,振芯科技:300101.SZ,ok,41,market-impact-study/data/raw/tushare/forecast/300101.SZ.csv,
express,振芯科技:300101.SZ,ok,10,market-impact-study/data/raw/tushare/express/300101.SZ.csv,
dividend,振芯科技:300101.SZ,ok,34,market-impact-study/data/raw/tushare/dividend/300101.SZ.csv,
repurchase,振芯科技:300101.SZ,ok,31,market-impact-study/data/raw/tushare/repurchase/300101.SZ.csv,
pledge_stat,振芯科技:300101.SZ,ok,633,market-impact-study/data/raw/tushare/pledge_stat/300101.SZ.csv,
stk_holdernumber,振芯科技:300101.SZ,ok,83,market-impact-study/data/raw/tushare/stk_holdernumber/300101.SZ.csv,
anns_d,振芯科技:300101.SZ,error,0,market-impact-study/data/raw/tushare/anns_d/300101.SZ.csv,抱歉，您没有接口(anns_d)访问权限，权限的具体详情访问：https://tushare.pro/document/1?doc_id=108。
daily,东软载波:300183.SZ,ok,3616,market-impact-study/data/raw/tushare/daily/300183.SZ.csv,
daily_basic,东软载波:300183.SZ,ok,3616,market-impact-study/data/raw/tushare/daily_basic/300183.SZ.csv,
adj_factor,东软载波:300183.SZ,ok,3720,market-impact-study/data/raw/tushare/adj_factor/300183.SZ.csv,
income,东软载波:300183.SZ,ok,77,market-impact-study/data/raw/tushare/income/300183.SZ.csv,
balancesheet,东软载波:300183.SZ,ok,88,market-impact-study/data/raw/tushare/balancesheet/300183.SZ.csv,
cashflow,东软载波:300183.SZ,ok,79,market-impact-study/data/raw/tushare/cashflow/300183.SZ.csv,
fina_indicator,东软载波:300183.SZ,ok,100,market-impact-study/data/raw/tushare/fina_indicator/300183.SZ.csv,
forecast,东软载波:300183.SZ,ok,37,market-impact-study/data/raw/tushare/forecast/300183.SZ.csv,
express,东软载波:300183.SZ,ok,11,market-impact-study/data/raw/tushare/express/300183.SZ.csv,
dividend,东软载波:300183.SZ,ok,39,market-impact-study/data/raw/tushare/dividend/300183.SZ.csv,
repurchase,东软载波:300183.SZ,ok,27,market-impact-study/data/raw/tushare/repurchase/300183.SZ.csv,
pledge_stat,东软载波:300183.SZ,ok,921,market-impact-study/data/raw/tushare/pledge_stat/300183.SZ.csv,
stk_holdernumber,东软载波:300183.SZ,ok,168,market-impact-study/data/raw/tushare/stk_holdernumber/300183.SZ.csv,
anns_d,东软载波:300183.SZ,error,0,market-impact-study/data/raw/tushare/anns_d/300183.SZ.csv,抱歉，您没有接口(anns_d)访问权限，权限的具体详情访问：https://tushare.pro/document/1?doc_id=108。
daily,宜通世纪:300310.SZ,ok,3275,market-impact-study/data/raw/tushare/daily/300310.SZ.csv,
daily_basic,宜通世纪:300310.SZ,ok,3275,market-impact-study/data/raw/tushare/daily_basic/300310.SZ.csv,
adj_factor,宜通世纪:300310.SZ,ok,3434,market-impact-study/data/raw/tushare/adj_factor/300310.SZ.csv,
income,宜通世纪:300310.SZ,ok,71,market-impact-study/data/raw/tushare/income/300310.SZ.csv,
balancesheet,宜通世纪:300310.SZ,ok,81,market-impact-study/data/raw/tushare/balancesheet/300310.SZ.csv,
cashflow,宜通世纪:300310.SZ,ok,75,market-impact-study/data/raw/tushare/cashflow/300310.SZ.csv,
fina_indicator,宜通世纪:300310.SZ,ok,100,market-impact-study/data/raw/tushare/fina_indicator/300310.SZ.csv,
forecast,宜通世纪:300310.SZ,ok,44,market-impact-study/data/raw/tushare/forecast/300310.SZ.csv,
express,宜通世纪:300310.SZ,ok,8,market-impact-study/data/raw/tushare/express/300310.SZ.csv,
dividend,宜通世纪:300310.SZ,ok,30,market-impact-study/data/raw/tushare/dividend/300310.SZ.csv,
repurchase,宜通世纪:300310.SZ,ok,17,market-impact-study/data/raw/tushare/repurchase/300310.SZ.csv,
pledge_stat,宜通世纪:300310.SZ,ok,662,market-impact-study/data/raw/tushare/pledge_stat/300310.SZ.csv,
stk_holdernumber,宜通世纪:300310.SZ,ok,64,market-impact-study/data/raw/tushare/stk_holdernumber/300310.SZ.csv,
anns_d,宜通世纪:300310.SZ,error,0,market-impact-study/data/raw/tushare/anns_d/300310.SZ.csv,抱歉，您没有接口(anns_d)访问权限，权限的具体详情访问：https://tushare.pro/document/1?doc_id=108。
daily,华测导航:300627.SZ,ok,2242,market-impact-study/data/raw/tushare/daily/300627.SZ.csv,
daily_basic,华测导航:300627.SZ,ok,2242,market-impact-study/data/raw/tushare/daily_basic/300627.SZ.csv,
adj_factor,华测导航:300627.SZ,ok,2242,market-impact-study/data/raw/tushare/adj_factor/300627.SZ.csv,
income,华测导航:300627.SZ,ok,52,market-impact-study/data/raw/tushare/income/300627.SZ.csv,
balancesheet,华测导航:300627.SZ,ok,52,market-impact-study/data/raw/tushare/balancesheet/300627.SZ.csv,
cashflow,华测导航:300627.SZ,ok,54,market-impact-study/data/raw/tushare/cashflow/300627.SZ.csv,
fina_indicator,华测导航:300627.SZ,ok,63,market-impact-study/data/raw/tushare/fina_indicator/300627.SZ.csv,
forecast,华测导航:300627.SZ,ok,50,market-impact-study/data/raw/tushare/forecast/300627.SZ.csv,
express,华测导航:300627.SZ,ok,9,market-impact-study/data/raw/tushare/express/300627.SZ.csv,
dividend,华测导航:300627.SZ,ok,33,market-impact-study/data/raw/tushare/dividend/300627.SZ.csv,
repurchase,华测导航:300627.SZ,ok,36,market-impact-study/data/raw/tushare/repurchase/300627.SZ.csv,
pledge_stat,华测导航:300627.SZ,ok,495,market-impact-study/data/raw/tushare/pledge_stat/300627.SZ.csv,
stk_holdernumber,华测导航:300627.SZ,ok,187,market-impact-study/data/raw/tushare/stk_holdernumber/300627.SZ.csv,
anns_d,华测导航:300627.SZ,error,0,market-impact-study/data/raw/tushare/anns_d/300627.SZ.csv,抱歉，您没有接口(anns_d)访问权限，权限的具体详情访问：https://tushare.pro/document/1?doc_id=108。
daily,力合微:688589.SH,ok,1429,market-impact-study/data/raw/tushare/daily/688589.SH.csv,
daily_basic,力合微:688589.SH,ok,1429,market-impact-study/data/raw/tushare/daily_basic/688589.SH.csv,
adj_factor,力合微:688589.SH,ok,1429,market-impact-study/data/raw/tushare/adj_factor/688589.SH.csv,
income,力合微:688589.SH,ok,32,market-impact-study/data/raw/tushare/income/688589.SH.csv,
balancesheet,力合微:688589.SH,ok,29,market-impact-study/data/raw/tushare/balancesheet/688589.SH.csv,
cashflow,力合微:688589.SH,ok,37,market-impact-study/data/raw/tushare/cashflow/688589.SH.csv,
fina_indicator,力合微:688589.SH,ok,37,market-impact-study/data/raw/tushare/fina_indicator/688589.SH.csv,
forecast,力合微:688589.SH,ok,24,market-impact-study/data/raw/tushare/forecast/688589.SH.csv,
express,力合微:688589.SH,error,0,market-impact-study/data/raw/tushare/express/688589.SH.csv,URLError: [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)
dividend,力合微:688589.SH,ok,24,market-impact-study/data/raw/tushare/dividend/688589.SH.csv,
repurchase,力合微:688589.SH,ok,16,market-impact-study/data/raw/tushare/repurchase/688589.SH.csv,
pledge_stat,力合微:688589.SH,ok,288,market-impact-study/data/raw/tushare/pledge_stat/688589.SH.csv,
stk_holdernumber,力合微:688589.SH,ok,29,market-impact-study/data/raw/tushare/stk_holdernumber/688589.SH.csv,
anns_d,力合微:688589.SH,error,0,market-impact-study/data/raw/tushare/anns_d/688589.SH.csv,抱歉，您没有接口(anns_d)访问权限，权限的具体详情访问：https://tushare.pro/document/1?doc_id=108。
index_daily,创业板指:399006.SZ,ok,3893,market-impact-study/data/raw/tushare/index_daily/399006.SZ.csv,
index_daily,沪深300:000300.SH,ok,3992,market-impact-study/data/raw/tushare/index_daily/000300.SH.csv,
index_daily,中证500:000905.SH,ok,3992,market-impact-study/data/raw/tushare/index_daily/000905.SH.csv,
index_daily,中证1000:000852.SH,ok,3992,market-impact-study/data/raw/tushare/index_daily/000852.SH.csv,
