ts_code,ann_date,end_date,roe,roa,grossprofit_margin,netprofit_margin,rd_exp,ocfps,bps
002313.SZ,20260428,20260331,14.0864,0.6666,13.5906,1.47,,-0.2071,0.2048
002313.SZ,20260423,20251231,-351.1435,-6.0681,16.484,-8.2695,240123165.82,0.4784,0.1691
002313.SZ,20251027,20250930,-137.238,0.1221,16.8221,-2.726,,0.4795,0.0357
002313.SZ,20250827,20250630,-96.525,-0.1063,16.4672,-3.3064,95886219.23,0.4654,0.0631
002313.SZ,20250422,20250331,-57.8036,-0.2248,17.3135,-4.8851,,0.1953,0.0991
002313.SZ,20250321,20241231,-100.1927,-1.2262,17.6535,-4.4931,287758382.56,0.1116,0.1775
002313.SZ,20241031,20240930,-49.1537,-0.248,18.2264,-3.4363,,-0.2297,0.3277
002313.SZ,20241031,20240930,-49.1537,-0.248,18.2264,-3.4363,,-0.2297,0.3277
002313.SZ,20240810,20240630,-21.0138,0.227,18.2324,-2.3601,149192108.62,-0.2783,0.4309
002313.SZ,20240423,20240331,-4.6453,0.5647,17.6871,-1.1267,,-0.2331,0.5097
002313.SZ,20240329,20231231,-85.4895,-7.1978,17.1524,-12.8895,299740009.77,-0.4842,0.5355
002313.SZ,20231028,20230930,-31.1237,-2.7539,18.2527,-8.4565,186828463.35,0.039,1.2537
002313.SZ,20230831,20230630,-17.9495,-1.4913,17.8021,-8.1485,127042770.52,0.0869,1.4411
002313.SZ,20230831,20230630,-17.8153,-1.4898,17.8021,-8.1485,127042770.52,0.0869,1.4411
002313.SZ,20230429,20230331,-11.6011,-1.1572,15.4679,-11.4524,65036052.66,-0.0909,1.6031
002313.SZ,20230429,20230331,-11.5185,-1.1561,15.4679,-11.4524,65036052.66,-0.0909,1.6031
002313.SZ,20230417,20221231,-97.4949,-21.5644,12.1815,-38.166,328831795.47,1.2635,1.7423
002313.SZ,20230417,20221231,-96.8348,-21.5655,12.1815,-38.1693,368337290.03,1.2635,1.7663
002313.SZ,20221031,20220930,-53.555,-12.4033,10.3124,-34.2209,248318559.35,-0.75,3.1546
002313.SZ,20221031,20220930,-53.4007,-12.3946,10.3124,-34.2209,248318559.35,-0.75,3.1546
002313.SZ,20220831,20220630,-14.9815,-3.9801,9.202,-20.0224,169946930.43,-0.4295,6.1888
002313.SZ,20220831,20220630,-14.9498,-3.9775,9.202,-20.0224,169946930.43,-0.4295,6.1888
002313.SZ,20220430,20220331,-2.1503,-0.3388,13.8879,-5.7521,72688454.05,-0.1153,6.8798
002313.SZ,20220430,20220331,-2.146,-0.3386,13.8879,-5.7521,72688454.05,-0.1153,6.8798
002313.SZ,20220430,20211231,-7.7627,-1.5149,17.4852,-3.8005,258989030.91,1.1752,5.2462
002313.SZ,20220430,20211231,-7.6945,-1.3697,17.4852,-3.7842,258989030.91,1.1752,5.2705
002313.SZ,20211028,20210930,0.5738,1.1687,17.8441,0.1875,180129139.63,-0.351,7.0309
002313.SZ,20211028,20210930,0.5728,1.168,17.8441,0.1875,180129139.63,-0.351,7.0309
002313.SZ,20210826,20210630,0.4171,0.7819,18.1028,0.15,123224006.9,-0.4746,7.2066
002313.SZ,20210826,20210630,0.4164,0.7815,18.1028,0.15,123224006.9,-0.4746,7.2066
002313.SZ,20210429,20210331,0.1143,0.3393,17.2141,0.083,56427516.6,-0.3578,7.1873
