ts_code,ann_date,end_date,roe,roa,grossprofit_margin,netprofit_margin,rd_exp,ocfps,bps
002313.SZ,20210429,20210331,0.1141,0.3391,17.2141,0.083,56427516.6,-0.3578,7.1873
002313.SZ,20210423,20201231,-37.0779,-10.6846,13.0617,-19.8469,274682623.35,-0.0206,6.0117
002313.SZ,20210423,20201231,-36.6753,-10.4694,13.0617,-19.6832,316542393.36,-0.0206,6.0339
002313.SZ,20201028,20200930,-3.3977,0.2498,16.4211,-2.7347,148890932.27,-1.0035,8.4117
002313.SZ,20201028,20200930,-3.3965,0.2497,16.4211,-2.7347,148890932.27,-1.0035,8.4117
002313.SZ,20200825,20200630,-2.1978,0.2213,15.8697,-2.7712,86388683.83,-0.7681,8.4931
002313.SZ,20200825,20200630,-2.197,0.2213,15.8697,-2.7712,86388683.83,-0.7681,8.4931
002313.SZ,20200430,20200331,-0.9321,0.1802,17.4874,-2.3961,31631622.17,-0.9406,6.6752
002313.SZ,20200430,20200331,-0.9317,0.1802,17.4874,-2.3961,31631622.17,-0.9406,6.6752
002313.SZ,20200430,20191231,3.207,2.6773,19.1937,1.1188,190931413.62,-1.5844,6.0346
002313.SZ,20200430,20191231,3.301,2.7088,19.1937,1.158,252836730.9,-1.5844,6.0406
002313.SZ,20191024,20190930,3.8928,2.3997,18.7925,2.1463,109446133.07,-2.1456,6.745
002313.SZ,20191024,20190930,3.8928,2.3997,18.7925,2.1463,109446133.07,-2.1456,6.745
002313.SZ,20190827,20190630,2.1092,1.3132,16.7855,1.5638,64535266.67,-1.8969,6.6208
002313.SZ,20190827,20190630,2.1092,1.3132,16.7855,1.5638,64535266.67,-1.8969,6.6208
002313.SZ,20190429,20190331,0.3541,0.4942,15.0804,0.2546,38632281.69,-1.3604,6.5297
002313.SZ,20190429,20190331,0.3541,0.4942,15.0804,0.2546,38632281.69,-1.3604,6.5297
002313.SZ,20190424,20181231,3.5711,2.849,17.6528,1.5791,185559957.08,-2.616,6.5066
002313.SZ,20190424,20181231,3.5711,2.849,17.6528,1.5791,185559957.08,-2.616,6.5066
002313.SZ,20181030,20180930,5.0773,3.216,20.6016,4.0177,105922852.55,-2.5448,6.6587
002313.SZ,20181030,20180930,5.0773,3.216,20.6016,4.0177,105922852.55,-2.5448,6.6587
002313.SZ,20180828,20180630,2.452,1.6408,18.2252,2.8709,44867204.76,-1.6166,6.4856
002313.SZ,20180828,20180630,2.452,1.6408,18.2252,2.8709,44867204.76,-1.6166,6.4856
002313.SZ,20180410,20180331,-0.0962,0.166,19.4698,-0.6276,,-1.2594,6.357
002313.SZ,20180410,20180331,-0.0962,0.166,19.4698,-0.6276,,-1.2594,6.357
002313.SZ,20180404,20171231,5.1094,2.741,20.1485,3.3259,79153940.68,0.2306,6.3631
002313.SZ,20180404,20171231,5.1094,2.741,20.1485,3.3259,79153940.68,0.2306,6.3631
002313.SZ,20171028,20170930,3.5594,2.0405,20.7094,3.8874,,-0.9114,6.2518
002313.SZ,20171028,20170930,3.5594,2.0405,20.7094,3.8874,,-0.9114,6.2518
002313.SZ,20170805,20170630,1.4668,0.848,22.0054,2.9071,32986028.5,-0.2904,6.1105
002313.SZ,20170805,20170630,1.4668,0.848,22.0054,2.9071,32986028.5,-0.2904,6.1105
002313.SZ,20170427,20170331,-0.3597,-0.1439,20.2498,-0.9122,,-0.4021,6.4132
002313.SZ,20170427,20170331,-0.3597,-0.1439,20.2498,-0.9122,,-0.4021,6.4132
002313.SZ,20170427,20161231,3.4364,2.5918,21.5041,3.3215,76399088.03,0.9559,6.4363
002313.SZ,20170427,20161231,3.4364,2.5918,21.5041,3.3215,76399088.03,0.9559,6.4363
002313.SZ,20161028,20160930,0.6564,0.9092,21.501,1.2698,,0.1445,6.2258
002313.SZ,20161028,20160930,0.6564,0.9092,21.501,1.2698,,0.1445,6.2258
002313.SZ,20160829,20160630,-1.7126,-0.507,22.213,-2.8912,37003902.89,-0.5795,6.0704
002313.SZ,20160829,20160630,-1.7126,-0.507,22.213,-2.8912,37003902.89,-0.5795,6.0704
002313.SZ,20160421,20160331,-0.7371,-0.338,20.1597,-3.4668,,-0.511,6.1037
002313.SZ,20160421,20160331,-0.7371,-0.338,20.1597,-3.4668,,-0.511,6.1037
002313.SZ,20160322,20151231,-1.5048,0.2772,22.8809,-1.7204,102116826.42,1.1879,6.1488
002313.SZ,20160322,20151231,-1.5048,0.2772,22.8809,-1.7204,102116826.42,1.1879,6.1488
002313.SZ,20151030,20150930,-0.7462,0.6926,24.1664,-0.7628,,0.188,6.1362
002313.SZ,20151030,20150930,-0.7462,0.6926,24.1664,-0.7628,,0.188,6.1362
002313.SZ,20150728,20150630,-1.5811,0.1071,24.2523,-2.2884,52582197.95,-0.3652,6.0851
002313.SZ,20150728,20150630,-1.5811,0.1071,24.2523,-2.2884,52582197.95,-0.3652,6.0851
002313.SZ,20150429,20150331,-0.8134,-0.1674,22.4607,-2.6587,,-0.5106,6.1323
002313.SZ,20150429,20150331,-0.8134,-0.1674,22.4607,-2.6587,,-0.5106,6.1323
002313.SZ,20150324,20141231,0.6226,2.2009,26.3849,1.9307,96349921.23,0.8045,6.1824
002313.SZ,20150324,20141231,0.6226,2.2009,26.3849,1.9307,96349921.23,0.8045,6.1824
002313.SZ,20141029,20140930,0.2723,1.4678,26.9663,1.8239,,0.2978,6.1516
002313.SZ,20141029,20140930,0.2723,1.4678,26.9663,1.8239,,0.2978,6.1516
002313.SZ,20140815,20140630,1.0429,1.4571,27.4524,3.8067,36332962.46,0.1968,6.2185
002313.SZ,20140815,20140630,1.0429,1.4571,27.4524,3.8067,36332962.46,0.1968,6.2185
002313.SZ,20140425,20140331,0.2727,0.4771,28.0994,2.6671,,-0.1986,6.1923
002313.SZ,20140425,20140331,0.2727,0.4771,28.0994,2.6671,,-0.1986,6.1923
002313.SZ,20140416,20131231,2.6576,3.1415,30.902,3.699,106129422.9,-1.2126,6.1616
002313.SZ,20140416,20131231,2.6576,3.1415,30.902,3.699,106129422.9,-1.2126,6.1616
002313.SZ,20131029,20130930,7.2548,5.9045,32.5162,10.5161,,-1.0104,6.5578
002313.SZ,20131029,20130930,7.2548,5.9045,32.5162,10.5161,,-1.0104,6.5578
002313.SZ,20130820,20130630,5.5285,4.3295,33.6265,12.2119,29596405.88,-0.6225,6.4106
002313.SZ,20130820,20130630,5.5285,4.3295,33.6265,12.2119,29596405.88,-0.6225,6.4106
002313.SZ,20130423,20130331,1.3146,1.1735,31.6957,7.6315,,-0.6891,8.2497
002313.SZ,20130423,20130331,1.3146,1.1735,31.6957,7.6315,,-0.6891,8.2497
002313.SZ,20130409,20121231,11.4419,8.5544,32.964,9.3214,75954041.27,-0.6146,8.1455
002313.SZ,20130409,20121231,11.4419,8.5544,32.964,9.3214,75954041.27,-0.6146,8.1455
002313.SZ,20121024,20120930,9.7243,7.2705,33.7565,10.6425,,-0.26,8.0308
002313.SZ,20121024,20120930,9.7243,7.2705,33.7565,10.6425,,-0.26,8.0308
