ts_code,ann_date,end_date,roe,roa,grossprofit_margin,netprofit_margin,rd_exp,ocfps,bps
688080.SH,20260422,20260331,0.7928,0.965,50.0323,7.0779,13962467.02,0.1151,15.9618
688080.SH,20260422,20251231,13.4773,12.2064,49.2423,19.397,70168573.78,2.0,15.8664
688080.SH,20251028,20250930,9.4697,9.5334,49.3221,19.0419,45512219.7,1.1883,15.2434
688080.SH,20251028,20250930,9.4697,9.5334,49.3221,19.0419,45512219.7,1.1883,15.2434
688080.SH,20250822,20250630,6.2695,6.1349,48.8339,19.4539,28978593.33,0.1158,14.9702
688080.SH,20250822,20250630,6.2695,6.1349,48.8339,19.4539,28978593.33,0.1158,14.9702
688080.SH,20250423,20250331,2.1118,2.2342,49.8237,15.3099,,-0.2796,14.4399
688080.SH,20250423,20250331,2.1118,2.2342,49.8237,15.3099,,-0.2796,14.4399
688080.SH,20250423,20241231,13.2757,11.6958,52.4832,21.388,66533328.56,1.5267,14.121
688080.SH,20241025,20240930,8.7602,8.5548,52.8249,20.6809,42604673.66,0.8806,13.4429
688080.SH,20240823,20240630,5.7002,5.4104,52.467,20.3962,27892465.33,0.4639,13.0486
688080.SH,20240823,20240630,5.7002,5.4104,52.467,20.3962,27892465.33,0.4639,13.0486
688080.SH,20240419,20240331,1.7643,1.7672,52.8267,15.3762,13285989.36,0.2739,12.6719
688080.SH,20240419,20231231,10.8279,10.0926,51.4724,19.0919,61986052.4,2.5851,12.417
688080.SH,20231026,20230930,8.0365,8.0725,50.6857,19.4489,42485989.82,1.6193,12.1362
688080.SH,20230823,20230630,5.5097,5.5069,48.7975,19.5578,27713401.85,1.1023,11.8066
688080.SH,20230426,20230331,1.1291,1.2427,47.8631,9.5153,13148913.35,0.5452,15.8012
688080.SH,20230426,20230331,1.1291,1.2427,47.8631,9.5153,13148913.35,0.5452,15.8012
688080.SH,20230426,20221231,8.973,8.5447,48.0814,18.1941,55484183.17,1.1007,15.6249
688080.SH,20230426,20221231,8.973,8.5447,48.0814,18.1941,55484183.17,1.1007,15.6249
688080.SH,20221028,20220930,6.5044,6.9229,47.5744,17.7106,39069502.66,0.3727,15.342
688080.SH,20221028,20220930,6.5044,6.9229,47.5744,17.7106,39069502.66,0.3727,15.342
688080.SH,20220826,20220630,4.9841,5.2068,46.2152,19.1874,24777391.56,0.113,14.9597
688080.SH,20220826,20220630,4.9841,5.2068,46.2152,19.1874,24777391.56,0.113,14.9597
688080.SH,20220426,20220331,0.2625,0.4551,46.7752,3.2249,11236891.7,-0.0467,14.3196
688080.SH,20220426,20220331,0.2625,0.4551,46.7752,3.2249,11236891.7,-0.0467,14.3196
688080.SH,20220426,20211231,15.0263,14.8994,45.2546,24.306,49136798.14,0.735,14.2402
688080.SH,20220426,20211231,15.0263,14.8994,45.2546,24.306,49136798.14,0.735,14.2402
688080.SH,20211027,20210930,13.3405,13.309,45.2182,28.2991,32048896.46,0.2911,13.8787
688080.SH,20211027,20210930,13.3405,13.309,45.2182,28.2991,32048896.46,0.2911,13.8787
688080.SH,20210820,20210630,5.0825,5.4164,46.5937,18.5259,20778463.74,0.0398,12.8814
688080.SH,20210820,20210630,5.0825,5.4164,46.5937,18.5259,20778463.74,0.0398,12.8814
688080.SH,20210428,20210331,0.3775,0.5288,46.2785,5.9355,10283954.62,0.13,12.455
688080.SH,20210428,20210331,0.3775,0.5288,46.2785,5.9355,10283954.62,0.13,12.455
688080.SH,20210428,20201231,8.4228,7.5717,46.8638,13.3071,39130577.99,1.325,12.403
688080.SH,20210428,20201231,8.4228,7.5717,46.8638,13.3071,39130577.99,1.325,12.403
688080.SH,20201029,20200930,7.0728,7.4292,50.9353,16.1587,24423721.3,0.6786,12.3096
688080.SH,20201029,20200930,7.0728,7.4292,50.9353,16.1587,24423721.3,0.6786,12.3096
688080.SH,20200826,20200630,4.7984,4.738,50.7855,16.7508,14741088.29,0.0999,12.1266
688080.SH,20200826,20200630,4.7984,4.738,50.7855,16.7508,14741088.29,0.0999,12.1266
688080.SH,20200428,20200331,0.0379,0.2169,50.4678,-0.3363,7064944.49,-0.065,11.9772
688080.SH,20200428,20200331,0.0379,0.2169,50.4678,-0.3363,7064944.49,-0.065,11.9772
