ts_code,ann_date,end_date,roe,roa,grossprofit_margin,netprofit_margin,rd_exp,ocfps,bps
002869.SZ,20260428,20260331,-1.2431,-1.1306,27.246,-25.0252,,-0.2627,11.3956
002869.SZ,20260428,20251231,-6.1141,-5.4974,26.9116,-27.9669,78558044.54,-0.0711,11.5381
002869.SZ,20251031,20250930,-1.3641,-1.8672,24.8965,-9.0605,,-0.5288,11.941
002869.SZ,20250826,20250630,-0.5433,-1.0702,25.506,-5.8287,31584176.65,-0.5842,11.9872
002869.SZ,20250429,20250331,-0.3185,-0.4382,24.4004,-8.3333,,-0.4083,12.205
002869.SZ,20250429,20250331,-0.3185,-0.4382,24.4004,-8.3333,,-0.4083,12.205
002869.SZ,20250422,20241231,3.6477,2.1652,34.2889,13.2047,64689014.7,-0.0815,12.2398
002869.SZ,20241029,20240930,1.4563,0.4871,35.9345,8.8215,,-0.5594,11.971
002869.SZ,20240827,20240630,0.7337,0.074,36.3966,6.8251,27949781.16,-0.5569,11.8207
002869.SZ,20240419,20240331,-0.0385,-0.3022,33.2849,-1.1699,,-0.2958,11.8164
002869.SZ,20240419,20231231,2.3578,0.6292,35.1051,9.6247,65595322.57,0.2391,11.8085
002869.SZ,20231027,20230930,1.2721,0.1544,34.1975,7.5646,39342375.66,0.1873,11.6967
002869.SZ,20231027,20230930,1.2721,0.1544,34.1975,7.5646,39342375.66,0.1873,11.6967
002869.SZ,20230823,20230630,0.3961,-0.3011,31.3558,3.6792,28016551.93,0.2306,11.5237
002869.SZ,20230425,20230331,-0.6575,-0.7117,22.7677,-16.4006,13831644.65,0.1906,11.4399
002869.SZ,20230425,20230331,-0.6575,-0.7117,22.7677,-16.4006,13831644.65,0.1906,11.4399
002869.SZ,20230425,20221231,0.8881,-0.3663,36.6793,3.918,70615769.02,0.4234,11.4897
002869.SZ,20230425,20221231,0.8881,-0.3663,36.6793,3.918,70615769.02,0.4234,11.4897
002869.SZ,20221027,20220930,0.5866,-0.0925,36.3917,3.6848,49436223.26,0.2106,12.1106
002869.SZ,20221027,20220930,0.5866,-0.0925,36.3917,3.6848,49436223.26,0.2106,12.1106
002869.SZ,20220826,20220630,0.1808,-0.2341,38.3642,1.9284,32332581.82,0.0928,12.1947
002869.SZ,20220826,20220630,0.1808,-0.2341,38.3642,1.9284,32332581.82,0.0928,12.1947
002869.SZ,20220426,20220331,-0.7241,-0.7598,37.6693,-19.6092,16770400.1,-0.1366,12.5162
002869.SZ,20220426,20220331,-0.7241,-0.7598,37.6693,-19.6092,16770400.1,-0.1366,12.5162
002869.SZ,20220426,20211231,-8.3044,-9.0544,38.1039,-63.9129,82932771.58,-0.2009,12.6071
002869.SZ,20220426,20211231,-8.3044,-9.0544,38.1039,-63.9129,82932771.58,-0.2009,12.6071
002869.SZ,20211025,20210930,-3.4918,-3.3171,38.45,-34.7016,61063314.86,-0.5208,13.0498
002869.SZ,20211025,20210930,-3.4918,-3.3171,38.45,-34.7016,61063314.86,-0.5208,13.0498
002869.SZ,20210831,20210630,-1.3204,-1.4222,44.1066,-22.8801,41287766.75,-0.4148,11.9433
002869.SZ,20210831,20210630,-1.3204,-1.4222,44.1066,-22.8801,41287766.75,-0.4148,11.9433
002869.SZ,20210429,20210331,-0.1446,-0.1421,42.7588,-4.6487,21158379.1,-0.3047,13.1278
002869.SZ,20210429,20210331,-0.1446,-0.1421,42.7588,-4.6487,21158379.1,-0.3047,13.1278
002869.SZ,20210429,20201231,29.5157,20.2746,62.9975,40.2235,124204674.89,-0.4631,13.1233
002869.SZ,20210429,20201231,29.5157,20.2746,62.9975,40.2235,124204674.89,-0.4631,13.1233
002869.SZ,20201030,20200930,24.5652,16.8527,63.6833,43.3911,90403536.85,-1.2662,12.4637
002869.SZ,20201030,20200930,24.5652,16.8527,63.6833,43.3911,90403536.85,-1.2662,12.4637
002869.SZ,20200828,20200630,18.3876,11.1102,62.7776,45.4098,58931236.86,0.0717,11.317
002869.SZ,20200828,20200630,18.3876,11.1102,62.7776,45.4098,58931236.86,0.0717,11.317
002869.SZ,20200429,20200331,5.5465,3.1982,54.6756,32.6613,26196235.02,-1.695,16.8741
002869.SZ,20200429,20200331,5.5465,3.1982,54.6756,32.6613,26196235.02,-1.695,16.8741
002869.SZ,20200429,20191231,60.1225,37.8972,47.8621,30.5117,100683953.9,11.3845,15.7873
002869.SZ,20200429,20191231,60.1225,37.8972,47.8621,30.5117,100683953.9,11.3845,15.7873
002869.SZ,20191031,20190930,32.2943,17.5558,49.4054,30.8053,43880353.41,9.8926,11.5601
002869.SZ,20191031,20190930,32.2943,17.5558,49.4054,30.8053,43880353.41,9.8926,11.5601
002869.SZ,20190830,20190630,4.3809,3.0117,43.2703,12.8659,26680659.56,-0.2721,8.8872
002869.SZ,20190830,20190630,4.3809,3.0117,43.2703,12.8659,26680659.56,-0.2721,8.8872
002869.SZ,20190426,20190331,0.9271,0.3598,41.2313,5.3434,14968745.04,-0.2922,8.6447
002869.SZ,20190426,20190331,0.9271,0.3598,41.2313,5.3434,14968745.04,-0.2922,8.6447
002869.SZ,20190426,20181231,2.1312,0.6557,38.3906,2.7497,73280083.65,-0.2383,8.5649
002869.SZ,20190426,20181231,2.1312,0.6557,38.3906,2.7497,73280083.65,-0.2383,8.5649
002869.SZ,20181022,20180930,-0.2453,-0.9958,39.988,-1.8641,50685710.05,-1.3265,8.3603
002869.SZ,20181022,20180930,-0.2453,-0.9958,39.988,-1.8641,50685710.05,-1.3265,8.3603
002869.SZ,20180727,20180630,-0.3858,-0.7386,37.8767,-2.884,34244482.07,-0.9364,8.3483
002869.SZ,20180727,20180630,-0.3858,-0.7386,37.8767,-2.884,34244482.07,-0.9364,8.3483
002869.SZ,20180425,20180331,0.6741,0.3176,38.1836,3.5785,,-0.9819,8.7399
002869.SZ,20180425,20180331,0.6741,0.3176,38.1836,3.5785,,-0.9819,8.7399
002869.SZ,20180425,20171231,12.3393,8.3651,43.2724,14.1,67158702.34,0.1212,8.6812
002869.SZ,20180425,20171231,12.3393,8.3651,43.2724,14.1,67158702.34,0.1212,8.6812
002869.SZ,20171025,20170930,7.9565,5.5587,44.0324,13.3012,,-0.9305,8.59
002869.SZ,20171025,20170930,7.9565,5.5587,44.0324,13.3012,,-0.9305,8.59
002869.SZ,20170824,20170630,7.8364,5.7574,43.0507,16.5984,32128004.81,-1.061,8.5824
002869.SZ,20170824,20170630,7.8364,5.7574,43.0507,16.5984,32128004.81,-1.061,8.5824
