ts_code,ann_date,end_date,roe,roa,grossprofit_margin,netprofit_margin,rd_exp,ocfps,bps
002383.SZ,20260423,20260331,0.0281,0.2391,38.1324,0.5144,,-0.1043,2.0277
002383.SZ,20260423,20251231,-9.9534,-3.6213,39.0945,-12.6498,121157309.23,0.2094,2.0482
002383.SZ,20251028,20250930,0.4672,1.3015,42.2686,0.2206,,0.037,2.2864
002383.SZ,20250820,20250630,-0.543,0.3179,41.5201,-2.2236,58772472.97,-0.0025,2.2673
002383.SZ,20250418,20250331,0.161,0.4018,37.4295,0.2486,,0.0094,2.2614
002383.SZ,20250418,20241231,-12.5034,-5.8556,34.2371,-20.7224,161477248.43,0.0827,2.2459
002383.SZ,20241029,20240930,-3.4239,-0.7425,39.6793,-7.7815,,-0.1077,2.4721
002383.SZ,20240829,20240630,-3.0966,-0.586,41.4675,-11.2878,61323909.66,-0.1859,2.4819
002383.SZ,20240412,20240331,-1.7741,-0.4198,41.7065,-13.7411,,0.0113,2.5111
002383.SZ,20240412,20240331,-1.7741,-0.4198,41.7065,-13.7411,24341589.32,0.0113,2.5111
002383.SZ,20240412,20231231,29.3129,17.5944,34.5775,25.435,161935849.3,0.6104,2.5559
002383.SZ,20240412,20231231,29.3129,17.5944,34.5775,25.435,161935849.3,0.6104,2.5559
002383.SZ,20231030,20230930,-0.1936,1.5208,34.9877,-0.4876,90099175.51,0.4637,1.8593
002383.SZ,20230831,20230630,1.0297,1.2891,33.4088,1.4263,74381440.45,0.3546,1.8925
002383.SZ,20230428,20230331,-1.3069,0.5868,35.6804,-4.7002,27281042.4,0.264,1.8247
002383.SZ,20230428,20221231,-16.2183,-0.8665,43.249,-13.169,195394542.98,-0.0179,1.849
002383.SZ,20230428,20221231,-16.2183,-0.8665,43.249,-13.169,195394542.98,-0.0179,1.849
002383.SZ,20221027,20220930,1.0621,2.7,45.3352,0.7865,123641830.98,-0.2508,2.1807
002383.SZ,20221027,20220930,1.0621,2.7,45.3352,0.7865,123641830.98,-0.2508,2.1807
002383.SZ,20220819,20220630,1.3205,2.1226,48.0273,1.906,96740760.4,-0.1146,2.201
002383.SZ,20220819,20220630,1.3205,2.1226,48.0273,1.906,96740760.4,-0.1146,2.201
002383.SZ,20220415,20220331,0.9035,1.1461,51.7465,3.2913,45927059.0,-0.0324,2.1665
002383.SZ,20220415,20220331,0.9035,1.1461,51.7465,3.2913,45927059.0,-0.0324,2.1665
002383.SZ,20220415,20211231,16.2854,6.1564,42.0048,9.1706,242746300.44,-0.0158,2.1562
002383.SZ,20220415,20211231,16.2854,6.1564,42.0048,9.1706,242746300.44,-0.0158,2.1562
002383.SZ,20211029,20210930,-11.7921,0.5945,48.0897,-11.3909,119606935.68,-0.1699,2.0795
002383.SZ,20211029,20210930,-11.7921,0.5945,48.0897,-11.3909,119606935.68,-0.1699,2.0795
002383.SZ,20210828,20210630,-9.7863,0.1768,49.2069,-14.1026,119794176.08,-0.1438,2.1168
002383.SZ,20210828,20210630,-9.7863,0.1768,49.2069,-14.1026,119794176.08,-0.1438,2.1168
002383.SZ,20210430,20210331,-5.913,-0.0838,52.0333,-20.8918,61552170.88,-0.0568,2.1839
002383.SZ,20210430,20210331,-5.913,-0.0838,52.0333,-20.8918,61552170.88,-0.0568,2.1839
002383.SZ,20210430,20201231,-83.5531,-15.9777,42.4848,-80.429,250136666.37,-0.0767,1.1918
002383.SZ,20210430,20201231,-83.5531,-15.9777,42.4848,-80.429,250136666.37,-0.0767,1.1918
002383.SZ,20201027,20200930,-9.093,0.0571,45.4752,-20.2318,132200564.26,-0.1091,3.559
002383.SZ,20201027,20200930,-8.0991,0.412,45.4752,-20.2318,132200564.26,-0.1091,3.559
002383.SZ,20200828,20200630,-7.984,-0.546,42.1719,-28.6013,95211327.24,-0.1516,3.6105
002383.SZ,20200430,20200331,-4.9991,-0.7322,49.4499,-50.2847,35760918.99,-0.1913,3.6617
002383.SZ,20200529,20191231,-40.7292,-11.6112,48.2361,-80.8478,247035368.04,-0.7369,3.0264
002383.SZ,20191029,20190930,-1.3734,0.5776,53.0205,-5.2328,116897995.82,-0.6162,5.1508
002383.SZ,20191029,20190930,-1.3734,0.5776,53.0205,-5.2328,116897995.82,-0.6162,5.1508
002383.SZ,20190828,20190630,-0.917,0.3823,53.2891,-5.2676,97247341.02,-0.0594,5.1704
002383.SZ,20190828,20190630,-0.917,0.3823,53.2891,-5.2676,97247341.02,-0.0594,5.1704
002383.SZ,20190430,20190331,-0.7841,0.0833,55.4194,-10.4479,42502605.66,-0.0495,5.1598
002383.SZ,20190430,20190331,-0.7841,0.0833,55.4194,-10.4479,42502605.66,-0.0495,5.1598
