ts_code,ann_date,end_date,roe,roa,grossprofit_margin,netprofit_margin,rd_exp,ocfps,bps
300590.SZ,20260423,20260331,2.7882,2.5502,40.815,16.5637,,-0.0473,4.1061
300590.SZ,20260423,20251231,4.0325,2.9811,39.7032,8.3392,143632173.41,0.3495,3.9931
300590.SZ,20251029,20250930,3.3448,2.6231,40.6537,10.5619,,0.3208,3.965
300590.SZ,20250731,20250630,1.6979,1.2803,41.0132,8.6174,64546133.36,0.1518,3.8979
300590.SZ,20250425,20250331,0.5243,0.3745,43.3128,6.2411,,0.0774,4.0703
300590.SZ,20250425,20241231,8.7465,7.7052,41.9454,16.4043,125325366.7,0.6372,4.0479
300590.SZ,20241029,20240930,7.4474,6.8072,42.5111,19.3073,,0.5169,3.987
300590.SZ,20240727,20240630,5.5477,5.2054,42.6054,20.6668,56548564.29,0.2916,3.9069
300590.SZ,20240422,20240331,1.9895,1.7999,40.8732,16.6955,,0.1258,3.9164
300590.SZ,20240422,20231231,8.4996,7.3591,40.3985,14.4471,121451577.08,0.6752,3.848
300590.SZ,20231024,20230930,5.7358,4.9706,40.7479,15.0778,85086006.63,0.5284,3.7863
300590.SZ,20230722,20230630,3.6611,3.1242,40.9175,14.6245,54412867.6,0.311,3.7099
300590.SZ,20230722,20230630,3.6611,3.1242,40.9175,14.6245,54412867.6,0.311,3.7099
300590.SZ,20230425,20230331,1.1398,0.9925,40.3933,10.9887,25661415.02,0.1828,3.7335
300590.SZ,20230425,20230331,1.1398,0.9925,40.3933,10.9887,25661415.02,0.1828,3.7335
300590.SZ,20230425,20221231,10.2319,8.968,34.7103,16.5066,113365461.52,-0.2492,3.6862
300590.SZ,20230425,20221231,10.2319,8.968,34.7103,16.5066,113365461.52,-0.2492,3.6862
300590.SZ,20221025,20220930,8.692,7.7509,33.9991,19.0884,77442598.11,-0.5656,3.6198
300590.SZ,20221025,20220930,8.692,7.7509,33.9991,19.0884,77442598.11,-0.5656,3.6198
300590.SZ,20220721,20220630,5.4179,4.6861,32.0983,17.4792,49666566.63,-0.4124,3.4876
300590.SZ,20220721,20220630,5.4179,4.6861,32.0983,17.4792,49666566.63,-0.4124,3.4876
300590.SZ,20220414,20220331,1.2161,0.9778,30.6722,9.0301,25183263.69,-0.6765,5.1518
300590.SZ,20220414,20220331,1.2161,0.9778,30.6722,9.0301,25183263.69,-0.6765,5.1518
300590.SZ,20220414,20211231,11.8599,10.1904,36.0508,16.8943,96385138.15,-0.0709,5.0771
300590.SZ,20220414,20211231,11.8599,10.1904,36.0508,16.8943,96385138.15,-0.0709,5.0771
300590.SZ,20211027,20210930,8.6897,7.7311,36.9321,18.5364,64295398.19,-0.3135,4.9127
300590.SZ,20211027,20210930,8.6897,7.7311,36.9321,18.5364,64295398.19,-0.3135,4.9127
300590.SZ,20210721,20210630,6.5837,5.8748,36.2319,18.1911,40054245.54,0.0074,3.8774
300590.SZ,20210721,20210630,6.5837,5.8748,36.2319,18.1911,40054245.54,0.0074,3.8774
300590.SZ,20210424,20210331,2.2705,2.1903,37.8212,16.2139,20147888.79,-0.0709,4.5487
300590.SZ,20210424,20210331,2.2705,2.1903,37.8212,16.2139,20147888.79,-0.0709,4.5487
300590.SZ,20210424,20201231,8.6922,8.1286,42.1029,19.1396,67003153.01,0.2129,4.4466
300590.SZ,20210424,20201231,8.6922,8.1286,42.1029,19.1396,67003153.01,0.2129,4.4466
300590.SZ,20201029,20200930,6.0765,6.2049,44.5391,20.5192,45983491.95,0.2567,4.3137
300590.SZ,20201029,20200930,6.0765,6.2049,44.5391,20.5192,45983491.95,0.2567,4.3137
300590.SZ,20200828,20200630,4.148,4.1874,44.5471,22.9308,30068688.76,0.0719,4.2273
300590.SZ,20200828,20200630,4.148,4.1874,44.5471,22.9308,30068688.76,0.0719,4.2273
300590.SZ,20200428,20200331,1.8951,1.7562,42.9301,19.9236,14943981.16,0.166,6.3439
300590.SZ,20200428,20200331,1.8951,1.7562,42.9301,19.9236,14943981.16,0.166,6.3439
300590.SZ,20200428,20191231,17.366,15.3681,46.3273,25.7786,81370589.49,0.6884,6.2205
300590.SZ,20200428,20191231,17.366,15.3681,46.3273,25.7786,81370589.49,0.6884,6.2205
300590.SZ,20191028,20190930,11.0706,9.9111,44.9578,22.9111,59360483.41,0.1638,5.7526
300590.SZ,20191028,20190930,11.0706,9.9111,44.9578,22.9111,59360483.41,0.1638,5.7526
300590.SZ,20190815,20190630,7.1852,6.6105,42.5516,23.1018,34935487.46,0.1159,5.5169
300590.SZ,20190815,20190630,7.1852,6.6105,42.5516,23.1018,34935487.46,0.1159,5.5169
300590.SZ,20190429,20190331,3.0706,3.1217,42.4096,20.1266,16400189.14,0.0587,5.5299
300590.SZ,20190429,20190331,3.0706,3.1217,42.4096,20.1266,16400189.14,0.0587,5.5299
300590.SZ,20190316,20181231,15.2546,13.6699,46.4606,26.1644,67389837.79,0.5917,5.3517
300590.SZ,20190316,20181231,15.2546,13.6699,46.4606,26.1644,67389837.79,0.5917,5.3517
300590.SZ,20181030,20180930,10.378,8.219,46.8947,27.0689,45943969.49,0.5208,5.1244
300590.SZ,20181030,20180930,10.378,8.219,46.8947,27.0689,45943969.49,0.5208,5.1244
300590.SZ,20180817,20180630,6.2631,6.3298,48.841,25.9284,26827365.56,0.2243,4.913
300590.SZ,20180817,20180630,6.2631,6.3298,48.841,25.9284,26827365.56,0.2243,4.913
300590.SZ,20180427,20180331,0.7413,2.0888,47.6629,7.6761,,-0.0057,4.8443
