ts_code,ann_date,end_date,roe,roa,grossprofit_margin,netprofit_margin,rd_exp,ocfps,bps
300552.SZ,20260423,20260331,-1.4903,-0.9509,29.138,-11.0252,,-0.2908,8.1451
300552.SZ,20260331,20251231,-9.8563,-5.8349,32.434,-15.8612,250810997.37,0.1566,8.2675
300552.SZ,20251030,20250930,-6.2646,-3.6411,32.0848,-16.2253,,-0.5607,8.4262
300552.SZ,20250826,20250630,-5.3883,-3.2133,31.42,-23.405,125349443.98,-0.5648,8.5006
300552.SZ,20250426,20250331,-2.7166,-1.6288,32.0452,-25.7518,,-0.2087,8.7309
300552.SZ,20250426,20250331,-2.7166,-1.6288,32.0452,-25.7518,,-0.2087,8.7309
300552.SZ,20250412,20241231,-18.3098,-12.3599,29.1734,-41.4223,320842255.22,-0.9812,8.9713
300552.SZ,20241029,20240930,-10.8461,-7.2292,26.16,-37.3973,,-1.0515,9.7212
300552.SZ,20240817,20240630,-6.7069,-4.4759,28.0865,-38.7181,128065537.05,-0.6962,10.1269
300552.SZ,20240817,20240630,-6.7069,-4.4759,28.0865,-38.7181,128065537.05,-0.6962,10.1269
300552.SZ,20240427,20240331,-3.4982,-2.3193,29.7819,-47.7956,,-0.3815,10.4514
300552.SZ,20240427,20240331,-3.4982,-2.3193,29.7819,-47.7956,,-0.3815,10.4514
300552.SZ,20240418,20231231,-15.4391,-12.0181,33.6374,-42.2359,382609617.91,-1.2288,10.8168
300552.SZ,20231027,20230930,-7.5885,-6.1451,36.1119,-37.4043,221337330.86,-1.2416,11.7503
300552.SZ,20230831,20230630,-4.8523,-3.9509,39.4733,-40.1475,143133392.79,-0.9262,12.0573
300552.SZ,20230831,20230630,-4.8523,-3.9509,39.4733,-40.1475,143133392.79,-0.9262,12.0573
300552.SZ,20230428,20230331,-3.4361,-2.9776,30.0049,-86.5939,73979157.28,-0.3938,12.2104
300552.SZ,20230428,20230331,-3.4361,-2.9776,30.0049,-86.5939,73979157.28,-0.3938,12.2104
300552.SZ,20230412,20221231,-1.0717,-1.7629,48.1256,-3.6813,279783953.32,-0.3477,12.6156
300552.SZ,20230412,20221231,-1.0717,-1.7629,48.1256,-3.6813,279783953.32,-0.3477,12.6156
300552.SZ,20221028,20220930,-3.3897,-3.7789,43.8659,-17.5241,206338326.29,-1.1095,12.3026
300552.SZ,20221028,20220930,-3.3897,-3.7789,43.8659,-17.5241,206338326.29,-1.1095,12.3026
300552.SZ,20220813,20220630,-3.1134,-3.2077,40.8129,-26.8713,135835097.23,-0.6817,12.3366
300552.SZ,20220813,20220630,-3.1134,-3.2077,40.8129,-26.8713,135835097.23,-0.6817,12.3366
300552.SZ,20220429,20220331,0.1133,0.1257,48.0147,1.2557,54972772.91,-0.2092,12.7818
300552.SZ,20220429,20220331,0.1133,0.1257,48.0147,1.2557,54972772.91,-0.2092,12.7818
300552.SZ,20220409,20211231,1.7549,0.6427,48.1794,4.2865,241981980.17,1.1609,13.7481
300552.SZ,20220409,20211231,1.7549,0.6427,48.1794,4.2865,241981980.17,1.1609,13.7481
300552.SZ,20211019,20210930,3.1692,2.2391,49.7224,9.5149,144284604.77,0.8357,10.6344
300552.SZ,20211019,20210930,3.1692,2.2391,49.7224,9.5149,144284604.77,0.8357,10.6344
300552.SZ,20210731,20210630,2.221,1.5393,53.0324,10.8069,95767804.72,0.6535,10.4258
300552.SZ,20210731,20210630,2.221,1.5393,53.0324,10.8069,95767804.72,0.6535,10.4258
300552.SZ,20210428,20210331,0.9587,0.869,56.3861,11.4821,47079344.28,0.3896,10.891
300552.SZ,20210428,20210331,0.9587,0.869,56.3861,11.4821,47079344.28,0.3896,10.891
300552.SZ,20210428,20201231,31.9226,23.6253,61.1982,36.1888,153526063.96,2.0225,10.774
300552.SZ,20210428,20201231,31.9226,23.6253,61.1982,36.1888,153526063.96,2.0225,10.774
300552.SZ,20201030,20200930,25.4565,19.0047,58.4955,40.2207,91977957.79,0.7495,9.9428
300552.SZ,20201030,20200930,25.4565,19.0047,58.4955,40.2207,91977957.79,0.7495,9.9428
300552.SZ,20200826,20200630,18.9235,13.3183,55.5827,42.8004,60956415.82,0.0991,9.1428
300552.SZ,20200826,20200630,18.9235,13.3183,55.5827,42.8004,60956415.82,0.0991,9.1428
300552.SZ,20200425,20200331,4.8135,3.1341,52.228,53.5678,25558239.71,-0.3358,15.7652
300552.SZ,20200425,20200331,4.8135,3.1341,52.228,53.5678,25558239.71,-0.3358,15.7652
300552.SZ,20200411,20191231,72.539,47.4593,45.8538,25.996,146338012.78,4.2825,14.964
300552.SZ,20200411,20191231,72.539,47.4593,45.8538,25.996,146338012.78,4.2825,14.964
300552.SZ,20191030,20190930,15.609,8.3386,30.7554,11.376,69977381.77,0.3575,8.1245
300552.SZ,20191030,20190930,15.609,8.3386,30.7554,11.376,69977381.77,0.3575,8.1245
300552.SZ,20190803,20190630,-1.5004,-1.126,27.4381,-3.5311,34695686.7,-1.5927,6.9361
300552.SZ,20190803,20190630,-1.5004,-1.126,27.4381,-3.5311,34695686.7,-1.5927,6.9361
300552.SZ,20190427,20190331,-2.1395,-1.4568,27.1405,-13.8609,16118528.49,-1.3895,6.8995
300552.SZ,20190427,20190331,-2.1395,-1.4568,27.1405,-13.8609,16118528.49,-1.3895,6.8995
