ts_code,ann_date,end_date,roe,roa,grossprofit_margin,netprofit_margin,rd_exp,ocfps,bps
300627.SZ,20260424,20260331,2.9267,2.2115,60.401,15.7779,,-0.1562,5.5522
300627.SZ,20260424,20260331,2.9267,2.2115,60.401,15.7779,,-0.1562,5.5522
300627.SZ,20260417,20251231,17.7636,13.902,60.9757,18.4801,557996822.09,0.8884,5.3408
300627.SZ,20251023,20250930,13.1408,10.3451,60.4103,19.6336,,0.0656,5.0692
300627.SZ,20250808,20250630,8.9417,6.8868,58.1345,18.7108,266870680.41,0.1711,4.8427
300627.SZ,20250425,20250331,3.9596,3.0667,58.3375,18.6643,,-0.2308,6.7213
300627.SZ,20250418,20241231,17.8934,13.0835,58.1304,17.9406,469019089.58,1.2003,6.405
300627.SZ,20241024,20240930,12.2462,9.3977,59.1807,16.956,,-0.093,6.1314
300627.SZ,20240808,20240630,8.1641,5.8762,58.4369,16.4973,,-0.2357,5.7757
300627.SZ,20240425,20240331,3.3513,2.3806,58.8025,16.2927,,-0.4174,5.7742
300627.SZ,20240418,20231231,16.2249,10.8279,57.7682,16.5662,462113130.64,0.8191,5.5248
300627.SZ,20231025,20230930,10.5531,7.0932,58.373,15.1339,307364077.85,-0.0914,5.2017
300627.SZ,20230808,20230630,6.8225,4.4632,58.239,14.2096,184591590.56,-0.1547,4.8581
300627.SZ,20230425,20230331,3.0684,1.9915,59.1711,15.3644,89146751.75,-0.2818,4.8954
300627.SZ,20230425,20230331,3.0684,1.9915,59.1711,15.3644,89146751.75,-0.2818,4.8954
300627.SZ,20230418,20221231,15.2953,9.4565,56.6434,16.1162,403045988.02,0.6609,4.7323
300627.SZ,20230418,20221231,15.2953,9.4565,56.6434,16.1162,403045988.02,0.6609,4.7323
300627.SZ,20221024,20220930,9.6684,6.5296,59.4333,15.0224,267776307.78,-0.3429,4.4408
300627.SZ,20221024,20220930,9.6684,6.5296,59.4333,15.0224,267776307.78,-0.3429,4.4408
300627.SZ,20220812,20220630,6.0523,3.8036,58.8951,14.1279,160167362.76,-0.5535,4.2486
300627.SZ,20220812,20220630,6.0523,3.8036,58.8951,14.1279,160167362.76,-0.5535,4.2486
300627.SZ,20220427,20220331,2.9956,1.9457,60.3783,15.3374,74420472.62,-0.5597,5.981
300627.SZ,20220427,20220331,2.9956,1.9457,60.3783,15.3374,74420472.62,-0.5597,5.981
300627.SZ,20220427,20211231,17.9761,10.9083,54.6409,15.221,332791499.43,0.7168,5.7811
300627.SZ,20220427,20211231,17.9761,10.9083,54.6409,15.221,332791499.43,0.7168,5.7811
300627.SZ,20211029,20210930,11.3472,7.4837,56.0726,13.7167,234153472.01,-0.2478,5.3908
300627.SZ,20211029,20210930,11.3472,7.4837,56.0726,13.7167,234153472.01,-0.2478,5.3908
300627.SZ,20210813,20210630,7.156,4.6695,56.5901,12.6625,154640517.46,-0.2563,5.2372
300627.SZ,20210813,20210630,7.156,4.6695,56.5901,12.6625,154640517.46,-0.2563,5.2372
300627.SZ,20210427,20210331,4.3604,2.619,58.8524,13.8175,65473108.53,-0.528,3.4466
300627.SZ,20210427,20210331,4.3604,2.619,58.8524,13.8175,65473108.53,-0.528,3.4466
300627.SZ,20210422,20201231,18.9725,12.6233,54.2818,14.0643,209119803.18,0.677,3.1789
300627.SZ,20210422,20201231,18.9725,12.6233,54.2818,14.0643,209119803.18,0.677,3.1789
300627.SZ,20201028,20200930,10.7661,7.2058,56.5289,12.7097,153484609.26,-0.0004,3.0588
300627.SZ,20201028,20200930,10.7661,7.2058,56.5289,12.7097,153484609.26,-0.0004,3.0588
300627.SZ,20200731,20200630,5.4238,3.2688,54.6929,10.7715,81213799.94,-0.1167,2.8771
300627.SZ,20200731,20200630,5.4238,3.2688,54.6929,10.7715,81213799.94,-0.1167,2.8771
300627.SZ,20200428,20200331,1.8829,1.1064,56.0687,11.5833,31224114.48,-0.4554,4.1637
300627.SZ,20200428,20200331,1.8829,1.1064,56.0687,11.5833,31224114.48,-0.4554,4.1637
300627.SZ,20200428,20191231,14.9484,10.7822,56.042,12.3995,170498493.67,0.6719,4.0621
300627.SZ,20200428,20191231,14.9484,10.7822,56.042,12.3995,170498493.67,0.6719,4.0621
300627.SZ,20191028,20190930,7.8463,6.3009,54.4638,10.1995,108680585.65,-0.3432,3.7806
300627.SZ,20191028,20190930,7.8463,6.3009,54.4638,10.1995,108680585.65,-0.3432,3.7806
300627.SZ,20190816,20190630,5.2123,3.527,52.3249,10.2476,70412707.17,-0.4573,3.6421
300627.SZ,20190816,20190630,5.2123,3.527,52.3249,10.2476,70412707.17,-0.4573,3.6421
300627.SZ,20190424,20190331,2.0534,1.2527,51.6566,9.3361,32910047.49,-0.5142,3.725
300627.SZ,20190424,20190331,2.0534,1.2527,51.6566,9.3361,32910047.49,-0.5142,3.725
300627.SZ,20190420,20181231,12.8357,9.061,54.271,11.3303,132552775.93,-0.1057,3.5086
300627.SZ,20190420,20181231,12.8357,9.061,54.271,11.3303,132552775.93,-0.1057,3.5086
300627.SZ,20181027,20180930,8.1911,6.4203,53.9311,10.6828,90940186.18,-0.9207,3.3567
300627.SZ,20181027,20180930,8.1911,6.4203,53.9311,10.6828,90940186.18,-0.9207,3.3567
300627.SZ,20180807,20180630,5.6427,4.1158,54.6522,10.7341,52598582.99,-0.6597,3.242
300627.SZ,20180807,20180630,5.6427,4.1158,54.6522,10.7341,52598582.99,-0.6597,3.242
300627.SZ,20180425,20180331,1.4985,1.2951,55.6774,8.0493,,-0.9898,6.4242
300627.SZ,20180425,20180331,1.4985,1.2951,55.6774,8.0493,,-0.9898,6.4242
300627.SZ,20180410,20171231,23.8945,17.6163,55.9202,19.0763,75929999.59,0.6469,6.2731
300627.SZ,20180410,20171231,23.8945,17.6163,55.9202,19.0763,75929999.59,0.6469,6.2731
300627.SZ,20171026,20170930,12.6759,9.9224,54.5583,15.0757,,-0.4842,5.9025
300627.SZ,20171026,20170930,12.6759,9.9224,54.5583,15.0757,,-0.4842,5.9025
300627.SZ,20170825,20170630,6.9682,5.4323,54.3618,12.4141,31075338.6,-0.4475,5.6518
300627.SZ,20170825,20170630,6.9682,5.4323,54.3618,12.4141,31075338.6,-0.4475,5.6518
300627.SZ,20170426,20170331,1.9351,1.5656,54.0161,9.3558,,-0.5693,5.4434
300627.SZ,20170426,20170331,1.9351,1.5656,54.0161,9.3558,,-0.5693,5.4434
