ts_code,ann_date,end_date,roe,roa,grossprofit_margin,netprofit_margin,rd_exp,ocfps,bps
300183.SZ,20260424,20260331,-0.7275,-0.6974,24.3144,-12.8645,,0.0521,6.6866
300183.SZ,20260424,20260331,-0.7275,-0.6974,24.3144,-12.8645,,0.0521,6.6866
300183.SZ,20260411,20251231,0.3343,-0.0228,28.1557,0.9391,142956734.86,0.1533,6.7355
300183.SZ,20251025,20250930,-0.3497,-0.6471,27.4958,-1.5973,,0.0567,6.69
300183.SZ,20250818,20250630,0.4313,0.2158,29.7122,2.6288,69210423.22,0.0145,6.7428
300183.SZ,20250425,20250331,0.1249,0.0098,29.4125,1.5906,,-0.1763,6.8221
300183.SZ,20250331,20241231,2.1253,1.4453,36.6327,6.4836,160354774.3,0.4147,6.8136
300183.SZ,20241025,20240930,2.6628,2.2369,39.9129,10.6164,,0.339,6.8616
300183.SZ,20240815,20240630,1.8206,1.511,39.4108,10.2263,85452020.18,0.1241,6.8035
300183.SZ,20240426,20240331,0.2343,0.1009,35.7542,3.4642,,0.0488,6.7957
300183.SZ,20240418,20231231,1.9449,1.3538,38.8409,6.1539,173384335.06,0.3582,6.7806
300183.SZ,20231027,20230930,2.1005,1.6564,43.243,10.2253,118871766.54,0.0131,6.79
300183.SZ,20230815,20230630,1.4854,1.1977,44.1964,11.3663,77709998.35,-0.0374,6.749
300183.SZ,20230424,20230331,0.4344,0.2696,44.0605,9.5204,34865025.75,-0.064,6.8279
300183.SZ,20230424,20230331,0.4344,0.2696,44.0605,9.5204,34865025.75,-0.064,6.8279
300183.SZ,20230424,20221231,5.2692,3.8557,47.6324,17.2426,169114627.77,-0.3646,6.7997
300183.SZ,20230424,20221231,5.2692,3.8557,47.6324,17.2426,169114627.77,-0.3646,6.7997
300183.SZ,20221027,20220930,2.9752,2.7231,49.9089,14.0551,130863326.35,-0.2027,6.643
300183.SZ,20221027,20220930,2.9752,2.7231,49.9089,14.0551,130863326.35,-0.2027,6.643
300183.SZ,20220810,20220630,1.651,1.4682,49.7547,12.3619,81784606.99,-0.2153,6.5543
300183.SZ,20220810,20220630,1.651,1.4682,49.7547,12.3619,81784606.99,-0.2153,6.5543
300183.SZ,20220423,20220331,0.7121,0.6083,52.6873,12.2155,40118344.53,-0.1311,6.6429
300183.SZ,20220423,20220331,0.7121,0.6083,52.6873,12.2155,40118344.53,-0.1311,6.6429
300183.SZ,20220423,20211231,4.3997,3.3868,46.8923,14.6366,157144689.53,0.53,6.596
300183.SZ,20220423,20211231,4.3997,3.3868,46.8923,14.6366,157144689.53,0.53,6.596
300183.SZ,20211023,20210930,2.2886,1.1917,46.8688,12.4559,119755522.23,0.2697,6.4556
300183.SZ,20211023,20210930,2.2886,1.1917,46.8688,12.4559,119755522.23,0.2697,6.4556
300183.SZ,20210821,20210630,1.0379,0.1512,44.9056,10.6859,68675465.8,0.1517,6.3742
300183.SZ,20210821,20210630,1.0379,0.1512,44.9056,10.6859,68675465.8,0.1517,6.3742
300183.SZ,20210428,20210331,0.4985,0.2833,50.3704,10.8113,32123988.7,0.0942,6.5399
300183.SZ,20210428,20210331,0.4985,0.2833,50.3704,10.8113,32123988.7,0.0942,6.5399
300183.SZ,20210428,20201231,6.2397,5.6564,49.8204,21.1571,146959447.93,-2.1913,6.5073
300183.SZ,20210428,20201231,6.2397,5.6564,49.8204,21.1571,146959447.93,-2.1913,6.5073
300183.SZ,20201029,20200930,3.4245,2.4771,49.4768,19.4719,105911824.16,0.2043,6.3462
300183.SZ,20201029,20200930,3.4245,2.4771,49.4768,19.4719,105911824.16,0.2043,6.3462
300183.SZ,20200828,20200630,2.0409,1.4683,50.559,20.0695,69175593.21,0.1527,6.1781
300183.SZ,20200828,20200630,2.0409,1.4683,50.559,20.0695,69175593.21,0.1527,6.1781
300183.SZ,20200428,20200331,0.8411,0.4649,50.7778,21.8646,32043815.85,0.1591,6.3016
300183.SZ,20200428,20200331,0.8411,0.4649,50.7778,21.8646,32043815.85,0.1591,6.3016
300183.SZ,20200331,20191231,6.8774,5.6736,50.9173,23.8807,159194263.35,0.7605,6.2487
300183.SZ,20200331,20191231,6.8774,5.6736,50.9173,23.8807,159194263.35,0.7605,6.2487
300183.SZ,20191023,20190930,3.3224,2.4027,48.9376,17.9152,126927118.87,0.3772,6.0455
300183.SZ,20191023,20190930,3.3224,2.4027,48.9376,17.9152,126927118.87,0.3772,6.0455
300183.SZ,20190830,20190630,2.0891,1.472,47.7857,17.6798,79060895.34,0.1939,5.9469
300183.SZ,20190830,20190630,2.0891,1.472,47.7857,17.6798,79060895.34,0.1939,5.9469
300183.SZ,20190427,20190331,0.9972,0.7569,51.3428,19.0548,37590121.05,0.1194,6.0757
300183.SZ,20190427,20190331,0.9972,0.7569,51.3428,19.0548,37590121.05,0.1194,6.0757
300183.SZ,20190329,20181231,6.456,4.9648,50.2253,17.6208,190517860.16,0.4402,6.0078
300183.SZ,20190329,20181231,6.456,4.9648,50.2253,17.6208,190517860.16,0.4402,6.0078
300183.SZ,20181027,20180930,3.6887,2.9244,48.7873,15.9107,127793420.74,0.2156,5.6953
300183.SZ,20181027,20180930,3.6887,2.9244,48.7873,15.9107,127793420.74,0.2156,5.6953
300183.SZ,20180817,20180630,2.5905,2.0198,48.9359,17.0811,85801508.84,0.1367,5.6066
300183.SZ,20180817,20180630,2.5905,2.0198,48.9359,17.0811,85801508.84,0.1367,5.6066
300183.SZ,20180424,20180331,0.9251,0.7383,55.6836,15.1998,,0.0334,5.8382
300183.SZ,20180424,20180331,0.9251,0.7383,55.6836,15.1998,,0.0334,5.8382
300183.SZ,20180424,20171231,9.0933,7.0938,56.0009,25.8448,160255550.97,0.6042,5.7601
300183.SZ,20180424,20171231,9.0933,7.0938,56.0009,25.8448,160255550.97,0.6042,5.7601
300183.SZ,20171023,20170930,7.2439,5.7644,57.2143,30.1418,,0.394,5.7342
300183.SZ,20171023,20170930,7.2439,5.7644,57.2143,30.1418,,0.394,5.7342
300183.SZ,20170731,20170630,5.0803,4.3329,59.7442,32.5813,68306603.59,0.1201,5.8652
300183.SZ,20170731,20170630,5.0803,4.3329,59.7442,32.5813,68306603.59,0.1201,5.8652
300183.SZ,20170426,20170331,1.8685,1.7036,60.446,34.5707,,0.1373,5.6797
300183.SZ,20170426,20170331,1.8685,1.7036,60.446,34.5707,,0.1373,5.6797
300183.SZ,20170426,20161231,14.8962,14.0564,63.6582,35.6959,142901777.44,0.5606,5.5746
300183.SZ,20170426,20161231,14.8962,14.0564,63.6582,35.6959,142901777.44,0.5606,5.5746
300183.SZ,20161027,20160930,10.1783,10.1006,63.5613,34.1743,95289607.42,0.2561,5.3084
300183.SZ,20161027,20160930,10.1783,10.1006,63.5613,34.1743,95289607.42,0.2561,5.3084
300183.SZ,20160728,20160630,6.0022,5.8868,63.2003,34.0471,61483912.37,0.2184,5.0868
300183.SZ,20160728,20160630,6.0022,5.8868,63.2003,34.0471,61483912.37,0.2184,5.0868
300183.SZ,20160426,20160331,2.5433,2.3558,62.8843,37.9201,25199403.77,0.0759,5.1129
300183.SZ,20160426,20160331,2.5433,2.3558,62.8843,37.9201,25199403.77,0.0759,5.1129
300183.SZ,20160426,20151231,13.3661,12.5034,56.7059,33.0953,105119644.73,0.4468,4.9845
300183.SZ,20160426,20151231,13.3661,12.5034,56.7059,33.0953,105119644.73,0.4468,4.9845
300183.SZ,20151023,20150930,9.84,8.7575,55.748,33.1969,68308909.32,0.2414,4.8387
300183.SZ,20151023,20150930,9.84,8.7575,55.748,33.1969,68308909.32,0.2414,4.8387
300183.SZ,20150731,20150630,6.0748,4.9966,51.9599,34.1924,40506909.14,0.1916,4.3113
300183.SZ,20150731,20150630,6.0748,4.9966,51.9599,34.1924,40506909.14,0.1916,4.3113
300183.SZ,20150424,20150331,3.2867,2.6471,52.1593,42.1782,,0.2651,8.6824
300183.SZ,20150424,20150331,3.2867,2.6471,52.1593,42.1782,,0.2651,8.6824
300183.SZ,20150424,20141231,13.6243,11.311,56.044,38.1538,76277470.26,1.1172,8.3979
300183.SZ,20150424,20141231,13.6243,11.311,56.044,38.1538,76277470.26,1.1172,8.3979
300183.SZ,20141024,20140930,10.3893,8.5573,55.0034,41.6996,45323202.93,0.8707,8.1458
300183.SZ,20141024,20140930,10.3893,8.5573,55.0034,41.6996,45323202.93,0.8707,8.1458
300183.SZ,20140815,20140630,5.7748,4.6531,56.5751,40.8597,29992774.98,0.3962,7.7575
300183.SZ,20140815,20140630,5.7748,4.6531,56.5751,40.8597,29992774.98,0.3962,7.7575
300183.SZ,20140425,20140331,2.3734,1.905,58.645,43.3339,,0.2614,7.973
300183.SZ,20140425,20140331,2.3734,1.905,58.645,43.3339,,0.2614,7.973
300183.SZ,20140425,20131231,14.5025,11.7827,61.8242,46.9257,56266323.71,0.9042,7.7774
300183.SZ,20140425,20131231,14.5025,11.7827,61.8242,46.9257,56266323.71,0.9042,7.7774
300183.SZ,20131025,20130930,10.4741,9.7765,62.5593,46.3995,,0.5251,7.2418
300183.SZ,20131025,20130930,10.4741,9.7765,62.5593,46.3995,,0.5251,7.2418
300183.SZ,20130823,20130630,7.0799,6.2516,63.7117,49.323,22562749.79,0.385,6.9835
300183.SZ,20130823,20130630,7.0799,6.2516,63.7117,49.323,22562749.79,0.385,6.9835
300183.SZ,20130419,20130331,3.7707,3.4612,63.2588,54.6364,,0.16,7.2324
300183.SZ,20130419,20130331,3.7707,3.4612,63.2588,54.6364,,0.16,7.2324
300183.SZ,20130419,20121231,17.9364,15.5431,61.9108,58.6901,35748200.0,1.02,6.9397
300183.SZ,20130419,20121231,17.9364,15.5431,61.9108,58.6901,35748200.0,1.02,6.9397
300183.SZ,20121023,20120930,11.0724,10.7045,62.5969,51.5613,,0.44,6.4426
300183.SZ,20121023,20120930,11.0724,10.7045,62.5969,51.5613,,0.44,6.4426
300183.SZ,20120724,20120630,7.5244,6.8599,61.863,61.1741,,0.29,6.2096
