ts_code,ann_date,end_date,roe,roa,grossprofit_margin,netprofit_margin,rd_exp,ocfps,bps
300310.SZ,20260423,20260331,-0.2694,-0.1656,8.6093,-1.1731,,-0.2784,2.1398
300310.SZ,20260331,20251231,0.5841,0.1198,9.1186,0.4026,101025080.87,0.2267,2.1641
300310.SZ,20251028,20250930,0.181,-0.0727,9.5608,0.0889,,-0.1418,2.1637
300310.SZ,20251028,20250930,0.181,-0.0727,9.5608,0.0889,,-0.1418,2.1637
300310.SZ,20250816,20250630,-0.0944,-0.2923,8.9789,-0.2482,58602977.86,-0.1454,2.1536
300310.SZ,20250424,20250331,-0.5766,-0.4021,7.5721,-2.252,,-0.131,2.1493
300310.SZ,20250424,20250331,-0.5766,-0.4021,7.5721,-2.252,,-0.131,2.1493
300310.SZ,20250401,20241231,-1.6231,-1.0158,8.8994,-1.3692,108918746.35,-0.2797,2.1387
300310.SZ,20241029,20240930,1.2815,0.8309,10.1888,1.2713,,-0.4154,2.2022
300310.SZ,20241029,20240930,1.2815,0.8309,10.1888,1.2713,,-0.4154,2.2022
300310.SZ,20240827,20240630,1.8896,1.3114,10.3934,2.8884,55617436.36,-0.3744,2.2031
300310.SZ,20240423,20240331,0.1916,-0.0265,9.5641,0.0775,,-0.3736,2.1657
300310.SZ,20240423,20231231,2.6176,1.0116,9.6908,1.6482,116860657.73,-0.3412,2.1534
300310.SZ,20231026,20230930,0.4179,-0.2297,10.8009,0.2845,91199393.45,-0.6694,2.1074
300310.SZ,20230821,20230630,0.1705,-0.2822,10.7607,0.0835,59937927.37,-0.5225,2.0992
300310.SZ,20230425,20230331,0.0705,-0.216,10.8235,-0.2672,28608632.37,-0.3393,2.0748
300310.SZ,20230425,20230331,0.0705,-0.216,10.8235,-0.2672,28608632.37,-0.3393,2.0748
300310.SZ,20230425,20221231,1.1087,-0.0187,10.5469,0.7799,113285510.77,0.0978,2.0734
300310.SZ,20230425,20221231,1.1087,-0.0187,10.5469,0.7799,113285510.77,0.0978,2.0734
300310.SZ,20221025,20220930,1.0214,-0.0308,10.4092,0.6765,81655101.24,-0.3503,2.0439
300310.SZ,20221025,20220930,1.0214,-0.0308,10.4092,0.6765,81655101.24,-0.3503,2.0439
300310.SZ,20220827,20220630,0.7581,0.026,10.2591,0.7073,51619046.74,-0.2959,2.0417
300310.SZ,20220827,20220630,0.7581,0.026,10.2591,0.7073,51619046.74,-0.2959,2.0417
300310.SZ,20220427,20220331,0.0791,-0.2468,9.8152,-0.1665,25814002.98,-0.3848,2.0119
300310.SZ,20220427,20220331,0.0791,-0.2468,9.8152,-0.1665,25814002.98,-0.3848,2.0119
300310.SZ,20220427,20211231,3.0901,1.4009,11.4846,2.0186,92171163.89,0.1161,2.0205
300310.SZ,20220427,20211231,3.0901,1.4009,11.4846,2.0186,92171163.89,0.1161,2.0205
300310.SZ,20211029,20210930,2.3644,1.0422,11.251,2.0961,63997545.08,-0.4462,2.018
300310.SZ,20211029,20210930,2.3644,1.0422,11.251,2.0961,63997545.08,-0.4462,2.018
300310.SZ,20210813,20210630,1.6911,0.8015,11.1796,2.2808,41274169.76,-0.2252,2.01
300310.SZ,20210813,20210630,1.6911,0.8015,11.1796,2.2808,41274169.76,-0.2252,2.01
300310.SZ,20210424,20210331,0.2536,-0.0172,11.1064,0.2533,20064987.55,-0.2065,1.9803
300310.SZ,20210424,20210331,0.2536,-0.0172,11.1064,0.2533,20064987.55,-0.2065,1.9803
300310.SZ,20210424,20201231,1.1936,0.6117,13.2921,0.7549,82935789.91,0.0778,1.9807
300310.SZ,20210424,20201231,1.1936,0.6117,13.2921,0.7549,82935789.91,0.0778,1.9807
300310.SZ,20201029,20200930,1.4425,0.8466,13.3462,1.3646,57314703.52,-0.1863,1.9935
300310.SZ,20201029,20200930,1.4425,0.8466,13.3462,1.3646,57314703.52,-0.1863,1.9935
300310.SZ,20200822,20200630,1.0409,0.6512,13.2902,1.608,35507905.41,-0.153,1.9852
300310.SZ,20200822,20200630,1.0409,0.6512,13.2902,1.608,35507905.41,-0.153,1.9852
300310.SZ,20200425,20200331,0.2521,0.0728,11.3829,0.8099,14043663.79,-0.1902,1.9795
300310.SZ,20200425,20200331,0.2521,0.0728,11.3829,0.8099,14043663.79,-0.1902,1.9795
300310.SZ,20200307,20191231,1.9216,0.3447,14.4122,1.1063,94023955.62,0.2737,1.9934
300310.SZ,20200307,20191231,1.9216,0.3447,14.4122,1.1063,94023955.62,0.2737,1.9934
300310.SZ,20191030,20190930,1.9366,1.2688,14.1599,1.4655,59177932.34,-0.1295,1.8038
300310.SZ,20191030,20190930,1.9366,1.2688,14.1599,1.4655,59177932.34,-0.1295,1.8038
300310.SZ,20190810,20190630,1.7222,1.0587,14.0291,2.0032,43033908.45,-0.1159,1.808
300310.SZ,20190810,20190630,1.7222,1.0587,14.0291,2.0032,43033908.45,-0.1159,1.808
300310.SZ,20190425,20190331,1.1046,0.7491,13.643,2.5599,12208257.51,-0.1213,1.814
300310.SZ,20190425,20190331,1.1046,0.7491,13.643,2.5599,12208257.51,-0.1213,1.814
300310.SZ,20190425,20181231,-77.1749,-56.2233,12.1404,-77.1934,96111716.35,-0.1203,1.7487
300310.SZ,20190425,20181231,-77.1749,-56.2233,12.1404,-77.1934,96111716.35,-0.1203,1.7487
300310.SZ,20181026,20180930,-17.4835,-13.4532,16.2793,-31.4852,68741383.36,-0.2177,3.3048
300310.SZ,20181026,20180930,-17.4835,-13.4532,16.2793,-31.4852,68741383.36,-0.2177,3.3048
300310.SZ,20180829,20180630,-14.2146,-11.1078,18.3362,-38.7752,49554464.01,-0.236,3.3858
300310.SZ,20180829,20180630,-14.2146,-11.1078,18.3362,-38.7752,49554464.01,-0.236,3.3858
300310.SZ,20180424,20180331,1.4246,1.273,20.8372,7.0487,,-0.2909,4.0276
300310.SZ,20180424,20180331,1.4246,1.273,20.8372,7.0487,,-0.2909,4.0276
300310.SZ,20180403,20171231,7.8182,6.4135,22.269,8.404,96777376.16,0.0827,3.9825
300310.SZ,20180403,20171231,7.8182,6.4135,22.269,8.404,96777376.16,0.0827,3.9825
300310.SZ,20171017,20170930,5.4817,4.7758,23.4306,9.1052,,-0.2393,3.9649
300310.SZ,20171017,20170930,5.4817,4.7758,23.4306,9.1052,,-0.2393,3.9649
300310.SZ,20170823,20170630,3.566,2.9253,24.3904,9.5101,42985137.76,-0.209,3.9002
300310.SZ,20170823,20170630,3.566,2.9253,24.3904,9.5101,42985137.76,-0.209,3.9002
300310.SZ,20170408,20170331,2.0477,1.68,24.672,9.7646,,-0.4231,5.4201
300310.SZ,20170408,20170331,2.0477,1.68,24.672,9.7646,,-0.4231,5.4201
300310.SZ,20170315,20161231,11.0715,8.8932,22.5782,9.1551,72639579.84,0.2308,5.3102
300310.SZ,20170315,20161231,11.0715,8.8932,22.5782,9.1551,72639579.84,0.2308,5.3102
300310.SZ,20161026,20160930,8.9388,8.0493,25.2903,10.4227,,-0.383,5.2326
300310.SZ,20161026,20160930,8.9388,8.0493,25.2903,10.4227,,-0.383,5.2326
300310.SZ,20160810,20160630,5.6544,4.7323,25.5325,10.665,23977135.4,-0.22,5.1165
300310.SZ,20160810,20160630,5.6544,4.7323,25.5325,10.665,23977135.4,-0.22,5.1165
300310.SZ,20160423,20160331,2.7182,2.2447,28.1245,11.1573,,-0.4,8.0764
300310.SZ,20160423,20160331,2.7182,2.2447,28.1245,11.1573,,-0.4,8.0764
300310.SZ,20160423,20151231,8.9236,6.271,21.6572,5.0373,60879205.27,0.4565,3.1771
300310.SZ,20160423,20151231,8.9236,6.271,21.6572,5.0373,60879205.27,0.4565,3.1771
300310.SZ,20151024,20150930,7.1295,5.7007,22.6193,6.0215,,-0.28,3.1201
300310.SZ,20151024,20150930,7.1295,5.7007,22.6193,6.0215,,-0.28,3.1201
300310.SZ,20150822,20150630,4.6614,3.6924,23.8464,6.6021,25489899.0,-0.34,3.0433
300310.SZ,20150822,20150630,4.6614,3.6924,23.8464,6.6021,25489899.0,-0.34,3.0433
300310.SZ,20150425,20150331,2.5204,2.0483,24.4697,8.0303,,-0.27,3.0291
300310.SZ,20150425,20150331,2.5204,2.0483,24.4697,8.0303,,-0.27,3.0291
300310.SZ,20150326,20141231,7.2391,5.6911,23.7628,5.1772,54164989.7,0.17,2.9536
300310.SZ,20150326,20141231,7.2391,5.6911,23.7628,5.1772,54164989.7,0.17,2.9536
300310.SZ,20141024,20140930,5.3068,4.3219,25.0233,6.1636,,-0.34,2.8966
300310.SZ,20141024,20140930,5.3068,4.3219,25.0233,6.1636,,-0.34,2.8966
300310.SZ,20140809,20140630,3.8505,3.4416,27.5097,7.9447,15901518.89,-0.17,2.8544
300310.SZ,20140809,20140630,3.8505,3.4416,27.5097,7.9447,15901518.89,-0.17,2.8544
300310.SZ,20140426,20140331,2.308,2.0614,28.9331,11.1101,,-0.06,3.7046
300310.SZ,20140426,20140331,2.308,2.0614,28.9331,11.1101,,-0.06,3.7046
300310.SZ,20140328,20131231,6.2371,4.5738,25.3718,5.4637,40615697.86,-0.4,3.6196
300310.SZ,20140328,20131231,6.2371,4.5738,25.3718,5.4637,40615697.86,-0.4,3.6196
300310.SZ,20131026,20130930,4.6279,3.3829,26.4111,6.1085,,-0.8,3.5618
300310.SZ,20131026,20130930,4.6279,3.3829,26.4111,6.1085,,-0.8,3.5618
300310.SZ,20130824,20130630,3.5502,2.8988,27.4432,7.3721,15308820.7,-0.58,3.5236
300310.SZ,20130824,20130630,3.5502,2.8988,27.4432,7.3721,15308820.7,-0.58,3.5236
300310.SZ,20130425,20130331,2.3861,2.2609,33.5609,11.021,,-0.62,3.4828
300310.SZ,20130425,20130331,2.3861,2.2609,33.5609,11.021,,-0.62,3.4828
300310.SZ,20130322,20121231,17.3385,15.4951,34.1168,11.4338,36011366.94,-0.2,3.4007
300310.SZ,20130322,20121231,17.3385,15.4951,34.1168,11.4338,36011366.94,-0.2,3.4007
300310.SZ,20121026,20120930,13.0715,12.2193,35.3557,12.6085,,-0.61,3.2956
