ts_code,ann_date,f_ann_date,end_date,report_type,total_revenue,revenue,operate_profit,total_profit,n_income,n_income_attr_p
002881.SZ,20260430,20260430,20260331,1,927593580.41,927593580.41,59052240.19,59026621.53,46654696.32,46654696.32
002881.SZ,20260430,20260430,20260331,1,927593580.41,927593580.41,59052240.19,59026621.53,46654696.32,46654696.32
002881.SZ,20260331,20260331,20251231,1,3747132452.49,3747132452.49,155856736.17,155887598.85,142720411.53,142720411.53
002881.SZ,20251028,20251028,20250930,1,2821288216.12,2821288216.12,122166661.07,122140540.28,113170174.87,113170174.87
002881.SZ,20250828,20250828,20250630,1,1886475312.32,1886475312.32,92898725.12,92889358.55,84166774.08,84166774.08
002881.SZ,20250428,20250428,20250331,1,997062263.72,997062263.72,55423907.62,55419040.06,46304131.97,46304131.97
002881.SZ,20250428,20250428,20241231,1,2941374031.03,2941374031.03,125503064.91,124140747.47,134374787.86,135571540.0
002881.SZ,20241029,20241029,20240930,1,2182028242.59,2182028242.59,95965866.51,94539588.89,90498578.91,91356360.57
002881.SZ,20240829,20240829,20240630,1,1305551460.81,1305551460.81,40857896.57,40608141.73,32823423.99,33482328.84
002881.SZ,20240425,20240425,20240331,1,574454894.09,574454894.09,7846247.46,7841378.13,5821693.53,6466907.53
002881.SZ,20240425,20240425,20240331,1,574454894.09,574454894.09,7846247.46,7841378.13,5821693.53,6466907.53
002881.SZ,20240425,20240425,20231231,1,2147335609.98,2147335609.98,63642692.89,63126931.71,62609353.79,64509024.24
002881.SZ,20231031,20231031,20230930,1,1559697450.6,1559697450.6,62761084.39,62774166.61,68098651.81,68660969.96
002881.SZ,20230831,20230831,20230630,1,1022941003.26,1022941003.26,61886498.86,61899979.02,48276722.52,48650576.09
002881.SZ,20230831,20230831,20230630,1,1022941003.26,1022941003.26,61886498.86,61899979.02,48276722.52,48650576.09
002881.SZ,20230426,20230426,20230331,1,443094401.12,443094401.12,22872411.45,22872411.45,17960124.29,18131965.85
002881.SZ,20230426,20230426,20221231,1,2305932239.94,2305932239.94,149815154.28,149584240.02,126614582.46,127835728.53
002881.SZ,20221028,20221028,20220930,1,1799716854.93,1799716854.93,139497589.43,139266675.17,121721309.01,122408820.61
002881.SZ,20220816,20220816,20220630,1,1123690208.74,1123690208.74,112635228.68,112609621.96,85754432.12,86206222.24
002881.SZ,20220428,20220428,20220331,1,400551141.25,400551141.25,29598218.76,29598218.76,24375890.63,24606758.06
002881.SZ,20220428,20220428,20220331,1,400551141.25,400551141.25,29598218.76,29598218.76,24375890.63,24606758.06
002881.SZ,20220428,20220428,20211231,1,1969075012.05,1969075012.05,113611302.6,113606939.77,117744340.27,118140039.14
002881.SZ,20220428,20220428,20211231,1,1969075012.05,1969075012.05,113611302.6,113606939.77,117744340.27,118140039.14
002881.SZ,20211029,20211029,20210930,1,1320688532.59,1320688532.59,91083330.58,91094053.69,79483020.8,79513565.46
002881.SZ,20211029,20211029,20210930,1,1320688532.59,1320688532.59,91083330.58,91094053.69,79483020.8,79513565.46
002881.SZ,20210827,20210827,20210630,1,700815803.97,700815803.97,64473754.45,64485547.22,47537207.97,47537207.97
002881.SZ,20210428,20210428,20210331,1,259664054.35,259664054.35,19974845.72,19975792.47,15411883.81,15411883.81
002881.SZ,20210428,20210428,20201231,1,1120845596.78,1120845596.78,16552260.39,15083294.07,27439978.81,27439978.81
002881.SZ,20210428,20210428,20201231,1,1120845596.78,1120845596.78,16552260.39,15083294.07,27439978.81,27439978.81
002881.SZ,20201030,20201030,20200930,1,688981901.71,688981901.71,13743378.36,12297666.94,12318889.89,12318889.89
002881.SZ,20201030,20201030,20200930,1,688981901.71,688981901.71,13743378.36,12297666.94,12318889.89,12318889.89
002881.SZ,20200828,20200828,20200630,1,433899330.71,433899330.71,15080984.61,14200473.74,14272225.94,14272225.94
002881.SZ,20200828,20200828,20200630,1,433899330.71,433899330.71,15080984.61,14200473.74,14272225.94,14272225.94
002881.SZ,20200428,20200428,20200331,1,129137375.71,129137375.71,4660363.01,3792581.2,4225072.41,4225072.41
002881.SZ,20200428,20200428,20200331,1,129137375.71,129137375.71,4660363.01,3792581.2,4225072.41,4225072.41
002881.SZ,20200428,20200428,20191231,1,932835034.88,932835034.88,18998948.26,18828099.62,24453253.08,24453253.08
002881.SZ,20200428,20200428,20191231,1,932835034.88,932835034.88,18998948.26,18828099.62,24453253.08,24453253.08
002881.SZ,20191025,20191025,20190930,1,623044411.7,623044411.7,17645031.61,17882097.66,15405832.48,15405832.48
002881.SZ,20191025,20191025,20190930,1,623044411.7,623044411.7,17645031.61,17882097.66,15405832.48,15405832.48
002881.SZ,20190822,20190822,20190630,1,399017284.81,399017284.81,14189239.21,14270307.54,12381623.05,12381623.05
002881.SZ,20190426,20190426,20190331,1,186526973.18,186526973.18,7573109.93,7573109.93,6209258.27,6209258.27
002881.SZ,20190426,20190426,20181231,1,989827907.28,989827907.28,46813745.18,47971501.98,46655571.85,46655571.85
002881.SZ,20190426,20190426,20181231,1,989827907.28,989827907.28,46813745.18,47971501.98,46655571.85,46655571.85
002881.SZ,20181026,20181026,20180930,1,605392803.08,605392803.08,33033104.96,33863325.04,28564387.26,28564387.26
002881.SZ,20181026,20181026,20180930,1,605392803.08,605392803.08,33033104.96,33863325.04,28564387.26,28564387.26
002881.SZ,20180828,20180828,20180630,1,284721496.22,284721496.22,20723768.88,21491539.25,18177591.34,18177591.34
002881.SZ,20180427,20180427,20180331,1,121295062.88,121295062.88,12120819.97,12195409.67,10437562.31,10437562.31
002881.SZ,20180427,20180427,20171231,1,642468424.3,642468424.3,62358240.35,62303359.2,56285183.37,56285183.37
002881.SZ,20171024,20171024,20170930,1,441911579.15,441911579.15,25091006.23,28877714.76,25208636.63,25208636.63
002881.SZ,20170825,20170825,20170630,1,248131551.17,248131551.17,16248148.25,18822651.83,16777531.3,16777531.3
002881.SZ,20171024,20171024,20160930,1,328129251.52,328129251.52,22295123.8,25275040.56,21131292.63,21131292.63
002881.SZ,20170825,20170825,20160630,1,210970234.57,210970234.57,15508003.33,17535552.26,14144664.76,14144664.76
