ts_code,ann_date,f_ann_date,end_date,report_type,total_revenue,revenue,operate_profit,total_profit,n_income,n_income_attr_p
300638.SZ,20260424,20260424,20260331,1,1678195179.38,1678195179.38,6602022.92,6502111.14,13883149.03,9666203.81
300638.SZ,20260331,20260331,20251231,1,6987612096.68,6987612096.68,370867312.93,367936721.35,345867519.78,347040640.51
300638.SZ,20251030,20251030,20250930,1,5365678789.76,5365678789.76,339318228.98,338318604.54,315278337.83,316185901.83
300638.SZ,20250827,20250827,20250630,1,3706976517.27,3706976517.27,229745918.66,229388206.09,218481277.35,217901677.71
300638.SZ,20250430,20250430,20250331,1,1855618486.6,1855618486.6,124145335.06,124127284.88,120559717.92,117791138.47
300638.SZ,20250419,20250419,20241231,1,8188852494.5,8188852494.5,670322084.79,670483541.23,676838450.22,667964222.42
300638.SZ,20241029,20241029,20240930,1,6216604579.49,6216604579.49,662330062.71,663835158.69,656632738.94,651930880.15
300638.SZ,20240829,20240829,20240630,1,4074690964.08,4074690964.08,344678926.23,346948384.3,337445406.97,333492443.47
300638.SZ,20240429,20240429,20240331,1,2122951636.25,2122951636.25,190147236.02,192383036.49,190251218.95,187879452.71
300638.SZ,20240326,20240326,20231231,1,7715828997.07,7715828997.07,624101597.43,623093880.81,564988563.2,563554950.37
300638.SZ,20231028,20231028,20230930,1,5913843081.27,5913843081.27,463686498.08,463071560.17,454989211.7,455181283.82
300638.SZ,20230805,20230805,20230630,1,3865166459.68,3865166459.68,301735420.18,300726103.24,302720074.14,302720074.14
300638.SZ,20230805,20230805,20230630,1,3865166459.68,3865166459.68,301735420.18,300726103.24,302720074.14,302720074.14
300638.SZ,20230426,20230426,20230331,1,1812738114.79,1812738114.79,146008127.95,145981299.69,140434073.8,140434073.8
300638.SZ,20230424,20230424,20221231,1,5646415531.98,5646415531.98,356383649.59,355196282.57,364461231.39,364461231.39
300638.SZ,20230424,20230424,20221231,1,5646415531.98,5646415531.98,356383649.59,355196282.57,364461231.39,364461231.39
300638.SZ,20221022,20221022,20220930,1,3720433142.25,3720433142.25,283957548.15,282775002.06,285721749.28,285721749.28
300638.SZ,20221022,20221022,20220930,1,3720433142.25,3720433142.25,283957548.15,282775002.06,285721749.28,285721749.28
