ts_code,ann_date,f_ann_date,end_date,report_type,total_revenue,revenue,operate_profit,total_profit,n_income,n_income_attr_p
688080.SH,20260422,20260422,20260331,1,134437414.98,134437414.98,16821786.86,16421893.05,9515377.15,9292663.16
688080.SH,20260422,20260422,20260331,1,134437414.98,134437414.98,16821786.86,16421893.05,9515377.15,9292663.16
688080.SH,20260422,20260422,20251231,1,776982798.17,776982798.17,177543010.04,177579993.64,150711026.27,149026181.23
688080.SH,20251028,20251028,20250930,1,549564008.55,549564008.55,137183034.27,137200622.53,104647501.56,102539038.8
688080.SH,20251028,20251028,20250930,1,549564008.55,549564008.55,137183034.27,137200622.53,104647501.56,102539038.8
688080.SH,20250822,20250822,20250630,1,351431392.72,351431392.72,87772999.35,87788025.31,68366973.63,67348218.15
688080.SH,20250423,20250423,20250331,1,149543245.52,149543245.52,31522282.65,31754764.37,22894941.58,22271875.26
688080.SH,20250423,20250423,20241231,1,611736244.97,611736244.97,151494071.96,151475080.72,130838134.82,129887456.79
688080.SH,20241025,20241025,20240930,1,408252822.36,408252822.36,105274503.46,105485840.76,84430399.96,83367837.81
688080.SH,20240823,20240823,20240630,1,260918475.93,260918475.93,65499325.78,65567442.33,53217438.35,53419391.9
688080.SH,20240419,20240419,20240331,1,106166806.05,106166806.05,21924476.63,21923464.41,16324427.15,16289838.86
688080.SH,20240419,20240419,20231231,1,493328406.45,493328406.45,105113983.13,105064381.26,94185757.54,93950660.42
688080.SH,20231026,20231026,20230930,1,352017739.17,352017739.17,80509426.36,80503119.73,68463707.59,68900117.92
688080.SH,20230823,20230823,20230630,1,236582855.57,236582855.57,53424908.3,53438532.37,46270343.42,46568704.81
688080.SH,20230426,20230426,20230331,1,94303668.23,94303668.23,11904383.85,11938434.22,8973290.32,9327141.68
688080.SH,20230426,20230426,20221231,1,386953244.2,386953244.2,75890368.71,76831692.5,70402777.83,70349923.33
688080.SH,20221028,20221028,20220930,1,285430198.13,285430198.13,61530025.65,61872030.86,50551312.02,50512204.03
688080.SH,20220826,20220826,20220630,1,198960078.1,198960078.1,46375120.82,46416227.81,38175175.49,38151094.29
688080.SH,20220426,20220426,20220331,1,61302233.29,61302233.29,4150773.95,4151737.47,1976912.96,1965260.99
688080.SH,20220426,20220426,20211231,1,449539752.31,449539752.31,118337228.14,121434324.49,109265104.97,104948778.41
688080.SH,20220426,20220426,20211231,1,449539752.31,449539752.31,118337228.14,121434324.49,109265104.97,104948778.41
688080.SH,20211027,20211027,20210930,1,338007194.12,338007194.12,104870982.22,107979517.66,95653159.47,91910356.25
688080.SH,20211027,20211027,20210930,1,338007194.12,338007194.12,104870982.22,107979517.66,95653159.47,91910356.25
688080.SH,20210820,20210820,20210630,1,197949925.34,197949925.34,43901157.9,43983080.47,36672040.38,33687416.98
688080.SH,20210428,20210428,20210331,1,53156984.89,53156984.89,5067943.98,5121787.75,3155119.75,2460052.42
688080.SH,20210428,20210428,20201231,1,310813765.0,310813765.0,41767944.29,44738392.07,41360276.24,40419266.74
688080.SH,20210428,20210428,20201231,1,310813765.0,310813765.0,41767944.29,44738392.07,41360276.24,40419266.74
688080.SH,20201029,20201029,20200930,1,209191655.42,209191655.42,38300514.43,39875107.04,33802575.05,33767908.12
688080.SH,20201029,20201029,20200930,1,209191655.42,209191655.42,38300514.43,39875107.04,33802575.05,33767908.12
688080.SH,20200826,20200826,20200630,1,135192653.43,135192653.43,25935696.34,27478806.93,22645895.53,22678975.39
688080.SH,20200826,20200826,20200630,1,135192653.43,135192653.43,25935696.34,27478806.93,22645895.53,22678975.39
688080.SH,20200428,20200428,20200331,1,38395975.15,38395975.15,2244154.08,1968940.0,-129107.6,177637.15
688080.SH,20200428,20200428,20200331,1,38395975.15,38395975.15,2244154.08,1968940.0,-129107.6,177637.15
688080.SH,20200428,20200428,20191231,1,296652506.71,296652506.71,54564265.85,58743015.78,51836827.56,51766413.06
688080.SH,20200428,20200428,20191231,1,296652506.71,296652506.71,54564265.85,58743015.78,51836827.56,51766413.06
688080.SH,20200428,20200428,20190331,1,40485103.53,40485103.53,4709443.0,5255322.15,4639403.86,4667248.54
688080.SH,20200428,20200428,20190331,1,40485103.53,40485103.53,4709443.0,5255322.15,4639403.86,4667248.54
