ts_code,ann_date,f_ann_date,end_date,report_type,total_revenue,revenue,operate_profit,total_profit,n_income,n_income_attr_p
002383.SZ,20260423,20260423,20260331,1,313017676.33,313017676.33,2506820.06,2221008.46,1610168.75,423247.29
002383.SZ,20260423,20260423,20251231,1,1369407073.15,1369407073.15,-127137926.65,-129169660.35,-173227788.95,-158219407.27
002383.SZ,20251028,20251028,20250930,1,970781403.49,970781403.49,21477776.72,21824818.37,2141642.03,7839027.38
002383.SZ,20250820,20250820,20250630,1,659105686.12,659105686.12,-3359906.23,-2389767.99,-14656049.4,-9072050.7
002383.SZ,20250418,20250418,20250331,1,334366601.88,334366601.88,5811553.18,6300285.99,831140.85,2686723.23
002383.SZ,20250418,20250418,20250331,1,334366601.88,334366601.88,5811553.18,6300285.99,831140.85,2686723.23
002383.SZ,20250418,20250418,20241231,1,1198401985.18,1198401985.18,-250393908.22,-237618602.45,-248337877.12,-222251407.06
002383.SZ,20241029,20241029,20240930,1,905383145.36,905383145.36,-58410477.91,-57896298.63,-70452269.78,-63727152.73
002383.SZ,20240829,20240829,20240630,1,554029587.08,554029587.08,-53179400.86,-52504586.24,-62537718.33,-57748674.76
002383.SZ,20240412,20240412,20240331,1,267127935.89,267127935.89,-33512558.0,-33441714.61,-36706290.16,-33276306.45
002383.SZ,20240412,20240412,20231231,1,1802281152.45,1802281152.45,606260570.58,613154304.35,458409321.89,477973151.05
002383.SZ,20231030,20231030,20230930,1,1369001868.37,1369001868.37,-24337208.16,-25506315.86,-6675688.98,-2657485.2
002383.SZ,20230831,20230831,20230630,1,990647909.95,990647909.95,-5958265.67,-6675825.4,14129290.85,14261680.71
002383.SZ,20230428,20230428,20230331,1,392742208.84,392742208.84,-11280780.61,-11925286.12,-18459604.48,-17772859.8
002383.SZ,20230428,20230428,20221231,1,1923636137.49,1923636137.49,-135468849.03,-157566794.53,-253323315.44,-240461181.44
002383.SZ,20221027,20221027,20220930,1,1458335225.79,1458335225.79,45431473.78,50496816.31,11469337.83,17051525.45
002383.SZ,20220819,20220819,20220630,1,1005028108.28,1005028108.28,46118061.68,51083232.26,19156257.4,21299763.14
002383.SZ,20220415,20220415,20220331,1,463577537.11,463577537.11,23568119.32,24550402.09,15257497.61,14457513.21
002383.SZ,20220415,20220415,20220331,1,463577537.11,463577537.11,23568119.32,24550402.09,15257497.61,14457513.21
002383.SZ,20220415,20230831,20211231,1,2107546242.72,2107546242.72,215230617.73,216460451.09,193275531.2,201841454.67
002383.SZ,20220415,20220415,20211231,1,2107546242.72,2107546242.72,-73245367.64,-72015534.28,-101270447.31,-92704523.84
002383.SZ,20211029,20211029,20210930,1,1363374117.42,1363374117.42,-133612305.48,-133571649.81,-155300919.71,-142802524.93
002383.SZ,20210828,20210828,20210630,1,906825388.59,906825388.59,-108993449.45,-108973331.9,-127885788.76,-119861219.34
002383.SZ,20210430,20210430,20210331,1,377464103.01,377464103.01,-71189163.09,-71052124.94,-78858863.0,-73890227.24
