ts_code,ann_date,f_ann_date,end_date,report_type,total_revenue,revenue,operate_profit,total_profit,n_income,n_income_attr_p
300310.SZ,20260423,20260423,20260331,1,500574478.44,500574478.44,-4922451.42,-5161570.62,-5872484.47,-5052102.28
300310.SZ,20260331,20260331,20251231,1,2506419195.8,2506419195.8,12268619.95,7210232.14,10090974.59,10948860.36
300310.SZ,20251028,20251028,20250930,1,1694322276.48,1694322276.48,2127746.85,351392.43,1506037.41,3392544.33
300310.SZ,20251028,20251028,20250930,1,1694322276.48,1694322276.48,2127746.85,351392.43,1506037.41,3392544.33
300310.SZ,20250816,20250816,20250630,1,1219998025.04,1219998025.04,-6347499.96,-7238413.85,-3027480.43,-1765648.1
300310.SZ,20250424,20250424,20250331,1,608114432.73,608114432.73,-11076810.45,-11167236.35,-13694996.56,-10771559.48
300310.SZ,20250401,20250401,20241231,1,2502349246.31,2502349246.31,-10875813.92,-22919390.65,-34261527.43,-30349945.65
300310.SZ,20241029,20241029,20240930,1,1784246221.2,1784246221.2,40628899.36,33848120.96,22683579.32,24321526.11
300310.SZ,20240827,20240827,20240630,1,1226586743.08,1226586743.08,49796997.66,46469045.28,35428795.7,35869364.41
300310.SZ,20240423,20240423,20240331,1,634423439.84,634423439.84,3990230.15,2196108.14,491602.42,3604469.38
300310.SZ,20240423,20240423,20231231,1,2660226790.56,2660226790.56,53310887.26,48764553.01,43844752.43,48191618.44
300310.SZ,20231026,20231026,20230930,1,1879376893.4,1879376893.4,8028648.86,7529213.31,5347275.47,7608825.93
300310.SZ,20230821,20230821,20230630,1,1208405136.45,1208405136.45,2131792.91,2053442.13,1008924.69,3098865.98
300310.SZ,20230425,20230425,20230331,1,557245776.37,557245776.37,-867352.95,-874520.92,-1488975.7,1273497.56
300310.SZ,20230425,20230425,20230331,1,557245776.37,557245776.37,-867352.95,-874520.92,-1488975.7,1273497.56
300310.SZ,20230425,20230425,20221231,1,2591599601.0,2591599601.0,20283372.44,18906686.49,20211352.06,19762029.44
300310.SZ,20221025,20221025,20220930,1,1855445428.54,1855445428.54,14239031.82,13942083.27,12551334.97,18073667.73
300310.SZ,20220827,20220827,20220630,1,1198976774.44,1198976774.44,11567326.31,11519517.63,8480531.63,13407030.17
300310.SZ,20220427,20220427,20220331,1,613883140.23,613883140.23,134883.05,167765.65,-1021974.23,1388262.76
300310.SZ,20220427,20220427,20220331,1,613883140.23,613883140.23,134883.05,167765.65,-1021974.23,1388262.76
300310.SZ,20220427,20220427,20211231,1,2337319139.48,2337319139.48,55397534.09,52951799.36,47182046.85,53816479.44
300310.SZ,20220427,20220427,20211231,1,2337319139.48,2337319139.48,55397534.09,52951799.36,47182046.85,53816479.44
300310.SZ,20211029,20211029,20210930,1,1654212020.19,1654212020.19,40425857.82,38849619.45,34674049.54,41151960.63
300310.SZ,20211029,20211029,20210930,1,1654212020.19,1654212020.19,40425857.82,38849619.45,34674049.54,41151960.63
300310.SZ,20210813,20210813,20210630,1,1050517148.52,1050517148.52,29001664.47,27553340.7,23959966.86,29373320.87
300310.SZ,20210424,20210424,20210331,1,526402032.61,526402032.61,2879176.13,2794801.52,1333391.72,4372283.85
300310.SZ,20210424,20210424,20201231,1,2214399584.98,2214399584.98,24742486.71,23176240.35,16717548.93,20777669.05
300310.SZ,20210424,20210424,20201231,1,2214399584.98,2214399584.98,24742486.71,23176240.35,16717548.93,20777669.05
300310.SZ,20201029,20201029,20200930,1,1553804219.62,1553804219.62,27884091.12,26445320.11,21203321.33,25352452.29
300310.SZ,20201029,20201029,20200930,1,1553804219.62,1553804219.62,27884091.12,26445320.11,21203321.33,25352452.29
300310.SZ,20200822,20200822,20200630,1,995361054.4,995361054.4,20602326.47,19747522.6,16005101.22,18256100.99
300310.SZ,20200822,20200822,20200630,1,995361054.4,995361054.4,20602326.47,19747522.6,16005101.22,18256100.99
300310.SZ,20200425,20200425,20200331,1,439077723.16,439077723.16,4043630.03,3783900.77,3556301.49,4414430.57
300310.SZ,20200425,20200425,20200331,1,439077723.16,439077723.16,4043630.03,3783900.77,3556301.49,4414430.57
300310.SZ,20200307,20200307,20191231,1,2485724600.26,2485724600.26,14859762.57,12141701.11,27500253.37,31716178.1
300310.SZ,20200307,20200307,20191231,1,2485724600.26,2485724600.26,14859762.57,12141701.11,27500253.37,31716178.1
300310.SZ,20191030,20191030,20190930,1,1737422853.38,1737422853.38,38141922.42,33839950.38,25461566.39,30363306.75
300310.SZ,20191030,20191030,20190930,1,1737422853.38,1737422853.38,38141922.42,33839950.38,25461566.39,30363306.75
300310.SZ,20190810,20190810,20190630,1,1176203493.58,1176203493.58,35207633.09,28710656.63,23562208.8,27034620.98
300310.SZ,20190810,20190810,20190630,1,1176203493.58,1176203493.58,35207633.09,28710656.63,23562208.8,27034620.98
300310.SZ,20190425,20190425,20190331,1,600002613.63,600002613.63,23183070.07,19993645.52,15359556.41,17368602.17
300310.SZ,20190425,20190425,20181231,1,2578631796.0,2578631796.0,-1961709422.54,-1981694923.58,-1990533898.44,-1969452677.16
300310.SZ,20190425,20190425,20181231,1,2578631796.0,2578631796.0,-1961709422.54,-1981694923.58,-1990533898.44,-1969452677.16
300310.SZ,20181026,20181026,20180930,1,1842711146.98,1842711146.98,-568248629.37,-569762049.84,-580181156.67,-569503566.88
300310.SZ,20181026,20181026,20180930,1,1842711146.98,1842711146.98,-568248629.37,-569762049.84,-580181156.67,-569503566.88
300310.SZ,20180829,20180829,20180630,1,1224474045.6,1224474045.6,-461053707.53,-463880698.98,-474792710.99,-468163333.09
