ts_code,ann_date,f_ann_date,end_date,report_type,total_revenue,revenue,operate_profit,total_profit,n_income,n_income_attr_p
688589.SH,20260425,20260425,20260331,1,70026393.69,70026393.69,-4768001.82,-4768500.86,-3691627.78,-3691627.78
688589.SH,20260425,20260425,20260331,1,70026393.69,70026393.69,-4768001.82,-4768500.86,-3691627.78,-3691627.78
688589.SH,20260327,20260327,20251231,1,357880254.77,357880254.77,20028473.01,20002299.08,20567009.2,20567009.2
688589.SH,20251028,20251028,20250930,1,269810697.45,269810697.45,22424107.33,22411523.25,22379987.44,22379987.44
688589.SH,20250828,20250828,20250630,1,198278417.81,198278417.81,26140584.97,26131706.46,24845638.71,24845638.71
688589.SH,20250425,20250425,20250331,1,97787703.1,97787703.1,14116333.33,14108874.53,12593180.73,12593180.73
688589.SH,20250327,20250327,20241231,1,548831912.18,548831912.18,94930448.04,94884289.7,84336665.14,84336665.14
688589.SH,20241019,20241019,20240930,1,378013595.05,378013595.05,56265937.91,56225437.66,50349120.7,50349120.7
688589.SH,20240824,20240824,20240630,1,263453781.39,263453781.39,47836474.11,47842691.17,42215498.46,42215498.46
688589.SH,20240416,20240416,20240331,1,129861404.65,129861404.65,25744960.81,25741567.2,23356519.68,23356519.68
688589.SH,20240327,20240327,20231231,1,579188161.59,579188161.59,119746150.41,119614064.33,106886631.37,106886631.37
688589.SH,20231024,20231024,20230930,1,448308687.36,448308687.36,92836601.83,92694669.88,81366353.32,81366353.32
688589.SH,20231024,20231024,20230930,1,448308687.36,448308687.36,92836601.83,92694669.88,81366353.32,81366353.32
688589.SH,20230824,20230824,20230630,1,252706623.42,252706623.42,57198043.23,57183462.37,50603403.76,50603403.76
688589.SH,20230824,20230824,20230630,1,252706623.42,252706623.42,57198043.23,57183462.37,50603403.76,50603403.76
688589.SH,20230425,20230425,20230331,1,110909656.78,110909656.78,23757463.45,23758841.43,21329572.52,21329572.52
688589.SH,20230323,20230323,20221231,1,503822866.74,503822866.74,80446652.01,80344541.38,75073071.53,75073071.53
688589.SH,20230323,20230323,20221231,1,503822866.74,503822866.74,80446652.01,80344541.38,75073071.53,75073071.53
688589.SH,20221028,20221028,20220930,1,349552270.39,349552270.39,56752340.67,56752187.68,51399012.58,51399012.58
688589.SH,20220819,20220819,20220630,1,222873579.14,222873579.14,34112760.54,34172657.47,31742533.73,31742533.73
688589.SH,20220423,20220423,20220331,1,97371399.16,97371399.16,14378228.45,14405811.82,13475172.22,13475172.22
688589.SH,20220423,20220423,20220331,1,97371399.16,97371399.16,14378228.45,14405811.82,13475172.22,13475172.22
688589.SH,20220324,20220324,20211231,1,360073662.62,360073662.62,44969347.79,44887689.52,42037337.03,42037337.03
688589.SH,20220324,20220324,20211231,1,360073662.62,360073662.62,44969347.79,44887689.52,42037337.03,42037337.03
688589.SH,20211028,20211028,20210930,1,199644861.81,199644861.81,18012848.64,17952815.06,17351684.5,17351684.5
688589.SH,20210827,20210827,20210630,1,138994212.04,138994212.04,17379168.02,17361083.03,16197194.97,16197194.97
688589.SH,20210423,20210423,20210331,1,40861255.18,40861255.18,693190.6,690554.07,1282601.14,1282601.14
688589.SH,20210322,20210322,20201231,1,215627265.99,215627265.99,26441597.72,26450155.25,27820508.71,27820508.71
688589.SH,20210322,20210322,20201231,1,215627265.99,215627265.99,26441597.72,26450155.25,27820508.71,27820508.71
688589.SH,20201026,20201026,20200930,1,146226974.38,146226974.38,10057885.97,10056940.0,8692788.65,8692788.65
688589.SH,20201026,20201026,20200930,1,146226974.38,146226974.38,10057885.97,10056940.0,8692788.65,8692788.65
688589.SH,20201026,20201026,20190930,1,162049996.66,162049996.66,15291953.57,15289711.8,13415747.3,13415747.3
