ts_code,ann_date,f_ann_date,end_date,report_type,total_revenue,revenue,operate_profit,total_profit,n_income,n_income_attr_p
300552.SZ,20260423,20260423,20260331,1,237777553.33,237777553.33,-25483727.85,-25826555.61,-26215528.71,-26065681.01
300552.SZ,20260423,20260423,20260331,1,237777553.33,237777553.33,-25483727.85,-25826555.61,-26215528.71,-26065681.01
300552.SZ,20260331,20260331,20251231,1,1093997137.54,1093997137.54,-169635221.35,-170101771.83,-173521490.79,-181068846.67
300552.SZ,20260331,20260331,20251231,1,1093997137.54,1093997137.54,-169635221.35,-170101771.83,-173521490.79,-181068846.67
300552.SZ,20251030,20251030,20250930,1,691137318.73,691137318.73,-106579892.98,-106870313.86,-112139003.47,-116145568.86
300552.SZ,20250826,20250826,20250630,1,421132031.03,421132031.03,-94336546.26,-94211525.07,-98565953.47,-100325453.64
300552.SZ,20250426,20250426,20250331,1,189707844.36,189707844.36,-48517802.79,-48455266.64,-48853163.66,-51246759.89
300552.SZ,20250426,20250426,20250331,1,189707844.36,189707844.36,-48517802.79,-48455266.64,-48853163.66,-51246759.89
300552.SZ,20250412,20250412,20241231,1,930199554.87,930199554.87,-386318030.4,-388611982.11,-385309844.29,-386108066.09
300552.SZ,20241029,20241029,20240930,1,624713433.78,624713433.78,-232725392.32,-234140905.09,-233626059.63,-237385243.86
300552.SZ,20240817,20240817,20240630,1,377798744.64,377798744.64,-145561568.54,-146820070.91,-146276516.8,-149691342.08
300552.SZ,20240427,20240427,20240331,1,159096801.92,159096801.92,-76017365.0,-76041216.62,-76041216.62,-79285262.81
300552.SZ,20240418,20240418,20231231,1,908980084.43,908980084.43,-395273977.45,-398733715.68,-383915571.24,-385530409.51
300552.SZ,20231027,20231027,20230930,1,541452495.96,541452495.96,-203714540.84,-202487943.04,-202526324.8,-197042091.79
300552.SZ,20230831,20230831,20230630,1,322138073.01,322138073.01,-129688631.19,-129288788.91,-129330467.94,-127581040.48
300552.SZ,20230428,20230428,20230331,1,105610643.79,105610643.79,-98986034.74,-99111741.46,-91452400.91,-90905655.52
300552.SZ,20230412,20230412,20221231,1,873083015.2,873083015.2,-49817316.13,-53319092.04,-32140985.83,-28988080.89
300552.SZ,20230412,20230412,20221231,1,873083015.2,873083015.2,-49817316.13,-53319092.04,-32140985.83,-28988080.89
300552.SZ,20221028,20221028,20220930,1,527780500.52,527780500.52,-114641587.26,-117537201.02,-92488861.06,-90559592.54
300552.SZ,20220813,20220813,20220630,1,315302299.45,315302299.45,-96081193.04,-98787640.04,-84725877.9,-83289954.71
300552.SZ,20220429,20220429,20220331,1,186369066.76,186369066.76,6426944.46,6511081.05,2340243.74,3083799.01
300552.SZ,20220429,20220429,20220331,1,186369066.76,186369066.76,6426944.46,6511081.05,2340243.74,3083799.01
300552.SZ,20220409,20220409,20211231,1,944853364.24,944853364.24,27296964.77,23840149.16,40501390.87,42588141.22
300552.SZ,20220409,20220409,20211231,1,944853364.24,944853364.24,27296964.77,23840149.16,40501390.87,42588141.22
300552.SZ,20211019,20211019,20210930,1,683394063.25,683394063.25,67159450.24,64996032.5,65024243.11,67137727.14
300552.SZ,20211019,20211019,20210930,1,683394063.25,683394063.25,67159450.24,64996032.5,65024243.11,67137727.14
300552.SZ,20210731,20210731,20210630,1,418309763.94,418309763.94,45031623.64,45137148.85,45206147.91,46594926.87
300552.SZ,20210731,20210731,20210630,1,418309763.94,418309763.94,45031623.64,45137148.85,45206147.91,46594926.87
300552.SZ,20210428,20210428,20210331,1,176939894.69,176939894.69,26043114.53,26056665.92,20316341.52,20554862.28
300552.SZ,20210428,20210428,20201231,1,1662587427.21,1662587427.21,690333876.63,690185473.13,601669812.38,602932742.6
300552.SZ,20210428,20210428,20201231,1,1662587427.21,1662587427.21,690333876.63,690185473.13,601669812.38,602932742.6
300552.SZ,20201030,20201030,20200930,1,1140470030.82,1140470030.82,536805660.03,536770687.38,458705103.12,459690599.83
300552.SZ,20201030,20201030,20200930,1,1140470030.82,1140470030.82,536805660.03,536770687.38,458705103.12,459690599.83
300552.SZ,20200826,20200826,20200630,1,761838713.73,761838713.73,379248465.08,379253562.36,326070057.91,326841896.17
300552.SZ,20200826,20200826,20200630,1,761838713.73,761838713.73,379248465.08,379253562.36,326070057.91,326841896.17
300552.SZ,20200425,20200425,20200331,1,151255696.57,151255696.57,95812687.12,95832324.43,81024417.78,81306101.56
300552.SZ,20200425,20200425,20200331,1,151255696.57,151255696.57,95812687.12,95832324.43,81024417.78,81306101.56
300552.SZ,20200411,20200411,20191231,1,3351207660.45,3351207660.45,1006680198.76,1007593709.47,871179529.07,871546755.73
300552.SZ,20200411,20200411,20191231,1,3351207660.45,3351207660.45,1006680198.76,1007593709.47,871179529.07,871546755.73
300552.SZ,20191030,20191030,20190930,1,1128743264.34,1128743264.34,146055963.55,147234155.28,128405714.33,128857061.08
300552.SZ,20191030,20191030,20190930,1,1128743264.34,1128743264.34,146055963.55,147234155.28,128405714.33,128857061.08
300552.SZ,20190803,20190803,20190630,1,324279973.42,324279973.42,-17113878.17,-17159965.03,-11450563.67,-11286154.99
300552.SZ,20190803,20190803,20190630,1,324279973.42,324279973.42,-17113878.17,-17159965.03,-11450563.67,-11286154.99
300552.SZ,20190427,20190427,20190331,1,117267457.35,117267457.35,-19398699.75,-19444044.02,-16254365.75,-16051595.01
