ts_code,ann_date,f_ann_date,end_date,report_type,total_revenue,revenue,operate_profit,total_profit,n_income,n_income_attr_p
300183.SZ,20260424,20260424,20260331,1,175495635.41,175495635.41,-19982619.68,-19992464.98,-22576706.9,-22587426.51
300183.SZ,20260411,20260411,20251231,1,1051619093.83,1051619093.83,25117876.78,22536371.09,9875970.29,10476287.64
300183.SZ,20251025,20251025,20250930,1,704144139.33,704144139.33,-3435134.6,-6217010.9,-11247252.44,-10922968.32
300183.SZ,20250818,20250818,20250630,1,504205161.2,504205161.2,19298189.82,19602522.48,13254365.31,13524588.38
300183.SZ,20250425,20250425,20250331,1,237639980.68,237639980.68,5322945.74,5633411.79,3779953.22,3940630.1
300183.SZ,20250425,20250425,20250331,1,237639980.68,237639980.68,5322945.74,5633411.79,3779953.22,3940630.1
300183.SZ,20250331,20250331,20241231,1,1030467840.44,1030467840.44,79949420.3,80478842.94,66811742.33,66827640.62
300183.SZ,20241025,20241025,20240930,1,787564503.28,787564503.28,98989033.83,99489406.39,83611108.49,84023329.18
300183.SZ,20240815,20240815,20240630,1,556874001.48,556874001.48,67928586.51,68124054.18,56947525.44,57205438.54
300183.SZ,20240426,20240426,20240331,1,206350278.07,206350278.07,11760155.72,11956441.16,7148285.81,7357427.5
300183.SZ,20240418,20240418,20231231,1,985777004.8,985777004.8,79818453.38,79953173.03,60663507.82,61093230.11
300183.SZ,20231027,20231027,20230930,1,638855220.13,638855220.13,81485896.73,81516064.08,65325002.43,66027521.28
300183.SZ,20230815,20230815,20230630,1,410199382.89,410199382.89,57483017.01,57504839.62,46624429.16,46549067.12
300183.SZ,20230815,20230815,20230630,1,410199382.89,410199382.89,57483017.01,57504839.62,46624429.16,46549067.12
300183.SZ,20230424,20230424,20230331,1,143889568.79,143889568.79,18183081.4,18191064.43,13698881.34,13692271.89
300183.SZ,20230424,20230424,20221231,1,935874939.76,935874939.76,167027215.98,167136787.63,161368913.69,163264487.62
300183.SZ,20230424,20230424,20221231,1,935874939.76,935874939.76,167027215.98,167136787.63,161368913.69,163264487.62
300183.SZ,20221027,20221027,20220930,1,639696042.43,639696042.43,116213883.43,114050166.41,89909881.44,91106368.57
300183.SZ,20220810,20220810,20220630,1,393859963.71,393859963.71,65671530.19,65777419.38,48688421.89,50217990.74
300183.SZ,20220423,20220423,20220331,1,172580781.24,172580781.24,28830816.92,28874411.81,21081560.79,21805738.64
300183.SZ,20220423,20220423,20220331,1,172580781.24,172580781.24,28830816.92,28874411.81,21081560.79,21805738.64
300183.SZ,20220423,20220423,20211231,1,906073795.58,906073795.58,155739474.71,155762288.29,132618519.78,133347220.88
300183.SZ,20220423,20220423,20211231,1,906073795.58,906073795.58,155739474.71,155762288.29,132618519.78,133347220.88
300183.SZ,20211023,20211023,20210930,1,547228750.44,547228750.44,70513749.66,70625702.33,68162085.11,68621514.49
300183.SZ,20210821,20210821,20210630,1,287625066.45,287625066.45,26910556.84,26968943.5,30735306.62,30924907.03
300183.SZ,20210428,20210428,20210331,1,138303756.39,138303756.39,20704273.57,20704273.57,14952366.97,15042751.87
300183.SZ,20210428,20210428,20201231,1,875573704.75,875573704.75,226211487.95,226953247.94,185246147.05,185291588.9
300183.SZ,20210428,20210428,20201231,1,875573704.75,875573704.75,226211487.95,226953247.94,185246147.05,185291588.9
300183.SZ,20201029,20201029,20200930,1,515693770.72,515693770.72,115765523.35,115742080.14,100415469.45,100415469.45
300183.SZ,20201029,20201029,20200930,1,515693770.72,515693770.72,115765523.35,115742080.14,100415469.45,100415469.45
300183.SZ,20200828,20200828,20200630,1,296121851.75,296121851.75,70541530.01,70552086.6,59430031.58,59430031.58
300183.SZ,20200828,20200828,20200630,1,296121851.75,296121851.75,70541530.01,70552086.6,59430031.58,59430031.58
300183.SZ,20200428,20200428,20200331,1,113144996.19,113144996.19,29617814.75,29676974.43,24738664.69,24738664.69
300183.SZ,20200428,20200428,20200331,1,113144996.19,113144996.19,29617814.75,29676974.43,24738664.69,24738664.69
300183.SZ,20200331,20200331,20191231,1,828133524.08,828133524.08,224951922.49,224890930.98,197763941.28,197763941.28
300183.SZ,20200331,20200331,20191231,1,828133524.08,828133524.08,224951922.49,224890930.98,197763941.28,197763941.28
300183.SZ,20191023,20191023,20190930,1,524849495.91,524849495.91,107703954.65,107625952.18,94028075.95,94028075.95
