ts_code,ann_date,f_ann_date,end_date,report_type,total_revenue,revenue,operate_profit,total_profit,n_income,n_income_attr_p
300098.SZ,20260429,20260429,20260331,1,510149252.47,510149252.47,35070448.06,34866415.22,28267495.33,23156527.8
300098.SZ,20260429,20260429,20260331,1,510149252.47,510149252.47,35070448.06,34866415.22,28267495.33,23156527.8
300098.SZ,20260418,20260418,20251231,1,1988863118.72,1988863118.72,-5365361.55,-6094700.46,-19718733.21,-32309407.35
300098.SZ,20251029,20251029,20250930,1,1317697484.69,1317697484.69,84077280.71,83740534.96,79765381.43,63554332.07
300098.SZ,20251029,20251029,20250930,1,1317697484.69,1317697484.69,84077280.71,83740534.96,79765381.43,63554332.07
300098.SZ,20250819,20250819,20250630,1,896631577.35,896631577.35,38325291.57,38330717.17,39527024.41,26289584.95
300098.SZ,20250429,20250429,20250331,1,376200567.49,376200567.49,6181037.44,6202262.26,4141589.14,-1966310.51
300098.SZ,20250429,20250429,20250331,1,376200567.49,376200567.49,6181037.44,6202262.26,4141589.14,-1966310.51
300098.SZ,20250419,20250419,20241231,1,1416689095.26,1416689095.26,-225061317.68,-225399000.74,-254172098.04,-236799113.67
300098.SZ,20241030,20241030,20240930,1,947833314.96,947833314.96,-47997961.1,-48426792.38,-46124435.39,-45994474.31
300098.SZ,20240830,20240830,20240630,1,658142241.52,658142241.52,33686.35,-613206.16,-2101856.34,-4508582.95
300098.SZ,20240429,20240429,20240331,1,305213418.8,305213418.8,6705668.42,6688579.59,6470095.82,7804517.42
300098.SZ,20240413,20240413,20231231,1,1798846146.48,1798846146.48,-104172893.88,-104920924.08,-108989399.01,-103250445.37
300098.SZ,20231030,20231030,20230930,1,1189380932.18,1189380932.18,-60215821.43,-60683251.5,-69794009.92,-66838835.82
300098.SZ,20230830,20230830,20230630,1,806034862.63,806034862.63,-47115827.73,-46755126.48,-52226648.82,-48025564.82
300098.SZ,20230830,20230830,20230630,1,806034862.63,806034862.63,-47115827.73,-46755126.48,-52226648.82,-48025564.82
300098.SZ,20230428,20230428,20230331,1,349391771.63,349391771.63,-25660233.95,-25190388.65,-24710223.95,-22327407.84
300098.SZ,20230415,20230415,20221231,1,2332943039.25,2332943039.25,-269363887.63,-260206112.04,-279883926.58,-272463346.48
300098.SZ,20230415,20230415,20221231,1,2332943039.25,2332943039.25,-269363887.63,-260206112.04,-279883926.58,-272463346.48
