ts_code,ann_date,f_ann_date,end_date,report_type,total_revenue,revenue,operate_profit,total_profit,n_income,n_income_attr_p
002970.SZ,20260428,20260428,20260331,1,557699063.63,557699063.63,39336891.26,39514138.78,43888446.96,43463275.44
002970.SZ,20260331,20260331,20251231,1,2476928402.34,2476928402.34,397667528.93,396946966.38,388504827.83,382673238.64
002970.SZ,20251023,20251023,20250930,1,1692742137.04,1692742137.04,288601019.86,288291790.67,278781431.29,274044553.89
002970.SZ,20250822,20250822,20250630,1,1155631115.3,1155631115.3,211454541.08,212083703.55,205533080.39,203071747.93
002970.SZ,20250425,20250425,20250331,1,514711729.12,514711729.12,105117643.07,105004628.07,100234182.4,100727795.46
002970.SZ,20250425,20250425,20241231,1,2777454901.94,2777454901.94,287841349.89,287150086.81,293733557.68,290023860.42
002970.SZ,20241023,20241023,20240930,1,1918038587.81,1918038587.81,217237428.85,216732976.88,222735826.59,220300402.27
002970.SZ,20240823,20240823,20240630,1,1152234537.86,1152234537.86,126169589.71,125569772.39,125271707.21,123667372.23
002970.SZ,20240424,20240424,20240331,1,502013459.71,502013459.71,53979816.4,53982012.9,53095472.89,53126909.58
002970.SZ,20240424,20240424,20231231,1,1699251300.43,1699251300.43,98447389.81,95532712.47,98223573.75,101940775.89
002970.SZ,20231026,20231026,20230930,1,1236099166.68,1236099166.68,81457493.9,79673918.33,80806128.73,81350934.38
002970.SZ,20230822,20230822,20230630,1,774182391.56,774182391.56,62852128.14,61653444.88,60946258.65,60355455.44
002970.SZ,20230822,20230822,20230630,1,774182391.56,774182391.56,62852128.14,61653444.88,60946258.65,60355455.44
002970.SZ,20230426,20230426,20230331,1,365925139.07,365925139.07,26967425.76,26884630.83,24980606.02,24067490.69
002970.SZ,20230426,20230426,20221231,1,1383794215.06,1383794215.06,-170064315.82,-171755217.0,-167290804.86,-146619152.2
002970.SZ,20221028,20221110,20220930,1,976775503.24,976775503.24,-103376022.29,-104075590.52,-101659568.16,-84582297.14
002970.SZ,20221028,20221028,20220930,1,976775503.24,976775503.24,-84363465.85,-85063034.08,-85498895.19,-68421624.17
002970.SZ,20220817,20221110,20220630,1,625331056.36,625331056.36,-92541075.88,-92890770.92,-92004248.49,-79553137.43
002970.SZ,20220428,20221110,20220331,1,250094195.61,250094195.61,-64281475.14,-64593098.98,-65885450.54,-58424732.53
002970.SZ,20220428,20220428,20220331,1,250094195.61,250094195.61,-65471947.01,-65783570.85,-66897351.63,-59436633.62
002970.SZ,20220428,20220428,20211231,1,1712706496.25,1712706496.25,17058016.62,16784444.57,15709125.37,31363352.87
002970.SZ,20220428,20220428,20211231,1,1712706496.25,1712706496.25,17058016.62,16784444.57,15709125.37,31363352.87
002970.SZ,20211022,20211022,20210930,1,1296166700.7,1296166700.7,47423405.3,47197635.73,44116040.85,53303992.94
002970.SZ,20210818,20210818,20210630,1,842272064.42,842272064.42,52404349.5,52288005.47,48551774.33,52702454.67
002970.SZ,20210421,20210421,20210331,1,260641481.39,260641481.39,-20815819.48,-20862523.07,-22895062.95,-19539365.92
002970.SZ,20210421,20210421,20201231,1,1608955037.3,1608955037.3,260658035.63,257592410.35,238424864.95,234877005.41
002970.SZ,20210421,20210421,20201231,1,1608955037.3,1608955037.3,260658035.63,257592410.35,238424864.95,234877005.41
002970.SZ,20201023,20201023,20200930,1,1037829875.12,1037829875.12,153680325.7,152198833.93,135176248.94,134371273.1
002970.SZ,20201023,20201023,20200930,1,1037829875.12,1037829875.12,153680325.7,152198833.93,135176248.94,134371273.1
002970.SZ,20200818,20200818,20200630,1,615542276.41,615542276.41,99143574.66,98305612.54,85353320.41,85561013.62
002970.SZ,20200818,20200818,20200630,1,615542276.41,615542276.41,99143574.66,98305612.54,85353320.41,85561013.62
002970.SZ,20200420,20200420,20200331,1,231779751.61,231779751.61,20281428.19,19677314.32,15352080.01,15455146.57
002970.SZ,20200420,20200420,20200331,1,231779751.61,231779751.61,20281428.19,19677314.32,15352080.01,15455146.57
002970.SZ,20200420,20200420,20191231,1,1563664857.96,1563664857.96,230302902.86,230742624.22,199078833.85,194740958.95
002970.SZ,20200420,20200420,20191231,1,1563664857.96,1563664857.96,230302902.86,230742624.22,199078833.85,194740958.95
002970.SZ,20200420,20200420,20190331,1,268839430.36,268839430.36,19705782.57,19750227.52,17664695.46,16765577.17
002970.SZ,20200420,20200420,20190331,1,268839430.36,268839430.36,19705782.57,19750227.52,17664695.46,16765577.17
