ts_code,ann_date,f_ann_date,end_date,report_type,total_revenue,revenue,operate_profit,total_profit,n_income,n_income_attr_p
300101.SZ,20260429,20260429,20260331,1,123986458.07,123986458.07,-11637476.39,-12539599.82,-10830984.07,-4078610.26
300101.SZ,20260428,20260428,20251231,1,955098491.12,955098491.12,31360018.4,30762418.3,24913091.64,28306788.87
300101.SZ,20251030,20251030,20250930,1,735638600.06,735638600.06,104427047.09,104774166.24,98334622.4,92777048.98
300101.SZ,20250827,20250827,20250630,1,483126015.76,483126015.76,63726085.4,63970531.65,64325692.86,65553496.39
300101.SZ,20250425,20250425,20250331,1,168959911.61,168959911.61,4966190.47,5461145.43,5624975.42,8546161.23
300101.SZ,20250331,20250331,20241231,1,797087244.7,797087244.7,21458479.32,24733313.26,39517827.13,40000092.35
300101.SZ,20241028,20241028,20240930,1,563435989.33,563435989.33,67539421.4,69396751.42,70415225.52,70938512.69
300101.SZ,20240829,20240829,20240630,1,354096725.47,354096725.47,45347358.97,47206924.0,46342180.42,47951920.79
300101.SZ,20240424,20240424,20240331,1,139079930.56,139079930.56,10918265.8,10994079.7,12057202.75,15842500.33
300101.SZ,20240326,20240326,20231231,1,851936183.67,851936183.67,51701668.51,53140217.34,56131179.97,72602731.09
300101.SZ,20231030,20231030,20230930,1,615302113.3,615302113.3,155104312.4,154993511.65,142809849.46,143492817.25
300101.SZ,20230828,20230828,20230630,1,435299604.8,435299604.8,119090802.22,118971807.65,108927308.09,109515532.29
300101.SZ,20230828,20230828,20230630,1,435299604.8,435299604.8,119090802.22,118971807.65,108927308.09,109515532.29
300101.SZ,20230425,20230425,20230331,1,192162143.56,192162143.56,54259618.56,54272400.53,50074972.84,50887686.67
300101.SZ,20230419,20230419,20221231,1,1182366730.76,1182366730.76,343310618.48,344161390.64,308408324.64,300118272.34
300101.SZ,20230419,20230419,20221231,1,1182366730.76,1182366730.76,343310618.48,344161390.64,308408324.64,300118272.34
300101.SZ,20221026,20221026,20220930,1,705824828.11,705824828.11,249657483.0,250245862.68,220393098.0,213021929.15
300101.SZ,20221026,20221026,20220930,1,705824828.11,705824828.11,249657483.0,250245862.68,220393098.0,213021929.15
300101.SZ,20220830,20220830,20220630,1,500107031.4,500107031.4,190705709.41,190726767.95,167104827.85,162628124.67
300101.SZ,20220419,20220419,20220331,1,201184020.27,201184020.27,81329610.04,81323410.05,72035439.55,67637933.28
300101.SZ,20220419,20220419,20211231,1,793506207.21,793506207.21,157132075.69,157669551.72,137497016.49,151478499.1
300101.SZ,20220419,20220419,20211231,1,793506207.21,793506207.21,157132075.69,157669551.72,137497016.49,151478499.1
300101.SZ,20211029,20211029,20210930,1,501300082.69,501300082.69,142256801.7,143927890.9,123227208.01,124441782.59
300101.SZ,20211029,20211029,20210930,1,501300082.69,501300082.69,142256801.7,143927890.9,123227208.01,124441782.59
300101.SZ,20210730,20210730,20210630,1,360130367.65,360130367.65,92069336.21,95205992.71,82641870.53,79295151.9
300101.SZ,20210410,20210410,20210331,1,170140046.96,170140046.96,46554659.55,48224970.67,41209157.18,37661490.38
300101.SZ,20210323,20210323,20201231,1,577177641.22,577177641.22,103375788.58,94362758.18,83809878.76,80610524.11
300101.SZ,20210323,20210323,20201231,1,577177641.22,577177641.22,103375788.58,94362758.18,83809878.76,80610524.11
300101.SZ,20201020,20201020,20200930,1,322182998.45,322182998.45,49127896.16,56998955.55,50508603.39,50872921.42
300101.SZ,20201020,20201020,20200930,1,322182998.45,322182998.45,49127896.16,56998955.55,50508603.39,50872921.42
300101.SZ,20200825,20200825,20200630,1,170192527.42,170192527.42,6411045.62,9814206.19,8654295.63,11545375.05
300101.SZ,20200825,20200825,20200630,1,170192527.42,170192527.42,6411045.62,9814206.19,8654295.63,11545375.05
