ts_code,ann_date,f_ann_date,end_date,report_type,total_revenue,revenue,operate_profit,total_profit,n_income,n_income_attr_p
603236.SH,20260424,20260424,20260331,1,6749238340.99,6749238340.99,134525165.93,133267629.89,139330061.72,141326852.47
603236.SH,20260424,20260424,20251231,1,24326466639.93,24326466639.93,815764813.98,814402027.35,827021394.43,837071075.08
603236.SH,20251024,20251024,20250930,1,17876802028.53,17876802028.53,724889351.37,721755697.96,727116066.33,733474744.34
603236.SH,20250815,20250815,20250630,1,11546496651.87,11546496651.87,466702518.13,466135898.28,469074621.12,471148711.27
603236.SH,20250429,20250429,20250331,1,5221392925.26,5221392925.26,212661826.69,211720857.41,210932043.11,211894191.97
603236.SH,20250429,20250429,20250331,1,5221392925.26,5221392925.26,212661826.69,211720857.41,210932043.11,211894191.97
603236.SH,20250424,20250424,20241231,1,18594055888.73,18594055888.73,586612608.21,577581559.42,578015847.08,588224475.99
603236.SH,20241022,20241022,20240930,1,13245900486.06,13245900486.06,353914254.05,349804700.05,347000885.94,356658200.8
603236.SH,20240827,20240827,20240630,1,8248827734.1,8248827734.1,210351480.72,208024075.28,204115385.09,209375373.88
603236.SH,20240423,20240423,20240331,1,3954236158.15,3954236158.15,53171314.91,51975628.86,52477908.25,54765968.89
603236.SH,20240423,20240423,20231231,1,13861175065.66,13861175065.66,82435152.29,76621700.1,84227087.9,90706120.09
603236.SH,20231026,20231026,20230930,1,9966795619.27,9966795619.27,-24345237.75,-27044650.74,-21776157.32,-18024634.54
603236.SH,20230815,20230815,20230630,1,6511850624.8,6511850624.8,-114949200.0,-117413931.18,-118354677.35,-115373422.21
603236.SH,20230425,20230425,20230331,1,3136793163.68,3136793163.68,-132420866.71,-133983149.48,-136833167.84,-134907489.28
603236.SH,20230425,20230425,20221231,1,14230246484.07,14230246484.07,610521038.72,613328077.74,620524873.6,622818433.13
603236.SH,20230425,20230425,20221231,1,14230246484.07,14230246484.07,610521038.72,613328077.74,620524873.6,622818433.13
603236.SH,20221029,20221029,20220930,1,10136240870.1,10136240870.1,429559337.32,431004307.35,436185190.86,435517681.54
603236.SH,20220824,20220824,20220630,1,6688756815.66,6688756815.66,274209312.12,274028643.47,277581440.55,276707538.94
603236.SH,20220429,20220429,20220331,1,3057769876.7,3057769876.7,123142952.64,122992491.5,123768152.03,123612243.93
603236.SH,20220429,20220429,20220331,1,3057769876.7,3057769876.7,123142952.64,122992491.5,123768152.03,123612243.93
603236.SH,20220416,20220416,20211231,1,11261921747.51,11261921747.51,360232207.78,361655000.29,358337406.5,358060203.5
603236.SH,20220416,20220416,20211231,1,11261921747.51,11261921747.51,360232207.78,361655000.29,358337406.5,358060203.5
603236.SH,20211026,20211026,20210930,1,7476115147.89,7476115147.89,239191388.81,243098928.24,236915335.35,236915335.35
603236.SH,20210824,20210824,20210630,1,4315558066.54,4315558066.54,140009001.05,142553479.18,133471675.62,133471675.62
603236.SH,20210429,20210429,20210331,1,1856151534.38,1856151534.38,64581964.76,65227257.81,60520545.72,60520545.72
603236.SH,20210420,20210420,20201231,1,6105779381.15,6105779381.15,173175662.06,178566954.42,189015964.8,189015964.8
603236.SH,20210420,20210420,20201231,1,6105779381.15,6105779381.15,173175662.06,178566954.42,189015964.8,189015964.8
603236.SH,20201030,20201030,20200930,1,4208077542.43,4208077542.43,114427830.1,121496127.41,125002493.9,125002493.9
603236.SH,20201030,20201030,20200930,1,4208077542.43,4208077542.43,114427830.1,121496127.41,125002493.9,125002493.9
603236.SH,20200825,20200825,20200630,1,2497180222.72,2497180222.72,61079431.22,68143471.93,69657284.89,69657284.89
603236.SH,20200825,20200825,20200630,1,2497180222.72,2497180222.72,61079431.22,68143471.93,69657284.89,69657284.89
603236.SH,20200429,20200429,20200331,1,1029575139.66,1029575139.66,24613747.44,32023051.38,33918449.02,33918449.02
603236.SH,20200429,20200429,20200331,1,1029575139.66,1029575139.66,24613747.44,32023051.38,33918449.02,33918449.02
603236.SH,20200415,20200415,20191231,1,4129746036.13,4129746036.13,145398358.53,145353285.2,148001477.82,148001477.82
603236.SH,20200415,20200415,20191231,1,4129746036.13,4129746036.13,145398358.53,145353285.2,148001477.82,148001477.82
603236.SH,20191031,20191031,20190930,1,2854863243.66,2854863243.66,91153916.43,91153916.43,93398167.11,93398167.11
603236.SH,20190829,20190829,20190630,1,1707873425.72,1707873425.72,77204566.28,77204566.28,78216135.86,78216135.86
603236.SH,20190829,20190829,20190630,1,1707873425.72,1707873425.72,77204566.28,77204566.28,78216135.86,78216135.86
603236.SH,20200429,20200429,20190331,1,739353549.75,739353549.75,48329000.49,48338323.64,43419624.25,43419624.25
603236.SH,20200429,20200429,20190331,1,739353549.75,739353549.75,48329000.49,48338323.64,43419624.25,43419624.25
603236.SH,20191031,20191031,20180930,1,1861969492.51,1861969492.51,119476866.05,119997010.58,110300004.58,110300004.58
603236.SH,20191031,20191031,20180930,1,1861969492.51,1861969492.51,119476866.05,119997010.58,110300004.58,110300004.58
603236.SH,20190829,20190829,20180630,1,1043886173.84,1043886173.84,68511021.4,68975865.96,62916723.78,62916723.78
603236.SH,20190829,20190829,20180630,1,1043886173.84,1043886173.84,68511021.4,68975865.96,62916723.78,62916723.78
