ts_code,ann_date,f_ann_date,end_date,report_type,total_revenue,revenue,operate_profit,total_profit,n_income,n_income_attr_p
002313.SZ,20260428,20260428,20260331,1,670314229.97,670314229.97,9805000.65,9867592.15,9853512.67,9859696.13
002313.SZ,20260423,20260423,20251231,1,2754267373.77,2754267373.77,-224867641.47,-263458715.42,-227764993.96,-227846304.37
002313.SZ,20251027,20251027,20250930,1,2006986116.74,2006986116.74,-27410663.88,-50637307.85,-54710530.98,-54795112.06
002313.SZ,20250827,20250827,20250630,1,1314222368.83,1314222368.83,-26883226.2,-41779090.85,-43453879.78,-43492622.5
002313.SZ,20250422,20250422,20250331,1,612652786.94,612652786.94,-26372729.98,-29810850.51,-29928547.02,-29940567.38
002313.SZ,20250321,20250321,20241231,1,2977725668.64,2977725668.64,-83231292.56,-134555406.67,-133791163.2,-133734533.39
002313.SZ,20241031,20241031,20240930,1,2312791813.54,2312791813.54,-42753930.25,-77123153.48,-79475277.72,-79421263.31
002313.SZ,20240810,20240810,20240630,1,1612720650.61,1612720650.61,-28375147.2,-36600181.57,-38062532.06,-38016587.68
002313.SZ,20240423,20240423,20240331,1,806974784.61,806974784.61,2930044.32,-702708.22,-9092428.29,-9088832.92
002313.SZ,20240329,20240329,20231231,1,2829871733.89,2829871733.89,-369807658.93,-384699576.45,-364757472.63,-364526374.72
002313.SZ,20231028,20231028,20230930,1,2065152253.96,2065152253.96,-179003248.7,-174414631.43,-174638690.91,-174559805.11
002313.SZ,20231028,20231028,20230930,1,2065152253.96,2065152253.96,-179003248.7,-174414631.43,-174638690.91,-174559805.11
002313.SZ,20230831,20230831,20230630,1,1313788818.47,1313788818.47,-111241726.28,-106263076.96,-107053578.61,-106967056.53
002313.SZ,20230429,20230429,20230331,1,634652184.06,634652184.06,-73964454.28,-72865802.94,-72683053.55,-72653545.73
002313.SZ,20230417,20240329,20221231,1,3360751743.45,3360751743.45,-1370332353.71,-1372050907.82,-1282663243.19,-1275477481.48
002313.SZ,20230417,20230417,20221231,1,3360751743.45,3360751743.45,-1368545353.71,-1374063907.82,-1282776118.19,-1275590356.48
002313.SZ,20221031,20221031,20220930,1,2467573291.89,2467573291.89,-873156237.69,-880177061.85,-844425851.44,-842223069.18
002313.SZ,20220831,20220831,20220630,1,1609954344.29,1609954344.29,-330205290.49,-326949427.01,-322351021.2,-320699457.41
002313.SZ,20220430,20220430,20220331,1,861156311.15,861156311.15,-50413650.19,-50336341.19,-49534291.33,-48812075.41
002313.SZ,20220430,20220430,20220331,1,861156311.15,861156311.15,-50413650.19,-50336341.19,-49534291.33,-48812075.41
002313.SZ,20220430,20221031,20211231,1,4748791949.89,4748791949.89,-260868407.77,-256845686.24,-244696573.1,-229849374.0
002313.SZ,20220430,20230417,20211231,1,4714566201.99,4714566201.99,-180371672.59,-176348951.06,-178408635.88,-162829398.52
002313.SZ,20211028,20211028,20210930,1,3103662800.82,3103662800.82,15834437.76,14352897.16,5818460.53,14009702.21
002313.SZ,20210826,20210826,20210630,1,2061444998.12,2061444998.12,10010084.53,9039708.76,3091292.12,10319919.32
002313.SZ,20210429,20210429,20210331,1,869531706.86,869531706.86,790111.19,684025.31,721767.37,2823326.7
002313.SZ,20210423,20230616,20201231,1,3940145054.7,3940145054.7,-830817096.22,-827171102.28,-775545724.83,-759869849.04
002313.SZ,20210423,20210423,20201231,1,3783362103.87,3783362103.87,-589213288.16,-585567294.22,-561574603.92,-546635841.18
002313.SZ,20201028,20201028,20200930,1,2916951696.72,2916951696.72,-74056522.51,-76310484.73,-79769570.98,-85488605.68
002313.SZ,20201028,20201028,20200930,1,2916951696.72,2916951696.72,-74056522.51,-76310484.73,-79769570.98,-85488605.68
002313.SZ,20200825,20200825,20200630,1,1861422632.79,1861422632.79,-47891408.42,-48959710.15,-51584442.17,-55634017.82
002313.SZ,20200825,20200825,20200630,1,1861422632.79,1861422632.79,-47891408.42,-48959710.15,-51584442.17,-55634017.82
002313.SZ,20200430,20200430,20200331,1,671233644.64,671233644.64,-25512601.71,-19781851.12,-16083680.04,-18480851.17
002313.SZ,20200430,20200430,20200331,1,671233644.64,671233644.64,-25512601.71,-19781851.12,-16083680.04,-18480851.17
002313.SZ,20200430,20230616,20191231,1,4773459061.6,4773459061.6,61359800.38,54003703.11,55277697.01,64612854.88
002313.SZ,20200430,20200430,20191231,1,4639815897.77,4639815897.77,79102863.47,71746766.2,68800653.2,78135811.07
002313.SZ,20191024,20191024,20190930,1,3423604396.32,3423604396.32,74015199.81,80957021.94,73480928.14,80474247.37
002313.SZ,20191024,20191024,20190930,1,3423604396.32,3423604396.32,74015199.81,80957021.94,73480928.14,80474247.37
002313.SZ,20190827,20190827,20190630,1,2368012121.2,2368012121.2,35733615.77,43055430.19,37030547.13,43193978.23
002313.SZ,20190429,20190429,20190331,1,1413017626.65,1413017626.65,10465548.25,8607141.95,3597602.49,7201637.76
002313.SZ,20190424,20190424,20181231,1,4420088766.24,4420088766.24,87014601.3,88970771.24,69799751.86,71697046.87
002313.SZ,20190424,20190424,20181231,1,4420088766.24,4420088766.24,87014601.3,88970771.24,69799751.86,71697046.87
002313.SZ,20181030,20181030,20180930,1,2681375732.6,2681375732.6,98575206.45,118301155.04,107730612.65,103141287.82
002313.SZ,20181030,20181030,20180930,1,2681375732.6,2681375732.6,98575206.45,118301155.04,107730612.65,103141287.82
002313.SZ,20180828,20180828,20180630,1,1828384361.49,1828384361.49,51736696.05,54096834.56,52491667.62,49147231.79
002313.SZ,20180410,20180410,20180331,1,597608156.57,597608156.57,-8586700.08,-4894755.2,-3750491.57,-1908030.13
002313.SZ,20180404,20180404,20171231,1,2989786058.05,2989786058.05,85872254.44,120115965.14,99437807.28,102020799.59
002313.SZ,20171028,20171028,20170930,1,1804685012.14,1804685012.14,45588036.0,83090387.01,70155082.08,70453223.87
002313.SZ,20170805,20170805,20170630,1,1016915862.69,1016915862.69,7598377.92,35592255.27,29562624.94,28709642.86
002313.SZ,20170427,20170427,20170331,1,411576729.61,411576729.61,-4462731.21,-3554877.41,-3754246.0,-7210854.35
002313.SZ,20170427,20170427,20161231,1,2706793456.27,2706793456.27,70976550.73,99197925.98,89907322.58,67465795.37
002313.SZ,20161028,20161028,20160930,1,1780164465.88,1780164465.88,34377611.27,28070260.42,22604495.26,12671124.31
002313.SZ,20160829,20160829,20160630,1,1072265960.63,1072265960.63,-39143863.01,-27826581.98,-31001124.68,-32646488.81
002313.SZ,20160421,20160421,20160331,1,494734694.28,494734694.28,-24794245.73,-18389169.16,-17151401.05,-14088081.11
002313.SZ,20160322,20160322,20151231,1,2869246806.59,2869246806.59,-25855119.81,-22390547.19,-49363490.16,-28947583.17
002313.SZ,20151030,20151030,20150930,1,1981830328.83,1981830328.83,12352950.85,3875926.59,-15118252.61,-14339097.99
002313.SZ,20150728,20150728,20150630,1,1231954246.23,1231954246.23,-18047903.76,-13643549.08,-28192429.57,-30257028.52
002313.SZ,20150429,20150429,20150331,1,560924272.07,560924272.07,-19617716.0,-16534548.02,-14913436.54,-15625826.83
002313.SZ,20150324,20150324,20141231,1,2428735924.04,2428735924.04,42513567.12,58239900.68,46891219.11,12107220.29
002313.SZ,20141029,20141029,20140930,1,1532533367.46,1532533367.46,26318660.73,33307895.4,27951546.05,5282565.5
002313.SZ,20140815,20140815,20140630,1,970437625.03,970437625.03,35016306.05,41707952.48,36941514.79,20339717.76
002313.SZ,20140425,20140425,20140331,1,377803529.05,377803529.05,9226249.42,12317182.5,10076432.92,5306642.6
002313.SZ,20140416,20140416,20131231,1,2079223758.25,2079223758.25,77439742.59,98526405.96,76911341.23,52027351.82
002313.SZ,20131029,20131029,20130930,1,1595774916.84,1595774916.84,190146187.11,200438108.49,167812686.9,146613559.26
002313.SZ,20130820,20130820,20130630,1,1021889443.29,1021889443.29,141791736.17,145932062.63,124791666.44,110542016.92
002313.SZ,20130423,20130423,20130331,1,379600135.57,379600135.57,35882419.39,37407372.63,28969157.75,26149402.93
002313.SZ,20130409,20130409,20121231,1,1925097203.29,1925097203.29,202987053.29,208791864.4,179445331.64,171428769.31
002313.SZ,20121024,20121024,20120930,1,1330459529.89,1330459529.89,160990176.82,166226269.58,141594252.27,144356125.19
002313.SZ,20120810,20120810,20120630,1,813766756.14,813766756.14,101911816.75,105224903.23,90560060.14,91451299.79
