ts_code,ann_date,f_ann_date,end_date,report_type,total_revenue,revenue,operate_profit,total_profit,n_income,n_income_attr_p
300627.SZ,20260424,20260424,20260331,1,807089260.69,807089260.69,134948240.96,134762538.55,127342017.25,125396045.25
300627.SZ,20260417,20260417,20251231,1,3699152108.47,3699152108.47,779098351.66,784894153.94,683606594.2,685420583.51
300627.SZ,20251023,20251023,20250930,1,2618277089.75,2618277089.75,542300222.76,546791141.26,514062804.94,492605787.93
300627.SZ,20250808,20250808,20250630,1,1833371046.9,1833371046.9,367052499.5,368001211.46,343038772.34,326468107.63
300627.SZ,20250425,20250425,20250331,1,789117634.13,789117634.13,156448740.46,157866735.04,147283635.31,142744778.78
300627.SZ,20250418,20250418,20241231,1,3251013405.18,3251013405.18,622256937.15,632024098.39,583251057.52,583403247.25
300627.SZ,20241024,20241024,20240930,1,2267526865.28,2267526865.28,406327365.55,410766357.45,384481984.45,389692869.38
300627.SZ,20240808,20240808,20240630,1,1484084929.06,1484084929.06,261381095.78,265165596.67,244833693.09,251239693.01
300627.SZ,20240425,20240425,20240331,1,616910878.96,616910878.96,103236798.65,105110364.46,100511207.57,103064182.42
300627.SZ,20240418,20240418,20231231,1,2678341128.41,2678341128.41,455910315.6,457076667.16,443698787.92,449140842.06
300627.SZ,20231025,20231025,20230930,1,1825342757.95,1825342757.95,275316724.44,277173019.9,276245072.45,282714132.58
300627.SZ,20230808,20230808,20230630,1,1207975890.05,1207975890.05,176479833.94,177434623.25,171648706.15,175737339.77
300627.SZ,20230425,20230425,20230331,1,511847531.56,511847531.56,79367979.43,79808506.1,78642370.35,79066810.39
300627.SZ,20230418,20230418,20221231,1,2236246839.7,2236246839.7,349195498.79,353248167.32,360398787.46,361113020.21
300627.SZ,20230418,20230418,20221231,1,2236246839.7,2236246839.7,349195498.79,353248167.32,360398787.46,361113020.21
300627.SZ,20221024,20221024,20220930,1,1449337725.05,1449337725.05,216944327.34,219015367.75,217725107.88,220678954.59
300627.SZ,20221024,20221024,20220930,1,1449337725.05,1449337725.05,216944327.34,219015367.75,217725107.88,220678954.59
300627.SZ,20220812,20220812,20220630,1,928555799.65,928555799.65,130021615.32,131563936.78,131185030.18,134837790.44
300627.SZ,20220427,20220427,20220331,1,422343611.9,422343611.9,65431478.12,65703694.62,64776333.91,66726152.23
300627.SZ,20220427,20220427,20220331,1,422343611.9,422343611.9,65431478.12,65703694.62,64776333.91,66726152.23
300627.SZ,20220427,20220427,20211231,1,1903178166.89,1903178166.89,295850179.83,291632762.02,289682966.74,294336487.57
300627.SZ,20220427,20220427,20211231,1,1903178166.89,1903178166.89,295850179.83,291632762.02,289682966.74,294336487.57
300627.SZ,20211029,20211029,20210930,1,1269075560.13,1269075560.13,182372370.93,181765505.71,174075800.29,177302807.59
300627.SZ,20211029,20211029,20210930,1,1269075560.13,1269075560.13,182372370.93,181765505.71,174075800.29,177302807.59
300627.SZ,20210813,20210813,20210630,1,854062533.78,854062533.78,113708443.98,112962352.81,108145341.43,109494813.74
300627.SZ,20210427,20210427,20210331,1,346270269.09,346270269.09,51219860.03,51131802.21,47846066.87,49454547.07
300627.SZ,20210422,20210422,20201231,1,1409525873.17,1409525873.17,220802723.78,219017026.49,198239532.72,196940811.17
300627.SZ,20210422,20210422,20201231,1,1409525873.17,1409525873.17,220802723.78,219017026.49,198239532.72,196940811.17
300627.SZ,20201028,20201028,20200930,1,841335553.25,841335553.25,115322041.65,115074284.87,106931361.0,109548688.12
300627.SZ,20201028,20201028,20200930,1,841335553.25,841335553.25,115322041.65,115074284.87,106931361.0,109548688.12
300627.SZ,20200731,20200731,20200630,1,479168146.04,479168146.04,54591428.17,54310451.45,51613537.12,53505635.05
300627.SZ,20200731,20200731,20200630,1,479168146.04,479168146.04,54591428.17,54310451.45,51613537.12,53505635.05
300627.SZ,20200428,20200428,20200331,1,148363757.3,148363757.3,18764616.8,18509068.23,17185454.95,18886766.15
300627.SZ,20200428,20200428,20200331,1,148363757.3,148363757.3,18764616.8,18509068.23,17185454.95,18886766.15
300627.SZ,20200428,20200428,20191231,1,1145522663.43,1145522663.43,162024547.67,162178661.27,142038850.55,138698424.75
300627.SZ,20200428,20200428,20191231,1,1145522663.43,1145522663.43,162024547.67,162178661.27,142038850.55,138698424.75
300627.SZ,20191028,20191028,20190930,1,699176119.94,699176119.94,77030015.97,77549067.9,71312690.6,70107564.36
300627.SZ,20191028,20191028,20190930,1,699176119.94,699176119.94,77030015.97,77549067.9,71312690.6,70107564.36
300627.SZ,20190816,20190816,20190630,1,461103753.84,461103753.84,50525917.68,50642582.13,47252241.19,45923669.5
300627.SZ,20190424,20190424,20190331,1,188172583.21,188172583.21,19197052.68,19221020.89,17568006.39,18301533.43
300627.SZ,20190420,20190420,20181231,1,952045274.67,952045274.67,119884288.37,118690845.48,107870002.35,105144924.39
300627.SZ,20190420,20190420,20181231,1,952045274.67,952045274.67,119884288.37,118690845.48,107870002.35,105144924.39
300627.SZ,20181027,20181027,20180930,1,626937231.58,626937231.58,70424337.5,71059757.6,66974385.92,65564963.67
300627.SZ,20181027,20181027,20180930,1,626937231.58,626937231.58,70424337.5,71059757.6,66974385.92,65564963.67
300627.SZ,20180807,20180807,20180630,1,425911671.8,425911671.8,49820183.31,50430259.59,45717810.93,44368366.25
300627.SZ,20180425,20180425,20180331,1,155185216.12,155185216.12,13739344.76,13920664.01,12491259.09,11727139.78
300627.SZ,20180410,20180410,20171231,1,678153189.05,678153189.05,145352123.62,148585750.21,129366333.38,129106519.64
