ts_code,ann_date,f_ann_date,end_date,total_assets,total_liab,total_hldr_eqy_inc_min_int,total_cur_assets,total_cur_liab
300627.SZ,20260424,20260424,20260331,6026931960.14,1643610712.0,4383321248.14,4750294776.07,1459894040.07
300627.SZ,20260417,20260417,20251231,6064205090.99,1852383479.0,4211821611.99,4834415830.08,1668818826.99
300627.SZ,20251023,20251023,20250930,5346591015.4,1336465254.39,4010125761.01,4246048126.36,1138289280.78
300627.SZ,20250808,20250808,20250630,5447253301.29,1636232318.11,3811020983.18,4327585356.8,1460645028.32
300627.SZ,20250425,20250425,20250331,5048716195.47,1342641001.42,3706075194.05,3960562113.81,1145591520.48
300627.SZ,20250418,20250418,20241231,5124410823.89,1601022500.32,3523388323.57,3947463601.92,1412810806.03
300627.SZ,20241024,20241024,20240930,4649903313.59,1256067073.12,3393836240.47,3494717234.72,1051333693.22
300627.SZ,20240808,20240808,20240630,4493083453.02,1308159584.62,3184923868.4,3402506357.46,1113210187.63
300627.SZ,20240425,20240425,20240331,4294803556.15,1110784066.49,3184019489.66,3201443002.27,920416673.97
300627.SZ,20240418,20240418,20231231,4412050015.81,1368448079.77,3043601936.04,3370885434.34,1171353980.39
300627.SZ,20240418,20240418,20231231,4412050015.81,1368448079.77,3043601936.04,3370885434.34,1171353980.39
300627.SZ,20231025,20231025,20230930,4156595304.78,1291854515.03,2864740789.75,3125785748.64,1056763250.0
300627.SZ,20230808,20230808,20230630,3946959391.46,1285577988.11,2661381403.35,2966487458.25,1040622645.89
300627.SZ,20230808,20230808,20230630,3946959391.46,1285577988.11,2661381403.35,2966487458.25,1040622645.89
300627.SZ,20230425,20230425,20230331,3953123203.8,1285897493.67,2667225710.13,2971590104.71,1050421255.83
300627.SZ,20230418,20230418,20221231,4017559716.16,1438071323.92,2579488392.24,3032775649.45,1213395412.11
300627.SZ,20230418,20230418,20221231,4017559716.16,1438071323.92,2579488392.24,3032775649.45,1213395412.11
300627.SZ,20221024,20221024,20220930,3560452995.69,1138616370.43,2421836625.26,2622140350.17,1036801119.59
300627.SZ,20221024,20221024,20220930,3560452995.69,1138616370.43,2421836625.26,2622140350.17,1036801119.59
300627.SZ,20220812,20220812,20220630,3458800227.4,1146942911.41,2311857315.99,2543196716.1,1037049849.21
300627.SZ,20220427,20220427,20220331,3300893349.22,990755516.7,2310137832.52,2538250321.56,836752584.63
300627.SZ,20220427,20220427,20211231,3396365661.19,1160110758.39,2236254902.8,2694068915.27,1003713924.27
300627.SZ,20211029,20211029,20210930,3056898511.41,960623811.03,2096274700.38,2469493434.2,839974666.36
300627.SZ,20211029,20211029,20210930,3056898511.41,960623811.03,2096274700.38,2469493434.2,839974666.36
300627.SZ,20210813,20210813,20210630,2934674197.77,902456067.0,2032218130.77,2380435595.49,784263595.71
300627.SZ,20210427,20210427,20210331,1981457137.44,793721675.53,1187735461.91,1529712826.72,696119566.76
300627.SZ,20210427,20210427,20210331,1981457137.44,793721675.53,1187735461.91,1529712826.72,696119566.76
300627.SZ,20210422,20210422,20201231,1924036256.36,832816901.5,1091219354.86,1503423960.53,731197547.16
300627.SZ,20210422,20210422,20201231,1924036256.36,832816901.5,1091219354.86,1503423960.53,731197547.16
300627.SZ,20201028,20201028,20200930,1782842951.69,716746852.14,1066096099.55,1516451208.9,606621740.56
300627.SZ,20200731,20200731,20200630,1678753276.55,674010980.25,1004742296.3,1427231829.21,551721401.0
300627.SZ,20200731,20200731,20200630,1678753276.55,674010980.25,1004742296.3,1427231829.21,551721401.0
300627.SZ,20200428,20200428,20200331,1567070422.89,529011500.19,1038058922.7,1322300125.75,427070747.79
300627.SZ,20200428,20200428,20191231,1593854641.96,578864046.12,1014990595.84,1347699719.89,476923293.72
300627.SZ,20200428,20200428,20191231,1593854641.96,578864046.12,1014990595.84,1347699719.89,476923293.72
300627.SZ,20191028,20191028,20190930,1338031997.79,392403712.09,945628285.7,1112930256.71,325036605.33
300627.SZ,20190816,20190816,20190630,1409978333.14,498160175.59,911818157.55,1208680185.21,437314841.53
300627.SZ,20190424,20190424,20190331,1349752554.6,419577603.98,930174950.62,1150061621.49,366959704.54
300627.SZ,20190424,20190424,20190331,1349752554.6,419577603.98,930174950.62,1150061621.49,366959704.54
300627.SZ,20190420,20190420,20181231,1386654097.6,508251525.1,878402572.5,1240746557.32,454743103.14
300627.SZ,20190420,20190420,20181231,1386654097.6,508251525.1,878402572.5,1240746557.32,454743103.14
300627.SZ,20181027,20181027,20180930,1211419584.57,371770431.05,839649153.52,1083676671.88,328593720.43
300627.SZ,20181027,20181027,20180930,1211419584.57,371770431.05,839649153.52,1083676671.88,328593720.43
300627.SZ,20180807,20180807,20180630,1213269920.7,401966784.28,811303136.42,1092250734.15,355067620.97
300627.SZ,20180807,20180807,20180630,1213269920.7,401966784.28,811303136.42,1092250734.15,355067620.97
300627.SZ,20180425,20180425,20180331,1140981628.51,337629518.18,803352110.33,1027717522.57,294012080.73
300627.SZ,20180410,20180410,20171231,1150694847.83,366735779.48,783959068.35,1043915055.36,322805889.33
300627.SZ,20180410,20180410,20171231,1150694847.83,366735779.48,783959068.35,1043915055.36,322805889.33
300627.SZ,20171026,20171026,20170930,952693042.95,246910715.02,705782327.93,888692846.75,206122421.23
300627.SZ,20170825,20170825,20170630,902249833.58,226676052.13,675573781.45,843707373.56,184527758.34
300627.SZ,20170825,20170825,20170630,902249833.58,226676052.13,675573781.45,843707373.56,184527758.34
300627.SZ,20170426,20170426,20170331,847945574.68,197271263.8,650674310.88,793727262.19,156174329.4
