ts_code,ann_date,f_ann_date,end_date,total_assets,total_liab,total_hldr_eqy_inc_min_int,total_cur_assets,total_cur_liab
688080.SH,20260422,20260422,20260331,1380089674.71,200438284.6,1179651390.11,1246638487.21,183753700.88
688080.SH,20260422,20260422,20260331,1380089674.71,200438284.6,1179651390.11,1246638487.21,183753700.88
688080.SH,20260422,20260422,20251231,1374776644.42,202374574.46,1172402069.96,1234328749.96,183559229.47
688080.SH,20251028,20251028,20250930,1358927732.01,231991273.38,1126936458.63,1219923707.04,209785610.4
688080.SH,20250822,20250822,20250630,1334208640.31,225557541.24,1108651099.07,1197856825.08,212119908.74
688080.SH,20250423,20250423,20250331,1293728245.27,224589698.42,1069138546.85,1167242072.88,210468149.57
688080.SH,20250423,20250423,20250331,1293728245.27,224589698.42,1069138546.85,1167242072.88,210468149.57
688080.SH,20250423,20250423,20241231,1291954630.8,246799869.95,1045154760.85,1163260620.26,233067035.98
688080.SH,20241025,20241025,20240930,1172149349.39,179872387.0,992276962.39,1047689325.55,174043329.89
688080.SH,20240823,20240823,20240630,1135037507.09,173050381.66,961987125.43,1011138536.62,165628489.78
688080.SH,20240419,20240419,20240331,1097324860.15,162820861.15,934503999.0,972166198.53,153470082.28
688080.SH,20240419,20240419,20231231,1087626665.4,171921363.52,915705301.88,961809837.38,162290464.29
688080.SH,20240419,20240419,20231231,1087626665.4,171921363.52,915705301.88,961809837.38,162290464.29
688080.SH,20231026,20231026,20230930,1025274875.18,130910239.28,894364635.9,903017795.42,123719625.7
688080.SH,20230823,20230823,20230630,988022225.34,117775293.88,870246931.46,871788563.23,108854860.58
688080.SH,20230823,20230823,20230630,988022225.34,117775293.88,870246931.46,871788563.23,108854860.58
688080.SH,20230426,20230426,20230331,924500702.89,93084195.14,831416507.75,818665828.05,89522570.01
688080.SH,20230426,20230426,20230331,924500702.89,93084195.14,831416507.75,818665828.05,89522570.01
688080.SH,20230426,20230426,20221231,902086056.5,79884985.41,822201071.09,796797429.18,76661279.45
688080.SH,20230426,20230426,20221231,902086056.5,79884985.41,822201071.09,796797429.18,76661279.45
688080.SH,20221028,20221028,20220930,900584082.97,93271028.28,807313054.69,796175127.79,89971509.46
688080.SH,20220826,20220826,20220630,899787218.79,114735802.56,785051416.23,799711692.21,113633299.8
688080.SH,20220426,20220426,20220331,837597899.38,86118779.88,751479119.5,737246826.47,84977256.31
688080.SH,20220426,20220426,20211231,865694585.66,118392006.49,747302579.17,766204018.67,117129297.2
688080.SH,20211027,20211027,20210930,882571751.33,150421525.36,732150225.97,788729276.32,146858935.17
688080.SH,20211027,20211027,20210930,882571751.33,150421525.36,732150225.97,788729276.32,146858935.17
688080.SH,20210820,20210820,20210630,842337293.59,162179349.96,680157943.63,770936688.97,157730373.96
688080.SH,20210428,20210428,20210331,764734002.1,109221674.54,655512327.56,692567288.11,104086224.82
688080.SH,20210428,20210428,20210331,764734002.1,109221674.54,655512327.56,692567288.11,104086224.82
688080.SH,20210428,20210428,20201231,744090216.86,91994909.36,652095307.5,676673552.14,91594909.36
688080.SH,20210428,20210428,20201231,744090216.86,91994909.36,652095307.5,676673552.14,91594909.36
688080.SH,20201029,20201029,20200930,721519095.22,75228146.16,646290949.06,658428100.19,74828146.16
688080.SH,20200826,20200826,20200630,730244465.24,93618826.71,636625638.53,679405536.2,93218826.71
688080.SH,20200826,20200826,20200630,730244465.24,93618826.71,636625638.53,679405536.2,93218826.71
688080.SH,20200428,20200428,20200331,676102760.99,47826311.15,628276449.84,629599326.29,47426311.15
688080.SH,20200428,20200428,20191231,379313196.51,69319324.87,309993871.64,332972055.62,68919324.87
688080.SH,20200428,20200428,20191231,379313196.51,69319324.87,309993871.64,332972055.62,68919324.87
