ts_code,ann_date,f_ann_date,end_date,total_assets,total_liab,total_hldr_eqy_inc_min_int,total_cur_assets,total_cur_liab
300310.SZ,20260423,20260423,20260331,3397272207.02,1538310622.27,1858961584.75,2714296920.95,1471559074.58
300310.SZ,20260331,20260331,20251231,3446118380.88,1564856786.52,1881261594.36,2755983643.06,1517572573.67
300310.SZ,20251028,20251028,20250930,3166166034.87,1286840575.4,1879325459.47,2480512102.37,1244154774.49
300310.SZ,20250816,20250816,20250630,3098716297.42,1230657884.23,1868058413.19,2412366701.17,1183584419.22
300310.SZ,20250424,20250424,20250331,3028781224.55,1166163387.67,1862617836.88,2357196148.26,1120692664.59
300310.SZ,20250401,20250401,20241231,3102263464.06,1248147093.08,1854116370.98,2449486501.72,1201900474.46
300310.SZ,20241029,20241029,20240930,3046469819.52,1133413734.16,1913056085.36,2380092848.2,1090869264.84
300310.SZ,20240827,20240827,20240630,3044702013.42,1135379334.92,1909322678.5,2391280349.29,1092739561.9
300310.SZ,20240423,20240423,20240331,2974738768.52,1083573237.98,1891165530.54,2387975688.15,1056590083.01
300310.SZ,20240423,20240423,20231231,3203923330.94,1321285557.8,1882637773.14,2623432555.49,1299823990.37
300310.SZ,20240423,20240423,20231231,3203923330.94,1321285557.8,1882637773.14,2623432555.49,1299823990.37
300310.SZ,20231026,20231026,20230930,3021859054.12,1182698807.07,1839160247.05,2439843175.33,1172042369.11
300310.SZ,20230821,20230821,20230630,2916740825.07,1088596849.66,1828143975.41,2350809812.45,1078997181.84
300310.SZ,20230821,20230821,20230630,2916740825.07,1088596849.66,1828143975.41,2350809812.45,1078997181.84
300310.SZ,20230425,20230425,20230331,2797276870.29,1002940505.55,1794336364.74,2236379501.3,993242608.85
300310.SZ,20230425,20230425,20230331,2797276870.29,1002940505.55,1794336364.74,2236379501.3,993242608.85
300310.SZ,20230425,20230425,20221231,2979902619.66,1185286279.22,1794616340.44,2416869793.39,1174801878.93
300310.SZ,20230425,20230425,20221231,2979902619.66,1185286279.22,1794616340.44,2416869793.39,1174801878.93
300310.SZ,20221025,20221025,20220930,2712856513.2,951739742.72,1761116770.48,2193715348.1,942323829.04
300310.SZ,20220827,20220827,20220630,2644121490.75,885017602.75,1759103888.0,2168613085.71,875267520.96
300310.SZ,20220427,20220427,20220331,2579538350.86,844452379.21,1735085971.65,2124103011.47,836899376.87
300310.SZ,20220427,20220427,20220331,2579538350.86,844452379.21,1735085971.65,2124103011.47,836899376.87
300310.SZ,20220427,20220427,20211231,2729980965.71,985912551.57,1744068414.14,2266792735.56,978173992.89
300310.SZ,20211029,20211029,20210930,2434306418.18,696687843.48,1737618574.7,1977454844.49,692532272.01
