ts_code,ann_date,f_ann_date,end_date,total_assets,total_liab,total_hldr_eqy_inc_min_int,total_cur_assets,total_cur_liab
300101.SZ,20260429,20260429,20260331,3008008513.45,1091747488.89,1916261024.56,2145118585.05,867826398.44
300101.SZ,20260428,20260428,20251231,3022503219.62,1100851281.05,1921651938.57,2185804398.27,895385013.89
300101.SZ,20251030,20251030,20250930,3006451464.96,993446880.92,2013004584.04,2238099090.33,834502085.33
300101.SZ,20250827,20250827,20250630,2901055630.83,935497150.63,1965558480.2,2154479459.64,826652203.77
300101.SZ,20250425,20250425,20250331,2903823197.27,931891200.44,1971931996.83,2251317955.68,897600942.88
300101.SZ,20250331,20250331,20241231,2914221101.19,964120390.96,1950100710.23,2299169962.33,929142195.29
300101.SZ,20241028,20241028,20240930,2744415893.3,834764500.79,1909651392.51,2180141386.73,799586298.73
300101.SZ,20240829,20240829,20240630,2693870793.7,763239926.04,1930630867.66,2131718295.94,727970910.21
300101.SZ,20240424,20240424,20240331,2663659029.08,767288760.6,1896370268.48,2080933163.24,730453590.4
300101.SZ,20240326,20240326,20231231,2702144334.29,817826549.56,1884317784.73,2097634418.04,778774767.79
300101.SZ,20240326,20240326,20231231,2702144334.29,817826549.56,1884317784.73,2097634418.04,778774767.79
300101.SZ,20231030,20231030,20230930,2723761832.57,748931414.85,1974830417.72,2108397413.79,708861187.54
300101.SZ,20230828,20230828,20230630,2720568617.42,788570952.41,1931997665.01,2104211236.39,744770509.88
300101.SZ,20230828,20230828,20230630,2720568617.42,788570952.41,1931997665.01,2104211236.39,744770509.88
300101.SZ,20230425,20230425,20230331,2653560182.08,791215283.22,1862344898.86,2036354770.83,715439174.99
300101.SZ,20230419,20230419,20221231,2605870931.56,892560985.96,1713309945.6,1968399551.47,813736243.75
300101.SZ,20230419,20230419,20221231,2605870931.56,892560985.96,1713309945.6,1968399551.47,813736243.75
300101.SZ,20221026,20221026,20220930,2517945355.17,912683486.44,1605261868.73,1996348457.38,781414292.6
300101.SZ,20220830,20220830,20220630,2399177394.04,858214293.55,1540963100.49,1867725321.08,753996950.65
300101.SZ,20220419,20220419,20220331,2172253236.26,693778114.76,1478475121.5,1640266108.76,586994514.81
300101.SZ,20220419,20220419,20211231,2221082723.43,814779474.54,1406303248.89,1673402074.37,703887426.16
300101.SZ,20211029,20211029,20210930,2105395369.26,714067496.59,1391327872.67,1572714895.61,591014043.61
300101.SZ,20211029,20211029,20210930,2105395369.26,714067496.59,1391327872.67,1572714895.61,591014043.61
300101.SZ,20210730,20210730,20210630,2014794244.7,722637103.22,1292157141.48,1459233938.24,560090535.42
