ts_code,ann_date,f_ann_date,end_date,total_assets,total_liab,total_hldr_eqy_inc_min_int,total_cur_assets,total_cur_liab
002869.SZ,20260428,20260428,20260331,2437256659.02,421923616.59,2015333042.43,1822067792.05,352333799.11
002869.SZ,20260428,20260428,20251231,2541320970.98,500345435.58,2040975535.4,1922657185.3,432571889.26
002869.SZ,20251031,20251031,20250930,2594791307.93,450787813.29,2144003494.64,1868102796.86,382100898.07
002869.SZ,20250826,20250826,20250630,2561007151.41,408675901.84,2152331249.57,1873187199.8,352673407.76
002869.SZ,20250429,20250429,20250331,2604003155.54,412518924.61,2191484230.93,2017201292.27,354842068.32
002869.SZ,20250422,20250422,20241231,2648990616.31,451251716.7,2197738899.61,2067714437.12,391490972.82
002869.SZ,20241029,20241029,20240930,2573056529.14,423583456.43,2149473072.71,1985539453.42,337458119.8
002869.SZ,20240827,20240827,20240630,2559016926.7,436543268.04,2122473658.66,1955432046.86,348853380.22
002869.SZ,20240419,20240419,20240331,2644085560.9,522375320.82,2121710240.08,2024628368.66,433306654.04
002869.SZ,20240419,20240419,20231231,2698351695.63,578057954.65,2120293740.98,2069316680.76,489167731.4
002869.SZ,20240419,20240419,20231231,2698351695.63,578057954.65,2120293740.98,2069316680.76,489167731.4
002869.SZ,20231027,20231027,20230930,2715430810.76,615222607.43,2100208203.33,2016213395.75,544187592.87
002869.SZ,20230823,20230823,20230630,2602699420.68,533552891.39,2069146529.29,1898589664.53,460287034.47
002869.SZ,20230823,20230823,20230630,2602699420.68,533552891.39,2069146529.29,1898589664.53,460287034.47
002869.SZ,20230425,20230425,20230331,2586611844.19,532499965.44,2054111878.75,1878367054.86,458173252.53
002869.SZ,20230425,20230425,20221231,2590450945.5,527402738.4,2063048207.1,1865386791.16,453230600.37
002869.SZ,20230425,20230425,20221231,2590450945.5,527402738.4,2063048207.1,1865386791.16,453230600.37
002869.SZ,20221027,20221027,20220930,2687439744.05,505733736.8,2181706007.25,1725856637.15,407557471.46
002869.SZ,20221027,20221027,20220930,2687439744.05,505733736.8,2181706007.25,1725856637.15,407557471.46
002869.SZ,20220826,20220826,20220630,2620400766.34,423538451.92,2196862314.42,1647556974.59,325213548.03
002869.SZ,20220426,20220426,20220331,2637597898.1,382826271.14,2254771626.96,1683004867.27,280637195.59
002869.SZ,20220426,20220426,20211231,2657584277.95,386425949.77,2271158328.18,1697229337.06,283501936.35
002869.SZ,20211025,20211025,20210930,2733396121.02,382493260.02,2350902861.0,1891964375.81,316292813.15
002869.SZ,20211025,20211025,20210930,2733396121.02,382493260.02,2350902861.0,1891964375.81,316292813.15
002869.SZ,20210831,20210831,20210630,2734942039.55,577558992.67,2157383046.88,2027826716.74,531111083.69
002869.SZ,20210429,20210429,20210331,2835390830.8,466089803.78,2369301027.02,2224481026.77,377181028.96
002869.SZ,20210429,20210429,20210331,2835390830.8,466089803.78,2369301027.02,2224481026.77,377181028.96
002869.SZ,20210429,20210429,20201231,2896549718.88,528062732.45,2368486986.43,2305827545.35,463320461.89
002869.SZ,20210429,20210429,20201231,2896549718.88,528062732.45,2368486986.43,2305827545.35,463320461.89
002869.SZ,20201030,20201030,20200930,2953928822.52,704594254.72,2249334567.8,2437731154.04,691602789.54
002869.SZ,20200828,20200828,20200630,3528610123.86,1496143452.39,2032466671.47,3046739989.75,1484131088.34
002869.SZ,20200828,20200828,20200630,3528610123.86,1496143452.39,2032466671.47,3046739989.75,1484131088.34
002869.SZ,20200429,20200429,20200331,3688287736.77,1667131785.7,2021155951.07,3208365572.52,1654363216.05
002869.SZ,20200429,20200429,20191231,3936724335.73,2046058731.92,1890665603.81,3456074306.31,2034150679.09
002869.SZ,20200429,20200429,20191231,3936724335.73,2046058731.92,1890665603.81,3456074306.31,2034150679.09
002869.SZ,20191031,20191031,20190930,3661308703.28,2279906263.05,1381402440.23,3254359872.36,2268640618.06
002869.SZ,20190830,20190830,20190630,1504576573.84,469212967.1,1035363606.74,1177528889.46,460911794.9
002869.SZ,20190426,20190426,20190331,1373691293.78,366375888.18,1007315405.6,1043328839.88,354955043.51
002869.SZ,20190426,20190426,20190331,1373691293.78,366375888.18,1007315405.6,1043328839.88,354955043.51
002869.SZ,20190426,20190426,20181231,1382253800.84,382710532.1,999543268.74,1048355820.4,373086768.38
002869.SZ,20190426,20190426,20181231,1382253800.84,382710532.1,999543268.74,1048355820.4,373086768.38
002869.SZ,20181022,20181022,20180930,1233086871.01,256447977.66,976638893.35,936397215.9,241757210.74
002869.SZ,20181022,20181022,20180930,1233086871.01,256447977.66,976638893.35,936397215.9,241757210.74
002869.SZ,20180727,20180727,20180630,1274824112.89,298465213.16,976358899.73,1064011650.25,283001665.81
002869.SZ,20180727,20180727,20180630,1274824112.89,298465213.16,976358899.73,1064011650.25,283001665.81
002869.SZ,20180425,20180425,20180331,1309302748.05,285640645.71,1023662102.34,1138151608.72,267492909.1
002869.SZ,20180425,20180425,20171231,1379681672.73,361408257.08,1018273415.65,1225951229.27,341551288.88
002869.SZ,20180425,20180425,20171231,1379681672.73,361408257.08,1018273415.65,1225951229.27,341551288.88
002869.SZ,20171025,20171025,20170930,1300278508.97,293247390.91,1007031118.06,1150404448.25,272442091.87
002869.SZ,20170824,20170824,20170630,1301533790.4,295123743.85,1006410046.55,1153774912.9,275914259.53
002869.SZ,20170824,20170824,20170630,1301533790.4,295123743.85,1006410046.55,1153774912.9,275914259.53
