ts_code,ann_date,f_ann_date,end_date,total_assets,total_liab,total_hldr_eqy_inc_min_int,total_cur_assets,total_cur_liab
300638.SZ,20260424,20260424,20260331,10057282362.05,3798288957.8,6258993404.25,8543650774.76,3691284886.39
300638.SZ,20260331,20260331,20251231,9689464050.15,3421973821.49,6267490228.66,8242417253.08,3255628201.2
300638.SZ,20251030,20251030,20250930,7436499571.2,3757766461.41,3678733109.79,6028921448.27,3574607602.43
300638.SZ,20250827,20250827,20250630,7641695670.44,4060856021.95,3580839648.49,6263326326.32,3861807345.45
300638.SZ,20250430,20250430,20250331,7525793291.46,3786013232.21,3739780059.25,6259758861.84,3463638405.55
300638.SZ,20250419,20250419,20241231,7549055309.29,3936094418.37,3612960890.92,6282759569.73,3646681207.99
300638.SZ,20241029,20241029,20240930,7437045241.46,3908125497.53,3528919743.93,6203361381.29,3521822991.76
300638.SZ,20240829,20240829,20240630,7576867487.35,4319713723.45,3257153763.9,5778846710.31,3506772345.87
300638.SZ,20240429,20240429,20240331,7280037665.51,3956521898.54,3323515766.97,5603944422.0,3211526692.08
300638.SZ,20240326,20240326,20231231,7095286100.16,3966677243.02,3128608857.14,5485653019.5,3315011654.52
300638.SZ,20240326,20240326,20231231,7095286100.16,3966677243.02,3128608857.14,5485653019.5,3315011654.52
300638.SZ,20231028,20231028,20230930,7033781570.82,3970213056.73,3063568514.09,5406278439.75,3357987460.73
300638.SZ,20231028,20231028,20230930,7033781570.82,3970213056.73,3063568514.09,5406278439.75,3357987460.73
300638.SZ,20230805,20230805,20230630,6642425100.75,3803306776.17,2839118324.58,5152362614.12,2774343889.04
300638.SZ,20230805,20230805,20230630,6642425100.75,3803306776.17,2839118324.58,5152362614.12,2774343889.04
300638.SZ,20230426,20230426,20230331,6269091345.84,3711265995.24,2557825350.6,4870007591.17,2687574949.88
300638.SZ,20230426,20230426,20230331,6269091345.84,3711265995.24,2557825350.6,4870007591.17,2687574949.88
300638.SZ,20230424,20230424,20221231,6399188021.01,3971499746.16,2427688274.85,4989975145.1,3200676157.96
300638.SZ,20230424,20230424,20221231,6399188021.01,3971499746.16,2427688274.85,4989975145.1,3200676157.96
300638.SZ,20221022,20221022,20220930,5114226431.89,2926916604.25,2187309827.64,4034992334.48,2790572036.31
300638.SZ,20220809,20220809,20220630,4842242015.46,2752419885.5,2089822129.96,3869214143.58,2711060457.49
300638.SZ,20220429,20220429,20220331,4768527982.47,2709126820.59,2059401161.88,3838339893.0,2666827276.12
300638.SZ,20220330,20220330,20211231,4208511955.16,2255424041.82,1953087913.34,3287746046.85,2211664699.06
300638.SZ,20211016,20211016,20210930,3965901991.83,2122597245.62,1843304746.21,3111822636.45,2082067794.47
300638.SZ,20211016,20211016,20210930,3965901991.83,2122597245.62,1843304746.21,3111822636.45,2082067794.47
300638.SZ,20210821,20210821,20210630,3873044334.82,2158218449.72,1714825885.1,3080751700.02,2119993243.26
300638.SZ,20210423,20210423,20210331,3453540597.78,1810967521.36,1642573076.42,2737518495.71,1761764028.03
300638.SZ,20210423,20210423,20210331,3453540597.78,1810967521.36,1642573076.42,2737518495.71,1761764028.03
300638.SZ,20210417,20210417,20201231,2920471618.06,1358338751.78,1562132866.28,2278158273.05,1352862537.94
