ts_code,ann_date,f_ann_date,end_date,total_assets,total_liab,total_hldr_eqy_inc_min_int,total_cur_assets,total_cur_liab
300552.SZ,20260423,20260423,20260331,2668455923.95,912097248.67,1756358675.28,1605598900.37,824642747.64
300552.SZ,20260331,20260331,20251231,2721082500.85,938479614.94,1782602885.91,1658575090.14,872106552.28
300552.SZ,20251030,20251030,20250930,2773693289.92,958755791.02,1814937498.9,1703426200.47,882892439.69
300552.SZ,20250826,20250826,20250630,2820705805.12,992166066.71,1828539738.41,1743699274.05,909439360.75
300552.SZ,20250426,20250426,20250331,2935499974.87,1049853087.56,1885646887.31,1851314106.78,962924661.59
300552.SZ,20250412,20250412,20241231,2931470228.46,1006793983.83,1924676244.63,1839099697.51,914558881.5
300552.SZ,20241029,20241029,20240930,3109010731.24,1021545842.77,2087464888.47,1999581736.27,910771439.16
300552.SZ,20240817,20240817,20240630,3195022207.92,1021428896.3,2173593311.62,2077223678.86,903924616.44
300552.SZ,20240427,20240427,20240331,3223045984.53,980485151.61,2242560832.92,2101710170.58,855972748.47
300552.SZ,20240418,20240418,20231231,3262640426.06,945439822.49,2317200603.57,2130545527.31,813741763.34
300552.SZ,20240418,20240418,20231231,3262640426.06,945439822.49,2317200603.57,2130545527.31,813741763.34
300552.SZ,20231027,20231027,20230930,3258097291.17,749035341.93,2509061949.24,2174877361.0,682108415.23
300552.SZ,20230831,20230831,20230630,3230338582.89,652138902.03,2578199680.86,2166186621.61,585228439.42
300552.SZ,20230831,20230831,20230630,3230338582.89,652138902.03,2578199680.86,2166186621.61,585228439.42
300552.SZ,20230428,20230428,20230331,3305244559.97,693361604.78,2611882955.19,2248686375.57,624317245.88
300552.SZ,20230412,20230412,20221231,3419497000.45,720552761.83,2698944238.62,2397010071.57,652197433.48
300552.SZ,20230412,20230412,20221231,3419497000.45,720552761.83,2698944238.62,2397010071.57,652197433.48
300552.SZ,20221028,20221028,20220930,3191495161.47,558026311.64,2633468849.83,2218569871.68,500162231.03
300552.SZ,20220813,20220813,20220630,3171846169.62,535553809.99,2636292359.63,2233337047.94,478741082.83
300552.SZ,20220429,20220429,20220331,3247149547.61,515265741.86,2731883805.75,2476252624.29,460000877.0
300552.SZ,20220409,20220409,20211231,3321836932.66,592293370.65,2729543562.01,2563579514.63,538517827.29
300552.SZ,20220409,20220409,20211231,3321836932.66,592293370.65,2729543562.01,2563579514.63,538517827.29
300552.SZ,20211019,20211019,20210930,2612257838.48,499634285.22,2112623553.26,2179758638.97,494824714.22
300552.SZ,20211019,20211019,20210930,2612257838.48,499634285.22,2112623553.26,2179758638.97,494824714.22
300552.SZ,20210731,20210731,20210630,2591110014.36,523765541.24,2067344473.12,2168536942.05,518955970.24
300552.SZ,20210428,20210428,20210331,2776730244.33,618605792.13,2158124452.2,2423785121.58,613612552.71
300552.SZ,20210428,20210428,20201231,2808826734.18,673615199.67,2135211534.51,2460181365.03,668621960.25
300552.SZ,20210428,20210428,20201231,2808826734.18,673615199.67,2135211534.51,2460181365.03,668621960.25
300552.SZ,20201030,20201030,20200930,2623208771.11,653612765.29,1969596005.82,2294234724.21,651148414.64
300552.SZ,20200826,20200826,20200630,2664557224.31,851965041.83,1812592182.48,2351986083.74,849500691.18
300552.SZ,20200826,20200826,20200630,2664557224.31,851965041.83,1812592182.48,2351986083.74,849500691.18
300552.SZ,20200425,20200425,20200331,2986118200.66,1249101115.5,1737017085.16,2702655557.4,1246374132.33
300552.SZ,20200411,20200411,20191231,3018222854.76,1369008365.22,1649214489.54,2739840220.7,1366281382.05
300552.SZ,20200411,20200411,20191231,3018222854.76,1369008365.22,1649214489.54,2739840220.7,1366281382.05
300552.SZ,20191030,20191030,20190930,2380583419.7,1483367208.25,897216211.45,2082094918.77,1481773681.37
300552.SZ,20190803,20190803,20190630,1359362663.25,608477918.55,750884744.7,1100342765.74,561170575.67
300552.SZ,20190427,20190427,20190331,1211882563.83,464977322.81,746905241.02,959183488.07,418700375.61
300552.SZ,20190427,20190427,20190331,1211882563.83,464977322.81,746905241.02,959183488.07,418700375.61
300552.SZ,20190412,20190412,20181231,1250986095.39,489587203.78,761398891.61,1000500885.23,441571811.13
300552.SZ,20190412,20190412,20181231,1250986095.39,489587203.78,761398891.61,1000500885.23,441571811.13
300552.SZ,20181030,20181030,20180930,1142526569.27,400434438.31,742092130.96,893480169.97,348160367.18
300552.SZ,20181030,20181030,20180930,1142526569.27,400434438.31,742092130.96,893480169.97,348160367.18
300552.SZ,20180825,20180825,20180630,1089889661.05,362469874.81,727419786.24,857948249.58,358988571.68
300552.SZ,20180825,20180825,20180630,1089889661.05,362469874.81,727419786.24,857948249.58,358988571.68
300552.SZ,20180427,20180427,20180331,1046988617.39,304089664.7,742898952.69,819373009.33,300125334.63
300552.SZ,20180405,20180405,20171231,1116718226.61,359240334.57,757477892.04,891085773.01,355276004.5
300552.SZ,20180405,20180405,20171231,1116718226.61,359240334.57,757477892.04,891085773.01,355276004.5
300552.SZ,20171026,20171026,20170930,979559913.25,225205414.59,754354498.66,808025075.61,220751881.18
300552.SZ,20170819,20170819,20170630,903673093.3,179131343.99,724541749.31,769621263.15,174677810.58
300552.SZ,20170819,20170819,20170630,903673093.3,179131343.99,724541749.31,769621263.15,174677810.58
300552.SZ,20170426,20170426,20170331,981874398.21,237527016.76,744347381.45,862034844.41,232645653.48
300552.SZ,20170325,20170325,20161231,1091336524.32,347441973.16,743894551.16,970396586.18,342560609.88
300552.SZ,20170325,20170325,20161231,1091336524.32,347441973.16,743894551.16,970396586.18,342560609.88
