ts_code,ann_date,f_ann_date,end_date,total_assets,total_liab,total_hldr_eqy_inc_min_int,total_cur_assets,total_cur_liab
002970.SZ,20260428,20260428,20260331,3617678712.43,1485817431.66,2131861280.77,2894587659.87,1461733355.51
002970.SZ,20260331,20260331,20251231,3252382190.28,1186684997.86,2065697192.42,2557425376.7,1157937050.45
002970.SZ,20251023,20251023,20250930,3164764364.93,1247531812.35,1917232552.58,2506279220.16,1170033819.85
002970.SZ,20250822,20250822,20250630,3100933788.15,1245298575.29,1855635212.86,2401239730.48,1158973728.03
002970.SZ,20250425,20250425,20250331,2924578717.07,1115456785.26,1809121931.81,2242724695.26,1041584544.23
002970.SZ,20250425,20250425,20241231,3041484018.21,1354809017.06,1686675001.15,2334429496.06,1284413330.73
002970.SZ,20241023,20241023,20240930,2946448207.19,1315765434.77,1630682772.42,2231818307.66,1249079846.81
002970.SZ,20241023,20241023,20240930,2946448207.19,1315765434.77,1630682772.42,2231818307.66,1249079846.81
002970.SZ,20240823,20240823,20240630,2578754381.5,1114602725.76,1464151655.74,1886012107.58,1059204866.47
002970.SZ,20240424,20240424,20240331,2544400892.87,1117282009.64,1427118883.23,1852076035.03,978584532.43
002970.SZ,20240424,20240424,20231231,2328033615.28,914809458.44,1413224156.84,1617611996.42,774415596.01
002970.SZ,20240424,20240424,20231231,2328033615.28,914809458.44,1413224156.84,1617611996.42,774415596.01
002970.SZ,20231026,20231026,20230930,2229797584.73,838380205.42,1391417379.31,1513489098.19,687088388.6
002970.SZ,20230822,20230822,20230630,2130066432.35,776651012.29,1353415420.06,1416808935.09,630156668.54
002970.SZ,20230822,20230822,20230630,2130066432.35,776651012.29,1353415420.06,1416808935.09,630156668.54
002970.SZ,20230426,20230426,20230331,2104549008.02,782428820.24,1322120187.78,1417343726.31,634506960.02
002970.SZ,20230426,20230426,20230331,2104549008.02,782428820.24,1322120187.78,1417343726.31,634506960.02
002970.SZ,20230426,20230426,20221231,2002840203.71,641327302.74,1361512900.97,1311076462.73,582640546.56
002970.SZ,20230426,20230426,20221231,2002840203.71,641327302.74,1361512900.97,1311076462.73,582640546.56
002970.SZ,20221028,20221110,20220930,2019412740.31,613810380.03,1405602360.28,1356120899.88,571060280.92
002970.SZ,20221028,20221028,20220930,2033911235.85,594797823.59,1439113412.26,1356120899.88,552047724.48
002970.SZ,20220817,20221110,20220630,2168609468.14,748402316.35,1420207151.79,1524893264.8,670160620.62
002970.SZ,20220817,20220817,20220630,2167166842.14,738784809.7,1428382032.44,1524893264.8,660543113.97
002970.SZ,20220428,20221110,20220331,2168877693.16,708295921.43,1460581771.73,1552231920.53,615015701.39
002970.SZ,20220428,20220428,20220331,2167687221.29,708117350.65,1459569870.64,1551041448.66,615015701.39
002970.SZ,20220428,20220428,20211231,2319273319.47,795533323.34,1523739996.13,1711853515.3,698259133.51
002970.SZ,20211022,20211022,20210930,2443944812.72,891126747.76,1552818064.96,1858672827.79,781788784.33
002970.SZ,20211022,20211022,20210930,2443944812.72,891126747.76,1552818064.96,1858672827.79,781788784.33
002970.SZ,20210818,20210818,20210630,2529742583.53,982663885.09,1547078698.44,1986031087.59,919308017.42
002970.SZ,20210421,20210421,20210331,2215777490.43,658618348.28,1557159142.15,1689202788.14,591717560.02
002970.SZ,20210421,20210421,20201231,2288841290.77,708074766.66,1580766524.11,1846436920.28,668028305.8
002970.SZ,20210421,20210421,20201231,2288841290.77,708074766.66,1580766524.11,1846436920.28,668028305.8
002970.SZ,20201023,20201023,20200930,2124078431.71,661762406.62,1462316025.09,1835334062.77,625969710.12
002970.SZ,20200818,20200818,20200630,2103178232.75,692870336.2,1410307896.55,1876504278.37,641825258.13
002970.SZ,20200818,20200818,20200630,2103178232.75,692870336.2,1410307896.55,1876504278.37,641825258.13
002970.SZ,20200420,20200420,20200331,2015769215.96,603727759.8,1412041456.16,1808186897.88,543338128.62
002970.SZ,20200420,20200420,20191231,2051273408.34,655269232.2,1396004176.14,1859136052.71,589813492.71
002970.SZ,20200420,20200420,20191231,2051273408.34,655269232.2,1396004176.14,1859136052.71,589813492.71
