ts_code,ann_date,f_ann_date,end_date,total_assets,total_liab,total_hldr_eqy_inc_min_int,total_cur_assets,total_cur_liab
002383.SZ,20260423,20260423,20260331,2934398358.85,1398968278.47,1535430080.38,2001592618.38,1002890027.36
002383.SZ,20260423,20260423,20260331,2934398358.85,1398968278.47,1535430080.38,2001592618.38,1002890027.36
002383.SZ,20260423,20260423,20251231,2958487787.07,1403370289.29,1555117497.78,2012546658.71,1030061144.6
002383.SZ,20251028,20251028,20250930,3013080892.7,1277606498.77,1735474393.93,2002949304.38,1009031395.4
002383.SZ,20250820,20250820,20250630,2939400791.83,1232826836.15,1706573955.68,1919446692.68,991026181.13
002383.SZ,20250418,20250418,20250331,3004482125.94,1300068336.66,1704413789.28,1980666183.58,1026181971.39
002383.SZ,20250418,20250418,20250331,3004482125.94,1300068336.66,1704413789.28,1980666183.58,1026181971.39
002383.SZ,20250418,20250418,20241231,3012244190.94,1317784744.62,1694459446.32,1987168603.78,1072786683.08
002383.SZ,20241029,20241029,20240930,3099399045.89,1217526770.92,1881872274.97,1664609721.2,981198538.03
002383.SZ,20240829,20240829,20240630,3210250399.55,1322494397.55,1887756002.0,1762577185.93,1074932313.71
002383.SZ,20240412,20240412,20240331,3686054185.3,1775341490.72,1910712694.58,2195362124.17,1482314438.41
002383.SZ,20240412,20240412,20231231,3781151599.07,1833695324.55,1947456274.52,2281312523.11,1546459979.43
002383.SZ,20240412,20240412,20231231,3781151599.07,1833695324.55,1947456274.52,2281312523.11,1546459979.43
002383.SZ,20231030,20231030,20230930,3796499581.33,2344816092.42,1451683488.91,2008796720.32,2080912075.36
002383.SZ,20230831,20230831,20230630,3970430212.61,2490096750.54,1480333462.07,2180277959.95,2209419497.62
002383.SZ,20230831,20230831,20230630,3970430212.61,2490096750.54,1480333462.07,2180277959.95,2209419497.62
002383.SZ,20230428,20230831,20230331,4488135159.45,3058914547.5,1429220611.95,2725422086.38,2795181528.44
002383.SZ,20230428,20230831,20221231,4543435000.26,3095514618.93,1447920381.33,2774167605.3,2822089503.61
002383.SZ,20230428,20230428,20221231,4543435000.26,3095514618.93,1447920381.33,2774167605.3,2822089503.61
002383.SZ,20221027,20221027,20220930,4951414729.69,3257229403.41,1694185326.28,3044792409.19,2988398789.49
002383.SZ,20220819,20220819,20220630,4928387638.83,3223301142.59,1705086496.24,2889874689.23,2333831388.79
002383.SZ,20220415,20220415,20220331,4923260578.49,3241002043.83,1682258534.66,2229038064.71,1319667624.77
002383.SZ,20220415,20230831,20211231,4986721883.21,3312781168.11,1673940715.1,2278521669.68,1386514087.77
002383.SZ,20220415,20220415,20211231,4986721883.21,3312781168.11,1673940715.1,2278521669.68,1386514087.77
002383.SZ,20211029,20211029,20210930,5213238271.25,3600118014.42,1613120256.83,2269842668.85,1632546248.2
002383.SZ,20211029,20211029,20210930,5213238271.25,3600118014.42,1613120256.83,2269842668.85,1632546248.2
002383.SZ,20210828,20210828,20210630,5181871757.5,3536867683.87,1645004073.63,2230348510.18,2132266018.78
002383.SZ,20210430,20210430,20210331,7201031504.48,5501314094.8,1699717409.68,4225026926.06,5068256639.99
002383.SZ,20210430,20230831,20201231,6835550968.18,5867142217.6,968408750.58,4136014437.33,5426898004.38
002383.SZ,20210430,20210430,20201231,7267130277.69,5483205505.24,1783924772.45,4232581147.43,5042961292.02
