ts_code,ann_date,f_ann_date,end_date,total_assets,total_liab,total_hldr_eqy_inc_min_int,total_cur_assets,total_cur_liab
002881.SZ,20260430,20260430,20260331,4408690788.4,1682547896.0,2726142892.4,3915642920.94,1652508057.97
002881.SZ,20260331,20260331,20251231,2967047960.36,1264571788.12,1702476172.24,2472262936.64,1232078219.8
002881.SZ,20251028,20251028,20250930,2850665992.24,1169339879.43,1681326112.81,2375527927.21,1143310299.81
002881.SZ,20250828,20250828,20250630,3004831909.42,1384010301.21,1620821608.21,2535297460.17,1359294245.88
002881.SZ,20250428,20250428,20250331,3091568762.56,1473357669.32,1618211093.24,2626743009.53,1450484683.81
002881.SZ,20250428,20250428,20241231,2759554563.51,1192441420.61,1567113142.9,2280611582.98,1167906628.6
002881.SZ,20241029,20241029,20240930,2334222615.7,808709201.2,1525513414.5,1866484505.92,783349131.96
002881.SZ,20240829,20240829,20240630,2377426105.95,915085824.27,1462340281.68,1862108601.46,880636617.06
002881.SZ,20240425,20240425,20240331,2594654426.19,1134173879.49,1460480546.7,2062717148.8,1096959715.49
002881.SZ,20240425,20240425,20240331,2594654426.19,1134173879.49,1460480546.7,2062717148.8,1096959715.49
002881.SZ,20240425,20240425,20231231,2144720838.93,664929628.7,1479791210.23,1605279673.59,624445905.74
002881.SZ,20240425,20240425,20231231,2144720838.93,664929628.7,1479791210.23,1605279673.59,624445905.74
002881.SZ,20231031,20231031,20230930,2169119789.09,685620133.34,1483499655.75,1645700794.05,637148075.88
002881.SZ,20230831,20230831,20230630,2154881799.32,711274836.54,1443606962.78,1638404812.13,631217918.41
002881.SZ,20230831,20230831,20230630,2154881799.32,711274836.54,1443606962.78,1638404812.13,631217918.41
002881.SZ,20230426,20230426,20230331,2458154338.61,1021833744.79,1436320593.82,1959641500.22,887155732.87
002881.SZ,20230426,20230426,20230331,2458154338.61,1021833744.79,1436320593.82,1959641500.22,887155732.87
002881.SZ,20230426,20230426,20221231,1726702270.63,906450710.23,820251560.4,1269537080.15,797453564.15
002881.SZ,20230426,20230426,20221231,1726702270.63,906450710.23,820251560.4,1269537080.15,797453564.15
002881.SZ,20221028,20221028,20220930,1824405317.96,1010227994.0,814177323.96,1395412376.13,906599102.73
002881.SZ,20220816,20220816,20220630,1603281356.52,843490222.16,759791134.36,1229488966.72,750868832.23
002881.SZ,20220428,20220428,20220331,1563805949.44,845071925.2,718734024.24,1273698260.03,810341279.91
002881.SZ,20220428,20220428,20220331,1563805949.44,845071925.2,718734024.24,1273698260.03,810341279.91
002881.SZ,20220428,20220428,20211231,1502593645.55,811278693.84,691314951.71,1206755765.1,774001612.46
002881.SZ,20211029,20211029,20210930,1355553892.69,710924326.83,644629565.86,1090255298.09,672002226.68
002881.SZ,20211029,20211029,20210930,1355553892.69,710924326.83,644629565.86,1090255298.09,672002226.68
002881.SZ,20210827,20210827,20210630,1356166941.14,761326844.8,594840096.34,1095584261.66,718164968.98
002881.SZ,20210428,20210428,20210331,996055375.72,428202671.43,567852704.29,830949210.55,426232421.26
002881.SZ,20210428,20210428,20210331,996055375.72,428202671.43,567852704.29,830949210.55,426232421.26
002881.SZ,20210428,20210428,20201231,978562546.53,396803081.01,581759465.52,812556810.2,394682420.53
002881.SZ,20210428,20210428,20201231,978562546.53,396803081.01,581759465.52,812556810.2,394682420.53
002881.SZ,20201030,20201030,20200930,931557098.0,370158256.03,561398841.97,823974228.96,367835877.84
002881.SZ,20200828,20200828,20200630,828287300.2,268348877.93,559938422.27,723600069.4,265877686.01
002881.SZ,20200828,20200828,20200630,828287300.2,268348877.93,559938422.27,723600069.4,265877686.01
002881.SZ,20200428,20200428,20200331,764675414.7,211161101.78,553514312.92,669826692.17,208528499.95
002881.SZ,20200428,20200428,20191231,784635782.57,235556312.23,549079470.34,695980488.56,232773300.09
002881.SZ,20200428,20200428,20191231,784635782.57,235556312.23,549079470.34,695980488.56,232773300.09
002881.SZ,20191025,20191025,20190930,842490186.82,302435923.25,540054263.57,785360463.21,300157021.38
002881.SZ,20190822,20190822,20190630,796537134.31,259678925.14,536858209.17,707839771.73,257238633.14
002881.SZ,20190426,20190426,20190331,794668867.76,259204752.57,535464115.19,704346440.21,256640613.22
002881.SZ,20190426,20190426,20190331,794668867.76,259204752.57,535464115.19,704346440.21,256640613.22
002881.SZ,20190426,20190426,20181231,897693727.43,368371198.2,529322529.23,807973089.59,365648896.41
002881.SZ,20190426,20190426,20181231,897693727.43,368371198.2,529322529.23,807973089.59,365648896.41
002881.SZ,20181026,20181026,20180930,981349366.52,470198645.85,511150720.67,888541003.55,467320342.42
002881.SZ,20181026,20181026,20180930,981349366.52,470198645.85,511150720.67,888541003.55,467320342.42
002881.SZ,20180828,20180828,20180630,829190130.72,328485619.11,500704511.61,734158376.15,325441345.81
002881.SZ,20180828,20180828,20180630,829190130.72,328485619.11,500704511.61,734158376.15,325441345.81
002881.SZ,20180427,20180427,20180331,811973727.4,308363032.83,503610694.57,716434694.48,305152789.66
002881.SZ,20180427,20180427,20171231,815281078.52,322100537.71,493180540.81,719263308.14,318724324.67
002881.SZ,20180427,20180427,20171231,815281078.52,322100537.71,493180540.81,719263308.14,318724324.67
002881.SZ,20171024,20171024,20170930,773468486.04,311356229.25,462112256.79,676213510.61,307023394.34
002881.SZ,20170825,20170825,20170630,712002270.33,258319915.94,453682354.39,614968808.95,253694765.22
002881.SZ,20170825,20170825,20170630,712002270.33,258319915.94,453682354.39,614968808.95,253694765.22
