ts_code,ann_date,f_ann_date,end_date,total_assets,total_liab,total_hldr_eqy_inc_min_int,total_cur_assets,total_cur_liab
300590.SZ,20260423,20260423,20260331,2215064733.55,326639989.43,1888424744.12,1734161666.89,315578303.05
300590.SZ,20260423,20260423,20251231,2173394752.48,336825692.87,1836569059.61,1685632970.34,327073169.41
300590.SZ,20251029,20251029,20250930,2042099072.28,218637942.4,1823461129.88,1650219023.06,203880022.97
300590.SZ,20250731,20250731,20250630,1963979077.42,171368509.07,1792610568.35,1566306668.34,162109207.95
300590.SZ,20250425,20250425,20250331,2051390529.15,179527966.25,1871862562.9,1675511892.91,175055036.58
300590.SZ,20250425,20250425,20250331,2051390529.15,179527966.25,1871862562.9,1675511892.91,175055036.58
300590.SZ,20250425,20250425,20241231,2097921042.13,236601943.44,1861319098.69,1715277527.03,233268256.42
300590.SZ,20241029,20241029,20240930,1982410522.42,150860959.48,1831549562.94,1599235349.15,142267349.89
300590.SZ,20240727,20240727,20240630,1943399586.66,150878746.6,1792520840.06,1559746231.45,143676191.16
300590.SZ,20240422,20240422,20240331,1972710459.89,175843233.96,1796867225.93,1578996013.04,164458782.02
300590.SZ,20240422,20240422,20231231,2027351048.48,261850064.18,1765500984.3,1630789304.57,256526403.99
300590.SZ,20240422,20240422,20231231,2027351048.48,261850064.18,1765500984.3,1630789304.57,256526403.99
300590.SZ,20231024,20231024,20230930,1994417108.88,257694345.96,1736722762.92,1594395238.74,245962501.03
300590.SZ,20230722,20230722,20230630,1950062556.78,251487279.34,1698575277.44,1550538515.71,241110433.75
300590.SZ,20230722,20230722,20230630,1950062556.78,251487279.34,1698575277.44,1550538515.71,241110433.75
300590.SZ,20230425,20230425,20230331,1951516188.58,242303587.05,1709212601.53,1549195621.54,230519433.92
300590.SZ,20230425,20230425,20230331,1951516188.58,242303587.05,1709212601.53,1549195621.54,230519433.92
300590.SZ,20230425,20230425,20221231,1959668301.02,272116817.8,1687551483.22,1548604732.18,262836394.34
300590.SZ,20230425,20230425,20221231,1959668301.02,272116817.8,1687551483.22,1548604732.18,262836394.34
300590.SZ,20221025,20221025,20220930,1938514498.14,281744971.09,1656769527.05,1526483750.92,270856456.86
300590.SZ,20220721,20220721,20220630,1952961875.76,359872763.75,1593089112.01,1549160627.66,347507509.2
300590.SZ,20220414,20220414,20220331,1886686231.81,317827921.09,1568858310.72,1490318791.07,314284639.23
300590.SZ,20220414,20220414,20211231,1966545999.81,420423334.9,1546122664.91,1560659601.87,417640158.53
300590.SZ,20211027,20211027,20210930,1816228941.51,320170182.71,1496058758.8,1422726721.75,317345497.57
300590.SZ,20211027,20211027,20210930,1816228941.51,320170182.71,1496058758.8,1422726721.75,317345497.57
300590.SZ,20210721,20210721,20210630,1434758854.58,310827019.79,1123931834.79,1040678723.12,307773168.8
300590.SZ,20210424,20210424,20210331,1331954895.53,230179074.92,1101775820.61,966154888.89,226960552.0
300590.SZ,20210424,20210424,20210331,1331954895.53,230179074.92,1101775820.61,966154888.89,226960552.0
300590.SZ,20210424,20210424,20201231,1263724870.47,186683562.14,1077041308.33,902528362.86,183035658.98
300590.SZ,20210424,20210424,20201231,1263724870.47,186683562.14,1077041308.33,902528362.86,183035658.98
300590.SZ,20201029,20201029,20200930,1164539507.55,119697101.62,1044842405.93,812094287.25,116626029.5
300590.SZ,20200828,20200828,20200630,1167463441.71,143528129.05,1023935312.66,826606948.46,140155595.84
300590.SZ,20200828,20200828,20200630,1167463441.71,143528129.05,1023935312.66,826606948.46,140155595.84
300590.SZ,20200428,20200428,20200331,1178935058.02,154459342.44,1024475715.58,863622885.13,151072804.27
300590.SZ,20200428,20200428,20191231,1186240714.54,181694690.74,1004546023.8,874954641.11,178380566.83
300590.SZ,20200428,20200428,20191231,1186240714.54,181694690.74,1004546023.8,874954641.11,178380566.83
300590.SZ,20191028,20191028,20190930,1088764043.08,159781012.01,928983031.07,775281244.28,156305113.04
300590.SZ,20190815,20190815,20190630,1049129441.65,158197217.33,890932224.32,733345592.01,154367189.59
300590.SZ,20190429,20190429,20190331,1060606690.13,167578750.09,893027940.04,740247912.36,160564469.01
300590.SZ,20190429,20190429,20190331,1060606690.13,167578750.09,893027940.04,740247912.36,160564469.01
300590.SZ,20190316,20190316,20181231,1061811736.57,197570041.88,864241694.69,812214801.82,190683427.3
300590.SZ,20190316,20190316,20181231,1061811736.57,197570041.88,864241694.69,812214801.82,190683427.3
300590.SZ,20181030,20181030,20180930,991379379.2,171469658.26,819909720.94,874418819.24,164789658.26
300590.SZ,20181030,20181030,20180930,991379379.2,171469658.26,819909720.94,874418819.24,164789658.26
300590.SZ,20180817,20180817,20180630,876716551.42,90636423.15,786080128.27,774281644.99,86236423.15
300590.SZ,20180817,20180817,20180630,876716551.42,90636423.15,786080128.27,774281644.99,86236423.15
300590.SZ,20180427,20180427,20180331,852791881.23,77696908.29,775094972.94,784869845.61,73296908.29
300590.SZ,20180228,20180228,20171231,881426335.12,112056054.34,769370280.78,872714860.79,107656054.34
300590.SZ,20180228,20180228,20171231,881426335.12,112056054.34,769370280.78,872714860.79,107656054.34
300590.SZ,20171030,20171030,20170930,788994324.39,55968940.68,733025383.71,779991130.38,53368940.68
300590.SZ,20170811,20170811,20170630,772681783.92,56038993.55,716642790.37,763901509.99,54038993.55
300590.SZ,20170811,20170811,20170630,772681783.92,56038993.55,716642790.37,763901509.99,54038993.55
300590.SZ,20170427,20170427,20170331,797231610.92,43517407.14,753714203.78,789248541.54,43517407.14
300590.SZ,20170418,20170418,20161231,276050851.26,73825502.72,202225348.54,267724068.48,73825502.72
300590.SZ,20170418,20170418,20161231,276050851.26,73825502.72,202225348.54,267724068.48,73825502.72
