ts_code,ann_date,f_ann_date,end_date,total_assets,total_liab,total_hldr_eqy_inc_min_int,total_cur_assets,total_cur_liab
002151.SZ,20260427,20260427,20260331,6232970186.68,1160480292.56,5072489894.12,2961414850.1,771639134.57
002151.SZ,20260326,20260326,20251231,6437963180.1,1379500991.89,5058462188.21,3139740409.88,985753335.75
002151.SZ,20251028,20251028,20250930,6562760017.32,1161251558.55,5401508458.77,3581899958.89,728150621.9
002151.SZ,20250828,20250828,20250630,6484560382.74,1113468461.56,5371091921.18,3520924856.73,688357189.37
002151.SZ,20250425,20250425,20250331,6022151553.36,799910847.14,5222240706.22,3328100030.86,569117010.61
002151.SZ,20250327,20250327,20241231,6170590517.85,915466094.1,5255124423.75,3442112576.87,684885473.16
002151.SZ,20241025,20241025,20240930,6317524592.16,790164614.35,5527359977.81,3526273071.46,631794778.05
002151.SZ,20240822,20240822,20240630,6351310709.49,826360597.99,5524950111.5,3545997701.59,669696709.56
002151.SZ,20240425,20240425,20240331,6389462360.67,766057324.75,5623405035.92,3558906656.55,598698242.85
002151.SZ,20240328,20240328,20231231,6493049653.1,881006569.22,5612043083.88,3628951266.03,685896645.3
002151.SZ,20240328,20240328,20231231,6493049653.1,881006569.22,5612043083.88,3628951266.03,685896645.3
002151.SZ,20231028,20231028,20230930,8468283297.14,2913136940.73,5555146356.41,5283524827.42,2330380730.84
002151.SZ,20230824,20230824,20230630,8390114752.73,2784370272.21,5605744480.52,5192049241.96,2190905051.62
002151.SZ,20230824,20230824,20230630,8390114752.73,2784370272.21,5605744480.52,5192049241.96,2190905051.62
002151.SZ,20230427,20230427,20230331,7588661610.42,2771131098.74,4817530511.68,4228903573.68,2080537418.91
002151.SZ,20230328,20230328,20221231,7608554050.9,2794668843.79,4813885207.11,4264474836.58,2222115388.54
002151.SZ,20230328,20230328,20221231,7608554050.9,2794668843.79,4813885207.11,4264474836.58,2222115388.54
002151.SZ,20221026,20221026,20220930,7244605489.02,2475348921.17,4769256567.85,3998672409.82,1850542756.04
002151.SZ,20221026,20221026,20220930,7244605489.02,2475348921.17,4769256567.85,3998672409.82,1850542756.04
002151.SZ,20220726,20220726,20220630,6889841321.96,2207560895.75,4682280426.21,3684042351.43,1623989936.04
002151.SZ,20220426,20220426,20220331,7020992550.59,2299286949.34,4721705601.25,3871958649.44,1935779870.51
