ts_code,ann_date,f_ann_date,end_date,total_assets,total_liab,total_hldr_eqy_inc_min_int,total_cur_assets,total_cur_liab
300183.SZ,20191023,20191023,20190930,3120301865.63,282349520.32,2837952345.31,2372018405.17,252224834.06
300183.SZ,20190830,20190830,20190630,3085842052.78,294195944.07,2791646108.71,2314654424.26,262810746.04
300183.SZ,20190427,20190427,20190331,3178457270.48,324275722.99,2854181547.49,2406803626.36,295319393.55
300183.SZ,20190427,20190427,20190331,3178457270.48,324275722.99,2854181547.49,2406803626.36,295319393.55
300183.SZ,20190329,20190329,20181231,3205321638.61,383021252.5,2822300386.11,2424880692.55,351885622.85
300183.SZ,20190329,20190329,20181231,3205321638.61,383021252.5,2822300386.11,2424880692.55,351885622.85
300183.SZ,20181027,20190531,20180930,3047389215.97,368815214.7,2678574001.27,2279073814.12,339225452.24
300183.SZ,20181027,20190531,20180930,3047389215.97,368815214.7,2678574001.27,2279073814.12,339225452.24
300183.SZ,20180817,20190531,20180630,2988484453.52,351641760.19,2636842693.33,2231352338.64,323528353.08
300183.SZ,20180817,20190531,20180630,2988484453.52,351641760.19,2636842693.33,2231352338.64,323528353.08
300183.SZ,20180424,20190531,20180331,3070737039.71,324971614.33,2745765425.38,2317393671.57,296209059.43
300183.SZ,20180424,20180424,20171231,3069897549.86,360861685.49,2709035864.37,2293904273.19,333005772.5
300183.SZ,20180424,20180424,20171231,3069897549.86,360861685.49,2709035864.37,2293904273.19,333005772.5
300183.SZ,20171023,20171023,20170930,2821845965.38,221620929.63,2600225035.75,2065256559.72,191786333.8
300183.SZ,20170731,20170731,20170630,2894675601.53,234968810.3,2659706791.23,2147399193.9,206016861.2
300183.SZ,20170731,20170731,20170630,2894675601.53,234968810.3,2659706791.23,2147399193.9,206016861.2
300183.SZ,20170426,20170426,20170331,2827963404.9,250976610.56,2576986794.34,2092536785.64,215068654.47
300183.SZ,20170426,20170426,20161231,2788928833.72,259376902.34,2529551931.38,2095210614.81,219528421.32
300183.SZ,20170426,20170426,20161231,2788928833.72,259376902.34,2529551931.38,2095210614.81,219528421.32
300183.SZ,20161027,20161027,20160930,2660984084.44,248072236.23,2412911848.21,1988302926.34,208416692.23
300183.SZ,20160728,20160728,20160630,2532111810.16,218451963.73,2313659846.43,1883660371.11,181012331.22
300183.SZ,20160728,20160728,20160630,2532111810.16,218451963.73,2313659846.43,1883660371.11,181012331.22
300183.SZ,20160426,20160426,20160331,2486935407.73,160571709.29,2326363698.44,1868743204.17,124817836.26
300183.SZ,20160426,20160426,20151231,2468890443.89,199900733.48,2268989710.41,1870526610.69,164717328.12
300183.SZ,20160426,20160426,20151231,2468890443.89,199900733.48,2268989710.41,1870526610.69,164717328.12
300183.SZ,20151023,20151023,20150930,2387732509.48,185766835.12,2201965674.36,1858839249.0,162064726.94
300183.SZ,20150731,20150731,20150630,2151540691.86,221189918.2,1930350773.66,1930635893.73,203532132.13
300183.SZ,20150424,20150424,20150331,2140008615.42,194315478.66,1945693136.76,1944448913.07,177399489.51
300183.SZ,20150424,20150424,20141231,2067371653.9,184434654.63,1882936999.27,1960701307.18,169033496.56
300183.SZ,20150424,20150424,20141231,2067371653.9,184434654.63,1882936999.27,1960701307.18,169033496.56
300183.SZ,20141024,20141024,20140930,1989967867.77,164363725.26,1825604142.51,1885681043.02,149754543.12
300183.SZ,20141024,20141024,20140930,1989967867.77,164363725.26,1825604142.51,1885681043.02,149754543.12
300183.SZ,20140815,20140815,20140630,1854574156.37,115449572.87,1739124583.5,1793107449.59,101281551.07
300183.SZ,20140425,20140425,20140331,1849326128.24,75475770.27,1773850357.97,1827666995.41,61670980.69
300183.SZ,20140425,20140425,20131231,1813429745.5,83247943.05,1730181802.45,1791457445.64,70218158.33
300183.SZ,20140425,20140425,20131231,1813429745.5,83247943.05,1730181802.45,1791457445.64,70218158.33
300183.SZ,20131025,20131025,20130930,1684785310.89,91579932.33,1593205378.56,1664285351.93,79648785.61
300183.SZ,20130823,20130823,20130630,1609560880.46,73182701.57,1536378178.89,1589183562.77,62457999.72
300183.SZ,20130823,20130823,20130630,1609560880.46,73182701.57,1536378178.89,1589183562.77,62457999.72
300183.SZ,20130419,20130419,20130331,1666368582.83,75239836.38,1591128746.45,1646206886.68,65163032.06
300183.SZ,20130419,20130419,20121231,1595933041.43,69192653.85,1526740387.58,1575548249.24,59863887.3
300183.SZ,20130419,20130419,20121231,1595933041.43,69192653.85,1526740387.58,1575548249.24,59863887.3
300183.SZ,20121023,20121023,20120930,1499921452.04,82542596.17,1417378855.87,1485031589.35,71470067.4
300183.SZ,20121023,20121023,20120930,1499921452.04,82542596.17,1417378855.87,1485031589.35,71470067.4
300183.SZ,20120724,20120724,20120630,1436205066.14,70086663.39,1366118402.75,1421198257.84,59979072.93
300183.SZ,20120724,20120724,20120630,1436205066.14,70086663.39,1366118402.75,1421198257.84,59979072.93
300183.SZ,20120416,20120416,20120331,1477618829.95,61703808.87,1415915021.08,1462484047.08,52628137.5
300183.SZ,20120329,20120329,20111231,1433199966.15,69772328.18,1363427637.97,1418776354.79,63333778.42
300183.SZ,20120329,20120329,20111231,1433199966.15,69772328.18,1363427637.97,1418776354.79,63333778.42
300183.SZ,20111018,20111018,20110930,1355706742.23,73417366.19,1282289376.04,1340947467.59,70238622.03
300183.SZ,20111018,20111018,20110930,1355706742.23,73417366.19,1282289376.04,1340947467.59,70238622.03
300183.SZ,20110824,20110824,20110630,1292963634.09,57973163.84,1234990470.25,1278292895.63,54794419.68
300183.SZ,20110418,20110418,20110331,1244600142.92,46886017.87,1197714125.05,1230005686.74,43604381.51
300183.SZ,20110331,20110331,20101231,220931920.23,33521508.13,187410412.1,207039066.12,31402345.35
300183.SZ,20110331,20110331,20101231,220931920.23,33521508.13,187410412.1,207039066.12,31402345.35
