ts_code,ann_date,f_ann_date,end_date,total_assets,total_liab,total_hldr_eqy_inc_min_int,total_cur_assets,total_cur_liab
002373.SZ,20260428,20260428,20260331,17778217648.37,5730965861.64,12047251786.73,10789174543.79,5464410864.59
002373.SZ,20260418,20260418,20251231,18150501382.05,6090886900.14,12059614481.91,11146819295.29,5805838579.51
002373.SZ,20251023,20251023,20250930,17943702642.09,6003580602.8,11940122039.29,10923981879.29,5745252547.03
002373.SZ,20250822,20250822,20250630,17780468854.08,5890016015.18,11890452838.9,10680603733.64,5639926939.8
002373.SZ,20250428,20250428,20250331,17742954703.2,5792451019.35,11950503683.85,10466087024.49,5507604166.87
002373.SZ,20250419,20250419,20241231,18511875423.07,6806166209.0,11705709214.07,11506983371.39,6562964566.01
002373.SZ,20241030,20241030,20240930,18534056740.5,5557047575.37,12977009165.13,10452374103.4,5282163019.02
002373.SZ,20240827,20240827,20240630,18524351574.04,5571743105.01,12952608469.03,10463341067.99,5324473722.83
002373.SZ,20240425,20240425,20240331,18707321091.88,5737628050.23,12969693041.65,10706551744.51,5512385227.13
002373.SZ,20240418,20240418,20231231,19710877296.73,6673207800.04,13037669496.69,11562250079.15,6359431616.18
002373.SZ,20240418,20240418,20231231,19710877296.73,6673207800.04,13037669496.69,11562250079.15,6359431616.18
002373.SZ,20231026,20231026,20230930,19157142615.7,6285895148.95,12871247466.75,10793611479.86,5885985995.08
002373.SZ,20230823,20230823,20230630,18789911471.47,5968326574.44,12821584897.03,10397582072.61,5584793661.73
002373.SZ,20230823,20230823,20230630,18789911471.47,5968326574.44,12821584897.03,10397582072.61,5584793661.73
002373.SZ,20230420,20230420,20230331,18521870251.22,5841788442.42,12680081808.8,10245131543.79,5272774761.58
002373.SZ,20230420,20230420,20221231,19357894340.1,6831844035.03,12526050305.07,11237157448.06,6376942033.33
002373.SZ,20230420,20230420,20221231,19357894340.1,6831844035.03,12526050305.07,11237157448.06,6376942033.33
002373.SZ,20221027,20221027,20220930,18688129551.27,5856906138.91,12831223412.36,10669561935.01,5390330273.1
002373.SZ,20220818,20220818,20220630,18656047899.58,5776458473.45,12879589426.13,10655927257.68,5279379587.22
002373.SZ,20220427,20220427,20220331,18472073723.73,5771506278.43,12700567445.3,10560664428.43,5460553529.72
002373.SZ,20220427,20220427,20220331,18472073723.73,5771506278.43,12700567445.3,10560664428.43,5460553529.72
002373.SZ,20220330,20220330,20211231,19679398469.64,6726147749.76,12953250719.88,11573180697.88,6273893601.46
002373.SZ,20220330,20220330,20211231,19679398469.64,6726147749.76,12953250719.88,11573180697.88,6273893601.46
002373.SZ,20211026,20211026,20210930,19710100310.61,6977359893.27,12732740417.34,11742818194.85,6185753517.96
002373.SZ,20211026,20211026,20210930,19710100310.61,6977359893.27,12732740417.34,11742818194.85,6185753517.96
002373.SZ,20210811,20210811,20210630,19426047424.76,6766164500.4,12659882924.36,11321939005.89,5940121500.48
002373.SZ,20210424,20210424,20210331,18500180774.08,6129136764.75,12371044009.33,10810477705.17,5314533202.72
002373.SZ,20210424,20210424,20210331,18500180774.08,6129136764.75,12371044009.33,10810477705.17,5314533202.72
002373.SZ,20210331,20210331,20201231,19383886359.48,7039691102.13,12344195257.35,11830438130.15,6516986803.78
002373.SZ,20210331,20210331,20201231,19383886359.48,7039691102.13,12344195257.35,11830438130.15,6516986803.78
002373.SZ,20201028,20201028,20200930,18198721354.76,6285365144.47,11913356210.29,11115575425.13,5869125684.83
002373.SZ,20200820,20200820,20200630,15594328148.85,5841101538.78,9753226610.07,9099999941.82,5434404846.15
002373.SZ,20200820,20200820,20200630,15594328148.85,5841101538.78,9753226610.07,9099999941.82,5434404846.15
002373.SZ,20200427,20200427,20200331,15838673442.39,6350200612.03,9488472830.36,9598538064.44,5970983963.77
