ts_code,ann_date,f_ann_date,end_date,total_assets,total_liab,total_hldr_eqy_inc_min_int,total_cur_assets,total_cur_liab
300098.SZ,20200428,20200428,20191231,7844889731.52,3294708227.56,4550181503.96,4578757243.88,2907321531.44
300098.SZ,20200428,20200428,20191231,7844889731.52,3294708227.56,4550181503.96,4578757243.88,2907321531.44
300098.SZ,20191030,20191030,20190930,9142738587.4,3324703140.83,5818035446.57,4487068472.05,2941283968.65
300098.SZ,20190830,20190830,20190630,8931829831.21,2991066053.31,5940763777.9,4364907668.88,2681840056.13
300098.SZ,20190427,20190427,20190331,8881948099.57,3064621202.39,5817326897.18,4528737722.42,2755731750.56
300098.SZ,20190427,20190427,20190331,8881948099.57,3064621202.39,5817326897.18,4528737722.42,2755731750.56
300098.SZ,20190419,20190419,20181231,8350188590.75,2671285125.93,5678903464.82,4282525506.69,2396601669.58
300098.SZ,20190419,20190419,20181231,8350188590.75,2671285125.93,5678903464.82,4282525506.69,2396601669.58
300098.SZ,20181024,20181024,20180930,8080535411.09,2511215905.97,5569319505.12,4186042438.27,2321230736.83
300098.SZ,20181024,20181024,20180930,8080535411.09,2511215905.97,5569319505.12,4186042438.27,2321230736.83
300098.SZ,20180830,20180830,20180630,7589418797.75,2155140567.87,5434278229.88,3894005004.85,1978517111.88
300098.SZ,20180830,20180830,20180630,7589418797.75,2155140567.87,5434278229.88,3894005004.85,1978517111.88
300098.SZ,20180425,20180425,20180331,7466068110.92,2191443907.0,5274624203.92,3877045355.67,2021630487.48
300098.SZ,20180425,20180425,20171231,7531845067.79,2377622062.79,5154223005.0,4276937675.3,2189729538.67
300098.SZ,20180425,20180425,20171231,7531845067.79,2377622062.79,5154223005.0,4276937675.3,2189729538.67
300098.SZ,20171030,20171030,20170930,5689557752.07,1568754713.13,4120803038.94,2984251770.89,1410704034.45
300098.SZ,20170829,20170829,20170630,5524369733.69,1476397376.43,4047972357.26,2981495361.43,1333257061.99
300098.SZ,20170829,20170829,20170630,5524369733.69,1476397376.43,4047972357.26,2981495361.43,1333257061.99
300098.SZ,20170426,20170426,20170331,4892053511.78,1000577484.48,3891476027.3,2587846498.69,892318660.42
300098.SZ,20170419,20170419,20161231,4830219193.47,1051172995.23,3779046198.24,2568410121.1,943282221.47
300098.SZ,20170419,20170419,20161231,4830219193.47,1051172995.23,3779046198.24,2568410121.1,943282221.47
300098.SZ,20161029,20161029,20160930,4531497264.58,893176217.32,3638321047.26,2377443616.15,833918641.64
300098.SZ,20160823,20160823,20160630,4391655717.46,827208886.91,3564446830.55,2326715062.32,771010702.82
300098.SZ,20160823,20160823,20160630,4391655717.46,827208886.91,3564446830.55,2326715062.32,771010702.82
300098.SZ,20160427,20160427,20160331,4326480616.14,829935143.6,3496545472.54,2250402002.0,780642900.75
300098.SZ,20160416,20160416,20151231,4295404979.04,868141159.69,3427263819.35,2214138156.23,817787706.57
300098.SZ,20160416,20160416,20151231,4295404979.04,868141159.69,3427263819.35,2214138156.23,817787706.57
300098.SZ,20151027,20151027,20150930,1832647186.71,827585983.67,1005061203.04,891225681.18,776002872.75
300098.SZ,20150826,20150826,20150630,1661717605.56,689568726.78,972148878.78,769004084.2,637985615.86
300098.SZ,20150427,20150427,20150331,1434680644.25,485506619.31,949174024.94,649611733.85,436755714.54
300098.SZ,20150401,20150401,20141231,1668885912.41,652079670.78,1016806241.63,852819148.41,602726912.86
300098.SZ,20150401,20150401,20141231,1668885912.41,652079670.78,1016806241.63,852819148.41,602726912.86
300098.SZ,20141028,20141028,20140930,1389049610.54,445245780.38,943803830.16,622297336.04,420293198.61
300098.SZ,20141028,20141028,20140930,1389049610.54,445245780.38,943803830.16,622297336.04,420293198.61
300098.SZ,20140729,20140729,20140630,1230172343.91,308857874.57,921314469.34,591573284.35,284225099.87
300098.SZ,20140422,20140422,20140331,1274277845.39,341493086.23,932784759.16,696658691.71,309774937.17
300098.SZ,20140422,20140422,20131231,1221816297.69,304140297.31,917676000.38,734142068.48,276799075.43
300098.SZ,20140422,20140422,20131231,1221816297.69,304140297.31,917676000.38,734142068.48,276799075.43
300098.SZ,20131024,20131024,20130930,1073920050.99,204865540.52,869054510.47,685026543.9,182828782.6
300098.SZ,20130726,20130726,20130630,1014747394.14,160388680.58,854358713.56,677533722.2,138351922.66
300098.SZ,20130726,20130726,20130630,1014747394.14,160388680.58,854358713.56,677533722.2,138351922.66
300098.SZ,20130419,20130419,20130331,955600811.16,150280558.31,805320252.85,699018935.09,128148999.54
300098.SZ,20130418,20130418,20121231,1015288787.14,183728412.22,831560374.92,743813051.76,161596853.45
300098.SZ,20130418,20130418,20121231,1015288787.14,183728412.22,831560374.92,743813051.76,161596853.45
300098.SZ,20121025,20121025,20120930,976885948.48,112819540.9,864066407.58,692552247.43,112819540.9
300098.SZ,20121025,20121025,20120930,976885948.48,112819540.9,864066407.58,692552247.43,112819540.9
300098.SZ,20120823,20120823,20120630,970846030.38,103969114.86,866876915.52,683261748.36,103969114.86
300098.SZ,20120823,20120823,20120630,970846030.38,103969114.86,866876915.52,683261748.36,103969114.86
300098.SZ,20120421,20120421,20120331,1018616788.15,133210989.21,885405798.94,732133194.47,133210989.21
300098.SZ,20120418,20120418,20111231,1034778439.84,151437387.03,883341052.81,745653332.58,151437387.03
300098.SZ,20120418,20120418,20111231,1034778439.84,151437387.03,883341052.81,745653332.58,151437387.03
300098.SZ,20111026,20111026,20110930,853566502.79,43978827.28,809587675.51,770662207.54,43978827.28
300098.SZ,20111026,20111026,20110930,853566502.79,43978827.28,809587675.51,770662207.54,43978827.28
300098.SZ,20110730,20110730,20110630,838511682.77,38233966.79,800277715.98,755395353.33,38233966.79
300098.SZ,20110423,20110423,20110331,860518000.69,46521973.2,813996027.49,776440647.88,46521973.2
300098.SZ,20110331,20110331,20101231,910997865.32,100493450.83,810504414.49,829467144.37,100493450.83
300098.SZ,20110331,20110331,20101231,910997865.32,100493450.83,810504414.49,829467144.37,100493450.83
300098.SZ,20101026,20101026,20100930,829591279.64,48961317.8,780629961.84,762443598.85,37444651.13
