ts_code,ann_date,f_ann_date,end_date,total_assets,total_liab,total_hldr_eqy_inc_min_int,total_cur_assets,total_cur_liab
300098.SZ,20260429,20260429,20260331,5065011218.74,2290483972.61,2774527246.13,3150123023.73,1887661797.71
300098.SZ,20260429,20260429,20260331,5065011218.74,2290483972.61,2774527246.13,3150123023.73,1887661797.71
300098.SZ,20260418,20260418,20251231,5033827884.33,2287664438.08,2746163446.25,3069733779.82,1880322498.76
300098.SZ,20251029,20251029,20250930,4970353620.48,2094001988.53,2876351631.95,2943021914.17,1713203703.04
300098.SZ,20251029,20251029,20250930,4970353620.48,2094001988.53,2876351631.95,2943021914.17,1713203703.04
300098.SZ,20250819,20250819,20250630,4945633865.98,2110821533.43,2834812332.55,2890089965.62,1717968204.01
300098.SZ,20250429,20250429,20250331,4842474348.65,2038963557.19,2803510791.46,2807336722.86,1642590828.4
300098.SZ,20250429,20250429,20250331,4842474348.65,2038963557.19,2803510791.46,2807336722.86,1642590828.4
300098.SZ,20250419,20250419,20241231,4941766093.87,2143697539.58,2798068554.29,2908302856.59,1744444646.55
300098.SZ,20241030,20241030,20240930,4997797748.91,1993318528.1,3004479220.81,2901442132.14,1593293665.4
300098.SZ,20241030,20241030,20240930,4997797748.91,1993318528.1,3004479220.81,2901442132.14,1593293665.4
300098.SZ,20240830,20240830,20240630,5038615649.45,1991694279.59,3046921369.86,2917721336.14,1590666285.02
300098.SZ,20240429,20240429,20240331,5045815228.38,1985826356.48,3059988871.9,3030301916.51,1592290371.31
300098.SZ,20240413,20240413,20231231,5224626711.18,2162640534.59,3061986176.59,3374119957.25,1788517020.91
300098.SZ,20240413,20240413,20231231,5224626711.18,2162640534.59,3061986176.59,3374119957.25,1788517020.91
300098.SZ,20231030,20231030,20230930,5108559096.18,2003896460.22,3104662635.96,3206503750.64,1663250194.27
300098.SZ,20230830,20230830,20230630,5182551200.48,2065100297.0,3117450903.48,3286793829.95,1772945816.31
300098.SZ,20230830,20230830,20230630,5182551200.48,2065100297.0,3117450903.48,3286793829.95,1772945816.31
300098.SZ,20230428,20230428,20230331,5238814724.51,2096221589.82,3142593134.69,3319419790.74,1822811731.4
300098.SZ,20230428,20230428,20230331,5238814724.51,2096221589.82,3142593134.69,3319419790.74,1822811731.4
300098.SZ,20230415,20230415,20221231,5336122714.44,2172344704.83,3163778009.61,3402324972.39,1942343238.83
300098.SZ,20230415,20230415,20221231,5336122714.44,2172344704.83,3163778009.61,3402324972.39,1942343238.83
300098.SZ,20221028,20221028,20220930,5417353688.04,2072221214.49,3345132473.55,3393777039.04,1794908659.94
300098.SZ,20221028,20221028,20220930,5417353688.04,2072221214.49,3345132473.55,3393777039.04,1794908659.94
300098.SZ,20220830,20220830,20220630,5533857293.31,2176965300.62,3356891992.69,3497341095.56,1954234922.85
300098.SZ,20220429,20220429,20220331,5629601313.4,2291311492.53,3338289820.87,3606050826.06,2121432783.89
300098.SZ,20220429,20220429,20220331,5629601313.4,2291311492.53,3338289820.87,3606050826.06,2121432783.89
300098.SZ,20220415,20220415,20211231,5906631658.4,2490631240.73,3416000417.67,3819832255.68,2301026408.24
300098.SZ,20211029,20211029,20210930,5613557034.3,2210705172.03,3402851862.27,3457162552.92,1932584111.03
300098.SZ,20211029,20211029,20210930,5613557034.3,2210705172.03,3402851862.27,3457162552.92,1932584111.03
300098.SZ,20210828,20210828,20210630,5735945815.95,2371574111.16,3364371704.79,3596748010.79,2065605459.9
300098.SZ,20210429,20210429,20210331,5914629783.92,2568265876.79,3346363907.13,3787158282.95,2221473322.07
300098.SZ,20210429,20210429,20210331,5914629783.92,2568265876.79,3346363907.13,3787158282.95,2221473322.07
300098.SZ,20210421,20210421,20201231,6208846936.15,2801928488.5,3406918447.65,4031886117.36,2461128978.46
300098.SZ,20210421,20210421,20201231,6208846936.15,2801928488.5,3406918447.65,4031886117.36,2461128978.46
300098.SZ,20201030,20201030,20200930,7008770883.54,2619626931.08,4389143952.46,3924581823.03,2216510463.45
300098.SZ,20200828,20200828,20200630,7176964244.4,2710468862.99,4466495381.41,4058526957.37,2278436850.29
300098.SZ,20200828,20200828,20200630,7176964244.4,2710468862.99,4466495381.41,4058526957.37,2278436850.29
300098.SZ,20200428,20200428,20200331,7187146112.43,2739701502.98,4447444609.45,4091786955.47,2365906983.07
