ts_code,firm,trade_date,rel,val_pct,log_mv,mom20,mom60,vol20,turn20,rev_cagr2,rev_cagr3,subtype,D,f_roe,f_roa,f_gross_margin,f_net_margin,f_op_margin,f_rd_intensity,f_ocf_to_rev,f_ocf_to_assets,f_fcf_to_rev,f_cash_to_assets,f_debt_to_assets,f_current_ratio,f_equity_mult,f_asset_turn,f_bps,f_rev_yoy,f_ni_yoy,f_rev_cagr2,f_rev_cagr3,f_rev_growth
002313.SZ,日海智能,20190417,-0.0750468988562405,0.6898352752109281,13.652859855078885,0.018317757009345792,0.15619694397283523,0.02722822018057851,2.1719999999999997,0.02078928499089172,0.07173300458325205,定增/再融资,1,5.0773,3.216,20.6016,4.0177,3.6762921828346826,3.950317415877101,-29.611315147545763,-12.674361404327634,-52.53703028609262,6.461537414757436,65.81009956028122,1.3069967221882377,2.924840339219851,0.4280242650883442,6.6587,10.454901947707818,51.21855309122401,2.078928499089172,7.173300458325205,7.173300458325205
300098.SZ,高新兴,20190419,-0.02283873120717106,0.4380510440835267,14.441643049518493,0.07614213193500974,0.5340086830842783,0.02771836756915312,3.3497549999999996,0.6506279565487623,0.488370579367827,分红/权益分派,1,10.1228,6.928,35.2123,15.3454,15.883728769501824,11.38933308267577,-4.3511805130822125,-1.8565483207376985,-10.601466808653798,14.042817827958528,31.99071610058174,1.786915848823766,1.470387486330457,0.4266769248381721,3.1713,59.26693623025257,32.15915729183405,65.06279565487623,48.8370579367827,48.8370579367827
300098.SZ,高新兴,20190422,-0.05189132374858707,0.1911832946635731,14.450097773458282,0.11820083683540017,0.5271428571420476,0.027910449331134325,3.338735,0.6506279565487623,0.488370579367827,股东增减持/限售流通,1,10.1228,6.928,35.2123,15.3454,15.883728769501824,11.38933308267577,-4.3511805130822125,-1.8565483207376985,-10.601466808653798,14.042817827958528,31.99071610058174,1.786915848823766,1.470387486330457,0.4266769248381721,3.1713,59.26693623025257,32.15915729183405,65.06279565487623,48.8370579367827,48.8370579367827
002313.SZ,日海智能,20190424,-0.06279994842562923,0.5222981116914424,13.514491947927098,-0.04662379421221863,0.026395499783643528,0.031710012488174705,2.4584,0.2778737136276068,0.15492653980307614,分红/权益分派,1,3.5711,2.849,17.6528,1.5791,1.9686166025579608,4.198104764259039,-18.465476236901505,-11.8530693183509,-34.30291708054971,5.531494558824022,70.11908971949818,1.2322896989089196,3.346618260998996,0.6419043390098796,6.5066,47.83963402126747,-29.72310826994568,27.78737136276068,15.492653980307614,15.492653980307614
300098.SZ,高新兴,20190424,-0.08497442950460991,0.1814385150812065,14.437862326687092,0.1478260869275958,0.5085714285519978,0.027802454810759658,3.3910849999999995,0.6506279565487623,0.488370579367827,定增/再融资,1,10.1228,6.928,35.2123,15.3454,15.883728769501824,11.38933308267577,-4.3511805130822125,-1.8565483207376985,-10.601466808653798,14.042817827958528,31.99071610058174,1.786915848823766,1.470387486330457,0.4266769248381721,3.1713,59.26693623025257,32.15915729183405,65.06279565487623,48.8370579367827,48.8370579367827
300638.SZ,广和通,20190424,-0.08337130548534326,0.772420009013069,13.47546886532793,0.04875000000000007,1.0657755891663738,0.04908096145855806,10.14753,,,股东增减持/限售流通,1,21.2549,12.7704,23.1944,6.9487,7.754126366870577,8.867351754864208,-0.7150592287138929,-0.8905888117135959,3.769833127179296,24.061384756028524,55.29406309326158,1.6644674915805384,2.2368393756876443,1.245475585729326,3.6997,121.74527930307192,97.90718382391243,,,121.74527930307192
300590.SZ,移为通信,20190426,-0.05620268825066525,0.7932141219624026,13.373982705865117,0.050382484832498076,0.4548776032151993,0.03900070404807329,5.615435,0.327696184947192,,control,0,15.2546,13.6699,46.4606,26.1644,27.076717296912843,14.150938746497111,20.065873964425236,8.999527710880631,-50.57303884988886,14.490362917537476,18.60688058678048,4.259493409157955,1.2286050801458586,0.4484991646432089,5.3517,31.391123893958262,28.535450386973604,32.7696184947192,,32.7696184947192
002869.SZ,金溢科技,20190426,0.2087041270742515,0.4111859140341792,12.702785146032898,0.35305528612997095,0.6239813736903377,0.04954742027826501,12.417125,,,业绩预告,1,2.1312,0.6557,38.3906,2.7497,2.6062731048846843,12.131297891945394,-4.647590461027687,-2.03104126918944,-33.35961916054988,29.22170581368904,27.687428449639683,2.809951757206834,1.382885407834756,0.4370095184205043,8.5649,-2.9859102475181087,-75.78881570420393,,,-2.9859102475181087
002869.SZ,金溢科技,20190426,0.2087041270742515,0.4111859140341792,12.702785146032898,0.35305528612997095,0.6239813736903377,0.04954742027826501,12.417125,,,分红/权益分派,1,2.1312,0.6557,38.3906,2.7497,2.6062731048846843,12.131297891945394,-4.647590461027687,-2.03104126918944,-33.35961916054988,29.22170581368904,27.687428449639683,2.809951757206834,1.382885407834756,0.4370095184205043,8.5649,-2.9859102475181087,-75.78881570420393,,,-2.9859102475181087
002881.SZ,美格智能,20190426,-0.059805436648078344,0.27260211106011933,12.744171075201072,-0.10685579196217498,-0.0089192025183632,0.029938658528476554,9.057425,,,分红/权益分派,1,1.1663,0.914,18.6304,3.3289,4.060061556186777,10.896687387076163,-11.141868849147428,-2.6152516555205736,24.05500156628875,16.59289971830417,32.61795737646578,2.74448549421994,1.4840749271835438,0.2347228899324812,2.9528,54.066389855418166,-17.10860824010849,,,54.066389855418166
300098.SZ,高新兴,20190429,-0.09492250694331389,0.165661252900232,14.324685145038977,0.004259850895641071,0.35488505741534127,0.03078431935193039,3.4532200000000004,0.6506279565487623,0.488370579367827,股权激励/员工持股,1,2.3659,1.758,32.0781,13.1314,13.058837548309448,8.897485687998586,-26.43449053456944,-3.007407884796488,-31.752598301999285,9.587666977149158,34.503930534545304,1.6433884471881934,1.5268091782628892,0.1137683315993391,3.2499,59.26693623025257,32.15915729183405,65.06279565487623,48.8370579367827,48.8370579367827
300552.SZ,万集科技,20190429,0.10029532412789373,0.8653968253968254,12.557278211653397,0.37787056367432137,0.7789757412398921,0.06236275529127159,11.595175000000001,0.04351601097886437,,业绩预告,1,-2.1395,-1.4568,27.1405,-13.8609,-16.54227028399026,13.745099326143103,-127.53625761972744,-12.341008194501898,-130.1284473616158,5.735771916737538,38.36818324545397,2.2908589147372416,1.6225385728650272,0.0967647038170028,6.8995,10.133300893745956,-82.6496802490282,4.351601097886437,,4.351601097886437
300638.SZ,广和通,20190429,-0.09599563784501862,0.6967102298332583,13.389648673708454,-0.10166666666666668,0.9444444444444444,0.050371624737412815,9.956949999999999,,,定增/再融资,1,8.182,4.626,26.2724,9.2614,10.91432348560094,9.100226425504207,33.93324259027549,13.504820789087074,23.960109934286145,25.32203541390054,52.88749539103308,1.753630172086254,2.122578725754414,0.3979820305459771,4.055,121.74527930307192,97.90718382391243,,,121.74527930307192
300638.SZ,广和通,20190430,-0.09651620565480716,0.6755295178008112,13.357983759064485,-0.15364667747163707,0.9485074626865673,0.048894042562091025,9.904245,,,股东增减持/限售流通,1,8.182,4.626,26.2724,9.2614,10.91432348560094,9.100226425504207,33.93324259027549,13.504820789087074,23.960109934286145,25.32203541390054,52.88749539103308,1.753630172086254,2.122578725754414,0.3979820305459771,4.055,121.74527930307192,97.90718382391243,,,121.74527930307192
300638.SZ,广和通,20190506,-0.0977191762548314,0.6403785488958991,13.25266579750356,-0.27334570191713037,0.7452655031563313,0.04861781597716126,9.811755,,,股东增减持/限售流通,1,8.182,4.626,26.2724,9.2614,10.91432348560094,9.100226425504207,33.93324259027549,13.504820789087074,23.960109934286145,25.32203541390054,52.88749539103308,1.753630172086254,2.122578725754414,0.3979820305459771,4.055,121.74527930307192,97.90718382391243,,,121.74527930307192
002881.SZ,美格智能,20190510,0.18971184291214732,0.24552547039926573,12.659130900080521,-0.207038391224863,0.009307737056428067,0.03770853421529554,7.1531400000000005,,,control,0,1.1663,0.914,18.6304,3.3289,4.060061556186777,10.896687387076163,-11.141868849147428,-2.6152516555205736,24.05500156628875,16.59289971830417,32.61795737646578,2.74448549421994,1.4840749271835438,0.2347228899324812,2.9528,54.066389855418166,-17.10860824010849,,,54.066389855418166
300552.SZ,万集科技,20190513,0.004818226645116462,0.8507936507936508,12.473978944515208,-0.11415025528811085,0.6546321525885561,0.0613217260186539,11.245365,0.04351601097886437,,股份回购(首发),1,-2.1395,-1.4568,27.1405,-13.8609,-16.54227028399026,13.745099326143103,-127.53625761972744,-12.341008194501898,-130.1284473616158,5.735771916737538,38.36818324545397,2.2908589147372416,1.6225385728650272,0.0967647038170028,6.8995,10.133300893745956,-82.6496802490282,4.351601097886437,,4.351601097886437
300098.SZ,高新兴,20190514,-0.15999251132533204,0.13410672853828307,14.22320538925776,-0.15223880595314765,0.15447154471107694,0.036665292336979655,3.064095,0.6506279565487623,0.488370579367827,股权激励/员工持股,1,2.3659,1.758,32.0781,13.1314,13.058837548309448,8.897485687998586,-26.43449053456944,-3.007407884796488,-31.752598301999285,9.587666977149158,34.503930534545304,1.6433884471881934,1.5268091782628892,0.1137683315993391,3.2499,59.26693623025257,32.15915729183405,65.06279565487623,48.8370579367827,48.8370579367827
300590.SZ,移为通信,20190517,-0.08661372972464079,0.6157725813846859,13.175151937324973,-0.23738317757009342,0.08800000000000008,0.044599094470076324,4.517670000000001,0.327696184947192,,control,0,3.0706,3.1217,42.4096,20.1266,22.546419580592,12.23460320344894,7.068204474635571,0.8933336851607703,18.99302942655533,16.72590238123581,15.800272773072896,4.61028468455183,1.1876523035578193,0.1263876403641859,5.5299,31.391123893958262,28.535450386973604,32.7696184947192,,32.7696184947192
300098.SZ,高新兴,20190520,-0.18902521217097484,0.11832946635730858,14.199451303235902,-0.21804511281519523,0.08616187988609592,0.034145871618877874,2.62714,0.6506279565487623,0.488370579367827,股东增减持/限售流通,1,2.3659,1.758,32.0781,13.1314,13.058837548309448,8.897485687998586,-26.43449053456944,-3.007407884796488,-31.752598301999285,9.587666977149158,34.503930534545304,1.6433884471881934,1.5268091782628892,0.1137683315993391,3.2499,59.26693623025257,32.15915729183405,65.06279565487623,48.8370579367827,48.8370579367827
002869.SZ,金溢科技,20190521,0.16942474872123311,0.7602278612118073,12.63800764771651,-0.11024157876828855,0.49599542334096114,0.05094301579187033,9.54408,,,control,0,2.1312,0.6557,38.3906,2.7497,2.6062731048846843,12.131297891945394,-4.647590461027687,-2.03104126918944,-33.35961916054988,29.22170581368904,27.687428449639683,2.809951757206834,1.382885407834756,0.4370095184205043,8.5649,-2.9859102475181087,-75.78881570420393,,,-2.9859102475181087
300638.SZ,广和通,20190523,0.014864802565841703,0.5601622352410996,13.196658160564931,-0.2587155963302752,0.3074433656957931,0.041786148768115865,8.933965,,,股权激励/员工持股,1,8.182,4.626,26.2724,9.2614,10.91432348560094,9.100226425504207,33.93324259027549,13.504820789087074,23.960109934286145,25.32203541390054,52.88749539103308,1.753630172086254,2.122578725754414,0.3979820305459771,4.055,121.74527930307192,97.90718382391243,,,121.74527930307192
002313.SZ,日海智能,20190528,-0.1802030050930138,0.7171554841301727,13.31602044386203,-0.1539799913005655,-0.22044088176352705,0.033871298320472955,1.41123,0.2778737136276068,0.15492653980307614,定增/再融资,1,0.3541,0.4942,15.0804,0.2546,0.7406523494552473,2.734026877045398,-30.03770425541421,-6.180430395545217,-30.275460404851984,2.708169236172051,69.98775980098017,1.2290675461548275,3.3319738658917544,0.2057557509386294,6.5297,47.83963402126747,-29.72310826994568,27.78737136276068,15.492653980307614,15.492653980307614
002881.SZ,美格智能,20190528,0.1615680335769928,0.30564479118861865,12.684736850985693,-0.13926499032882023,-0.06068601583113464,0.04108961442956585,7.384920000000001,,,control,0,1.1663,0.914,18.6304,3.3289,4.060061556186777,10.896687387076163,-11.141868849147428,-2.6152516555205736,24.05500156628875,16.59289971830417,32.61795737646578,2.74448549421994,1.4840749271835438,0.2347228899324812,2.9528,54.066389855418166,-17.10860824010849,,,54.066389855418166
300098.SZ,高新兴,20190528,-0.14415525090904702,0.12018561484918794,14.18978939234599,-0.16683518706441303,-0.08950276240277633,0.03568605130388744,2.21209,0.6506279565487623,0.488370579367827,股东增减持/限售流通,1,2.3659,1.758,32.0781,13.1314,13.058837548309448,8.897485687998586,-26.43449053456944,-3.007407884796488,-31.752598301999285,9.587666977149158,34.503930534545304,1.6433884471881934,1.5268091782628892,0.1137683315993391,3.2499,59.26693623025257,32.15915729183405,65.06279565487623,48.8370579367827,48.8370579367827
300098.SZ,高新兴,20190531,-0.17667700244677295,0.10580046403712297,14.155218048289541,-0.15767195765983621,-0.1403887689128963,0.03292461172193671,2.044755,0.6506279565487623,0.488370579367827,股东增减持/限售流通,1,2.3659,1.758,32.0781,13.1314,13.058837548309448,8.897485687998586,-26.43449053456944,-3.007407884796488,-31.752598301999285,9.587666977149158,34.503930534545304,1.6433884471881934,1.5268091782628892,0.1137683315993391,3.2499,59.26693623025257,32.15915729183405,65.06279565487623,48.8370579367827,48.8370579367827
300098.SZ,高新兴,20190603,-0.1843927017184419,0.09930394431554525,14.138751558419502,-0.07990599296700074,-0.19195046439990626,0.032877514104001845,2.021935,0.6506279565487623,0.488370579367827,股东增减持/限售流通,1,2.3659,1.758,32.0781,13.1314,13.058837548309448,8.897485687998586,-26.43449053456944,-3.007407884796488,-31.752598301999285,9.587666977149158,34.503930534545304,1.6433884471881934,1.5268091782628892,0.1137683315993391,3.2499,59.26693623025257,32.15915729183405,65.06279565487623,48.8370579367827,48.8370579367827
300552.SZ,万集科技,20190604,0.00894893074904124,0.8584126984126984,12.470266834663768,0.11264367816091947,0.23029994916115903,0.039460239870270974,7.627725,0.04351601097886437,,control,0,-2.1395,-1.4568,27.1405,-13.8609,-16.54227028399026,13.745099326143103,-127.53625761972744,-12.341008194501898,-130.1284473616158,5.735771916737538,38.36818324545397,2.2908589147372416,1.6225385728650272,0.0967647038170028,6.8995,10.133300893745956,-82.6496802490282,4.351601097886437,,4.351601097886437
300098.SZ,高新兴,20190605,-0.18729964510460548,0.09605568445475637,14.161479809481607,-0.0337756332858673,-0.21929824564989087,0.024800589982295562,1.975755,0.6506279565487623,0.488370579367827,股权激励/员工持股,1,2.3659,1.758,32.0781,13.1314,13.058837548309448,8.897485687998586,-26.43449053456944,-3.007407884796488,-31.752598301999285,9.587666977149158,34.503930534545304,1.6433884471881934,1.5268091782628892,0.1137683315993391,3.2499,59.26693623025257,32.15915729183405,65.06279565487623,48.8370579367827,48.8370579367827
002313.SZ,日海智能,20190605,-0.2763934534743392,0.7673764564081961,13.379755300245263,0.04855842185128978,-0.22562570041090768,0.02586762941135513,1.42,0.2778737136276068,0.15492653980307614,control,0,0.3541,0.4942,15.0804,0.2546,0.7406523494552473,2.734026877045398,-30.03770425541421,-6.180430395545217,-30.275460404851984,2.708169236172051,69.98775980098017,1.2290675461548275,3.3319738658917544,0.2057557509386294,6.5297,47.83963402126747,-29.72310826994568,27.78737136276068,15.492653980307614,15.492653980307614
002869.SZ,金溢科技,20190606,0.6183928182446222,0.7726566545831176,12.677007715849957,0.17097329888027568,0.2947619047619048,0.035944498343066254,9.186589999999999,,,control,0,2.1312,0.6557,38.3906,2.7497,2.6062731048846843,12.131297891945394,-4.647590461027687,-2.03104126918944,-33.35961916054988,29.22170581368904,27.687428449639683,2.809951757206834,1.382885407834756,0.4370095184205043,8.5649,-2.9859102475181087,-75.78881570420393,,,-2.9859102475181087
300098.SZ,高新兴,20190610,-0.2944205028831909,0.09327146171693736,14.167702604958675,-0.06496519719991267,-0.24743230625840484,0.025065173200381995,1.996995,0.6506279565487623,0.488370579367827,股东增减持/限售流通,1,2.3659,1.758,32.0781,13.1314,13.058837548309448,8.897485687998586,-26.43449053456944,-3.007407884796488,-31.752598301999285,9.587666977149158,34.503930534545304,1.6433884471881934,1.5268091782628892,0.1137683315993391,3.2499,59.26693623025257,32.15915729183405,65.06279565487623,48.8370579367827,48.8370579367827
300638.SZ,广和通,20190610,0.07766207098400704,0.5123929698062191,13.225928542865043,-0.046666666666666745,-0.21964529331514326,0.04265601473417079,9.284635,,,股东增减持/限售流通,1,8.182,4.626,26.2724,9.2614,10.91432348560094,9.100226425504207,33.93324259027549,13.504820789087074,23.960109934286145,25.32203541390054,52.88749539103308,1.753630172086254,2.122578725754414,0.3979820305459771,4.055,121.74527930307192,97.90718382391243,,,121.74527930307192
300638.SZ,广和通,20190611,0.12933370224196972,0.5245606128886886,13.265561018999929,0.010613457864572462,-0.2264825345247765,0.0390468872485457,9.073675,,,定增/再融资,1,8.182,4.626,26.2724,9.2614,10.91432348560094,9.100226425504207,33.93324259027549,13.504820789087074,23.960109934286145,25.32203541390054,52.88749539103308,1.753630172086254,2.122578725754414,0.3979820305459771,4.055,121.74527930307192,97.90718382391243,,,121.74527930307192
300638.SZ,广和通,20190613,0.11660653199317766,0.5953132041460117,13.280570681650493,-0.0008269588587969112,-0.1705852067959499,0.04070879661772573,9.407820000000001,,,股东增减持/限售流通,1,8.182,4.626,26.2724,9.2614,10.91432348560094,9.100226425504207,33.93324259027549,13.504820789087074,23.960109934286145,25.32203541390054,52.88749539103308,1.753630172086254,2.122578725754414,0.3979820305459771,4.055,121.74527930307192,97.90718382391243,,,121.74527930307192
002881.SZ,美格智能,20190614,-0.0876434596131701,0.46994033960532355,12.812210607279978,0.1640759930915372,-0.06734317343173435,0.045777764814184954,14.424519999999998,,,control,0,1.1663,0.914,18.6304,3.3289,4.060061556186777,10.896687387076163,-11.141868849147428,-2.6152516555205736,24.05500156628875,16.59289971830417,32.61795737646578,2.74448549421994,1.4840749271835438,0.2347228899324812,2.9528,54.066389855418166,-17.10860824010849,,,54.066389855418166
300098.SZ,高新兴,20190617,-0.23200959934871127,0.08816705336426914,14.090344462611696,-0.09466019420063265,-0.24722502522969791,0.02658740620873943,1.9484499999999998,0.6506279565487623,0.488370579367827,股东增减持/限售流通,1,2.3659,1.758,32.0781,13.1314,13.058837548309448,8.897485687998586,-26.43449053456944,-3.007407884796488,-31.752598301999285,9.587666977149158,34.503930534545304,1.6433884471881934,1.5268091782628892,0.1137683315993391,3.2499,59.26693623025257,32.15915729183405,65.06279565487623,48.8370579367827,48.8370579367827
300590.SZ,移为通信,20190620,-0.22438582286674744,0.5969738651994498,13.234622490923302,-0.006025824964132065,-0.1495212374171373,0.02882420926252074,3.4017749999999998,0.327696184947192,,股东增减持/限售流通,1,3.0706,3.1217,42.4096,20.1266,22.546419580592,12.23460320344894,7.068204474635571,0.8933336851607703,18.99302942655533,16.72590238123581,15.800272773072896,4.61028468455183,1.1876523035578193,0.1263876403641859,5.5299,31.391123893958262,28.535450386973604,32.7696184947192,,32.7696184947192
300552.SZ,万集科技,20190621,0.06038807983488925,0.8673015873015874,12.582709649545201,0.054517133956386354,0.38304392236976503,0.03441510408201401,6.12592,0.04351601097886437,,control,0,-2.1395,-1.4568,27.1405,-13.8609,-16.54227028399026,13.745099326143103,-127.53625761972744,-12.341008194501898,-130.1284473616158,5.735771916737538,38.36818324545397,2.2908589147372416,1.6225385728650272,0.0967647038170028,6.8995,10.133300893745956,-82.6496802490282,4.351601097886437,,4.351601097886437
002313.SZ,日海智能,20190624,-0.22303182409287722,0.7697870630775412,13.357315334261482,0.08164354322305223,-0.2170722286597142,0.024670188939352022,1.4222249999999999,0.2778737136276068,0.15492653980307614,control,0,0.3541,0.4942,15.0804,0.2546,0.7406523494552473,2.734026877045398,-30.03770425541421,-6.180430395545217,-30.275460404851984,2.708169236172051,69.98775980098017,1.2290675461548275,3.3319738658917544,0.2057557509386294,6.5297,47.83963402126747,-29.72310826994568,27.78737136276068,15.492653980307614,15.492653980307614
002869.SZ,金溢科技,20190625,0.39509116762048224,0.8451579492490937,12.979656302380462,0.23655913978494625,0.8539042821158691,0.035308329745591054,9.059105,,,control,0,2.1312,0.6557,38.3906,2.7497,2.6062731048846843,12.131297891945394,-4.647590461027687,-2.03104126918944,-33.35961916054988,29.22170581368904,27.687428449639683,2.809951757206834,1.382885407834756,0.4370095184205043,8.5649,-2.9859102475181087,-75.78881570420393,,,-2.9859102475181087
300098.SZ,高新兴,20190625,-0.1889739611565173,0.10440835266821345,14.151442084070759,-0.044578313270534964,-0.13804347826964114,0.025853908307666443,1.9553900000000002,0.6506279565487623,0.488370579367827,股权激励/员工持股,1,2.3659,1.758,32.0781,13.1314,13.058837548309448,8.897485687998586,-26.43449053456944,-3.007407884796488,-31.752598301999285,9.587666977149158,34.503930534545304,1.6433884471881934,1.5268091782628892,0.1137683315993391,3.2499,59.26693623025257,32.15915729183405,65.06279565487623,48.8370579367827,48.8370579367827
300638.SZ,广和通,20190626,0.07496112396181792,0.6273095989184317,13.340403860747376,0.11084650357220194,-0.09040950186137209,0.04002816246970413,9.274665,,,股东增减持/限售流通,1,8.182,4.626,26.2724,9.2614,10.91432348560094,9.100226425504207,33.93324259027549,13.504820789087074,23.960109934286145,25.32203541390054,52.88749539103308,1.753630172086254,2.122578725754414,0.3979820305459771,4.055,121.74527930307192,97.90718382391243,,,121.74527930307192
300590.SZ,移为通信,20190627,-0.09945325367245324,0.5745071068317286,13.243245711934978,-0.010198300283285944,-0.07834344500131873,0.027037102448297334,3.450255,0.327696184947192,,股东增减持/限售流通,1,3.0706,3.1217,42.4096,20.1266,22.546419580592,12.23460320344894,7.068204474635571,0.8933336851607703,18.99302942655533,16.72590238123581,15.800272773072896,4.61028468455183,1.1876523035578193,0.1263876403641859,5.5299,31.391123893958262,28.535450386973604,32.7696184947192,,32.7696184947192
300098.SZ,高新兴,20190701,-0.14948212050787324,0.10116009280742459,14.214597902841847,0.061178257583372586,-0.154456563531441,0.025997953501545067,1.9693150000000004,0.6506279565487623,0.488370579367827,股东增减持/限售流通,1,2.3659,1.758,32.0781,13.1314,13.058837548309448,8.897485687998586,-26.43449053456944,-3.007407884796488,-31.752598301999285,9.587666977149158,34.503930534545304,1.6433884471881934,1.5268091782628892,0.1137683315993391,3.2499,59.26693623025257,32.15915729183405,65.06279565487623,48.8370579367827,48.8370579367827
002881.SZ,美格智能,20190702,0.06743701549579648,0.5511702615878844,12.964239495519784,0.13664896185417663,0.0212581344902385,0.04888103090192259,16.610985,,,control,0,1.1663,0.914,18.6304,3.3289,4.060061556186777,10.896687387076163,-11.141868849147428,-2.6152516555205736,24.05500156628875,16.59289971830417,32.61795737646578,2.74448549421994,1.4840749271835438,0.2347228899324812,2.9528,54.066389855418166,-17.10860824010849,,,54.066389855418166
300098.SZ,高新兴,20190709,-0.2133148651074906,0.09048723897911833,14.12165179029624,-0.07373681438710455,-0.25269445899792675,0.031031279981332566,2.0502499999999997,0.6506279565487623,0.488370579367827,股权激励/员工持股,1,2.3659,1.758,32.0781,13.1314,13.058837548309448,8.897485687998586,-26.43449053456944,-3.007407884796488,-31.752598301999285,9.587666977149158,34.503930534545304,1.6433884471881934,1.5268091782628892,0.1137683315993391,3.2499,59.26693623025257,32.15915729183405,65.06279565487623,48.8370579367827,48.8370579367827
300552.SZ,万集科技,20190709,-0.02365656012419522,0.8952380952380953,12.78616282723301,0.3160190325138781,0.21043034281546324,0.04288902301023099,9.02779,0.04351601097886437,,业绩预告,1,-2.1395,-1.4568,27.1405,-13.8609,-16.54227028399026,13.745099326143103,-127.53625761972744,-12.341008194501898,-130.1284473616158,5.735771916737538,38.36818324545397,2.2908589147372416,1.6225385728650272,0.0967647038170028,6.8995,10.133300893745956,-82.6496802490282,4.351601097886437,,4.351601097886437
002869.SZ,金溢科技,20190712,0.08897644572372018,0.8969445882962196,13.196912994875541,0.4471518987341774,0.43444165621079045,0.04316740402111623,16.95028,,,业绩预告,1,2.1312,0.6557,38.3906,2.7497,2.6062731048846843,12.131297891945394,-4.647590461027687,-2.03104126918944,-33.35961916054988,29.22170581368904,27.687428449639683,2.809951757206834,1.382885407834756,0.4370095184205043,8.5649,-2.9859102475181087,-75.78881570420393,,,-2.9859102475181087
300098.SZ,高新兴,20190712,-0.22147963096968615,0.08584686774941995,14.0819114616915,-0.025381511230833653,-0.2804130029429813,0.03006533094014212,1.924815,0.6506279565487623,0.488370579367827,股权激励/员工持股,1,2.3659,1.758,32.0781,13.1314,13.058837548309448,8.897485687998586,-26.43449053456944,-3.007407884796488,-31.752598301999285,9.587666977149158,34.503930534545304,1.6433884471881934,1.5268091782628892,0.1137683315993391,3.2499,59.26693623025257,32.15915729183405,65.06279565487623,48.8370579367827,48.8370579367827
300098.SZ,高新兴,20190715,-0.2661182853467571,0.0839907192575406,14.046144237779433,-0.043237629291717705,-0.34398462452932266,0.025698912717192247,1.8022599999999998,0.6506279565487623,0.488370579367827,业绩预告,1,2.3659,1.758,32.0781,13.1314,13.058837548309448,8.897485687998586,-26.43449053456944,-3.007407884796488,-31.752598301999285,9.587666977149158,34.503930534545304,1.6433884471881934,1.5268091782628892,0.1137683315993391,3.2499,59.26693623025257,32.15915729183405,65.06279565487623,48.8370579367827,48.8370579367827
300590.SZ,移为通信,20190715,-0.23042429699423772,0.6061439706556625,13.147821043608001,-0.04796163069544368,-0.25794392523364484,0.030127583206523242,3.990475,0.327696184947192,,业绩预告,1,3.0706,3.1217,42.4096,20.1266,22.546419580592,12.23460320344894,7.068204474635571,0.8933336851607703,18.99302942655533,16.72590238123581,15.800272773072896,4.61028468455183,1.1876523035578193,0.1263876403641859,5.5299,31.391123893958262,28.535450386973604,32.7696184947192,,32.7696184947192
300638.SZ,广和通,20190715,-0.037911413295184576,0.6931050022532672,13.502181919493202,0.32280701754385976,-0.10077519379844957,0.03958353714140914,9.707510000000001,,,业绩预告,1,8.182,4.626,26.2724,9.2614,10.91432348560094,9.100226425504207,33.93324259027549,13.504820789087074,23.960109934286145,25.32203541390054,52.88749539103308,1.753630172086254,2.122578725754414,0.3979820305459771,4.055,121.74527930307192,97.90718382391243,,,121.74527930307192
002313.SZ,日海智能,20190715,-0.1676135661269493,0.5612695861791884,13.193082757616981,-0.11840082009226038,-0.375,0.03809611312221388,2.32949,0.2778737136276068,0.15492653980307614,业绩预告,1,0.3541,0.4942,15.0804,0.2546,0.7406523494552473,2.734026877045398,-30.03770425541421,-6.180430395545217,-30.275460404851984,2.708169236172051,69.98775980098017,1.2290675461548275,3.3319738658917544,0.2057557509386294,6.5297,47.83963402126747,-29.72310826994568,27.78737136276068,15.492653980307614,15.492653980307614
603236.SH,移远通信,20190716,1.0543582431683027,,13.243080203064924,,,,,,,control,0,,,,,,,,,,,,,,,,,,,,
002881.SZ,美格智能,20190718,0.43196663812235053,0.5199632859109683,12.889281544564357,0.08819133034379667,-0.004103967168262779,0.034920299168705024,13.726569999999999,,,control,0,1.1663,0.914,18.6304,3.3289,4.060061556186777,10.896687387076163,-11.141868849147428,-2.6152516555205736,24.05500156628875,16.59289971830417,32.61795737646578,2.74448549421994,1.4840749271835438,0.2347228899324812,2.9528,54.066389855418166,-17.10860824010849,,,54.066389855418166
002313.SZ,日海智能,20190725,-0.1555843057083172,0.5536359983929289,13.229055805672623,-0.09767206477732793,-0.2261284722222222,0.034799755582457646,2.293205,0.2778737136276068,0.15492653980307614,定增/再融资,1,0.3541,0.4942,15.0804,0.2546,0.7406523494552473,2.734026877045398,-30.03770425541421,-6.180430395545217,-30.275460404851984,2.708169236172051,69.98775980098017,1.2290675461548275,3.3319738658917544,0.2057557509386294,6.5297,47.83963402126747,-29.72310826994568,27.78737136276068,15.492653980307614,15.492653980307614
300098.SZ,高新兴,20190725,-0.25468520474381817,0.0728538283062645,14.065562323677764,-0.10455104552889649,-0.2596747474669979,0.02671508433369094,1.725205,0.6506279565487623,0.488370579367827,股东增减持/限售流通,1,2.3659,1.758,32.0781,13.1314,13.058837548309448,8.897485687998586,-26.43449053456944,-3.007407884796488,-31.752598301999285,9.587666977149158,34.503930534545304,1.6433884471881934,1.5268091782628892,0.1137683315993391,3.2499,59.26693623025257,32.15915729183405,65.06279565487623,48.8370579367827,48.8370579367827
