ts_code,firm,trade_date,rel,val_pct,log_mv,mom20,mom60,vol20,turn20,rev_cagr2,rev_cagr3,subtype,D,f_roe,f_roa,f_gross_margin,f_net_margin,f_op_margin,f_rd_intensity,f_ocf_to_rev,f_ocf_to_assets,f_fcf_to_rev,f_cash_to_assets,f_debt_to_assets,f_current_ratio,f_equity_mult,f_asset_turn,f_bps,f_rev_yoy,f_ni_yoy,f_rev_cagr2,f_rev_cagr3,f_rev_growth
300098.SZ,高新兴,20101101,-0.1583643240284791,0.28723897911832946,12.402888648474582,0.0016882386043894915,-0.11990111248454882,0.019935694560251103,3.62205,,,control,0,2.3014404414677467,2.165612643348446,,18.89832986805081,9.06688906520684,,-78.16603804515418,-8.957265613043349,-97.90280844048594,70.72963816526938,5.901860229442948,20.36188282814961,1.0627202646495846,0.114592805738331,,,,,,
002313.SZ,日海智能,20101104,0.06783583386433412,0.4471675371635195,13.106233995474446,0.21511484317115337,0.27725856697819307,0.02108852231400068,5.26927,,,control,0,7.975861738572092,5.40498872988602,,11.99033935838807,13.44959344785502,,-1.6487048801653648,-0.7432009244982593,-6.015632111043699,42.7133888952691,32.23316919165066,2.87998538230118,1.475648171932504,0.4507786283884332,,,,,,
300098.SZ,高新兴,20101117,-0.2180510959095352,0.37215777262180977,12.434409090403575,0.06338639652677291,-0.04322916666666665,0.026016507091961055,7.986985,,,control,0,2.3014404414677467,2.165612643348446,,18.89832986805081,9.06688906520684,,-78.16603804515418,-8.957265613043349,-97.90280844048594,70.72963816526938,5.901860229442948,20.36188282814961,1.0627202646495846,0.114592805738331,,,,,,
002313.SZ,日海智能,20101122,0.2383409108894362,0.5162715950180795,13.274225726713574,0.3863744640304907,0.4423791821561338,0.03204718201695626,6.747275,,,control,0,7.975861738572092,5.40498872988602,,11.99033935838807,13.44959344785502,,-1.6487048801653648,-0.7432009244982593,-6.015632111043699,42.7133888952691,32.23316919165066,2.87998538230118,1.475648171932504,0.4507786283884332,,,,,,
300098.SZ,高新兴,20101203,-0.046267171194917855,0.35359628770301627,12.429771242777885,0.06804906542056077,-0.017199677506046784,0.029896252281164205,9.89375,,,control,0,2.3014404414677467,2.165612643348446,,18.89832986805081,9.06688906520684,,-78.16603804515418,-8.957265613043349,-97.90280844048594,70.72963816526938,5.901860229442948,20.36188282814961,1.0627202646495846,0.114592805738331,,,,,,
002313.SZ,日海智能,20101208,0.037093484930518006,0.6657292085174769,13.288894248291959,0.17368839427662963,0.37476722532588447,0.04184574544038821,5.693025,,,control,0,7.975861738572092,5.40498872988602,,11.99033935838807,13.44959344785502,,-1.6487048801653648,-0.7432009244982593,-6.015632111043699,42.7133888952691,32.23316919165066,2.87998538230118,1.475648171932504,0.4507786283884332,,,,,,
300098.SZ,高新兴,20101222,0.04029129001553189,0.3888631090487239,12.463116628519437,-0.04035532994923863,0.09753265602322214,0.01671830248937567,5.50812,,,control,0,2.3014404414677467,2.165612643348446,,18.89832986805081,9.06688906520684,,-78.16603804515418,-8.957265613043349,-97.90280844048594,70.72963816526938,5.901860229442948,20.36188282814961,1.0627202646495846,0.114592805738331,,,,,,
002313.SZ,日海智能,20101224,-0.09010348583878003,0.6657292085174769,13.296316684527767,0.056650683715148364,0.4382402707275803,0.03337365172196835,4.07876,,,control,0,7.975861738572092,5.40498872988602,,11.99033935838807,13.44959344785502,,-1.6487048801653648,-0.7432009244982593,-6.015632111043699,42.7133888952691,32.23316919165066,2.87998538230118,1.475648171932504,0.4507786283884332,,,,,,
300098.SZ,高新兴,20110110,-0.022873967495416814,0.274245939675174,12.364229575324831,-0.06164383561643838,-0.011544011544011523,0.015736559592140723,3.461495,,,control,0,2.3014404414677467,2.165612643348446,,18.89832986805081,9.06688906520684,,-78.16603804515418,-8.957265613043349,-97.90280844048594,70.72963816526938,5.901860229442948,20.36188282814961,1.0627202646495846,0.114592805738331,,,,,,
002313.SZ,日海智能,20110112,0.034699822851102735,0.5520289272800322,13.22564172685783,-0.12167300380228141,0.3859999999999999,0.025708262317118216,2.9328,,,control,0,7.975861738572092,5.40498872988602,,11.99033935838807,13.44959344785502,,-1.6487048801653648,-0.7432009244982593,-6.015632111043699,42.7133888952691,32.23316919165066,2.87998538230118,1.475648171932504,0.4507786283884332,,,,,,
300098.SZ,高新兴,20110126,-0.19761428320140717,0.2060324825986079,12.280530556448184,-0.10511363636363635,-0.1151685393258427,0.013949434753842832,1.7508399999999997,,,control,0,2.3014404414677467,2.165612643348446,,18.89832986805081,9.06688906520684,,-78.16603804515418,-8.957265613043349,-97.90280844048594,70.72963816526938,5.901860229442948,20.36188282814961,1.0627202646495846,0.114592805738331,,,,,,
002313.SZ,日海智能,20110128,0.09570868610849792,0.4371233427079148,13.106233995474446,-0.13502109704641352,0.0,0.024776174903961702,2.202725,,,control,0,7.975861738572092,5.40498872988602,,11.99033935838807,13.44959344785502,,-1.6487048801653648,-0.7432009244982593,-6.015632111043699,42.7133888952691,32.23316919165066,2.87998538230118,1.475648171932504,0.4507786283884332,,,,,,
002313.SZ,日海智能,20110223,-0.1573128252476078,0.6412213740458015,13.291768542265057,0.13163928162017569,0.014386025004281544,0.03029717433420273,2.8379849999999998,,,业绩快报,1,7.975861738572092,5.40498872988602,,11.99033935838807,13.44959344785502,,-1.6487048801653648,-0.7432009244982593,-6.015632111043699,42.7133888952691,32.23316919165066,2.87998538230118,1.475648171932504,0.4507786283884332,,,,,,
300098.SZ,高新兴,20110225,0.11237699853546435,0.23758700696055685,12.314855298989258,0.012422360248447228,-0.18234261349385494,0.0134983743533534,1.312205,,,业绩快报,1,2.3014404414677467,2.165612643348446,,18.89832986805081,9.06688906520684,,-78.16603804515418,-8.957265613043349,-97.90280844048594,70.72963816526938,5.901860229442948,20.36188282814961,1.0627202646495846,0.114592805738331,,,,,,
002313.SZ,日海智能,20110330,0.038460594909537016,0.45761349939734836,13.081541382884074,-0.13808583228586824,-0.09943714821763605,0.020123374296220624,1.6728650000000003,,,分红/权益分派,1,10.858171723650036,7.014805945153688,,11.178536335382026,12.47869656065962,,7.589951212897351,4.762880693346088,-0.1945257028763116,40.07224939364325,35.39606737039502,2.5976049822468865,1.5478933855827637,0.6275245465679257,,31.613618868070503,38.92108305461895,,,31.613618868070503
300098.SZ,高新兴,20110331,-0.0430151456058242,0.2148491879350348,12.260327849130665,-0.03350031308703827,-0.1316455696202532,0.014094336600279178,2.4538699999999998,,,分红/权益分派,1,4.99477619199315,4.443795432580937,,22.20659569581781,14.547378800602608,,-14.75860935458817,-2.9533676273269007,-51.60811199799677,63.17687151306705,11.0311400998399,8.253942296928088,1.1239887766598216,0.2001115116180478,,,,,,
300098.SZ,高新兴,20110411,0.013491401349587151,0.5382830626450116,12.271601925703882,-0.051063829787234116,-0.11180654338549079,0.015887202418819184,2.4455149999999994,,,control,0,4.99477619199315,4.443795432580937,,22.20659569581781,14.547378800602608,,-14.75860935458817,-2.9533676273269007,-51.60811199799677,63.17687151306705,11.0311400998399,8.253942296928088,1.1239887766598216,0.2001115116180478,,,,,,
002313.SZ,日海智能,20110413,-0.068021867520762,0.27360385697067097,13.072752876850995,-0.13929088277858181,-0.14654708520179371,0.020817268931515323,1.55319,,,control,0,10.858171723650036,7.014805945153688,,11.178536335382026,12.47869656065962,,7.589951212897351,4.762880693346088,-0.1945257028763116,40.07224939364325,35.39606737039502,2.5976049822468865,1.5478933855827637,0.6275245465679257,,31.613618868070503,38.92108305461895,,,31.613618868070503
300098.SZ,高新兴,20110428,0.1099116883116883,0.46821345707656614,12.1152065760228,-0.20011983223487118,-0.15049315940184538,0.014919424351252961,1.461395,,,control,0,0.4289471793574441,0.4057571134131157,,9.19232338558145,-4.736844365632602,,-121.86306285432562,-5.379141109527509,-166.06933595072385,58.73039708114882,5.406275425115651,16.689761729195098,1.0571525801464328,0.0441408658500377,,,,,,
002313.SZ,日海智能,20110503,-0.12098375037875853,0.22539172358376858,12.992026875676325,-0.08562499999999995,-0.058154506437768205,0.025965138778155213,1.29325,,,control,0,1.2698643711843218,0.8513404199748218,,7.497404288302182,8.767076322076733,,-56.49168516275195,-6.414707427019874,-63.32935423646365,33.868344899589964,32.95816157273311,2.766929621155775,1.4916058739721036,0.1135513555408936,,31.613618868070503,38.92108305461895,,,31.613618868070503
300098.SZ,高新兴,20110518,0.0935263674079928,0.5587006960556845,12.282972018098167,0.026894308943089307,-0.06020833333333342,0.026679886157331422,1.5245250000000001,,,control,0,0.4289471793574441,0.4057571134131157,,9.19232338558145,-4.736844365632602,,-121.86306285432562,-5.379141109527509,-166.06933595072385,58.73039708114882,5.406275425115651,16.689761729195098,1.0571525801464328,0.0441408658500377,,,,,,
002313.SZ,日海智能,20110519,-0.09931189419617636,0.24628364805142627,12.995665724358371,-0.03946794592237246,-0.2161921708185054,0.028873347829741373,0.900955,,,control,0,1.2698643711843218,0.8513404199748218,,7.497404288302182,8.767076322076733,,-56.49168516275195,-6.414707427019874,-63.32935423646365,33.868344899589964,32.95816157273311,2.766929621155775,1.4916058739721036,0.1135513555408936,,31.613618868070503,38.92108305461895,,,31.613618868070503
300098.SZ,高新兴,20110603,0.013280165695129575,0.5187935034802784,12.246070556586906,0.10625227190112696,-0.051340399002493764,0.02380119909698486,1.9276849999999999,,,control,0,0.4289471793574441,0.4057571134131157,,9.19232338558145,-4.736844365632602,,-121.86306285432562,-5.379141109527509,-166.06933595072385,58.73039708114882,5.406275425115651,16.689761729195098,1.0571525801464328,0.0441408658500377,,,,,,
002313.SZ,日海智能,20110607,-0.052719949452649795,0.22659702691844114,12.950625614150018,-0.0687748783724016,-0.21553651266766016,0.018511653488625334,0.643395,,,control,0,1.2698643711843218,0.8513404199748218,,7.497404288302182,8.767076322076733,,-56.49168516275195,-6.414707427019874,-63.32935423646365,33.868344899589964,32.95816157273311,2.766929621155775,1.4916058739721036,0.1135513555408936,,31.613618868070503,38.92108305461895,,,31.613618868070503
300098.SZ,高新兴,20110622,-0.13292114008179956,0.5559164733178654,12.319751269601465,-0.0015847860538826808,-0.02962085308056872,0.01806276190321172,0.942575,,,control,0,0.4289471793574441,0.4057571134131157,,9.19232338558145,-4.736844365632602,,-121.86306285432562,-5.379141109527509,-166.06933595072385,58.73039708114882,5.406275425115651,16.689761729195098,1.0571525801464328,0.0441408658500377,,,,,,
002313.SZ,日海智能,20110623,0.1326998689384009,0.18280433909200483,12.89043132005704,-0.055952380952380976,-0.2380860876249039,0.017632024182327864,0.610505,,,control,0,1.2698643711843218,0.8513404199748218,,7.497404288302182,8.767076322076733,,-56.49168516275195,-6.414707427019874,-63.32935423646365,33.868344899589964,32.95816157273311,2.766929621155775,1.4916058739721036,0.1135513555408936,,31.613618868070503,38.92108305461895,,,31.613618868070503
300098.SZ,高新兴,20110708,-0.07366525847662075,0.5976798143851508,12.333153125688481,0.07991543340380547,0.06348494554772577,0.014326489285940925,0.781095,,,control,0,0.4289471793574441,0.4057571134131157,,9.19232338558145,-4.736844365632602,,-121.86306285432562,-5.379141109527509,-166.06933595072385,58.73039708114882,5.406275425115651,16.689761729195098,1.0571525801464328,0.0441408658500377,,,,,,
002313.SZ,日海智能,20110711,0.06487956835646724,0.26436319807151465,13.017002861746503,0.10510805500982312,-0.05422446406052961,0.019990380123451265,0.889405,,,定增/再融资,1,1.2698643711843218,0.8513404199748218,,7.497404288302182,8.767076322076733,,-56.49168516275195,-6.414707427019874,-63.32935423646365,33.868344899589964,32.95816157273311,2.766929621155775,1.4916058739721036,0.1135513555408936,,31.613618868070503,38.92108305461895,,,31.613618868070503
002313.SZ,日海智能,20110714,0.059496020965659424,0.2635596625150663,13.049577607678676,0.1561800547127581,0.01750930181659016,0.01967906318732545,0.9861049999999999,,,业绩预告,1,1.2698643711843218,0.8513404199748218,,7.497404288302182,8.767076322076733,,-56.49168516275195,-6.414707427019874,-63.32935423646365,33.868344899589964,32.95816157273311,2.766929621155775,1.4916058739721036,0.1135513555408936,,31.613618868070503,38.92108305461895,,,31.613618868070503
300098.SZ,高新兴,20110727,-0.021783261821905153,0.6352668213457077,12.409272721229545,0.05674846625766872,0.34187265917602994,0.015862347426974014,1.306265,,,control,0,0.4289471793574441,0.4057571134131157,,9.19232338558145,-4.736844365632602,,-121.86306285432562,-5.379141109527509,-166.06933595072385,58.73039708114882,5.406275425115651,16.689761729195098,1.0571525801464328,0.0441408658500377,,,,,,
002313.SZ,日海智能,20110810,-0.054366139354512955,0.2820409803133789,13.082790602284506,0.07085561497326198,0.10077874484654137,0.029794018742197777,2.345835,,,control,0,6.386491032608557,4.380033853933531,,11.733355821028436,13.39484999573624,,-40.71404946425567,-15.198457943682603,-49.89601479872882,22.12705783745801,31.41720811053093,2.7731402083105827,1.4580917055865008,0.3732976243747476,,31.613618868070503,38.92108305461895,,,31.613618868070503
300098.SZ,高新兴,20110815,0.17564033179072014,0.5995359628770301,12.363616248592304,0.014643545279383385,0.08398517908604353,0.0250903705109468,1.5992250000000001,,,control,0,1.2862161827653893,1.2275680472329695,,12.681750768475757,7.277687320461568,,-73.0085902677889,-7.067085154286907,-36.05008255595186,61.85369635240533,4.559741691814616,19.757179721345885,1.047775873333146,0.0967979949806656,,,,,,
002313.SZ,日海智能,20110826,-0.09322413312596078,0.3077541181197268,13.100935429990708,-0.07310606060606062,0.1804148576941631,0.024564009694855036,1.9045549999999998,,,control,0,6.386491032608557,4.380033853933531,,11.733355821028436,13.39484999573624,,-40.71404946425567,-15.198457943682603,-49.89601479872882,22.12705783745801,31.41720811053093,2.7731402083105827,1.4580917055865008,0.3732976243747476,,31.613618868070503,38.92108305461895,,,31.613618868070503
300098.SZ,高新兴,20110831,0.14678245662516676,0.5791183294663573,12.311783099952288,-0.08155767817781034,0.06791969243912854,0.024224132273751947,1.948045,,,control,0,1.2862161827653893,1.2275680472329695,,12.681750768475757,7.277687320461568,,-73.0085902677889,-7.067085154286907,-36.05008255595186,61.85369635240533,4.559741691814616,19.757179721345885,1.047775873333146,0.0967979949806656,,,,,,
300098.SZ,高新兴,20111124,-0.08039022333750312,0.6283062645011601,12.378319623752532,-0.020168683535020215,0.060317460317460325,0.025139397069527523,3.6344499999999997,,,control,0,2.427302312577913,2.3022389357791733,,17.37886961517772,8.66720834193763,,-28.86303947466775,-3.8235866172491466,-3.794571727775975,63.68809694184368,5.152360962648971,17.523482439252525,1.0543225009598811,0.1324734569484616,,,,,,
002313.SZ,日海智能,20111205,0.19625305704060136,0.24065889915628766,12.971773018771827,-0.10190018793067446,-0.08469887210044691,0.019300869613649088,0.9412050000000001,,,control,0,10.31279093256594,6.815962456533804,,11.72305982784507,13.424638914534407,,-17.323542041085105,-10.072166644220385,-41.13580428485844,13.485847480882104,33.90768317613984,2.5328938738232467,1.5130351727040494,0.5814149681591033,,31.613618868070503,38.92108305461895,,,31.613618868070503
300098.SZ,高新兴,20111212,-0.20029351606432055,0.6134570765661252,12.390594280376577,0.09825416159155509,0.05912294440093979,0.02363070396103276,2.95,,,control,0,2.427302312577913,2.3022389357791733,,17.37886961517772,8.66720834193763,,-28.86303947466775,-3.8235866172491466,-3.794571727775975,63.68809694184368,5.152360962648971,17.523482439252525,1.0543225009598811,0.1324734569484616,,,,,,
002313.SZ,日海智能,20111221,0.1980756200027104,0.2310164724789072,12.959844447906553,-0.09612930667800934,-0.038461538461538436,0.016655169554056215,0.721055,,,control,0,10.31279093256594,6.815962456533804,,11.72305982784507,13.424638914534407,,-17.323542041085105,-10.072166644220385,-41.13580428485844,13.485847480882104,33.90768317613984,2.5328938738232467,1.5130351727040494,0.5814149681591033,,31.613618868070503,38.92108305461895,,,31.613618868070503
300098.SZ,高新兴,20111229,-0.11252377203076747,0.4255220417633411,12.132177850652562,-0.20419047619047614,-0.2420174165457184,0.028073805172538487,0.8529,,,control,0,2.427302312577913,2.3022389357791733,,17.37886961517772,8.66720834193763,,-28.86303947466775,-3.8235866172491466,-3.794571727775975,63.68809694184368,5.152360962648971,17.523482439252525,1.0543225009598811,0.1324734569484616,,,,,,
002313.SZ,日海智能,20120110,-0.08496040259855686,0.2040980313378867,12.9384405392434,-0.06200676437429542,-0.06705539358600587,0.021331425453952294,0.528865,,,control,0,10.31279093256594,6.815962456533804,,11.72305982784507,13.424638914534407,,-17.323542041085105,-10.072166644220385,-41.13580428485844,13.485847480882104,33.90768317613984,2.5328938738232467,1.5130351727040494,0.5814149681591033,,31.613618868070503,38.92108305461895,,,31.613618868070503
300098.SZ,高新兴,20120131,0.15853083329663042,0.21067285382830628,11.911305533355163,-0.23059255856683503,-0.38577191052438575,0.03808384665246081,0.8324149999999999,,,业绩预告,1,2.427302312577913,2.3022389357791733,,17.37886961517772,8.66720834193763,,-28.86303947466775,-3.8235866172491466,-3.794571727775975,63.68809694184368,5.152360962648971,17.523482439252525,1.0543225009598811,0.1324734569484616,,,,,,
002313.SZ,日海智能,20120202,-0.18689364408221798,0.18561671353957412,12.87004844878984,-0.028750000000000053,-0.1554347826086957,0.03268036475634608,0.568565,,,control,0,10.31279093256594,6.815962456533804,,11.72305982784507,13.424638914534407,,-17.323542041085105,-10.072166644220385,-41.13580428485844,13.485847480882104,33.90768317613984,2.5328938738232467,1.5130351727040494,0.5814149681591033,,31.613618868070503,38.92108305461895,,,31.613618868070503
