analysis_group_id,event_date,as_of_date,source_count,evidence_count,group_event_count,group_source_count,group_evidence_count,keyword_score_num,source_weight_num,signal_strength_num,has_pdf_num,pre_total_mv_yi,text_char_len,text_digit_count,text_percent_count,text_money_word_count,text_risk_keyword_count,text_has_risk_keyword,text_growth_keyword_count,text_has_growth_keyword,text_capital_keyword_count,text_has_capital_keyword,text_ir_keyword_count,text_has_ir_keyword,text_tech_keyword_count,text_has_tech_keyword,text_order_keyword_count,text_has_order_keyword,text_policy_keyword_count,text_has_policy_keyword,text_finance_keyword_count,text_has_finance_keyword,category_业绩信号,category_产品/技术创新,category_其他,category_客户/订单,category_政策/行业,category_管理层/投关信号,category_资本动作,category_风险事件,source_has_announcement,source_has_express,source_has_forecast,source_has_institution_survey,source_has_irm_qa,source_has_news,source_has_repurchase,source_has_research_report
300590|2017-01-11|其他,2017-01-11,2017-01-11,1,1,1,1,1,0,4,1,0,32.808,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300638|2017-04-13|其他,2017-04-13,2017-04-13,1,1,1,1,1,0,4,1,0,12.04,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
002970|2019-12-17|风险事件,2019-12-17,2019-12-17,1,1,1,1,1,1,4,1,0,47.27808,48,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
002970|2019-12-17|其他,2019-12-17,2019-12-17,1,1,1,1,1,0,4,1,0,47.27808,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
002881|2017-06-22|风险事件,2017-06-22,2017-06-22,1,1,1,1,1,1,4,1,0,13.76043,48,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
002881|2017-06-22|其他,2017-06-22,2017-06-22,1,1,1,1,1,0,4,1,0,13.76043,65,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
603236|2019-07-16|其他,2019-07-16,2019-07-16,1,1,1,1,1,0,4,1,0,56.415268000000005,69,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
002970|2019-12-20|管理层/投关信号,2019-12-20,2019-12-20,1,1,1,1,1,1,4,1,0,57.20544,64,16,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
300638|2017-04-18|政策/行业,2017-04-18,2017-04-18,1,1,1,1,1,1,4,1,0,14.576,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
300638|2017-04-18|其他,2017-04-18,2017-04-18,1,1,1,1,1,0,4,1,0,14.576,67,14,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300590|2017-01-13|其他,2017-01-13,2017-01-13,1,1,1,1,1,0,4,1,0,36.088,67,14,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2015-05-28|资本动作,2015-05-28,2015-05-28,1,1,14,1,14,2,4,1,0,62.661903300000006,252,3,0,0,0,0,1,1,0,0,0,0,1,1,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300098|2015-06-13|资本动作,2015-06-13,2015-06-13,1,1,1,1,1,1,4,1,0,91.59830784,98,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300638|2017-04-20|其他,2017-04-20,2017-04-20,1,1,1,1,1,0,4,1,0,17.632,67,14,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2015-05-28|其他,2015-05-28,2015-05-28,1,1,21,1,21,0,4,1,0,62.661903300000006,287,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2015-04-01|其他,2015-04-01,2015-04-01,1,1,16,1,16,0,4,1,0,62.661903300000006,228,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2015-02-28|业绩信号,2015-02-28,2015-02-28,1,1,2,1,2,2,5,1,0,62.661903300000006,107,44,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
300098|2015-06-09|其他,2015-06-09,2015-06-09,1,1,9,1,9,0,4,1,0,62.661903300000006,304,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2015-04-27|业绩信号,2015-04-27,2015-04-27,1,1,3,1,3,1,5,1,0,62.661903300000006,99,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
300098|2015-04-02|业绩信号,2015-04-02,2015-04-02,1,1,2,1,2,1,5,1,0,62.661903300000006,77,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
002970|2019-12-23|其他,2019-12-23,2019-12-23,1,1,1,1,1,0,4,1,0,62.92511999999999,75,16,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2015-05-09|资本动作,2015-05-09,2015-05-09,1,1,3,1,3,2,4,1,0,62.661903300000006,161,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300098|2015-04-17|资本动作,2015-04-17,2015-04-17,1,1,2,1,2,2,4,1,0,62.661903300000006,103,7,0,0,2,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300098|2015-06-09|风险事件,2015-06-09,2015-06-09,1,1,2,1,2,2,4,1,0,62.661903300000006,144,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
300098|2015-03-13|其他,2015-03-13,2015-03-13,1,1,5,1,5,0,4,1,0,62.661903300000006,138,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2015-04-01|业绩信号,2015-04-01,2015-04-01,1,1,3,1,3,1,4,1,0,62.661903300000006,82,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2015-06-09|资本动作,2015-06-09,2015-06-09,1,1,3,1,3,1,4,1,0,62.661903300000006,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300098|2015-03-18|风险事件,2015-03-18,2015-03-18,1,1,1,1,1,2,4,1,0,62.661903300000006,188,32,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
300098|2015-06-04|风险事件,2015-06-04,2015-06-04,1,1,1,1,1,2,4,1,0,62.661903300000006,77,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
300098|2015-04-25|客户/订单,2015-04-25,2015-04-25,1,1,1,1,1,2,4,1,0,62.661903300000006,100,8,0,0,0,0,4,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
300098|2015-03-13|风险事件,2015-03-13,2015-03-13,1,1,1,1,1,2,4,1,0,62.661903300000006,162,0,0,2,2,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
300098|2015-05-28|风险事件,2015-05-28,2015-05-28,1,1,1,1,1,2,4,1,0,62.661903300000006,71,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
300098|2015-03-13|产品/技术创新,2015-03-13,2015-03-13,1,1,1,1,1,1,4,1,0,62.661903300000006,118,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2015-04-10|资本动作,2015-04-10,2015-04-10,1,1,1,1,1,1,4,1,0,62.661903300000006,78,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300098|2015-04-24|资本动作,2015-04-24,2015-04-24,1,1,1,1,1,1,4,1,0,62.661903300000006,78,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300098|2015-04-04|业绩信号,2015-04-04,2015-04-04,1,1,1,1,1,1,4,1,0,62.661903300000006,60,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2015-04-27|资本动作,2015-04-27,2015-04-27,1,1,1,1,1,1,4,1,0,62.661903300000006,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300098|2015-03-06|资本动作,2015-03-06,2015-03-06,1,1,1,1,1,1,4,1,0,62.661903300000006,76,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300098|2015-03-13|资本动作,2015-03-13,2015-03-13,1,1,1,1,1,1,4,1,0,62.661903300000006,78,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300098|2015-05-08|资本动作,2015-05-08,2015-05-08,1,1,1,1,1,1,4,1,0,62.661903300000006,76,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300098|2015-05-28|产品/技术创新,2015-05-28,2015-05-28,1,1,1,1,1,1,4,1,0,62.661903300000006,100,18,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2015-03-20|资本动作,2015-03-20,2015-03-20,1,1,1,1,1,1,4,1,0,62.661903300000006,78,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300098|2015-04-01|资本动作,2015-04-01,2015-04-01,1,1,1,1,1,1,4,1,0,62.661903300000006,86,12,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300098|2015-04-29|资本动作,2015-04-29,2015-04-29,1,1,1,1,1,1,4,1,0,62.661903300000006,58,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300098|2015-05-27|资本动作,2015-05-27,2015-05-27,1,1,1,1,1,1,4,1,0,62.661903300000006,78,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300098|2015-06-03|资本动作,2015-06-03,2015-06-03,1,1,1,1,1,1,4,1,0,62.661903300000006,76,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300098|2015-05-01|资本动作,2015-05-01,2015-05-01,1,1,1,1,1,1,4,1,0,62.661903300000006,76,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300098|2015-05-28|政策/行业,2015-05-28,2015-05-28,1,1,1,1,1,1,4,1,0,62.661903300000006,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
300098|2015-04-01|管理层/投关信号,2015-04-01,2015-04-01,1,1,1,1,1,1,4,1,0,62.661903300000006,72,8,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
300098|2015-05-22|资本动作,2015-05-22,2015-05-22,1,1,1,1,1,1,4,1,0,62.661903300000006,78,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300098|2015-02-27|资本动作,2015-02-27,2015-02-27,1,1,1,1,1,1,4,1,0,62.661903300000006,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300098|2015-03-27|资本动作,2015-03-27,2015-03-27,1,1,1,1,1,1,4,1,0,62.661903300000006,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300098|2015-04-03|资本动作,2015-04-03,2015-04-03,1,1,1,1,1,1,4,1,0,62.661903300000006,76,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300098|2015-05-15|资本动作,2015-05-15,2015-05-15,1,1,1,1,1,1,4,1,0,62.661903300000006,78,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300098|2015-04-25|其他,2015-04-25,2015-04-25,1,1,2,1,2,0,4,1,0,62.661903300000006,77,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2015-02-13|其他,2015-02-13,2015-02-13,1,1,2,1,2,0,4,1,0,62.661903300000006,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2015-05-09|其他,2015-05-09,2015-05-09,1,1,2,1,2,0,4,1,0,62.661903300000006,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2015-03-31|其他,2015-03-31,2015-03-31,1,1,2,1,2,0,4,1,0,62.661903300000006,77,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2015-04-18|其他,2015-04-18,2015-04-18,1,1,1,1,1,0,4,1,0,62.661903300000006,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2015-04-22|其他,2015-04-22,2015-04-22,1,1,1,1,1,0,4,1,0,62.661903300000006,65,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2015-03-26|其他,2015-03-26,2015-03-26,1,1,1,1,1,0,4,1,0,62.661903300000006,73,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2015-05-29|其他,2015-05-29,2015-05-29,1,1,1,1,1,0,4,1,0,62.661903300000006,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2015-03-18|其他,2015-03-18,2015-03-18,1,1,1,1,1,0,4,1,0,62.661903300000006,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2015-05-01|其他,2015-05-01,2015-05-01,1,1,1,1,1,0,4,1,0,62.661903300000006,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300638|2017-04-24|其他,2017-04-24,2017-04-24,1,1,1,1,1,0,4,1,0,21.328,67,14,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
688159|2020-02-04|其他,2020-02-04,2020-02-04,1,1,2,1,2,0,4,1,0,41.53997918,107,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
603236|2019-07-19|产品/技术创新,2019-07-19,2019-07-19,1,1,1,1,1,1,4,1,0,68.26729,136,16,0,0,2,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
002881|2017-06-28|其他,2017-06-28,2017-06-28,1,1,1,1,1,0,4,1,0,18.315239,67,14,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
603236|2019-07-19|其他,2019-07-19,2019-07-19,1,1,1,1,1,0,4,1,0,68.26729,79,16,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
002881|2020-01-22|其他,2020-01-22,2020-01-22,1,1,2,1,2,0,4,1,0,49.868225,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2015-06-16|其他,2015-06-16,2015-06-16,1,1,1,1,1,0,4,1,0,100.75813862,75,14,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
002881|2017-06-29|其他,2017-06-29,2017-06-29,1,1,2,1,2,0,4,1,0,20.149963,75,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2020-01-23|风险事件,2020-01-23,2020-01-23,1,1,2,1,2,13,5,1,0,100.71654772,633,54,0,7,6,1,4,1,0,0,2,1,10,1,0,0,4,1,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
300098|2015-06-12|资本动作,2015-06-12,2015-06-12,1,1,1,1,1,1,4,1,0,83.26051315000001,88,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
002881|2017-06-30|其他,2017-06-30,2017-06-30,1,1,1,1,1,0,4,1,0,22.166026,67,14,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2015-06-12|其他,2015-06-12,2015-06-12,1,1,1,1,1,0,4,1,0,83.26051315000001,75,14,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2015-06-11|客户/订单,2015-06-11,2015-06-11,1,1,1,1,1,2,4,1,0,75.6860377,90,0,0,0,0,0,4,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
300098|2015-07-03|其他,2015-07-03,2015-07-03,1,1,3,1,3,0,4,1,0,73.33736314,113,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
002313|2015-06-16|产品/技术创新,2015-06-16,2015-06-16,1,1,1,1,1,1,4,1,0,93.444,100,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2015-06-11|其他,2015-06-11,2015-06-11,1,1,1,1,1,0,4,1,0,75.6860377,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
002313|2015-06-16|其他,2015-06-16,2015-06-16,1,1,1,1,1,0,4,1,0,93.444,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300590|2017-01-17|其他,2017-01-17,2017-01-17,1,1,1,1,1,0,4,1,0,43.664,67,14,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
002970|2019-12-25|其他,2019-12-25,2019-12-25,1,1,1,1,1,0,4,1,0,76.13568000000001,75,16,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
002970|2020-01-23|其他,2020-01-23,2020-01-23,1,1,1,1,1,0,4,1,0,132.18336000000002,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
002313|2020-01-23|客户/订单,2020-01-23,2020-01-23,1,1,1,1,1,2,4,1,0,62.244,78,0,0,0,0,0,4,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
002313|2020-01-23|管理层/投关信号,2020-01-23,2020-01-23,1,1,1,1,1,1,4,1,0,62.244,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
300098|2016-07-05|其他,2016-07-05,2016-07-05,1,1,1,1,1,0,4,1,0,174.64924279,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300590|2021-07-16|资本动作,2021-07-16,2021-07-16,1,1,6,1,6,2,4,1,0,56.475315720000005,366,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
002313|2016-07-05|其他,2016-07-05,2016-07-05,1,1,3,1,3,0,4,1,0,46.644,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2016-07-02|产品/技术创新,2016-07-02,2016-07-02,1,1,1,1,1,1,4,1,0,172.17728427,84,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2020-01-23|资本动作,2020-01-23,2020-01-23,1,1,3,1,3,3,4,1,0,100.71654772,167,10,0,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300638|2024-07-27|其他,2024-07-27,2024-07-27,1,1,5,1,5,0,4,1,0,115.39762516999998,201,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2016-07-06|其他,2016-07-06,2016-07-06,1,1,1,1,1,0,4,1,0,179.48568336,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
002881|2025-01-23|业绩信号,2025-01-23,2025-01-23,1,1,2,1,2,7,5,1,0,87.54653663,449,83,0,13,2,1,10,1,0,0,0,0,10,1,3,1,0,0,8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
300098|2016-07-01|管理层/投关信号,2016-07-01,2016-07-01,1,1,1,1,1,2,4,1,0,170.67261387,76,14,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
300590|2021-07-16|其他,2021-07-16,2021-07-16,1,1,3,1,3,0,4,1,0,56.475315720000005,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2020-01-23|其他,2020-01-23,2020-01-23,1,1,4,1,4,0,4,1,0,100.71654772,124,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300638|2024-07-26|管理层/投关信号,2024-07-26,2024-07-26,1,1,1,1,1,2,4,1,0,113.86613711,70,16,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
002313|2022-04-30|其他,2022-04-30,2022-04-30,1,1,40,1,40,0,4,1,0,30.81312,152,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
688159|2023-05-13|其他,2023-05-13,2023-05-13,1,1,1,1,1,0,4,1,0,19.243526,103,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2020-01-23|业绩信号,2020-01-23,2020-01-23,1,1,1,1,1,1,4,1,0,100.71654772,48,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
002881|2021-10-09|业绩信号,2021-10-09,2021-10-09,1,1,3,1,3,8,5,1,0,51.195975,389,77,4,9,0,0,5,1,0,0,0,0,6,1,3,1,4,1,10,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
002313|2016-06-24|风险事件,2016-06-24,2016-06-24,1,1,1,1,1,1,4,1,0,42.4008,82,8,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
002313|2016-06-20|产品/技术创新,2016-06-20,2016-06-20,1,1,1,1,1,1,4,1,0,42.4008,84,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
300638|2024-07-26|资本动作,2024-07-26,2024-07-26,1,1,1,1,1,1,4,1,0,113.86613711,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
603236|2021-01-30|业绩信号,2021-01-30,2021-01-30,1,1,2,1,2,7,5,1,0,228.639684,213,28,0,4,0,0,2,1,0,0,0,0,4,1,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
002313|2022-04-30|业绩信号,2022-04-30,2022-04-30,1,1,5,1,5,2,4,1,0,30.81312,121,20,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2016-12-27|资本动作,2016-12-27,2016-12-27,1,1,7,1,7,2,4,1,0,170.24270805,205,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
