analysis_group_id,event_date,as_of_date,source_count,evidence_count,group_event_count,group_source_count,group_evidence_count,keyword_score_num,source_weight_num,signal_strength_num,has_pdf_num,pre_total_mv_yi,text_char_len,text_digit_count,text_percent_count,text_money_word_count,text_risk_keyword_count,text_has_risk_keyword,text_growth_keyword_count,text_has_growth_keyword,text_capital_keyword_count,text_has_capital_keyword,text_ir_keyword_count,text_has_ir_keyword,text_tech_keyword_count,text_has_tech_keyword,text_order_keyword_count,text_has_order_keyword,text_policy_keyword_count,text_has_policy_keyword,text_finance_keyword_count,text_has_finance_keyword,category_业绩信号,category_产品/技术创新,category_其他,category_客户/订单,category_政策/行业,category_管理层/投关信号,category_资本动作,category_风险事件,source_has_announcement,source_has_express,source_has_forecast,source_has_institution_survey,source_has_irm_qa,source_has_news,source_has_repurchase,source_has_research_report
300098|2023-05-13|其他,2023-05-13,2023-05-13,1,1,2,1,2,0,4,1,0,60.30104494,101,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
002970|2021-04-26|政策/行业,2021-04-26,2021-04-26,1,1,1,1,1,1,3,1,0,69.8112,94,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,5,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
002313|2012-02-24|资本动作,2012-02-24,2012-02-24,1,1,2,1,2,2,4,1,0,43.15,131,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300590|2025-10-29|业绩信号,2025-10-29,2025-10-29,1,1,1,1,1,2,4,1,0,54.82217053,48,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
300638|2020-02-05|其他,2020-02-05,2020-02-05,1,1,1,1,1,0,4,1,0,83.16531742,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
002313|2025-04-09|管理层/投关信号,2025-04-09,2025-04-09,1,1,1,1,1,1,4,1,0,29.3904,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
300098|2016-08-10|其他,2016-08-10,2016-08-10,1,1,2,1,2,0,4,1,0,155.51843341999998,85,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300638|2020-07-01|其他,2020-07-01,2020-07-01,1,1,3,1,3,0,4,1,0,145.17611580000002,142,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300638|2020-07-02|资本动作,2020-07-02,2020-07-02,1,1,1,1,1,4,3,1,0,137.83276485,129,2,0,0,0,0,0,0,1,1,1,1,2,1,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
301608|2025-06-18|管理层/投关信号,2025-06-18,2025-06-18,1,1,2,1,2,3,4,3,0,78.320099,192,22,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
002881|2018-05-05|其他,2018-05-05,2018-05-05,1,1,1,1,1,0,4,1,0,39.25456,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
603236|2026-05-19|其他,2026-05-19,2026-05-19,1,1,1,1,1,0,4,1,0,215.00409399,53,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
603236|2020-06-16|其他,2020-06-16,2020-06-16,1,1,1,1,1,0,4,1,0,198.8678328,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300638|2020-12-30|客户/订单,2020-12-30,2020-12-30,1,1,2,1,2,1,4,1,0,142.14353996,147,0,0,0,0,0,2,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
300098|2017-11-22|其他,2017-11-22,2017-11-22,1,1,1,1,1,0,4,1,0,148.55184764,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
603236|2020-10-10|风险事件,2020-10-10,2020-10-10,1,1,1,1,1,2,4,1,0,215.6693448,116,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
300098|2013-05-09|其他,2013-05-09,2013-05-09,1,1,2,1,2,0,4,1,0,18.779904,77,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300590|2026-05-15|管理层/投关信号,2026-05-15,2026-05-15,1,1,2,1,2,5,4,1,0,69.47415166,252,43,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
300098|2020-05-30|资本动作,2020-05-30,2020-05-30,1,1,5,1,5,2,4,1,0,93.83748404,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300098|2026-04-18|管理层/投关信号,2026-04-18,2026-04-18,1,1,1,1,1,1,4,1,0,95.05669044,72,8,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
300098|2026-04-18|风险事件,2026-04-18,2026-04-18,1,1,1,1,1,1,4,1,0,95.05669044,68,8,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
688159|2024-03-02|其他,2024-03-02,2024-03-02,1,1,1,1,1,0,4,1,0,38.14161093,61,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
002313|2018-06-12|资本动作,2018-06-12,2018-06-12,1,1,1,1,1,1,4,1,0,87.984,66,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300638|2022-07-01|其他,2022-07-01,2022-07-01,1,1,1,1,1,0,4,1,0,164.53787713,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
301608|2025-09-11|其他,2025-09-11,2025-09-11,1,1,1,1,1,0,4,1,0,85.14563199999999,73,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
002313|2018-03-09|管理层/投关信号,2018-03-09,2018-03-09,1,1,1,1,1,2,4,1,0,87.516,84,12,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
002881|2021-08-27|其他,2021-08-27,2021-08-27,1,1,5,1,5,0,4,1,0,57.616227,160,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
002881|2021-11-20|资本动作,2021-11-20,2021-11-20,1,1,1,1,1,1,4,1,0,90.82355072,68,0,0,0,4,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
301608|2025-06-19|管理层/投关信号,2025-06-19,2025-06-19,1,1,3,1,3,3,4,2,0,79.51256500000001,244,29,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
002313|2022-10-31|其他,2022-10-31,2022-10-31,1,1,5,1,5,0,4,1,0,19.05696,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
002881|2020-06-19|其他,2020-06-19,2020-06-19,1,1,1,1,1,0,4,1,0,44.1741804,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300590|2021-01-12|风险事件,2021-01-12,2021-01-12,1,1,1,1,1,1,4,1,0,76.5163503,112,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
002970|2024-06-12|资本动作,2024-06-12,2024-06-12,1,1,1,1,1,1,4,1,0,61.82683469999999,96,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300098|2017-10-21|资本动作,2017-10-21,2017-10-21,1,1,6,1,6,1,5,1,0,161.71466958000002,268,16,0,2,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
688159|2020-04-15|其他,2020-04-15,2020-04-15,1,1,16,1,16,0,4,1,0,44.0978371,237,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2019-06-14|管理层/投关信号,2019-06-14,2019-06-14,1,1,1,1,1,2,4,1,0,144.15910498,76,14,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
300098|2016-10-29|其他,2016-10-29,2016-10-29,1,1,2,1,2,0,4,1,0,150.78946931000002,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
002881|2021-10-29|业绩信号,2021-10-29,2021-10-29,1,1,1,1,1,2,4,1,0,66.60089,50,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
300638|2022-04-12|资本动作,2022-04-12,2022-04-12,1,1,1,1,1,1,4,1,0,131.67999227,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
688159|2023-07-15|政策/行业,2023-07-15,2023-07-15,1,1,1,1,1,1,4,1,0,37.03605699,96,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
688159|2026-03-21|其他,2026-03-21,2026-03-21,1,1,1,1,1,0,4,1,0,39.34688527,59,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
002313|2019-08-07|其他,2019-08-07,2019-08-07,1,1,12,1,12,0,4,1,0,55.068,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
688159|2024-05-15|管理层/投关信号,2024-05-15,2024-05-15,1,1,1,1,1,2,4,1,0,37.23874188,108,16,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
603236|2025-09-30|管理层/投关信号,2025-09-30,2025-09-30,1,1,2,1,2,2,4,100,0,267.41412239,388,142,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
300638|2024-07-08|资本动作,2024-07-08,2024-07-08,1,1,1,1,1,1,4,1,0,122.67219345,78,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
688159|2023-06-21|风险事件,2023-06-21,2023-06-21,1,1,1,1,1,1,4,1,0,36.46485412,96,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
002970|2024-07-20|资本动作,2024-07-20,2024-07-20,1,1,2,1,2,1,5,1,0,61.61918789999999,103,20,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
603236|2024-06-17|资本动作,2024-06-17,2024-06-17,1,1,2,1,2,2,4,1,0,129.90627885,133,4,0,0,0,0,0,0,2,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
603236|2020-12-16|资本动作,2020-12-16,2020-12-16,1,1,7,1,7,2,4,1,0,212.105712,251,12,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
301608|2025-03-16|产品/技术创新,2025-03-16,2025-03-16,1,1,1,1,1,3,3,1,0,89.03449499999999,128,0,0,0,0,0,0,0,0,0,1,1,6,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
688159|2024-01-26|其他,2024-01-26,2024-01-26,1,1,2,1,2,0,4,1,0,36.66753901,108,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
688159|2021-01-16|资本动作,2021-01-16,2021-01-16,1,1,1,1,1,1,4,1,0,23.084896840000003,96,2,2,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300098|2017-10-18|资本动作,2017-10-18,2017-10-18,1,1,1,1,1,2,3,1,0,158.06447526,101,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
300638|2021-11-23|其他,2021-11-23,2021-11-23,1,1,11,1,11,0,4,1,0,229.96962276,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300590|2018-08-08|产品/技术创新,2018-08-08,2018-08-08,1,1,1,1,1,1,4,1,0,31.12,72,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
603236|2020-11-10|资本动作,2020-11-10,2020-11-10,1,1,1,1,1,1,4,1,0,214.8774264,68,2,2,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
603236|2022-11-16|管理层/投关信号,2022-11-16,2022-11-16,1,1,1,1,1,1,4,1,0,209.05197247,80,8,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
300590|2024-04-12|资本动作,2024-04-12,2024-04-12,1,1,1,1,1,2,3,1,0,52.25858543,97,0,0,0,0,0,4,1,1,1,1,1,0,0,0,0,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
301608|2025-06-05|管理层/投关信号,2025-06-05,2025-06-05,1,1,1,1,1,2,4,1,0,78.15101800000001,74,12,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
300638|2017-07-13|产品/技术创新,2017-07-13,2017-07-13,1,1,1,1,1,2,4,1,0,28.464,82,14,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2020-02-28|业绩信号,2020-02-28,2020-02-28,1,1,1,1,1,1,4,1,0,122.05928375,48,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2018-12-27|其他,2018-12-27,2018-12-27,1,1,2,1,2,0,4,1,0,116.10366105,87,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
002313|2017-11-10|管理层/投关信号,2017-11-10,2017-11-10,1,1,1,1,1,2,4,1,0,86.0184,86,14,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
300098|2018-04-25|产品/技术创新,2018-04-25,2018-04-25,1,1,2,1,2,1,4,1,0,164.95998962000002,127,12,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
300638|2021-01-26|其他,2021-01-26,2021-01-26,1,1,1,1,1,0,4,1,0,155.57156799,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300638|2017-10-26|其他,2017-10-26,2017-10-26,1,1,5,1,5,0,4,1,0,33.432,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300638|2022-11-16|资本动作,2022-11-16,2022-11-16,1,1,2,1,2,1,4,1,0,125.60515799,157,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300098|2024-07-02|资本动作,2024-07-02,2024-07-02,1,1,1,1,1,1,4,1,0,79.41664997000001,72,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300098|2017-12-19|资本动作,2017-12-19,2017-12-19,1,1,2,1,2,1,4,1,0,147.3351162,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300098|2017-12-12|资本动作,2017-12-12,2017-12-12,1,1,2,1,2,1,4,1,0,147.3351162,87,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300638|2022-04-19|资本动作,2022-04-19,2022-04-19,1,1,4,1,4,2,4,1,0,129.73377855,239,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300638|2020-05-12|资本动作,2020-05-12,2020-05-12,1,1,1,1,1,1,4,1,0,112.32428261,58,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
603236|2020-12-22|政策/行业,2020-12-22,2020-12-22,1,1,1,1,1,1,3,1,0,205.417212,79,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
300098|2017-07-15|客户/订单,2017-07-15,2017-07-15,1,1,1,1,1,2,4,1,0,129.58140456,54,0,0,0,0,0,4,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
688159|2025-06-24|其他,2025-06-24,2025-06-24,1,1,2,1,2,0,4,1,0,54.129560860000005,133,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
002313|2025-10-09|其他,2025-10-09,2025-10-09,1,1,4,1,4,0,4,1,0,40.58496,124,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300590|2020-10-22|产品/技术创新,2020-10-22,2020-10-22,1,1,2,1,2,1,4,1,0,64.8899343,167,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
300590|2017-02-16|产品/技术创新,2017-02-16,2017-02-16,1,1,1,1,1,2,4,1,0,58.92,64,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
603236|2025-06-11|其他,2025-06-11,2025-06-11,1,1,1,1,1,0,4,1,0,195.77225672,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
002313|2017-11-04|资本动作,2017-11-04,2017-11-04,1,1,1,1,1,1,4,1,0,81.9,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300590|2025-11-05|管理层/投关信号,2025-11-05,2025-11-05,1,1,2,1,2,3,4,15,0,55.0521293,280,70,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
002313|2025-07-11|其他,2025-07-11,2025-07-11,1,1,1,1,1,0,4,1,0,36.3168,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300590|2021-03-29|风险事件,2021-03-29,2021-03-29,1,1,1,1,1,2,4,1,0,61.4020095,50,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
002313|2022-07-01|风险事件,2022-07-01,2022-07-01,1,1,1,1,1,2,4,1,0,22.2768,62,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
002313|2024-06-08|风险事件,2024-06-08,2024-06-08,1,1,1,1,1,2,4,1,0,24.86016,60,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
300638|2017-05-16|其他,2017-05-16,2017-05-16,1,1,2,1,2,0,4,1,0,30.52,85,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2014-12-12|其他,2014-12-12,2014-12-12,1,1,1,1,1,0,4,1,0,46.9734912,73,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300638|2021-10-14|政策/行业,2021-10-14,2021-10-14,1,1,1,1,1,1,3,1,0,192.41448412,105,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
002313|2013-12-28|其他,2013-12-28,2013-12-28,1,1,6,1,6,0,4,1,0,52.0630006,187,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
002881|2025-03-19|产品/技术创新,2025-03-19,2025-03-19,1,1,1,1,1,1,4,1,0,134.82794966,132,8,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
688159|2022-04-29|资本动作,2022-04-29,2022-04-29,1,1,3,1,3,1,4,1,0,13.78859605,168,20,0,0,0,0,0,0,4,1,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300098|2012-12-07|资本动作,2012-12-07,2012-12-07,1,1,7,1,7,1,4,1,0,10.723752,189,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
688159|2024-12-03|其他,2024-12-03,2024-12-03,1,1,1,1,1,0,4,1,0,29.25424941,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
002881|2026-06-02|产品/技术创新,2026-06-02,2026-06-02,1,1,1,1,1,5,3,1,0,138.923542,474,6,0,0,1,1,6,1,0,0,1,1,15,1,4,1,5,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
002970|2021-08-19|政策/行业,2021-08-19,2021-08-19,1,1,1,1,1,1,3,1,0,78.84705,79,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
300638|2021-05-27|资本动作,2021-05-27,2021-05-27,1,1,6,1,6,3,4,1,0,147.75752488,328,28,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300098|2017-09-25|资本动作,2017-09-25,2017-09-25,1,1,1,1,1,2,3,1,0,156.84774382,71,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
300098|2012-01-10|其他,2012-01-10,2012-01-10,1,1,4,1,4,0,4,1,0,17.277156,120,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
002881|2021-08-31|其他,2021-08-31,2021-08-31,1,1,3,1,3,0,4,1,0,59.424229,87,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300098|2012-10-19|其他,2012-10-19,2012-10-19,1,1,1,1,1,0,4,1,0,14.58288,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
002313|2013-08-13|其他,2013-08-13,2013-08-13,1,1,1,1,1,0,4,1,0,64.5992126,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
002970|2022-07-28|资本动作,2022-07-28,2022-07-28,1,1,1,1,1,1,4,1,0,47.036704,60,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300098|2020-12-02|其他,2020-12-02,2020-12-02,1,1,4,1,4,0,4,1,0,98.070754,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300638|2022-06-25|资本动作,2022-06-25,2022-06-25,1,1,1,1,1,1,4,1,0,172.17780120999998,130,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300098|2023-10-31|资本动作,2023-10-31,2023-10-31,1,1,2,1,2,1,4,1,0,76.28864187,101,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
300590|2018-05-21|资本动作,2018-05-21,2018-05-21,1,1,1,1,1,1,4,1,0,43.152,84,4,4,0,4,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
603236|2021-06-24|产品/技术创新,2021-06-24,2021-06-24,1,1,1,1,1,1,4,1,0,237.39056212,118,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
603236|2025-04-24|其他,2025-04-24,2025-04-24,1,1,21,1,21,0,4,1,0,184.5209776,190,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
